player_id,player_name,position,season,GP,WAR,WAR_82,WAR_O,WAR_D,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,PEN_GAR,cap_hit,cap_pct_actual,salary_cap,cost_per_war,market_value,market_pct,surplus_value,surplus_pct,contract_type,sign_status,sign_age,draft_year,draft_round
8468674,Deryk Engelland,D,2018,74,0.28,0.31,0.11,0.17,-0.02,-0.09,-0.02,0.49,-0.09,2500000.0,3.1446540880503147,79500000,14804667.579908676,4795306.922374429,6.031832606760288,2295306.922374429,2.887178518709974,STD,UFA,35,2000.0,6.0
8475175,Magnus Paajarvi,LW,2018,80,0.16,0.16,0.09,0.07,0.18,-0.04,0.02,0.19,0.09,900000.0,1.1320754716981132,79500000,14804667.579908676,3018746.8127853884,3.7971658022457713,2118746.8127853884,2.6650903305476583,STD,UFA,27,2009.0,1.0
8480147,Oscar Fantenberg,D,2018,61,0.13,0.17,0.07,0.06,-0.01,0.03,-0.07,-0.14,-0.01,650000.0,0.8176100628930818,79500000,14804667.579908676,2574606.785388128,3.238499101117142,1924606.785388128,2.42088903822406,STD,RFA,26,,
8480160,Radim Simek,D,2018,41,0.13,0.26,0.06,0.07,0.01,0.02,-0.0,0.09,0.03,675000.0,0.8490566037735849,79500000,14804667.579908676,2574606.785388128,3.238499101117142,1899606.785388128,2.3894424973435573,STD,RFA,25,,
8476891,Matt Grzelcyk,D,2018,66,0.17,0.21,0.08,0.09,0.09,0.03,-0.14,-0.01,-0.18,1400000.0,1.7610062893081762,79500000,14804667.579908676,3166793.488584475,3.9833880359553144,1766793.4885844751,2.2223817466471387,STD,RFA,24,2012.0,3.0
8478906,Markus Nutivaara,D,2018,80,0.25,0.26,0.15,0.1,0.21,-0.09,-0.09,-0.05,0.1,2700000.0,3.3962264150943398,79500000,14804667.579908676,4351166.894977169,5.473165905631659,1651166.894977169,2.0769394905373195,STD,RFA,23,2015.0,7.0
8476410,Josh Leivo,LW,2018,76,0.13,0.14,0.09,0.04,0.08,-0.02,0.13,0.0,0.05,925000.0,1.1635220125786163,79500000,14804667.579908676,2574606.785388128,3.238499101117142,1649606.785388128,2.0749770885385255,STD,RFA,24,2011.0,3.0
8475204,Brandon Pirri,C,2018,31,0.11,0.29,0.1,0.01,0.04,-0.01,0.4,0.0,0.02,650000.0,0.8176100628930818,79500000,14804667.579908676,2278513.4337899545,2.866054633698056,1628513.4337899545,2.048444570804974,STD,UFA,27,2009.0,2.0
8474573,Josh Bailey,RW,2018,82,0.4,0.4,0.38,0.02,0.27,-0.14,1.62,0.0,0.03,5000000.0,6.289308176100629,79500000,14804667.579908676,6571867.031963471,8.266499411274806,1571867.0319634713,1.9771912351741778,STD,UFA,28,2008.0,1.0
8477433,Ben Harpur,D,2018,51,0.11,0.18,0.06,0.05,-0.03,-0.06,-0.0,-0.04,-0.09,725000.0,0.9119496855345912,79500000,14804667.579908676,2278513.4337899545,2.866054633698056,1553513.4337899545,1.9541049481634647,STD,RFA,23,2013.0,4.0
8473415,Alex Biega,D,2018,41,0.11,0.22,0.06,0.05,0.06,-0.09,0.0,0.13,-0.14,825000.0,1.0377358490566038,79500000,14804667.579908676,2278513.4337899545,2.866054633698056,1453513.4337899545,1.8283187846414521,STD,UFA,29,2006.0,5.0
8476981,Josh Anderson,D,2018,82,0.1,0.1,-0.06,0.16,0.25,-0.16,-0.88,0.95,-0.19,765000.0,0.9622641509433961,79500000,14804667.579908676,2130466.757990868,2.6798323999885127,1365466.7579908678,1.7175682490451167,ELC,,19,2016.0,3.0
8480943,Igor Ozhiganov,D,2018,53,0.11,0.17,0.06,0.05,0.0,0.0,-0.0,0.0,-0.04,925000.0,1.1635220125786163,79500000,14804667.579908676,2278513.4337899545,2.866054633698056,1353513.4337899545,1.7025326211194396,ELC,,25,,
8474134,Yannick Weber,D,2018,62,0.09,0.12,0.05,0.04,0.02,-0.04,-0.01,0.05,-0.2,675000.0,0.8490566037735849,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,1307420.082191781,1.6445535625053846,STD,UFA,29,2007.0,3.0
8474697,Mark Borowiecki,D,2018,53,0.12,0.19,0.05,0.07,0.06,-0.03,-0.0,0.22,-0.32,1200000.0,1.509433962264151,79500000,14804667.579908676,2426560.109589041,3.052276867407599,1226560.1095890412,1.542842905143448,STD,UFA,28,2008.0,5.0
8479268,Casey Nelson,D,2018,38,0.09,0.19,0.05,0.04,0.02,-0.01,-0.0,0.0,-0.08,812500.0,1.022012578616352,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,1169920.082191781,1.4715975876626175,STD,RFA,25,,
8475625,Matt Irwin,D,2018,44,0.08,0.15,0.04,0.04,0.01,0.02,0.0,0.0,-0.06,675000.0,0.8490566037735849,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,1159373.4063926942,1.4583313287958417,STD,UFA,30,,
8480955,Bogdan Kiselevich,D,2018,32,0.09,0.23,0.03,0.06,-0.01,-0.01,0.0,0.15,-0.05,925000.0,1.1635220125786163,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,1057420.082191781,1.3300881537003535,ELC,,28,,
8480950,Ilya Lyubushkin,D,2018,41,0.09,0.18,0.05,0.04,-0.0,-0.01,-0.0,-0.01,0.02,925000.0,1.1635220125786163,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,1057420.082191781,1.3300881537003535,ELC,,24,,
8480945,Juuso Riikola,D,2018,37,0.09,0.2,0.05,0.04,0.01,-0.02,-0.03,0.0,-0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,1057420.082191781,1.3300881537003535,ELC,,24,,
8477384,Josh Brown,D,2018,37,0.07,0.16,0.04,0.03,-0.01,0.01,0.0,-0.06,-0.03,675000.0,0.8490566037735849,79500000,14804667.579908676,1686326.7305936073,2.1211656988598833,1011326.7305936073,1.2721090950862985,STD,RFA,24,2013.0,6.0
8476476,Joe Morrow,D,2018,41,0.09,0.18,0.05,0.04,0.01,-0.02,0.0,0.02,-0.03,1000000.0,1.257861635220126,79500000,14804667.579908676,1982420.082191781,2.4936101662789696,982420.0821917809,1.2357485310588439,STD,RFA,25,2011.0,1.0
8480935,Lawrence Pilut,D,2018,33,0.08,0.2,0.04,0.04,0.04,-0.01,-0.08,-0.01,-0.01,925000.0,1.1635220125786163,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,909373.4063926942,1.1438659199908103,ELC,,22,,
8476617,Tomas Hyka,RW,2018,17,0.06,0.29,0.05,0.01,0.01,-0.0,0.21,0.0,0.02,650000.0,0.8176100628930818,79500000,14804667.579908676,1538280.0547945206,1.9349434651503405,888280.0547945206,1.1173334022572585,STD,RFA,25,2012.0,6.0
8474131,Mario Kempe,C,2018,52,0.06,0.09,0.03,0.03,0.02,0.01,0.0,0.07,0.0,700000.0,0.8805031446540881,79500000,14804667.579908676,1538280.0547945206,1.9349434651503405,838280.0547945206,1.0544403204962522,STD,UFA,29,2007.0,5.0
8478567,Dean Kukan,D,2018,25,0.06,0.2,0.03,0.03,0.03,0.01,-0.0,0.0,0.01,725000.0,0.9119496855345912,79500000,14804667.579908676,1538280.0547945206,1.9349434651503405,813280.0547945206,1.022993779615749,STD,RFA,24,,
8475868,Anthony Bitetto,D,2018,36,0.05,0.11,0.03,0.02,0.03,-0.01,-0.0,0.0,-0.11,650000.0,0.8176100628930818,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,740233.3789954339,0.9311111685477156,STD,UFA,27,2010.0,6.0
8477365,Connor Clifton,D,2018,19,0.05,0.22,0.03,0.02,-0.0,0.01,-0.0,-0.02,-0.02,725000.0,0.9119496855345912,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,665233.3789954339,0.8367715459062062,ELC,,23,2013.0,5.0
8478881,Brett Seney,LW,2018,51,0.05,0.08,0.03,0.02,0.01,-0.02,-0.01,0.0,0.06,757500.0,0.9528301886792453,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,632733.3789954339,0.7958910427615521,ELC,,22,2015.0,6.0
8480035,Henri Jokiharju,D,2018,38,0.06,0.13,0.02,0.04,-0.0,-0.01,-0.2,-0.07,-0.07,925000.0,1.1635220125786163,79500000,14804667.579908676,1538280.0547945206,1.9349434651503405,613280.0547945206,0.771421452571724,ELC,,18,2017.0,1.0
8477458,Valentin Zykov,LW,2018,28,0.04,0.12,0.03,0.01,0.02,-0.0,0.07,0.0,0.02,675000.0,0.8490566037735849,79500000,14804667.579908676,1242186.7031963472,1.5624989977312544,567186.7031963472,0.7134423939576695,STD,RFA,23,2013.0,2.0
8477085,Ashton Sautner,D,2018,17,0.04,0.19,0.02,0.02,0.01,0.0,-0.0,0.01,-0.01,675000.0,0.8490566037735849,79500000,14804667.579908676,1242186.7031963472,1.5624989977312544,567186.7031963472,0.7134423939576695,STD,RFA,23,,
8476988,Matt Benning,D,2018,69,0.12,0.14,0.03,0.09,0.16,-0.03,-0.48,0.14,-0.15,1900000.0,2.3899371069182394,79500000,14804667.579908676,2426560.109589041,3.052276867407599,526560.1095890412,0.66233976048936,STD,RFA,24,2012.0,6.0
8478866,Dominik Simon,C,2018,71,0.04,0.05,0.02,0.02,0.13,-0.03,-0.26,-0.0,-0.02,750000.0,0.9433962264150944,79500000,14804667.579908676,1242186.7031963472,1.5624989977312544,492186.7031963472,0.61910277131616,STD,RFA,23,2015.0,5.0
8480748,Kiefer Sherwood,C,2018,50,0.05,0.08,0.03,0.02,0.03,-0.01,-0.01,0.01,0.02,925000.0,1.1635220125786163,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,465233.3789954339,0.5851992188621811,ELC,,22,,
8475750,Jon Merrill,D,2018,57,0.08,0.12,0.06,0.02,0.08,0.04,-0.03,-0.18,-0.46,1375000.0,1.729559748427673,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,459373.4063926942,0.5778281841417537,STD,RFA,25,2010.0,2.0
8476427,Ty Rattie,RW,2018,50,0.04,0.07,0.02,0.02,0.07,-0.03,-0.17,0.0,0.12,800000.0,1.0062893081761006,79500000,14804667.579908676,1242186.7031963472,1.5624989977312544,442186.7031963472,0.5562096895551537,STD,RFA,25,2011.0,2.0
8476884,Derrick Pouliot,D,2018,62,0.06,0.08,-0.01,0.07,0.11,0.02,-0.63,0.02,-0.21,1100000.0,1.3836477987421385,79500000,14804667.579908676,1538280.0547945206,1.9349434651503405,438280.0547945206,0.551295666408202,STD,RFA,24,2012.0,1.0
8476941,Connor Carrick,D,2018,33,0.07,0.17,0.03,0.04,0.03,0.02,-0.07,0.01,-0.11,1300000.0,1.6352201257861636,79500000,14804667.579908676,1686326.7305936073,2.1211656988598833,386326.7305936073,0.4859455730737199,STD,RFA,24,2012.0,5.0
8474717,Mark Barberio,D,2018,12,0.08,0.55,0.02,0.06,0.01,0.0,0.0,0.27,-0.03,1450000.0,1.8238993710691824,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,384373.4063926942,0.4834885615002443,STD,UFA,28,2008.0,6.0
8478466,Daniel Sprong,RW,2018,63,0.03,0.04,0.0,0.03,0.07,-0.0,-0.34,-0.0,0.13,750000.0,0.9433962264150944,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,344140.0273972603,0.43288053760661677,STD,RFA,21,2015.0,2.0
8480780,Lukas Radil,LW,2018,36,0.03,0.07,0.02,0.01,0.0,0.0,-0.0,0.0,0.0,750000.0,0.9433962264150944,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,344140.0273972603,0.43288053760661677,STD,,27,,
8476994,Vinnie Hinostroza,RW,2018,72,0.08,0.09,0.03,0.05,0.15,-0.03,-0.4,-0.02,0.27,1500000.0,1.8867924528301887,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,334373.4063926942,0.420595479739238,STD,RFA,24,2012.0,6.0
8479465,Drake Caggiula,LW,2018,55,0.08,0.12,0.05,0.03,0.13,-0.06,-0.05,0.12,-0.05,1500000.0,1.8867924528301887,79500000,14804667.579908676,1834373.4063926942,2.3073879325694264,334373.4063926942,0.420595479739238,STD,RFA,23,,
8477520,Jean Sebastien Dea,C,2018,23,0.02,0.07,0.01,0.01,0.01,0.0,-0.01,0.02,-0.01,650000.0,0.8176100628930818,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,296093.3515981736,0.3724444674190863,STD,RFA,24,,
8474774,Dalton Prout,D,2018,20,0.03,0.12,0.02,0.01,0.03,-0.0,-0.0,-0.01,-0.14,800000.0,1.0062893081761006,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,294140.0273972603,0.36998745584561044,STD,UFA,28,2010.0,6.0
8477009,Jake Dotchin,D,2018,20,0.03,0.12,0.02,0.01,0.01,-0.01,0.0,-0.0,-0.05,812500.0,1.022012578616352,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,281640.0273972603,0.35426418540535887,STD,RFA,23,2012.0,6.0
8480946,Dominik Kahun,C,2018,82,0.03,0.03,-0.01,0.04,0.14,-0.04,-0.56,0.0,0.11,925000.0,1.1635220125786163,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,169140.0273972603,0.21275475144309472,ELC,,22,,
8477357,Saku Maenalanen,LW,2018,34,0.03,0.07,0.02,0.01,0.01,-0.0,-0.0,0.0,0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,169140.0273972603,0.21275475144309472,ELC,,23,2013.0,5.0
8478561,Andreas Martinsen,LW,2018,24,0.01,0.03,0.01,0.0,0.01,-0.01,-0.0,0.01,-0.06,650000.0,0.8176100628930818,79500000,14804667.579908676,798046.6757990868,1.003832296602625,148046.6757990868,0.18622223370954316,STD,UFA,27,,
8477502,Samuel Morin,D,2018,5,0.01,0.16,0.01,0.0,0.0,-0.0,0.0,-0.01,-0.01,700000.0,0.8805031446540881,79500000,14804667.579908676,798046.6757990868,1.003832296602625,98046.6757990868,0.12332915194853686,STD,RFA,22,2013.0,1.0
8478840,William Borgen,D,2018,4,0.02,0.41,0.01,0.01,-0.0,-0.0,0.0,0.01,0.0,864166.0,1.0870012578616353,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,81927.35159817361,0.10305327245053283,ELC,,21,2015.0,4.0
8477401,John Hayden,C,2018,54,0.01,0.02,-0.0,0.01,0.01,-0.01,-0.18,-0.07,0.03,750000.0,0.9433962264150944,79500000,14804667.579908676,798046.6757990868,1.003832296602625,48046.67579908681,0.060436070187530576,STD,RFA,23,2013.0,3.0
8480901,Karson Kuhlman,C,2018,11,0.01,0.07,0.01,0.0,0.0,0.0,0.0,-0.01,-0.0,750000.0,0.9433962264150944,79500000,14804667.579908676,798046.6757990868,1.003832296602625,48046.67579908681,0.060436070187530576,ELC,,22,,
8478109,Victor Olofsson,LW,2018,6,0.01,0.14,0.01,0.0,0.01,0.0,0.01,0.0,-0.0,767500.0,0.9654088050314467,79500000,14804667.579908676,798046.6757990868,1.003832296602625,30546.675799086806,0.03842349157117837,ELC,,22,2014.0,7.0
8478366,Frank Vatrano,C,2018,81,0.02,0.02,-0.02,0.04,0.13,-0.01,-0.56,0.0,-0.03,925000.0,1.1635220125786163,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,21093.351598173613,0.026532517733551714,STD,RFA,24,,
8480965,Antti Suomela,C,2018,27,0.02,0.06,0.01,0.01,0.01,0.0,-0.0,0.0,-0.01,925000.0,1.1635220125786163,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,21093.351598173613,0.026532517733551714,ELC,,24,,
8480012,Elias Pettersson,C,2018,71,0.02,0.02,-0.06,0.08,0.09,0.03,-1.01,-0.0,0.41,925000.0,1.1635220125786163,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,21093.351598173613,0.026532517733551714,ELC,,19,2017.0,1.0
8479324,Ryan Lindgren,D,2018,5,0.02,0.33,0.01,0.01,0.0,-0.0,0.0,0.0,-0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,946093.3515981736,1.1900545303121681,21093.351598173613,0.026532517733551714,ELC,,20,2016.0,2.0
8476465,Ryan Murphy,D,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.0,650000.0,0.8176100628930818,79500000,14804667.579908676,650000.0,0.8176100628930818,0.0,0.0,STD,RFA,25,2011.0,1.0
8477343,Tyler Lewington,D,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,675000.0,0.8490566037735849,79500000,14804667.579908676,650000.0,0.8176100628930818,-25000.0,-0.031446540880503145,STD,RFA,23,2013.0,7.0
8476415,Kyle Rau,C,2018,6,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,700000.0,0.8805031446540881,79500000,14804667.579908676,650000.0,0.8176100628930818,-50000.0,-0.06289308176100629,STD,UFA,25,2011.0,3.0
8479466,Patrick Russell,RW,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,700000.0,0.8805031446540881,79500000,14804667.579908676,650000.0,0.8176100628930818,-50000.0,-0.06289308176100629,STD,RFA,25,,
8476953,Trevor Carrick,D,2018,1,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,700000.0,0.8805031446540881,79500000,14804667.579908676,650000.0,0.8176100628930818,-50000.0,-0.06289308176100629,STD,RFA,23,2012.0,4.0
8476423,Reid Boucher,RW,2018,1,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,725000.0,0.9119496855345912,79500000,14804667.579908676,650000.0,0.8176100628930818,-75000.0,-0.09433962264150944,STD,RFA,24,2011.0,4.0
8475729,Mark Alt,D,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,725000.0,0.9119496855345912,79500000,14804667.579908676,650000.0,0.8176100628930818,-75000.0,-0.09433962264150944,STD,RFA,26,2010.0,2.0
8476858,Phillip Di Giuseppe,LW,2018,24,0.0,0.0,0.0,0.0,0.04,-0.02,-0.07,-0.0,-0.04,750000.0,0.9433962264150944,79500000,14804667.579908676,650000.0,0.8176100628930818,-100000.0,-0.12578616352201258,STD,RFA,24,2012.0,2.0
8479388,Riley Stillman,D,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,773333.0,0.9727459119496856,79500000,14804667.579908676,650000.0,0.8176100628930818,-123333.0,-0.15513584905660377,ELC,,19,2016.0,4.0
8478373,Nikita Soshnikov,RW,2018,5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,800000.0,1.0062893081761006,79500000,14804667.579908676,650000.0,0.8176100628930818,-150000.0,-0.18867924528301888,STD,RFA,24,,
8480031,Max Comtois,LW,2018,10,-0.01,-0.08,-0.01,0.0,0.0,-0.0,-0.08,0.0,-0.0,820000.0,1.0314465408805031,79500000,14804667.579908676,650000.0,0.8176100628930818,-170000.0,-0.21383647798742136,ELC,,19,2017.0,2.0
8480001,Urho Vaakanainen,D,2018,2,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,894167.0,1.124738364779874,79500000,14804667.579908676,650000.0,0.8176100628930818,-244167.0,-0.3071283018867924,ELC,,19,2017.0,1.0
8480074,Alexandre Texier,LW,2018,2,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,897500.0,1.1289308176100628,79500000,14804667.579908676,650000.0,0.8176100628930818,-247500.0,-0.3113207547169811,ELC,,18,2017.0,2.0
8480954,Jacob Nilsson,C,2018,2,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,650000.0,0.8176100628930818,-275000.0,-0.3459119496855346,ELC,,24,,
8480944,Par Lindholm,C,2018,65,-0.02,-0.03,0.03,-0.05,-0.02,0.01,-0.0,-0.47,-0.01,925000.0,1.1635220125786163,79500000,14804667.579908676,650000.0,0.8176100628930818,-275000.0,-0.3459119496855346,ELC,,26,,
8478502,Dennis Gilbert,D,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,650000.0,0.8176100628930818,-275000.0,-0.3459119496855346,ELC,,21,2015.0,3.0
8478442,Cooper Marody,C,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,650000.0,0.8176100628930818,-275000.0,-0.3459119496855346,ELC,,21,2015.0,6.0
8479365,Trent Frederic,C,2018,15,0.0,0.0,0.0,0.0,-0.0,0.0,-0.01,-0.0,0.0,925000.0,1.1635220125786163,79500000,14804667.579908676,650000.0,0.8176100628930818,-275000.0,-0.3459119496855346,ELC,,20,2016.0,1.0
8475235,Nicolas Deslauriers,LW,2018,48,0.0,0.0,0.02,-0.02,0.01,-0.04,0.0,-0.14,-0.05,950000.0,1.1949685534591197,79500000,14804667.579908676,650000.0,0.8176100628930818,-300000.0,-0.37735849056603776,STD,UFA,26,2009.0,3.0
8477479,Tyler Bertuzzi,LW,2018,73,0.03,0.03,-0.04,0.07,0.14,0.02,-0.89,0.0,0.35,1400000.0,1.7610062893081762,79500000,14804667.579908676,1094140.0273972603,1.376276764021711,-305859.9726027397,-0.38472952528646504,STD,RFA,23,2013.0,2.0
8475758,Devante Smith Pelly,RW,2018,54,-0.13,-0.2,0.04,-0.17,0.07,-0.02,-0.01,-1.13,0.06,1000000.0,1.257861635220126,79500000,14804667.579908676,650000.0,0.8176100628930818,-350000.0,-0.44025157232704404,STD,UFA,26,2010.0,2.0
8475227,Chris Wideman,D,2018,25,-0.04,-0.13,-0.06,0.02,0.01,0.01,-0.46,0.0,-0.1,1000000.0,1.257861635220126,79500000,14804667.579908676,650000.0,0.8176100628930818,-350000.0,-0.44025157232704404,STD,UFA,28,2009.0,4.0
8476924,Martin Frk,RW,2018,30,0.0,0.0,-0.01,0.01,0.0,-0.01,-0.11,0.0,-0.01,1050000.0,1.3207547169811322,79500000,14804667.579908676,650000.0,0.8176100628930818,-400000.0,-0.5031446540880503,STD,RFA,24,2012.0,2.0
8475246,Kevin Connauton,D,2018,50,-0.11,-0.18,0.06,-0.17,0.01,-0.11,-0.07,-1.28,-0.15,1375000.0,1.729559748427673,79500000,14804667.579908676,650000.0,0.8176100628930818,-725000.0,-0.9119496855345912,STD,UFA,28,2009.0,3.0
8476429,Scott Mayfield,D,2018,79,-0.07,-0.07,0.1,-0.17,-0.02,-0.01,-0.0,-1.55,-0.24,1450000.0,1.8238993710691824,79500000,14804667.579908676,650000.0,0.8176100628930818,-800000.0,-1.0062893081761006,STD,RFA,25,2011.0,2.0
8476440,Markus Granlund,C,2018,77,-0.12,-0.13,0.01,-0.13,0.05,-0.06,-0.42,-1.06,0.19,1475000.0,1.8553459119496856,79500000,14804667.579908676,650000.0,0.8176100628930818,-825000.0,-1.0377358490566038,STD,RFA,25,2011.0,2.0
8480172,Jan Rutta,D,2018,37,0.05,0.11,0.05,-0.0,0.01,-0.02,0.0,-0.27,-0.01,2250000.0,2.8301886792452833,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,-859766.6210045661,-1.0814674478044857,STD,UFA,27,,
8479482,Michal Kempny,D,2018,71,0.05,0.06,0.11,-0.06,0.17,0.07,-0.0,-0.82,-0.44,2500000.0,3.1446540880503147,79500000,14804667.579908676,1390233.378995434,1.7487212314407974,-1109766.621004566,-1.395932856609517,STD,UFA,27,,
