player_id,player_name,total_surplus,total_war,total_cap,seasons,avg_surplus_pct
8478402,Connor McDavid,193091146.53629243,16.61,100000000.0,8,28.464077803555387
8478427,Sebastian Aho,89759545.26843823,6.08,21259000.0,6,17.646072926386623
8477933,Sam Reinhart,83500743.31789017,6.86,42750000.0,7,13.772029560996318
8479314,Matthew Tkachuk,82493999.2221803,7.32,49500000.0,6,16.44646282667109
8476958,Jaccob Slavin,72916558.2587761,6.49,43496062.0,8,10.91974709829005
8476453,Nikita Kucherov,71612469.30849132,7.33,57000000.0,6,13.883121851876092
8478864,Kirill Kaprizov,70100942.94160244,5.9799999999999995,36925000.0,5,16.28234558101645
8480801,Brady Tkachuk,68188451.1067942,5.65,35669260.0,7,11.491712251122085
8475184,Chris Kreider,67516506.72518992,5.91,39000000.0,6,13.47362459787479
8475166,John Tavares,58126979.44582071,7.14,70389280.0,7,9.87909504465134
8477488,Brett Pesce,57699515.519893974,4.6899999999999995,29650000.0,7,9.97347574687087
8479337,Alex DeBrincat,52849398.44856115,4.71,34950000.0,5,12.217017899280593
8478449,Roope Hintz,50339866.68565379,4.48,31650000.0,5,11.592362575864826
8478420,Mikko Rantanen,49000996.56439243,5.92,58250000.0,6,9.910850368516487
8476459,Mika Zibanejad,47693337.59810087,4.53,34000000.0,4,13.571594196708778
8470794,Joe Pavelski,42716888.567760445,3.54,23000000.0,4,12.962884717583819
8475786,Zach Hyman,41565350.67274201,3.59,22000000.0,4,12.245519525163843
8480069,Cale Makar,41239237.160035774,4.2,38642499.0,7,7.170648412771266
8482740,Wyatt Johnston,38662048.89196254,2.51,11082501.0,4,10.70080664252491
8480208,Drake Batherson,36256185.14198734,3.04,19900000.0,4,10.252288575596074
8478010,Brayden Point,35711665.70873567,4.7,51500000.0,6,6.96102821565925
8476372,Nick Seeler,34204741.446383335,2.18,8400000.0,6,6.538343566608937
8477404,Jake Guentzel,33619684.3488048,3.7199999999999998,39000000.0,6,6.584773212319124
8475324,Nick Jensen,33428059.177969165,2.82,22150000.0,7,5.892049226609193
8477845,Trevor van Riemsdyk,33072460.957977865,2.55,15500000.0,7,5.594121478350906
8476882,Teuvo Teravainen,31515858.729993835,3.55,32400000.0,6,6.368706758720542
8478498,Jake DeBrusk,31257702.412799887,2.55,17175000.0,4,8.857960576545354
8480002,Nico Hischier,30594389.540740788,3.9299999999999997,43500000.0,6,5.590669649308697
8477960,Adrian Kempe,30432047.338535674,2.6,22500000.0,6,6.084774642036751
8480800,Quinn Hughes,30398803.62267608,3.38,34149998.0,7,5.363369653282197
8477479,Tyler Bertuzzi,29415115.178757615,2.85,26800000.0,7,4.663649532454724
8478859,Niko Mikkola,29350253.29813001,1.89,9317500.0,6,5.605667616711162
8475163,Alex Chiasson,29138413.499973703,1.81,5700000.0,4,8.915350900390397
8478483,Mitchell Marner,28824696.118424203,5.06,66506665.0,6,5.816979146388796
8478047,Michael Bunting,28463040.644289736,2.06,12375000.0,6,5.608065730700638
8479318,Auston Matthews,27855860.144970123,6.17,84695000.0,7,4.725186662009269
8481604,Pavel Dorofeyev,27170379.154241007,1.55,5435000.0,5,5.915219913688703
8480727,Zach Whitecloud,25311628.942138024,1.79,12450000.0,6,4.9604642815149935
8477903,Garnet Hathaway,24843094.34456585,1.78,11625000.0,7,4.235829583147989
8481481,Blake Lizotte,24687141.280018687,1.56,7850000.0,6,4.744277662890972
8476869,Brady Skjei,24677074.333185297,3.26,38500000.0,7,4.13295182443936
8476879,Cody Ceci,23866813.100289024,2.34,23050000.0,7,4.135217002687667
8478493,Joel Eriksson Ek,23383115.84271028,2.34,23975000.0,6,4.332427508905961
8481559,Jack Hughes,23220388.98833021,2.93,33850000.0,6,4.535517421566616
8476389,Vincent Trocheck,22650288.544449516,2.1799999999999997,16875000.0,3,8.912989522642416
8478399,Jonas Siegenthaler,22564405.060057666,1.78,12125000.0,5,5.224032079364949
8475855,Jesper Fast,22433521.620876748,1.6,6000000.0,3,9.06447558415237
8477492,Nathan MacKinnon,22102926.445479613,3.2399999999999998,37800000.0,3,8.328290219976621
8470621,Corey Perry,22041034.746734243,1.47,9175000.0,6,4.221730278664746
8480802,Ryan McLeod,21924568.994952496,1.43,6666334.0,5,5.044929492299107
8471887,Patric Hornqvist,21780074.465506915,2.44,26500000.0,5,5.374283769982462
8480014,Gabriel Vilardi,21513988.91422817,1.5,9488334.0,5,4.764844238174217
8476927,Teddy Blueger,21491942.595264837,1.53,10150000.0,7,3.690904667381576
