Player,Cap Hit,Term,Total,Date,Level,Cap %,POS,Sign Age,Sign Status,Sign Expiry,Structure,GM,Agent,Draft Year,Draft Round
John Carlson,"$8,000,000",8yr,$64.00M,25-Jun-18,STD,10.10%,D,28,UFA,UFA,1-Way,Brian MacLellan,Richard Curran,2008,1
Tyler Bertuzzi,"$1,400,000",2yr,$2.80M,25-Jun-18,STD,1.80%,LW,23,RFA,RFA,1-Way,Ken Holland,Todd Reynolds,2013,2
Martin Frk,"$1,050,000",1yr,$1.05M,25-Jun-18,STD,1.30%,RW,24,RFA,UFA,1-Way,Ken Holland,Allan Walsh,2012,2
Dominik Simon,"$750,000",2yr,$1.50M,25-Jun-18,STD,0.90%,C,23,RFA,UFA,1-Way,Jim Rutherford,Allan Walsh,2015,5
Daniel Sprong,"$750,000",2yr,$1.50M,25-Jun-18,STD,0.90%,RW,21,RFA,RFA,1-Way,Jim Rutherford,Pat Brisson,2015,2
Kevin Czuczman,"$650,000",1yr,$650k,25-Jun-18,STD,0.80%,D,27,UFA,UFA,2-Way,Jim Rutherford,Gerry Johannson,,
Ryan Murphy,"$650,000",1yr,$650k,25-Jun-18,STD,0.80%,D,25,RFA,UFA,2-Way,Paul Fenton,Ian Pulver,2011,1
Chris Wideman,"$1,000,000",1yr,$1.00M,24-Jun-18,STD,1.30%,D,28,UFA,UFA,1-Way,Pierre Dorion,Donald Meehan,2009,4
Nikita Soshnikov,"$800,000",1yr,$800k,24-Jun-18,STD,1%,RW,24,RFA,UFA,1-Way,Doug Armstrong,Daniel Milstein,,
Philipp Grubauer,"$3,333,333",3yr,$10.00M,23-Jun-18,STD,4.20%,G,26,RFA,UFA,1-Way,Joe Sakic,Allain Roy,2010,4
Samuel Morin,"$700,000",3yr,$2.10M,22-Jun-18,STD,0.90%,D,22,RFA,UFA,2-Way,Ron Hextall,Pat Brisson,2013,1
Stephen Johns,"$2,350,000",3yr,$7.05M,22-Jun-18,STD,3%,D,26,RFA,UFA,1-Way,Jim Nill,Brian & Scott Bartlett,2010,2
Louis Domingue,"$1,150,000",2yr,$2.30M,22-Jun-18,STD,1.40%,G,26,RFA,UFA,1-Way,Steve Yzerman,Allan Walsh,2010,5
Markus Granlund,"$1,475,000",1yr,$1.48M,22-Jun-18,STD,1.90%,C,25,RFA,UFA,1-Way,Jim Benning,Mark Gandler & Todd Diamond,2011,2
Calvin Pickard,"$800,000",1yr,$800k,20-Jun-18,STD,1%,G,26,RFA,UFA,1-Way,Kyle Dubas,Ritchie Winter,2010,2
Connor Carrick,"$1,300,000",1yr,$1.30M,20-Jun-18,STD,1.60%,D,24,RFA,RFA,1-Way,Kyle Dubas,Mark Guy,2012,5
Richard Bachman,"$675,000",2yr,$1.35M,20-Jun-18,STD,0.80%,G,30,UFA,UFA,2-Way,Jim Benning,Jordan Neumann & George Bazos,2006,4
Reid Boucher,"$725,000",1yr,$725k,19-Jun-18,STD,0.90%,RW,24,RFA,RFA,2-Way,Jim Benning,Gerry Johannson,2011,4
Matt Benning,"$1,900,000",2yr,$3.80M,19-Jun-18,STD,2.40%,D,24,RFA,UFA,1-Way,Peter Chiarelli,Justin Duberman,2012,6
Tobias Lindberg,"$650,000",1yr,$650k,18-Jun-18,STD,0.80%,C,22,RFA,UFA,2-Way,Jim Rutherford,Paul Theofanous,2013,4
Alex Broadhurst,"$725,000",1yr,$725k,18-Jun-18,STD,0.90%,C,25,UFA,UFA,2-Way,Jarmo Kekalainen,Markus Lehto,2011,7
Edward Pasquale,"$650,000",1yr,$650k,18-Jun-18,STD,0.80%,G,27,UFA,UFA,2-Way,Steve Yzerman,Allain Roy,2009,4
Max Domi,"$3,150,000",2yr,$6.30M,16-Jun-18,STD,4%,C,23,RFA,RFA,1-Way,Marc Bergevin,Darren Ferris,2013,1
Kevin Boyle,"$675,000",2yr,$1.35M,16-Jun-18,STD,0.80%,G,26,RFA,UFA,2-Way,Bob Murray,Paul Theofanous,,
Michael Fora,"$725,000",2yr,$1.45M,15-Jun-18,ELC,0.90%,D,22,,RFA,2-Way,Don Waddell,Gerry Johannson,,
Lucas Elvenes,"$776,667",3yr,$2.33M,15-Jun-18,ELC,1%,LW,18,,UFA,2-Way,George McPhee,Claude Lemieux,2017,5
Matt Grzelcyk,"$1,400,000",2yr,$2.80M,15-Jun-18,STD,1.80%,D,24,RFA,RFA,1-Way,Don Sweeney,Peter Fish,2012,3
John Hayden,"$750,000",2yr,$1.50M,15-Jun-18,STD,0.90%,C,23,RFA,UFA,1-Way,Stan Bowman,Pat Brisson,2013,3
Vinnie Hinostroza,"$1,500,000",2yr,$3.00M,15-Jun-18,STD,1.90%,RW,24,RFA,UFA,1-Way,Stan Bowman,Markus Lehto,2012,6
Martin Bakos,"$700,000",1yr,$700k,14-Jun-18,STD,0.90%,LW,28,,UFA,2-Way,Don Sweeney,Craig Oster,,
Ukko-Pekka Luukkonen,"$778,333",3yr,$2.33M,14-Jun-18,ELC,1%,G,19,,RFA,2-Way,Jason Botterill,Markus Lehto,2017,2
Drake Caggiula,"$1,500,000",2yr,$3.00M,14-Jun-18,STD,1.90%,LW,23,RFA,UFA,1-Way,Peter Chiarelli,Justin Duberman,,
Urho Vaakanainen,"$894,167",3yr,$2.68M,13-Jun-18,ELC,1.10%,D,19,,RFA,2-Way,Don Sweeney,Mika Rautakallio,2017,1
Brooks Macek,"$650,000",1yr,$650k,12-Jun-18,STD,0.80%,RW,26,,UFA,2-Way,George McPhee,Kevin Epp,2010,6
Henri Jokiharju,"$925,000",3yr,$2.78M,12-Jun-18,ELC,1.20%,D,18,,RFA,2-Way,Stan Bowman,Markus Lehto,2017,1
Marcus Hogstrom,"$700,000",1yr,$700k,11-Jun-18,STD,0.90%,D,29,,UFA,2-Way,Brad Treliving,Craig Oster,,
Stefan Matteau,"$650,000",1yr,$650k,11-Jun-18,STD,0.80%,C,24,RFA,UFA,2-Way,George McPhee,Pat Brisson,2012,1
Andrew Poturalski,"$700,000",1yr,$700k,8-Jun-18,STD,0.90%,C,24,RFA,RFA,2-Way,Don Waddell,Stephen F. Reich,,
Patrick Russell,"$700,000",1yr,$700k,8-Jun-18,STD,0.90%,RW,25,RFA,RFA,2-Way,Peter Chiarelli,Brian & Scott Bartlett,,
Nolan Vesey,"$817,500",2yr,$1.64M,8-Jun-18,ELC,1%,LW,23,,UFA,2-Way,Peter Chiarelli,Peter Fish,2014,6
Marek Mazanec,"$650,000",1yr,$650k,7-Jun-18,STD,0.80%,G,26,,UFA,2-Way,Jeff Gorton,Allan Walsh,2012,6
Daniel Walcott,"$650,000",1yr,$650k,7-Jun-18,STD,0.80%,LW,24,RFA,RFA,2-Way,Steve Yzerman,Kent Hughes,2014,5
Andreas Martinsen,"$650,000",1yr,$650k,7-Jun-18,STD,0.80%,LW,27,UFA,UFA,1-Way,Stan Bowman,Allain Roy,,
Antti Suomela,"$925,000",1yr,$925k,6-Jun-18,ELC,1.20%,C,24,,RFA,2-Way,Doug Wilson,Markus Lehto,,
Patrick Brown,"$650,000",1yr,$650k,6-Jun-18,STD,0.80%,C,26,RFA,UFA,2-Way,Don Waddell,Igor Larionov,,
Keegan Lowe,"$675,000",2yr,$1.35M,2-Jun-18,STD,0.80%,D,25,RFA,UFA,2-Way,Peter Chiarelli,Allain Roy,2011,3
Gage Quinney,"$715,000",2yr,$1.43M,1-Jun-18,ELC,0.90%,C,22,,RFA,2-Way,George McPhee,Neil Sheehy,,
Jake Leschyshyn,"$778,333",3yr,$2.33M,1-Jun-18,ELC,1%,C,19,,RFA,2-Way,George McPhee,Jason Davidson & Blake Evans,2017,2
Ben Jones,"$760,000",3yr,$2.28M,1-Jun-18,ELC,1%,C,19,,UFA,2-Way,George McPhee,Jason Harshaw,2017,7
Bogdan Kiselevich,"$925,000",1yr,$925k,1-Jun-18,ELC,1.20%,D,28,,UFA,2-Way,Dale Tallon,Daniel Milstein,,
Jacob Nilsson,"$925,000",1yr,$925k,31-May-18,ELC,1.20%,C,24,,RFA,2-Way,Stan Bowman,,,
Michael Dipietro,"$811,667",3yr,$2.44M,31-May-18,ELC,1%,G,18,,RFA,2-Way,Jim Benning,Darren Ferris,2017,3
Rinat Valiev,"$650,000",1yr,$650k,31-May-18,STD,0.80%,D,23,RFA,RFA,2-Way,Marc Bergevin,Daniel Milstein,2014,3
Josh Brown,"$675,000",2yr,$1.35M,31-May-18,STD,0.80%,D,24,RFA,RFA,2-Way,Dale Tallon,Jason Harshaw,2013,6
Ludwig Bystrom,"$650,000",1yr,$650k,31-May-18,STD,0.80%,D,23,RFA,UFA,2-Way,Dale Tallon,Peter Wallen,2012,2
Niko Mikkola,"$842,500",2yr,$1.69M,31-May-18,ELC,1.10%,D,22,,RFA,2-Way,Doug Armstrong,Markus Lehto,2015,5
Tomas Hyka,"$650,000",1yr,$650k,31-May-18,STD,0.80%,RW,25,RFA,UFA,2-Way,George McPhee,J.P. Barry,2012,6
Zachary Leslie,"$675,000",1yr,$675k,31-May-18,STD,0.80%,D,24,RFA,UFA,2-Way,George McPhee,Andy Scott,2013,6
Magnus Paajarvi,"$900,000",1yr,$900k,30-May-18,STD,1.10%,LW,27,UFA,UFA,1-Way,Pierre Dorion,Marc Levine,2009,1
Kasimir Kaskisuo,"$675,000",2yr,$1.35M,29-May-18,STD,0.80%,G,24,RFA,UFA,2-Way,Kyle Dubas,Jay Grossman,,
Trevor Carrick,"$700,000",1yr,$700k,29-May-18,STD,0.90%,D,23,RFA,RFA,2-Way,Don Waddell,Todd Reynolds,2012,4
Petrus Palmu,"$825,833",3yr,$2.48M,28-May-18,ELC,1%,RW,20,,UFA,2-Way,Jim Benning,,2017,6
Michal Moravcik,"$925,000",2yr,$1.85M,28-May-18,ELC,1.20%,D,23,,UFA,2-Way,Marc Bergevin,Allan Walsh,,
David Sklenicka,"$925,000",2yr,$1.85M,28-May-18,ELC,1.20%,D,21,,UFA,2-Way,Marc Bergevin,Allan Walsh,,
Antoine Morand,"$778,333",3yr,$2.33M,28-May-18,ELC,1%,C,19,,UFA,2-Way,Bob Murray,Allain Roy,2017,2
Mario Kempe,"$700,000",1yr,$700k,28-May-18,STD,0.90%,C,29,UFA,UFA,2-Way,John Chayka,J.P. Barry,2007,5
Elias Pettersson,"$925,000",3yr,$2.78M,25-May-18,ELC,1.20%,C,19,,RFA,2-Way,Jim Benning,Pat Brisson,2017,1
Gustav Lindstrom,"$775,833",3yr,$2.33M,25-May-18,ELC,1%,D,19,,RFA,2-Way,Ken Holland,Craig Oster,2017,2
Gabriel Bourque,"$950,000",1yr,$950k,24-May-18,STD,1.20%,LW,27,UFA,UFA,1-Way,Joe Sakic,Erik Lupien,2009,5
Evander Kane,"$7,000,000",7yr,$49.00M,24-May-18,STD,8.80%,LW,26,UFA,UFA,1-Way,Doug Wilson,Daniel Milstein,2009,1
Rasmus Asplund,"$845,000",3yr,$2.54M,23-May-18,ELC,1.10%,C,20,,RFA,2-Way,Jason Botterill,Peter Wallen,2016,2
Ilya Lyubushkin,"$925,000",1yr,$925k,23-May-18,ELC,1.20%,D,24,,RFA,2-Way,John Chayka,Craig Oster,,
Alexandre Texier,"$897,500",3yr,$2.69M,22-May-18,ELC,1.10%,LW,18,,RFA,2-Way,Jarmo Kekalainen,Markus Lehto,2017,2
Antti Niemi,"$950,000",1yr,$950k,22-May-18,STD,1.20%,G,34,UFA,UFA,1-Way,Marc Bergevin,Markus Lehto,,
Patrick Sieloff,"$700,000",2yr,$1.40M,22-May-18,STD,0.90%,D,24,RFA,UFA,2-Way,Pierre Dorion,Markus Lehto,2012,2
Patrik Rybar,"$925,000",1yr,$925k,21-May-18,ELC,1.20%,G,24,,RFA,2-Way,Ken Holland,Michael Deutsch,,
Dominik Kahun,"$925,000",2yr,$1.85M,21-May-18,ELC,1.20%,C,22,,UFA,2-Way,Stan Bowman,Jiri Hamal,,
Lucas Carlsson,"$792,500",3yr,$2.38M,21-May-18,ELC,1%,D,20,,RFA,2-Way,Stan Bowman,Peter Wallen,2016,4
Darren Raddysh,"$730,000",2yr,$1.46M,21-May-18,ELC,0.90%,D,22,,RFA,2-Way,Stan Bowman,Jeff Jackson,,
Kevin Lankinen,"$925,000",2yr,$1.85M,21-May-18,ELC,1.20%,G,23,,RFA,2-Way,Stan Bowman,Mark Gandler & Todd Diamond,,
Mikhail Berdin,"$758,333",3yr,$2.27M,19-May-18,ELC,1%,G,20,,RFA,2-Way,Kevin Cheveldayoff,Daniel Milstein,2016,6
Juuso Riikola,"$925,000",1yr,$925k,18-May-18,ELC,1.20%,D,24,,RFA,2-Way,Jim Rutherford,Claude Lemieux,,
Joel Persson,"$925,000",1yr,$925k,18-May-18,ELC,1.20%,D,24,,RFA,2-Way,Peter Chiarelli,Claude Lemieux,,
Saku Maenalanen,"$925,000",1yr,$925k,18-May-18,ELC,1.20%,LW,23,,RFA,2-Way,Don Waddell,Mark Gandler & Todd Diamond,2013,5
Tyler Lewington,"$675,000",2yr,$1.35M,18-May-18,STD,0.80%,D,23,RFA,UFA,2-Way,Brian MacLellan,Allain Roy,2013,7
Pierre Engvall,"$925,000",2yr,$1.85M,17-May-18,ELC,1.20%,LW,21,,RFA,2-Way,Kyle Dubas,Claude Lemieux,2014,7
Jesper Lindgren,"$775,833",3yr,$2.33M,17-May-18,ELC,1%,D,20,,UFA,2-Way,Kyle Dubas,Mark Gandler & Todd Diamond,2015,4
Par Lindholm,"$925,000",1yr,$925k,17-May-18,ELC,1.20%,C,26,,UFA,2-Way,Kyle Dubas,Peter Wallen,,
Igor Ozhiganov,"$925,000",1yr,$925k,17-May-18,ELC,1.20%,D,25,,UFA,2-Way,Kyle Dubas,Daniel Milstein,,
Oscar Fantenberg,"$650,000",1yr,$650k,17-May-18,STD,0.80%,D,26,RFA,UFA,2-Way,Rob Blake,Kevin Epp,,
Kaapo Kahkonen,"$767,500",2yr,$1.54M,16-May-18,ELC,1%,G,21,,RFA,2-Way,Brent Flahr,Robert Hooper,2014,4
Lawrence Pilut,"$925,000",2yr,$1.85M,15-May-18,ELC,1.20%,D,22,,RFA,2-Way,Jason Botterill,Patrik Aronsson,,
David Ullstrom,"$650,000",1yr,$650k,15-May-18,ELC,0.80%,C,29,,UFA,2-Way,John Chayka,Kevin Epp,2008,4
Mark Barberio,"$1,450,000",2yr,$2.90M,15-May-18,STD,1.80%,D,28,UFA,UFA,1-Way,Joe Sakic,,2008,6
Aaron Ness,"$650,000",1yr,$650k,15-May-18,STD,0.80%,D,27,UFA,UFA,2-Way,Brian MacLellan,Neil Sheehy,2008,2
Stuart Skinner,"$784,166",3yr,$2.35M,14-May-18,ELC,1%,G,19,,RFA,2-Way,Peter Chiarelli,J.P. Barry,2017,3
Mark Alt,"$725,000",2yr,$1.45M,10-May-18,STD,0.90%,D,26,RFA,UFA,2-Way,Joe Sakic,Neil Sheehy,2010,2
Carl Persson,"$725,000",2yr,$1.45M,9-May-18,ELC,0.90%,LW,22,,RFA,2-Way,David Poile,Matt Keator,,
Morgan Geekie,"$763,333",3yr,$2.29M,9-May-18,ELC,1%,C,19,,RFA,2-Way,Don Waddell,Judd Moldaver,2017,3
Mathias Bau-Hansen,"$700,000",1yr,$700k,9-May-18,ELC,0.90%,C,24,,UFA,2-Way,Brian MacLellan,Claude Lemieux,,
Maximilian Kammerer,"$870,000",3yr,$2.61M,9-May-18,ELC,1.10%,C,21,,UFA,2-Way,Brian MacLellan,Allain Roy,,
Tyler Vesel,"$735,000",1yr,$735k,8-May-18,ELC,0.90%,C,24,,UFA,2-Way,Peter Chiarelli,,2014,6
Igor Shvyrev,"$775,833",3yr,$2.33M,8-May-18,ELC,1%,C,19,,RFA,2-Way,Joe Sakic,Daniel Milstein,2017,5
Brian Strait,"$675,000",2yr,$1.35M,8-May-18,STD,0.80%,D,30,UFA,UFA,2-Way,Ray Shero,Jerry Buckley,2006,3
Travis St. Denis,"$675,000",2yr,$1.35M,8-May-18,STD,0.80%,C,25,,UFA,2-Way,Garth Snow,Ross Gurney,,
David Pope,"$925,000",2yr,$1.85M,7-May-18,ELC,1.20%,LW,23,,UFA,2-Way,Ken Holland,Kurt Overhardt,2013,4
Filip Pyrochta,"$767,500",2yr,$1.54M,7-May-18,ELC,1%,D,21,,UFA,2-Way,David Poile,Allan Walsh,,
Tyler Steenbergen,"$770,833",3yr,$2.31M,6-May-18,ELC,1%,C,20,,UFA,2-Way,John Chayka,Rick Valette,2017,5
David Kase,"$768,333",3yr,$2.30M,4-May-18,ELC,1%,C,21,,RFA,2-Way,Ron Hextall,J.P. Barry,2015,5
Jonathan Davidsson,"$768,333",3yr,$2.30M,4-May-18,ELC,1%,RW,21,,UFA,2-Way,Jarmo Kekalainen,J.P. Barry,2017,6
Connor Clifton,"$725,000",2yr,$1.45M,3-May-18,ELC,0.90%,D,23,,RFA,2-Way,Don Sweeney,Alexander Schall,2013,5
Ville Meskanen,"$925,000",2yr,$1.85M,3-May-18,ELC,1.20%,RW,22,,UFA,2-Way,Jeff Gorton,Craig Oster,,
Jason Robertson,"$795,000",3yr,$2.39M,3-May-18,ELC,1%,LW,18,,RFA,2-Way,Jim Nill,Pat Brisson,2017,2
Ilya Samsonov,"$925,000",3yr,$2.78M,3-May-18,ELC,1.20%,G,21,,RFA,2-Way,Brian MacLellan,Donald Meehan,2015,1
Lukas Vejdemo,"$792,500",2yr,$1.59M,2-May-18,ELC,1%,C,22,,RFA,2-Way,Marc Bergevin,Craig Oster,2015,3
Eric Martinsson,"$925,000",1yr,$925k,2-May-18,ELC,1.20%,D,25,,UFA,2-Way,Brent Flahr,,,
Dmitry Sokolov,"$765,000",3yr,$2.30M,2-May-18,ELC,1%,RW,20,,UFA,2-Way,Brent Flahr,Mark Gandler & Todd Diamond,2016,7
Pavel Francouz,"$690,000",1yr,$690k,2-May-18,ELC,0.90%,G,27,,UFA,2-Way,Joe Sakic,Craig Oster,,
Juuso Ikonen,"$925,000",2yr,$1.85M,2-May-18,ELC,1.20%,RW,23,,UFA,2-Way,Brian MacLellan,Mika Rautakallio,,
Michael Lindqvist,"$925,000",1yr,$925k,2-May-18,ELC,1.20%,RW,23,,UFA,2-Way,Jeff Gorton,Anton Thun,,
Casey Nelson,"$812,500",2yr,$1.63M,2-May-18,STD,1%,D,25,RFA,UFA,1-Way,Jason Botterill,Dean Grillo,,
Mikko Koskinen,"$2,500,000",1yr,$2.50M,1-May-18,STD,3.10%,G,29,,UFA,1-Way,Peter Chiarelli,Markus Lehto,2009,2
Brad Morrison,"$743,333",3yr,$2.23M,1-May-18,ELC,0.90%,C,21,,UFA,2-Way,Rob Blake,J.P. Barry,2015,4
Axel Jonsson-Fjallby,"$860,000",3yr,$2.58M,1-May-18,ELC,1.10%,LW,20,,RFA,2-Way,Brian MacLellan,Lewis Gross,2016,5
Sam Anas,"$675,000",2yr,$1.35M,30-Apr-18,STD,0.80%,RW,24,RFA,UFA,2-Way,Brent Flahr,Alexander Schall,,
Matt Villalta,"$778,333",3yr,$2.33M,27-Apr-18,ELC,1%,G,18,,RFA,2-Way,Rob Blake,Andy Scott,2017,3
Mason Shaw,"$792,500",3yr,$2.38M,27-Apr-18,ELC,1%,C,19,,RFA,2-Way,Brent Flahr,Kevin Epp,2017,4
Radim Simek,"$675,000",2yr,$1.35M,27-Apr-18,STD,0.80%,D,25,RFA,UFA,Mixed,Doug Wilson,Marc Levine,,
Miroslav Svoboda,"$767,500",2yr,$1.54M,26-Apr-18,ELC,1%,G,23,,RFA,2-Way,David Poile,Allan Walsh,2015,7
Linus Olund,"$775,833",3yr,$2.33M,24-Apr-18,ELC,1%,C,20,,RFA,2-Way,Jim Rutherford,Claude Lemieux,2017,5
Alexandre Alain,"$753,333",3yr,$2.26M,24-Apr-18,ELC,0.90%,C,21,,RFA,2-Way,Marc Bergevin,Emilie Castonguay,,
Victor Olofsson,"$767,500",2yr,$1.54M,24-Apr-18,ELC,1%,LW,22,,RFA,2-Way,Jason Botterill,Ross Gurney,2014,7
Ivan Chekhovich,"$776,667",3yr,$2.33M,20-Apr-18,ELC,1%,LW,19,,RFA,2-Way,Doug Wilson,Mark Gandler & Todd Diamond,2017,7
Lukas Jasek,"$853,333",3yr,$2.56M,20-Apr-18,ELC,1.10%,C,20,,RFA,2-Way,Jim Benning,Allan Walsh,2015,6
Otto Somppi,"$763,333",3yr,$2.29M,19-Apr-18,ELC,1%,C,20,,RFA,2-Way,Steve Yzerman,Mark Gandler & Todd Diamond,2016,7
Michael Bournival,"$650,000",1yr,$650k,19-Apr-18,STD,0.80%,C,25,RFA,UFA,2-Way,Steve Yzerman,Christian Daigle,2010,3
Tyler Gaudet,"$650,000",1yr,$650k,16-Apr-18,STD,0.80%,C,25,RFA,RFA,2-Way,David Poile,Paul Capizzano,,
Ty Rattie,"$800,000",1yr,$800k,14-Apr-18,STD,1%,RW,25,RFA,UFA,1-Way,Peter Chiarelli,J.P. Barry,2011,2
Dennis Gilbert,"$925,000",3yr,$2.78M,13-Apr-18,ELC,1.20%,D,21,,RFA,2-Way,Stan Bowman,Scott Bartlett,2015,3
Jordan Gross,"$925,000",2yr,$1.85M,12-Apr-18,ELC,1.20%,D,22,,RFA,2-Way,John Chayka,Scott Bartlett,,
Andrew Oglevie,"$925,000",2yr,$1.85M,11-Apr-18,ELC,1.20%,C,23,,RFA,2-Way,Jason Botterill,Jordan Neumann & George Bazos,,
Karson Kuhlman,"$750,000",2yr,$1.50M,10-Apr-18,ELC,0.90%,C,22,,RFA,2-Way,Don Sweeney,Thomas Lynn,,
Jake Evans,"$925,000",2yr,$1.85M,9-Apr-18,ELC,1.20%,C,21,,RFA,2-Way,Marc Bergevin,Brian MacDonald,2014,7
Tony Calderone,"$767,500",2yr,$1.54M,9-Apr-18,ELC,1%,RW,23,,UFA,2-Way,Jim Nill,Alexander Schall,,
Cooper Marody,"$925,000",3yr,$2.78M,8-Apr-18,ELC,1.20%,C,21,,RFA,2-Way,Peter Chiarelli,Shawn Hunwick,2015,6
Olle Eriksson Ek,"$771,667",3yr,$2.32M,7-Apr-18,ELC,1%,G,18,,RFA,2-Way,Bob Murray,Claude Lemieux,2017,5
Yannick Rathgeb,"$925,000",2yr,$1.85M,6-Apr-18,ELC,1.20%,D,22,,UFA,2-Way,Garth Snow,,,
Noah Gregor,"$768,333",3yr,$2.30M,6-Apr-18,ELC,1%,LW,19,,RFA,2-Way,Doug Wilson,Craig Oster,2016,4
Antti Raanta,"$4,250,000",3yr,$12.75M,6-Apr-18,STD,5.30%,G,28,UFA,UFA,1-Way,John Chayka,Kevin Epp,,
David Quenneville,"$775,833",3yr,$2.33M,6-Apr-18,ELC,1%,D,20,,UFA,2-Way,Garth Snow,Gerry Johannson,2016,7
Anthony Angello,"$833,750",2yr,$1.67M,5-Apr-18,ELC,1%,RW,22,,RFA,2-Way,Jim Rutherford,,2014,5
Josh Dickinson,"$925,000",3yr,$2.78M,5-Apr-18,ELC,1.20%,C,20,,UFA,2-Way,Joe Sakic,Patrick Morris,,
Niclas Westerholm,"$825,833",3yr,$2.48M,3-Apr-18,ELC,1%,G,20,,RFA,2-Way,David Poile,Claude Lemieux,,
Lukas Radil,"$750,000",1yr,$750k,3-Apr-18,STD,0.90%,LW,27,,UFA,2-Way,Doug Wilson,Darren Ferris,,
Alexander Chmelevski,"$778,333",3yr,$2.33M,3-Apr-18,ELC,1%,C,18,,RFA,2-Way,Doug Wilson,Daniel Milstein,2017,6
Tanner Jeannot,"$713,333",3yr,$2.14M,2-Apr-18,ELC,0.90%,LW,20,,RFA,2-Way,David Poile,David Kaye,,
Marian Studenic,"$775,833",3yr,$2.33M,2-Apr-18,ELC,1%,LW,19,,RFA,2-Way,Ray Shero,Allan Walsh,2017,5
Callan Foote,"$925,000",3yr,$2.78M,1-Apr-18,ELC,1.20%,D,19,,RFA,2-Way,Steve Yzerman,Kurt Overhardt,2017,1
Jordan Szwarz,"$650,000",1yr,$650k,30-Mar-18,STD,0.80%,RW,26,UFA,UFA,2-Way,Don Sweeney,Ian Pulver,2009,4
Erik Foley,"$925,000",3yr,$2.78M,29-Mar-18,ELC,1.20%,LW,20,,UFA,2-Way,Doug Armstrong,Daniel Plante,2015,3
Michael Eyssimont,"$833,750",2yr,$1.67M,29-Mar-18,ELC,1%,C,21,,RFA,2-Way,Rob Blake,Scott Norton,2016,5
Josh Anderson,"$765,000",3yr,$2.30M,29-Mar-18,ELC,1%,D,19,,RFA,2-Way,Joe Sakic,Carlos Sosa,2016,3
Travis Barron,"$741,666",3yr,$2.22M,29-Mar-18,ELC,0.90%,C,19,,UFA,2-Way,Joe Sakic,Darren Ferris,2016,7
Markus Nutivaara,"$2,700,000",4yr,$10.80M,29-Mar-18,STD,3.40%,D,23,RFA,UFA,1-Way,Jarmo Kekalainen,Mark Gandler & Todd Diamond,2015,7
Andrew Sturtz,"$767,500",2yr,$1.54M,28-Mar-18,ELC,1%,RW,23,,UFA,2-Way,Pierre Dorion,Stephen F. Reich,,
Felix Sandstrom,"$792,500",3yr,$2.38M,28-Mar-18,ELC,1%,G,21,,RFA,2-Way,Ron Hextall,,2015,3
Dane Birks,"$755,000",2yr,$1.51M,28-Mar-18,ELC,0.90%,D,22,,UFA,2-Way,Jim Rutherford,Allain Roy,2013,6
Zdeno Chara,"$5,000,000",1yr,$5.00M,28-Mar-18,STD,6.30%,D,41,UFA,UFA,1-Way,Don Sweeney,Matt Keator,1996,3
Joni Tuulola,"$767,500",2yr,$1.54M,27-Mar-18,ELC,1%,D,22,,UFA,2-Way,Stan Bowman,Markus Lehto,2015,6
Jeremy Helvig,"$761,666",3yr,$2.28M,27-Mar-18,ELC,1%,G,20,,UFA,2-Way,Don Waddell,Paul Capizzano,2016,5
William Borgen,"$864,166",3yr,$2.59M,25-Mar-18,ELC,1.10%,D,21,,RFA,2-Way,Jason Botterill,Dean Grillo,2015,4
CJ Suess,"$792,500",1yr,$793k,25-Mar-18,ELC,1%,C,24,,RFA,2-Way,Kevin Cheveldayoff,Dean Grillo,2014,5
Austin Poganski,"$750,000",2yr,$1.50M,25-Mar-18,ELC,0.90%,RW,22,,RFA,2-Way,Doug Armstrong,Brian & Scott Bartlett,2014,4
Hayden Verbeek,"$753,333",3yr,$2.26M,24-Mar-18,ELC,0.90%,C,20,,UFA,2-Way,Marc Bergevin,Jeff Jackson,,
Cameron Johnson,"$792,500",1yr,$793k,24-Mar-18,ELC,1%,G,23,,UFA,2-Way,Ray Shero,,,
Tobias Geisser,"$775,000",3yr,$2.33M,22-Mar-18,ELC,1%,D,19,,RFA,2-Way,Brian MacLellan,Claude Lemieux,2017,4
Ryan Lindgren,"$925,000",3yr,$2.78M,22-Mar-18,ELC,1.20%,D,20,,RFA,2-Way,Jeff Gorton,Wade Arnott,2016,2
Wiley Sherman,"$792,500",2yr,$1.59M,21-Mar-18,ELC,1%,D,22,,UFA,2-Way,Don Sweeney,Jordan Neumann & George Bazos,2013,5
Otto Koivula,"$786,666",3yr,$2.36M,21-Mar-18,ELC,1%,C,19,,RFA,2-Way,Garth Snow,Mark Gandler & Todd Diamond,2016,4
Merrick Madsen,"$767,500",2yr,$1.54M,20-Mar-18,ELC,1%,G,22,,UFA,2-Way,John Chayka,Lewis Gross,2013,6
Kiefer Sherwood,"$925,000",2yr,$1.85M,20-Mar-18,ELC,1.20%,C,22,,UFA,2-Way,Bob Murray,Allain Roy,,
Mason Marchment,"$767,500",2yr,$1.54M,18-Mar-18,ELC,1%,LW,22,,RFA,2-Way,Lou Lamoriello,Paul Capizzano,,
Brett Seney,"$757,500",2yr,$1.52M,16-Mar-18,ELC,1%,LW,22,,RFA,2-Way,Ray Shero,Markus Lehto,2015,6
