trade_id,year,team_1,team_2,side_1_assets,side_2_assets,side_1_value,side_2_value,imbalance,abs_imbalance,side_1_picks,side_1_players,side_2_picks,side_2_players
100,2020,Penguins,Avalanche,1,2,988372.0930232557,1652978.013822948,-664605.9207996924,664605.9207996924,1,0,2,0
101,2020,Maple Leafs,Blues,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
102,2020,Maple Leafs,Bruins,1,1,582987.6498242914,664605.9207996923,-81618.27097540093,81618.27097540093,1,0,1,0
103,2020,Sabres,Stars,1,1,20318.00556705603,664605.9207996923,-644287.9152326363,644287.9152326363,0,1,1,0
104,2021,Coyotes,Canucks,2,6,-872423.173615746,-205927.25735598098,-666495.9162597649,666495.9162597649,0,2,3,3
105,2021,Blue Jackets,Blackhawks,3,3,872002.1479406104,3364831.693585235,-2492829.5456446246,2492829.5456446246,2,1,2,1
106,2021,Sabres,Flyers,1,3,-235129.91654184158,3300828.769075943,-3535958.685617785,3535958.685617785,0,1,2,1
107,2021,Red Wings,Stars,3,1,4862900.642788282,2328333.3333333335,2534567.309454948,2534567.309454948,3,0,1,0
108,2021,Wild,Oilers,2,1,3285780.141843972,2328333.3333333335,957446.8085106383,957446.8085106383,2,0,1,0
109,2021,Oilers,Wild,1,2,2328333.3333333335,3285780.141843972,-957446.8085106383,957446.8085106383,1,0,2,0
110,2021,Red Wings,Capitals,1,4,-1073176.8168938742,2446262.8911489956,-3519439.70804287,3519439.70804287,0,1,2,2
111,2021,Blue Jackets,Unknown,0,2,0.0,3330327.5767543856,-3330327.5767543856,3330327.5767543856,0,0,2,0
112,2021,Wild,Penguins,1,1,-422549.3757984379,-731203.285622232,308653.9098237941,308653.9098237941,0,1,0,1
113,2021,Predators,Hurricanes,2,1,3092390.4328633845,2328333.3333333335,764057.099530051,764057.099530051,2,0,1,0
114,2021,Devils,Islanders,2,3,666671.1674045104,3470606.770833333,-2803935.6034288225,2803935.6034288225,0,2,2,1
115,2021,Blue Jackets,Unknown,0,2,0.0,3168198.954833893,-3168198.954833893,3168198.954833893,0,0,2,0
116,2021,Golden Knights,Devils,1,2,2454213.8132616063,2503642.0249423306,-49428.211680724286,49428.211680724286,0,1,2,0
117,2021,Senators,Blue Jackets,2,3,1594296.0966632138,3322118.06702416,-1727821.9703609464,1727821.9703609464,1,1,2,1
118,2021,Golden Knights,Red Wings,1,2,1546195.2164316922,2688468.6539316922,-1142273.4375,1142273.4375,1,0,2,0
119,2021,Senators,Sharks,1,5,-4427364.739051221,2139341.2879630798,-6566706.0270143,6566706.0270143,0,1,2,3
120,2021,Predators,Kings,1,2,-675601.0319473951,2386060.8379322523,-3061661.869879647,3061661.869879647,0,1,2,0
121,2021,Kings,Senators,2,1,2534567.3094549477,1546195.2164316922,988372.0930232555,988372.0930232555,2,0,1,0
122,2021,Blue Jackets,Blackhawks,3,3,872002.1479406104,3364831.693585235,-2492829.5456446246,2492829.5456446246,2,1,2,1
123,2021,Red Wings,Unknown,0,2,0.0,1462423.586747719,-1462423.586747719,1462423.586747719,0,0,1,1
124,2021,Sabres,Blues,1,3,469141.6189158284,3220851.5356225693,-2751709.916706741,2751709.916706741,0,1,1,2
125,2021,Hurricanes,Predators,1,2,2328333.3333333335,3092390.4328633845,-764057.099530051,764057.099530051,1,0,2,0
126,2021,Red Wings,Oilers,2,3,-920850.7479971461,4570770.857743842,-5491621.605740988,5491621.605740988,0,2,2,1
127,2021,Sabres,Bruins,2,2,-1065276.8302216367,2045139.406282663,-3110416.2365042996,3110416.2365042996,0,2,1,1
128,2021,Kings,Hurricanes,2,1,2099720.246010638,1546195.2164316922,553525.0295789456,553525.0295789456,2,0,1,0
129,2021,Islanders,Avalanche,1,2,-455300.14027855033,2902506.809792826,-3357806.9500713763,3357806.9500713763,0,1,2,0
130,2021,Devils,Islanders,1,1,-943398.839050486,1546195.2164316922,-2489594.055482178,2489594.055482178,0,1,1,0
131,2021,Blackhawks,Unknown,2,2,969545.0949510178,2386060.8379322523,-1416515.7429812346,1416515.7429812346,1,1,2,0
132,2021,Canadiens,Lightning,1,2,1546195.2164316922,2534567.3094549477,-988372.0930232555,988372.0930232555,1,0,2,0
133,2021,Rangers,Sabres,1,1,840693.2804690015,957446.8085106383,-116753.5280416368,116753.5280416368,0,1,1,0
134,2021,Blues,Sharks,2,1,1622052.7293103305,957446.8085106383,664605.9207996922,664605.9207996922,2,0,1,0
135,2021,Hurricanes,Kings,1,2,1546195.2164316922,2099720.246010638,-553525.0295789456,553525.0295789456,1,0,2,0
136,2021,Stars,Canucks,1,1,439128.79961032997,957446.8085106383,-518318.00890030834,518318.00890030834,0,1,1,0
137,2021,Devils,Coyotes,2,1,-2086665.9543364649,1666739.2957441162,-3753405.250080581,3753405.250080581,0,2,0,1
138,2021,Canadiens,Blackhawks,2,3,664605.9207996923,3168247.9457420227,-2503642.0249423306,2503642.0249423306,1,1,3,0
139,2021,Capitals,Rangers,1,2,957446.8085106383,1622052.7293103305,-664605.9207996922,664605.9207996922,1,0,2,0
140,2021,Sharks,Blues,1,2,957446.8085106383,1622052.7293103305,-664605.9207996922,664605.9207996922,1,0,2,0
141,2021,Hurricanes,Predators,1,2,957446.8085106383,1945818.901533894,-988372.0930232557,988372.0930232557,1,0,2,0
142,2021,Flames,Oilers,1,2,-766412.0615809495,1914893.6170212766,-2681305.678602226,2681305.678602226,0,1,2,0
143,2021,Sharks,Capitals,1,1,-2664204.0797212822,1546195.2164316922,-4210399.2961529745,4210399.2961529745,0,1,1,0
144,2021,Sabres,Panthers,1,1,-157782.66726640807,957446.8085106383,-1115229.4757770463,1115229.4757770463,0,1,1,0
145,2021,Kings,Maple Leafs,2,4,264327.67346319865,3935815.835370019,-3671488.1619068203,3671488.1619068203,0,2,3,1
146,2021,Sharks,Penguins,1,0,831917.6363423704,0.0,831917.6363423704,831917.6363423704,0,1,0,0
147,2021,Blackhawks,Hurricanes,1,1,839865.6215005598,957446.8085106383,-117581.18701007846,117581.18701007846,1,0,1,0
148,2021,Red Wings,Golden Knights,1,3,-1554333.0778657126,4831975.358275664,-6386308.436141376,6386308.436141376,0,1,3,0
149,2021,Sabres,Canadiens,1,2,2433452.5369008956,1945818.901533894,487633.63536700164,487633.63536700164,0,1,2,0
150,2021,Golden Knights,Red Wings,2,1,2130645.5305232555,1142273.4374999998,988372.0930232557,988372.0930232557,2,0,1,0
151,2021,Rangers,Kings,1,1,-541847.5747510967,1142273.4374999998,-1684121.0122510963,1684121.0122510963,0,1,1,0
152,2021,Blackhawks,Canucks,2,1,1384846.1207957005,1142273.4374999998,242572.6832957007,242572.6832957007,1,1,1,0
153,2021,Rangers,Senators,1,1,826987.1530057535,1142273.4374999998,-315286.28449424624,315286.28449424624,0,1,1,0
154,2021,Kings,Flames,1,0,617302.1996431047,0.0,617302.1996431047,617302.1996431047,0,1,0,0
155,2021,Canadiens,Blues,1,2,-2025067.977673468,2688468.6539316922,-4713536.63160516,4713536.63160516,0,1,2,0
156,2021,Golden Knights,Jets,1,0,-586657.1628966708,0.0,-586657.1628966708,586657.1628966708,0,1,0,0
157,2021,Sharks,Unknown,0,1,0.0,1142273.4374999998,-1142273.4374999998,1142273.4374999998,0,0,1,0
158,2021,Coyotes,Penguins,1,2,1112278.147330911,1142273.4374999998,-29995.29016908887,29995.29016908887,0,1,1,1
159,2021,Senators,Hurricanes,2,1,1652978.013822948,1142273.4374999998,510704.5763229483,510704.5763229483,2,0,1,0
160,2021,Senators,Avalanche,1,1,826987.1530057535,1142273.4374999998,-315286.28449424624,315286.28449424624,0,1,1,0
161,2021,Canadiens,Golden Knights,1,1,525560.0166624667,1142273.4374999998,-616713.4208375331,616713.4208375331,0,1,1,0
162,2021,Wild,Canadiens,2,1,1652978.013822948,1142273.4374999998,510704.5763229483,510704.5763229483,2,0,1,0
163,2021,Red Wings,Unknown,0,1,0.0,1142273.4374999998,-1142273.4374999998,1142273.4374999998,0,0,1,0
164,2021,Devils,Sabres,1,0,133849.31970407697,0.0,133849.31970407697,133849.31970407697,0,1,0,0
165,2021,Blue Jackets,Devils,1,1,-232103.39322931715,988372.0930232557,-1220475.4862525729,1220475.4862525729,0,1,1,0
166,2021,Senators,Kings,1,2,1546195.2164316922,2534567.3094549477,-988372.0930232555,988372.0930232555,1,0,2,0
167,2021,Canadiens,Senators,1,1,-43772.572625082124,988372.0930232557,-1032144.6656483378,1032144.6656483378,0,1,1,0
168,2021,Canucks,Blackhawks,1,2,1142273.4374999998,1384846.1207957005,-242572.6832957007,242572.6832957007,1,0,1,1
169,2021,Canadiens,Flyers,1,1,228655.44606053492,988372.0930232557,-759716.6469627208,759716.6469627208,0,1,1,0
170,2021,Hurricanes,Predators,1,2,957446.8085106383,1945818.901533894,-988372.0930232557,988372.0930232557,1,0,2,0
171,2021,Senators,Oilers,1,1,2005205.2620730177,988372.0930232557,1016833.169049762,1016833.169049762,0,1,1,0
172,2021,Canadiens,Wild,1,2,1142273.4374999998,1652978.013822948,-510704.5763229483,510704.5763229483,1,0,2,0
173,2021,Golden Knights,Hurricanes,1,2,1156933.7951783887,789834.7791042648,367099.0160741239,367099.0160741239,0,1,1,1
174,2021,Sharks,Avalanche,1,2,0.0,1401086.4523463487,-1401086.4523463487,1401086.4523463487,0,1,1,1
175,2021,Capitals,Golden Knights,1,1,1481779.9446801392,988372.0930232557,493407.8516568835,493407.8516568835,0,1,1,0
176,2021,Sabres,Canadiens,1,2,2433452.5369008956,1945818.901533894,487633.63536700164,487633.63536700164,0,1,2,0
177,2021,Flames,Kings,1,2,957446.8085106383,1622052.7293103305,-664605.9207996922,664605.9207996922,1,0,2,0
178,2021,Hurricanes,Senators,1,2,1142273.4374999998,1652978.013822948,-510704.5763229483,510704.5763229483,1,0,2,0
179,2021,Capitals,Rangers,1,2,957446.8085106383,1622052.7293103305,-664605.9207996922,664605.9207996922,1,0,2,0
180,2021,Sharks,Blues,1,2,957446.8085106383,1622052.7293103305,-664605.9207996922,664605.9207996922,1,0,2,0
181,2021,Canucks,Jets,1,1,-928240.4236670559,664605.9207996923,-1592846.3444667482,1592846.3444667482,0,1,1,0
182,2021,Oilers,Penguins,1,1,-506975.4128950521,664605.9207996923,-1171581.3336947444,1171581.3336947444,0,1,1,0
183,2021,Sabres,Avalanche,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
184,2021,Penguins,Ducks,1,2,125708.0614940064,664605.9207996923,-538897.8593056859,538897.8593056859,0,1,1,1
185,2021,Lightning,Devils,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
186,2021,Blues,Red Wings,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
187,2021,Hurricanes,Kings,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
188,2021,Devils,Coyotes,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
189,2021,Hurricanes,Blues,2,2,-45665.12188076426,-216372.74858665327,170707.626705889,170707.626705889,1,1,1,1
190,2021,Panthers,Jets,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
191,2021,Lightning,Predators,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
192,2021,Canadiens,Wild,1,2,1142273.4374999998,1652978.013822948,-510704.5763229483,510704.5763229483,1,0,2,0
193,2021,Penguins,Capitals,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
194,2021,Blackhawks,Panthers,2,3,95945.82062124356,-81703.6782365957,177649.49885783927,177649.49885783927,0,2,1,2
195,2021,Bruins,Maple Leafs,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
196,2021,Blackhawks,Canadiens,3,2,3168247.9457420227,664605.9207996923,2503642.0249423306,2503642.0249423306,3,0,1,1
197,2022,Blue Jackets,Blackhawks,3,3,244037.16867517924,3121349.203461712,-2877312.034786533,2877312.034786533,2,1,2,1
198,2022,Blackhawks,Senators,1,3,-914232.8764934298,4611252.779151482,-5525485.655644911,5525485.655644911,0,1,3,0
199,2022,Coyotes,Sharks,3,1,5420723.766196718,2328333.3333333335,3092390.432863385,3092390.432863385,3,0,1,0
200,2022,Canadiens,Islanders,2,1,583601.4174654172,2328333.3333333335,-1744731.9158679163,1744731.9158679163,1,1,1,0
201,2022,Sabres,Golden Knights,1,2,-2631740.7586770076,1893901.2372813197,-4525641.995958327,4525641.995958327,0,1,0,2
202,2022,Wild,Kings,1,2,-1753566.8020516327,3601116.218777641,-5354683.020829273,5354683.020829273,0,1,1,1
203,2022,Ducks,Bruins,1,5,-866907.0620433288,5467350.867382393,-6334257.929425722,6334257.929425722,0,1,3,2
204,2022,Blackhawks,Maple Leafs,1,2,1546195.2164316922,2328333.3333333335,-782138.1169016412,782138.1169016412,1,0,1,1
205,2022,Canadiens,Flames,1,4,-277821.97391938895,5237724.058207534,-5515546.032126923,5515546.032126923,0,1,3,1
206,2022,Sabres,Sam Reinhart to Panthers,0,1,0.0,0.0,0.0,0.0,0,0,0,1
207,2022,Coyotes,Oilers,1,4,2328333.3333333335,2408716.4973078948,-80383.16397456126,80383.16397456126,1,0,3,1
208,2022,Jets,Rangers,2,2,-686023.637498607,1637564.6087325327,-2323588.2462311396,2323588.2462311396,1,1,1,1
209,2022,Coyotes,Avalanche,1,3,0.0,3836821.482423921,-3836821.482423921,3836821.482423921,0,1,2,1
210,2022,Sharks,Coyotes,1,3,2328333.3333333335,5420723.766196718,-3092390.432863385,3092390.432863385,1,0,3,0
211,2022,Coyotes,Unknown,0,3,0.0,2946616.395411862,-2946616.395411862,2946616.395411862,0,0,2,1
212,2022,Capitals,Devils,2,2,1546195.2164316922,2503642.0249423306,-957446.8085106383,957446.8085106383,1,1,2,0
213,2022,Maple Leafs,Blackhawks,2,1,2328333.3333333335,1546195.2164316922,782138.1169016412,782138.1169016412,1,1,1,0
214,2022,Blackhawks,Senators,1,3,-914232.8764934298,4611252.779151482,-5525485.655644911,5525485.655644911,0,1,3,0
215,2022,Coyotes,Sharks,2,2,664605.9207996923,1546195.2164316922,-881589.295632,881589.295632,1,1,1,1
216,2022,Coyotes,Unknown,0,4,0.0,3932256.0543639446,-3932256.0543639446,3932256.0543639446,0,0,3,1
217,2022,Capitals,Jets,1,2,-2694515.842351998,2902506.809792826,-5597022.652144824,5597022.652144824,0,1,2,0
218,2022,Coyotes,Canucks,2,6,-69807.00149290852,22995.151831058203,-92802.15332396672,92802.15332396672,0,2,3,3
219,2022,Kraken,Predators,1,1,157561.60053194576,1546195.2164316922,-1388633.6158997465,1388633.6158997465,0,1,1,0
220,2022,Red Wings,Capitals,1,4,-881558.7511158705,2571458.458130108,-3453017.209245979,3453017.209245979,0,1,2,2
221,2022,Ducks,Penguins,1,3,1600182.0139778634,1812039.737816264,-211857.72383840056,211857.72383840056,0,1,1,2
222,2022,Rangers,Blues,1,2,-1103136.6428763908,1732137.4384468696,-2835274.0813232604,2835274.0813232604,0,1,1,1
223,2022,Blackhawks,Wild,1,0,0.0,0.0,0.0,0.0,0,1,0,0
224,2022,Kraken,Maple Leafs,2,3,775551.7468998086,3639231.0391792813,-2863679.2922794726,2863679.2922794726,0,2,3,0
225,2022,Flames,Panthers,2,2,601210.0289209622,1546195.2164316922,-944985.18751073,944985.18751073,1,1,1,1
226,2022,Canadiens,Oilers,1,1,768183.9159156624,511392.67528446607,256791.24063119636,256791.24063119636,0,1,1,0
227,2022,Senators,Lightning,2,3,0.0,3604528.666081088,-3604528.666081088,3604528.666081088,0,2,1,2
228,2022,Islanders,Avalanche,1,2,-648866.0385750054,3092390.4328633845,-3741256.4714383897,3741256.4714383897,0,1,2,0
229,2022,Blackhawks,Canadiens,1,2,11183.183593571652,3285780.141843972,-3274596.9582504,3274596.9582504,0,1,2,0
