trade_id,year,team_1,team_2,side_1_assets,side_2_assets,side_1_value,side_2_value,imbalance,abs_imbalance,side_1_picks,side_1_players,side_2_picks,side_2_players
54,2020,Flyers,Predators,1,1,-1259275.325835233,1747934.284820665,-3007209.610655898,3007209.610655898,0,1,0,1
55,2020,Red Wings,Oilers,1,0,0.0,0.0,0.0,0.0,0,1,0,0
56,2020,Kings,Flames,1,0,402183.0944045121,0.0,402183.0944045121,402183.0944045121,0,1,0,0
57,2020,Lightning,Flyers,1,2,1142273.4374999998,2130645.5305232555,-988372.0930232557,988372.0930232557,1,0,2,0
58,2020,Devils,Bruins,1,2,834132.6080091737,2688468.6539316922,-1854336.0459225187,1854336.0459225187,0,1,2,0
59,2020,Maple Leafs,Golden Knights,1,2,0.0,1142273.4374999998,-1142273.4374999998,1142273.4374999998,0,1,1,1
60,2020,Canadiens,Lightning,1,2,1546195.2164316922,2344683.686384389,-798488.4699526969,798488.4699526969,1,0,2,0
61,2020,Golden Knights,Red Wings,1,1,878942.3187903967,988372.0930232557,-109429.77423285902,109429.77423285902,1,0,1,0
62,2020,Sharks,Senators,2,1,664605.9207996923,988372.0930232557,-323766.1722235634,323766.1722235634,1,1,1,0
63,2020,Rangers,Sharks,2,1,1329211.8415993846,988372.0930232557,340839.74857612886,340839.74857612886,2,0,1,0
64,2020,Red Wings,Wild,1,2,957446.8085106383,1945818.901533894,-988372.0930232557,988372.0930232557,1,0,2,0
65,2020,Flyers,Predators,2,1,1329211.8415993846,988372.0930232557,340839.74857612886,340839.74857612886,2,0,1,0
66,2020,Canadiens,Panthers,1,1,988372.0930232557,988372.0930232557,0.0,0.0,1,0,1,0
67,2020,Panthers,Maple Leafs,1,1,0.0,988372.0930232557,-988372.0930232557,988372.0930232557,0,1,1,0
68,2020,Avalanche,Penguins,2,1,1652978.013822948,988372.0930232557,664605.9207996924,664605.9207996924,2,0,1,0
69,2020,Hurricanes,Joel Edmundson to Canadiens,0,1,0.0,988372.0930232557,-988372.0930232557,988372.0930232557,0,0,1,0
70,2020,Blues,Hurricanes,2,1,-273917.43361606356,988372.0930232557,-1262289.5266393193,1262289.5266393193,1,1,1,0
71,2020,Lightning,Flyers,1,2,1142273.4374999998,2130645.5305232555,-988372.0930232557,988372.0930232557,1,0,2,0
72,2020,Penguins,Avalanche,1,2,988372.0930232557,1652978.013822948,-664605.9207996924,664605.9207996924,1,0,2,0
73,2020,Maple Leafs,Unknown,0,1,0.0,988372.0930232557,-988372.0930232557,988372.0930232557,0,0,1,0
74,2020,Senators,Lightning,2,2,664605.9207996923,988372.0930232557,-323766.1722235634,323766.1722235634,1,1,1,1
75,2020,Lightning,Senators,2,2,988372.0930232557,664605.9207996923,323766.1722235634,323766.1722235634,1,1,1,1
76,2020,Senators,Sharks,2,2,-470557.92218536604,664605.9207996923,-1135163.8429850582,1135163.8429850582,1,1,1,1
77,2020,Hurricanes,Kings,1,2,988372.0930232557,1247593.5706239836,-259221.47760072793,259221.47760072793,1,0,2,0
78,2020,Hurricanes,Sabres,1,3,-4262002.187604688,3168247.9457420227,-7430250.13334671,7430250.13334671,0,1,3,0
79,2020,Blues,Wild,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
80,2020,Avalanche,Panthers,1,2,957446.8085106383,2288481.256310877,-1331034.4478002386,1331034.4478002386,1,0,1,1
81,2020,Maple Leafs,Hurricanes,2,1,1443700.1978772487,664605.9207996923,779094.2770775565,779094.2770775565,1,1,1,0
82,2020,Maple Leafs,Avalanche,3,3,1631313.0200620196,-258483.82394360588,1889796.8440056255,1889796.8440056255,1,2,1,2
83,2020,Oilers,Blues,1,0,0.0,0.0,0.0,0.0,0,1,0,0
84,2020,Canadiens,Senators,1,1,955934.9050776584,664605.9207996923,291328.9842779661,291328.9842779661,0,1,1,0
85,2020,Maple Leafs,Sharks,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
86,2020,Canucks,Ducks,1,2,2061361.1669718195,621455.2207029718,1439905.9462688477,1439905.9462688477,0,1,1,1
87,2020,Coyotes,Devils,1,1,582987.6498242914,664605.9207996923,-81618.27097540093,81618.27097540093,1,0,1,0
88,2020,Blues,Wild,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
89,2020,Wild,Jets,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
90,2020,Sharks,Rangers,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
91,2020,Rangers,Predators,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
92,2020,Hurricanes,Maple Leafs,1,2,664605.9207996923,1443700.1978772487,-779094.2770775565,779094.2770775565,1,0,1,1
93,2020,Sharks,Penguins,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
94,2020,Flyers,Canadiens,1,1,664605.9207996923,664605.9207996923,0.0,0.0,1,0,1,0
95,2020,Canadiens,Blackhawks,2,3,582987.6498242914,3050666.7587319445,-2467679.108907653,2467679.108907653,1,1,3,0
96,2020,Rangers,Canucks,1,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,1,1,0
97,2020,Ducks,Blue Jackets,0,1,0.0,664605.9207996923,-664605.9207996923,664605.9207996923,0,0,1,0
98,2020,Predators,Flyers,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
99,2020,Sharks,Capitals,1,2,988372.0930232557,1329211.8415993846,-340839.74857612886,340839.74857612886,1,0,2,0
