player_id,player_name,position,season,GP,toi_min,toi_pp_min,toi_pk_min,composite_O,composite_D,composite,PV_O,PV_D,IV_O,IV_D,GV_O,GV_D,OOI_O,OOI_D,RAPM_O,RAPM_D,RAPM_O_se,RAPM_D_se,PP_O,PK_D,ozPct,dzPct
8470257,Alexander Steen,L,2015,66,984.3,189.8,110.5,-0.0341,-0.0948,-0.1289,-0.0233,-0.0343,-1.4144,1.1258,-0.167,-0.0525,-0.8664,0.4938,-0.0177,-0.017,0.116,0.1151,0.2722,-0.0376,0.3486,0.2722
8477505,Alexander Wennberg,C,2015,69,857.0,138.8,45.5,0.1211,-0.3819,-0.2608,0.0854,-0.0693,-1.2129,0.5867,0.2345,-0.0865,-0.3746,-0.5555,-0.1138,-0.0226,0.1218,0.1224,0.2268,-0.0728,0.3792,0.2354
8470358,Alexandre Burrows,R,2015,79,883.2,142.9,132.5,-0.291,0.1194,-0.1716,-0.1865,0.045,-1.7651,1.4749,-1.1637,0.0679,-1.9899,1.1463,0.1876,0.1263,0.1215,0.1212,-0.1946,-0.0152,0.2896,0.2681
8471296,Alexei Emelin,D,2015,72,1250.8,20.4,146.1,-0.4749,0.3674,-0.1075,-0.3492,0.0409,-0.6356,0.6978,-0.4679,0.058,1.1911,-0.3997,-0.3237,0.1128,0.1133,0.1126,-0.131,-0.0042,0.2423,0.3142
8476289,Alexey Marchenko,D,2015,66,947.6,1.5,135.1,-0.1264,-0.0753,-0.2017,-0.0431,0.0438,-0.2448,-0.1904,-0.2271,0.1248,1.3731,-2.2552,-0.0017,-0.0458,0.135,0.1347,-0.0443,0.021,0.3032,0.2992
8475314,Anders Lee,L,2015,80,935.2,188.6,1.6,0.3654,0.1327,0.4981,0.2668,0.0064,-0.9055,1.5401,-0.4362,0.0111,-0.4592,1.3758,0.231,0.0498,0.1155,0.1182,0.1141,0.0063,0.3516,0.2256
8477444,Andre Burakovsky,L,2015,79,947.2,59.4,0.3,0.3487,-0.1505,0.1981,0.2389,-0.0117,-0.9112,0.9918,0.4115,-0.013,0.1212,0.1359,-0.0525,0.1851,0.118,0.1215,-0.0541,0.0034,0.3524,0.2335
8476960,Andreas Athanasiou,L,2015,37,305.0,0.7,18.6,0.5474,-0.1417,0.4057,0.4119,0.1312,-0.6867,0.8665,0.4212,0.3149,0.2072,-0.0743,0.0414,-0.122,0.1477,0.1467,-0.2021,-0.0104,0.4182,0.1515
8478561,Andreas Martinsen,L,2015,55,589.0,2.5,1.2,-0.7873,0.5754,-0.2118,-0.5055,0.0717,-2.4387,2.3604,-0.4562,0.0804,-2.6371,2.9909,-0.1441,0.0557,0.1484,0.1433,0.0,0.0,0.2699,0.2975
8467496,Andrei Markov,D,2015,82,1402.8,268.1,184.6,0.0472,-0.2016,-0.1544,0.0795,-0.0921,-0.0202,-0.3072,0.0476,-0.1335,1.8038,-2.2953,-0.027,0.0425,0.1088,0.1105,0.0019,0.0533,0.3109,0.269
8475250,Andrej Nestrasil,C,2015,55,706.7,70.5,0.7,-0.0267,-0.1628,-0.1895,-0.0114,0.0249,-1.4115,0.9306,0.0387,0.0585,-0.8258,0.1032,-0.0328,0.047,0.1354,0.1395,0.0571,0.0003,0.2771,0.2702
8471284,Andrej Sekera,D,2015,81,1392.2,180.0,124.0,-0.3412,-0.0396,-0.3808,-0.2016,-0.0886,-0.5159,0.0134,-0.2178,-0.1795,1.068,-1.6543,-0.1164,0.275,0.1075,0.1087,-0.1423,0.0003,0.2008,0.3012
8477205,Andrej Sustr,D,2015,77,1122.7,4.5,138.2,0.0918,-0.1615,-0.0697,0.1218,-0.0129,0.0267,-0.306,0.185,0.0262,1.8183,-2.1618,0.0505,-0.154,0.1164,0.1162,-0.1287,0.0792,0.2319,0.2862
8473550,Andrew Bodnarchuk,D,2015,37,441.9,2.1,9.4,-0.1048,-0.0158,-0.1206,0.0114,-0.0519,-0.2562,0.0243,-0.2896,-0.0526,1.0409,-1.3056,0.1084,-0.1813,0.1678,0.163,0.0,0.0,0.2489,0.2267
8471699,Andrew Cogliano,L,2015,82,993.6,5.1,151.7,0.0617,0.1603,0.222,0.0181,0.063,-1.2642,1.5387,-0.3726,0.0903,-0.6607,1.2689,0.0463,0.1295,0.1124,0.1138,-0.0874,0.1946,0.2468,0.293
8477429,Andrew Copp,C,2015,77,550.2,2.4,61.4,-0.1754,0.2114,0.036,-0.0826,0.0318,-1.6378,1.6721,-0.294,0.0223,-1.5198,1.4538,0.1505,0.289,0.1454,0.1432,0.0262,-0.0138,0.2997,0.2795
8471956,Andrew Desjardins,L,2015,77,872.2,5.3,130.6,-0.9324,0.4395,-0.4929,-0.7493,0.1705,-2.485,1.9897,-1.5747,0.2434,-2.3683,1.755,-0.1637,0.0998,0.1288,0.1281,-0.0412,-0.0253,0.1912,0.4667
8471217,Andrew Ladd,L,2015,78,1051.6,202.2,138.4,-0.2372,0.196,-0.0412,-0.1767,0.0481,-1.6673,1.625,-0.197,0.0746,-1.1171,1.5628,-0.2173,0.1166,0.1152,0.1152,-0.2064,-0.0394,0.2864,0.2309
8473584,Andrew MacDonald,D,2015,28,467.7,19.2,49.7,-0.007,-0.0453,-0.0523,0.072,-0.0684,-0.1211,-0.0183,0.2694,-0.1092,1.6037,-1.9127,-0.0179,0.2128,0.124,0.1218,-0.067,-0.0333,0.3585,0.2642
8476381,Andrew Shaw,R,2015,78,961.0,144.2,0.9,-0.2,0.2098,0.0098,-0.1324,0.0514,-1.6372,1.6493,-0.076,0.0962,-1.1654,1.6466,-0.0624,-0.1811,0.1158,0.119,0.0805,-0.0191,0.2938,0.289
8476404,Andy Andreoff,L,2015,59,517.1,5.5,2.3,-0.3761,0.1586,-0.2175,-0.2361,0.0545,-1.8856,1.5438,-0.5928,0.1162,-1.8135,1.2041,-0.1351,0.0268,0.1476,0.1487,0.0,0.0,0.431,0.2134
8472382,Andy Greene,D,2015,82,1488.8,25.2,270.7,-0.2794,0.1234,-0.1561,-0.1381,0.0932,-0.4559,0.1576,-0.3794,0.1718,0.8572,-1.5396,0.1792,0.0061,0.121,0.1176,-0.0554,0.0913,0.158,0.3788
8475868,Anthony Bitetto,D,2015,28,333.2,2.2,1.4,0.1533,0.3379,0.4913,0.155,0.0313,0.1165,0.6486,-0.2541,0.0848,1.8432,-0.4311,-0.0043,0.0075,0.1509,0.148,-0.0303,-0.0251,0.3841,0.2101
8477407,Anthony Duclair,L,2015,81,921.9,221.8,0.2,0.2476,-0.1417,0.1059,0.2461,-0.0265,-1.1205,1.0242,0.8518,-0.0219,-0.4371,0.3202,0.0503,0.0209,0.1359,0.1352,-0.0005,0.0729,0.3845,0.2144
8474061,Anthony Peluso,R,2015,34,220.3,1.3,0.0,-0.5929,0.8036,0.2106,-0.3306,0.0703,-2.2248,2.818,-0.2024,0.0828,-2.446,3.9971,-0.164,0.1137,0.1644,0.1633,0.0,0.0,0.3663,0.198
8474849,Antoine Roussel,L,2015,80,946.0,31.1,103.4,-0.4891,0.2653,-0.2238,-0.3269,0.055,-2.0208,1.7567,-0.2137,0.0738,-1.7674,1.7454,-0.166,0.0976,0.1177,0.12,-0.0788,-0.0112,0.2746,0.2794
8468535,Antoine Vermette,C,2015,76,932.0,197.1,77.7,-0.2807,-0.0756,-0.3563,-0.1964,-0.0497,-1.7345,1.1795,-0.2696,-0.0852,-1.3326,0.7056,-0.0734,-0.1056,0.1163,0.1147,0.0034,-0.0746,0.3084,0.2979
8475165,Anton Lander,C,2015,61,554.6,49.6,114.0,-0.8815,-0.001,-0.8826,-0.6107,-0.0125,-2.5219,1.2915,-1.0867,-0.0471,-2.8459,0.8192,-0.0232,-0.0306,0.1444,0.1432,-0.0018,-0.0224,0.2236,0.3686
8471873,Anton Stralman,D,2015,72,1182.3,201.3,144.0,0.3169,-0.0499,0.267,0.308,0.0352,0.2907,-0.1311,-0.0882,0.1021,1.8107,-2.1315,0.3128,0.0556,0.1131,0.1161,-0.1951,0.0504,0.3086,0.2751
8471685,Anze Kopitar,C,2015,81,1243.6,200.5,162.7,0.5125,-0.0358,0.4767,0.352,0.0996,-0.6965,1.1099,0.6758,0.1927,0.5084,0.2737,0.0333,0.0952,0.1123,0.1183,0.1954,-0.1125,0.3066,0.2707
8473573,Artem Anisimov,C,2015,77,1075.6,170.5,97.2,0.1557,-0.2534,-0.0977,0.181,-0.0347,-1.2392,0.809,0.1579,0.0146,-0.9125,0.1959,0.0136,-0.2367,0.1221,0.1214,0.0746,-0.0137,0.4242,0.1248
8478550,Artemi Panarin,L,2015,80,1195.4,211.0,0.9,0.4276,-0.2975,0.13,0.331,-0.0738,-0.8454,0.7598,0.4288,-0.0581,0.0445,0.1316,-0.185,-0.0784,0.1209,0.1234,0.5187,0.0131,0.4574,0.0653
8475766,Austin Watson,L,2015,57,515.2,1.5,43.4,-1.0624,0.5885,-0.4739,-0.7413,0.1042,-2.7531,2.3539,-0.8559,0.0684,-3.0649,2.5088,0.1122,0.2898,0.1422,0.1369,-0.0256,-0.015,0.1222,0.5227
8467890,Barret Jackman,D,2015,73,942.1,1.2,60.7,-0.2657,0.1404,-0.1253,-0.0992,0.0363,-0.4674,0.2485,-0.2059,0.0889,0.8537,-1.4267,-0.0234,0.1715,0.1271,0.1296,-0.0221,-0.031,0.358,0.2469
8475761,Beau Bennett,R,2015,33,334.9,45.8,2.3,0.0754,0.2674,0.3428,0.0964,0.0397,-1.3152,1.7763,-0.0479,0.0792,-0.9792,1.9909,0.0945,-0.111,0.1357,0.1381,-0.1469,-0.0067,0.335,0.2118
8475279,Ben Chiarot,D,2015,70,943.1,3.8,51.2,-0.2816,0.1904,-0.0911,-0.1688,0.005,-0.4295,0.3799,-0.216,0.0266,1.273,-0.8236,-0.2106,-0.0461,0.1258,0.1257,-0.1433,-0.0177,0.2568,0.2695
8477018,Ben Hutton,D,2015,75,1197.7,163.7,64.6,-0.1505,-0.1715,-0.322,-0.0934,-0.0467,-0.2428,-0.2923,-0.7177,-0.0373,1.3478,-2.1743,-0.0667,-0.1008,0.1287,0.1258,-0.0728,0.0186,0.2789,0.2694
8473933,Ben Lovejoy,D,2015,66,1039.9,5.3,151.4,0.0133,0.2948,0.3082,0.0932,0.0999,-0.1017,0.4938,-0.0475,0.1802,1.3375,-0.8837,0.1888,0.1429,0.1137,0.1125,-0.0808,0.0195,0.2351,0.2982
8474727,Ben Smith,R,2015,22,223.9,2.0,34.8,-0.5341,0.1043,-0.4297,-0.382,0.0567,-2.0557,1.4332,-0.3817,0.0677,-1.7902,0.9068,-0.0552,0.0897,0.1409,0.1386,-0.0451,0.0103,0.2222,0.3852
8471678,Benoit Pouliot,L,2015,55,706.8,125.4,22.6,0.2298,-0.2511,-0.0213,0.1553,-0.0647,-1.0652,0.8436,0.2908,-0.0867,-0.1527,0.1377,-0.0361,-0.1707,0.1242,0.1246,0.0091,0.0335,0.3167,0.2594
8471260,Blake Comeau,L,2015,81,1071.4,130.1,156.4,-0.4198,0.2376,-0.1822,-0.3042,0.04,-1.905,1.7164,-0.705,0.0465,-1.7568,1.71,0.0426,-0.1119,0.1219,0.1215,-0.1047,-0.0671,0.2328,0.3552
8471218,Blake Wheeler,R,2015,82,1171.6,246.6,99.0,0.9306,-0.0398,0.8908,0.6312,-0.0066,-0.1396,1.2081,0.912,-0.0093,1.428,0.6609,0.0988,0.0852,0.1118,0.1156,0.2146,-0.0047,0.3277,0.2477
8477500,Bo Horvat,C,2015,82,1033.1,140.6,172.4,0.1186,0.0342,0.1529,0.0497,0.0846,-1.182,1.265,-0.3669,0.1652,-0.492,0.5478,0.1462,-0.1713,0.1225,0.1186,0.1734,-0.0617,0.3204,0.3592
8476769,Bobby Farnham,R,2015,53,483.0,2.0,3.6,-0.7966,0.477,-0.3196,-0.5033,0.1147,-2.4594,2.1203,-1.0905,0.1785,-3.079,2.574,0.0553,0.0452,0.1656,0.1615,0.0,0.0,0.2397,0.2645
8471676,Bobby Ryan,R,2015,81,1088.4,215.0,2.6,-0.0029,-0.3652,-0.3681,0.0501,-0.1254,-1.4254,0.676,0.1541,-0.176,-1.0251,-0.1293,-0.0381,-0.1445,0.1162,0.1149,-0.1469,0.0112,0.4043,0.1885
8476432,Boone Jenner,C,2015,82,1127.6,163.6,14.7,0.2541,0.2716,0.5257,0.2083,0.0154,-1.0697,1.809,-0.2294,0.0146,-0.7379,2.0445,0.3365,-0.1449,0.123,0.1213,-0.1167,-0.0514,0.277,0.2892
8470159,Boyd Gordon,C,2015,65,601.7,2.6,176.2,-1.0855,0.2407,-0.8448,-0.8271,0.1163,-2.7135,1.6462,-1.2802,0.1196,-2.7406,0.8325,-0.0436,0.2979,0.1454,0.1406,-0.0068,-0.0398,0.1614,0.5566
8468504,Brad Boyes,R,2015,60,556.3,137.0,0.7,0.1229,-0.1725,-0.0495,0.1079,0.026,-1.2316,0.9101,-0.1958,0.0641,-0.8162,-0.1341,0.191,0.1027,0.1381,0.1397,-0.0866,0.0001,0.3533,0.2735
8474089,Brad Malone,C,2015,57,473.7,2.4,63.8,-0.7635,0.4221,-0.3414,-0.4993,0.0547,-2.3972,2.0705,-0.9489,0.0743,-2.757,2.4965,-0.1239,0.0202,0.1489,0.1469,-0.0803,-0.0245,0.2948,0.25
8473419,Brad Marchand,L,2015,77,1097.5,109.4,151.1,0.6627,-0.1077,0.555,0.4617,0.0102,-0.5059,1.0556,0.7007,0.0103,0.6876,0.3412,0.1677,0.1259,0.1116,0.1162,0.4088,0.1703,0.2465,0.2897
8467389,Brad Richards,C,2015,68,802.7,170.0,0.7,-0.0198,-0.191,-0.2108,-0.0196,0.0362,-1.3895,0.8629,-0.5083,0.1134,-0.9582,-0.0585,-0.006,-0.1403,0.1272,0.13,-0.0862,-0.0002,0.3744,0.2395
8470755,Brad Richardson,C,2015,82,1073.9,21.2,133.9,-0.3611,0.0357,-0.3254,-0.2121,0.0093,-1.8797,1.3432,-0.1957,0.0042,-1.7841,1.0856,-0.0191,0.0839,0.1355,0.1317,-0.0762,0.0171,0.2294,0.2633
8475650,Brandon Bollig,L,2015,54,493.0,2.2,0.9,-1.0768,0.5046,-0.5722,-0.6825,0.0298,-2.8407,2.2605,-0.814,0.0025,-3.524,3.0247,-0.1366,0.0698,0.1484,0.1447,0.0,0.0,0.2103,0.2698
8475869,Brandon Davidson,D,2015,51,786.3,20.9,128.5,-0.1743,0.1252,-0.0491,-0.1017,-0.0004,-0.2821,0.2548,-0.1384,-0.0043,1.5429,-1.3743,-0.1364,0.1971,0.1362,0.1372,-0.0148,0.0497,0.2741,0.3147
8471273,Brandon Dubinsky,C,2015,75,1037.6,151.8,138.8,0.3374,0.2779,0.6153,0.2032,0.0524,-0.8979,1.7845,0.0774,0.076,0.0787,1.9035,0.1033,-0.1265,0.1216,0.1217,0.001,-0.0453,0.2442,0.3233
8475759,Brandon Gormley,D,2015,26,306.7,4.4,3.4,-0.0628,-0.2229,-0.2857,0.0836,-0.141,-0.2443,-0.3008,-0.184,-0.2011,0.8655,-1.9923,0.1425,0.0139,0.1583,0.1562,0.0,0.0,0.3506,0.1623
8475430,Brandon Manning,D,2015,56,831.3,18.1,63.2,-0.4029,0.1556,-0.2473,-0.2157,0.032,-0.6252,0.2832,-0.4132,0.0937,0.686,-1.2183,-0.1003,-0.0607,0.1282,0.1286,-0.0674,-0.0353,0.3449,0.263
8474850,Brandon Mashinter,L,2015,41,304.4,1.1,0.0,-0.7793,0.2429,-0.5363,-0.522,-0.001,-2.4061,1.768,-1.2292,-0.0137,-2.8362,1.9506,-0.1047,-0.0829,0.1717,0.1706,0.0,0.0,0.3065,0.2563
8475204,Brandon Pirri,R,2015,61,740.5,118.8,1.4,-0.1749,-0.1532,-0.3281,-0.1198,-0.0431,-1.5996,1.0178,-0.5001,-0.0409,-1.281,0.5674,-0.0892,-0.2256,0.1337,0.1338,-0.0586,0.0043,0.3302,0.2222
8471283,Brandon Prust,L,2015,35,415.9,4.1,22.6,-0.6102,0.122,-0.4882,-0.4993,0.015,-2.0907,1.5101,-1.6807,-0.0063,-2.0351,0.984,-0.1012,0.1809,0.1447,0.1418,-0.0947,0.0166,0.3192,0.3474
8476438,Brandon Saad,L,2015,78,1077.8,152.7,45.8,0.8113,-0.1013,0.71,0.5759,-0.0094,-0.3229,1.0878,0.4779,-0.0066,0.7578,0.4458,0.2504,0.0527,0.111,0.1138,-0.1463,0.0847,0.3237,0.2458
8474091,Brandon Sutter,C,2015,20,258.7,44.1,40.4,0.0463,-0.0777,-0.0314,0.0518,0.0022,-1.3288,1.1236,-0.056,0.0185,-0.8259,0.4039,0.0445,0.0313,0.1287,0.1268,-0.1988,0.0478,0.3681,0.2569
8475188,Brayden McNabb,D,2015,81,1340.4,23.0,134.4,-0.2602,0.1693,-0.0909,-0.1034,0.0604,-0.4521,0.2822,-0.1262,0.1417,0.9295,-1.0778,-0.0199,-0.0773,0.116,0.124,-0.0099,-0.0313,0.258,0.2632
8475170,Brayden Schenn,C,2015,80,1031.4,270.7,0.9,0.0782,0.1407,0.2188,0.0789,-0.0137,-1.2921,1.5762,0.2298,-0.0312,-0.6553,1.4831,-0.046,0.0622,0.1172,0.1154,0.2643,-0.0149,0.3453,0.2264
8470601,Braydon Coburn,D,2015,80,1127.3,3.5,181.4,-0.1516,0.0417,-0.1099,-0.0351,0.0723,-0.3033,0.0151,-0.0429,0.1764,1.2166,-1.7058,-0.0091,-0.0681,0.1176,0.1179,-0.0833,-0.0566,0.2734,0.2679
8475848,Brendan Gallagher,R,2015,53,695.4,150.9,1.0,0.6069,-0.0926,0.5143,0.4896,-0.0013,-0.6453,1.0972,0.8914,0.0043,0.2013,0.3889,0.2138,0.1847,0.116,0.1201,0.1043,-0.0133,0.3465,0.2198
8476867,Brendan Gaunce,C,2015,20,221.2,8.2,21.4,-0.6697,0.173,-0.4967,-0.4751,0.0692,-2.234,1.558,-1.137,0.1102,-2.4013,1.2966,-0.0383,-0.0156,0.1559,0.1566,0.0167,-0.0146,0.2609,0.3217
8474090,Brendan Smith,D,2015,63,961.0,35.6,71.2,0.1937,-0.0453,0.1484,0.2091,0.0478,0.1431,-0.1343,0.0348,0.1465,1.8395,-2.1683,0.0837,0.0046,0.1186,0.1213,-0.1567,0.0164,0.3856,0.2331
8475455,Brenden Dillon,D,2015,75,1172.5,7.3,70.1,-0.3403,0.1772,-0.1631,-0.2085,0.019,-0.5072,0.3394,-0.2662,0.0464,1.1768,-1.0161,-0.2978,0.2109,0.1065,0.1082,-0.0226,0.0563,0.2895,0.2068
8470613,Brent Burns,D,2015,82,1539.1,314.7,167.8,0.3592,-0.18,0.1792,0.2512,-0.0406,0.4322,-0.3154,0.222,-0.0353,2.8057,-2.3469,-0.1407,0.1366,0.0971,0.1012,0.0447,0.0884,0.3098,0.2247
8470607,Brent Seabrook,D,2015,81,1400.1,215.5,136.7,0.146,-0.0469,0.0991,0.1692,-0.089,0.0876,-0.0007,-0.2295,-0.1054,1.6543,-1.3594,0.0759,-0.2025,0.1032,0.1044,0.0742,0.0067,0.3238,0.2145
8475792,Brett Connolly,R,2015,71,841.2,58.6,0.4,-0.0702,0.224,0.1538,0.0002,0.0472,-1.5102,1.682,0.2141,0.069,-1.1695,1.7057,0.1051,-0.0145,0.1296,0.1312,-0.0612,0.0239,0.2535,0.283
8477488,Brett Pesce,D,2015,69,1116.5,64.3,74.6,-0.2312,-0.1728,-0.404,-0.1087,0.0205,-0.3888,-0.3619,-0.4748,0.0675,1.0007,-2.5912,-0.0082,0.2185,0.1225,0.1244,-0.0136,0.023,0.265,0.2669
8470619,Brian Boyle,C,2015,75,783.0,43.0,127.4,-0.0719,0.2624,0.1905,0.0069,0.1447,-1.5202,1.6612,-0.435,0.2603,-1.5749,1.4328,0.2781,0.057,0.1283,0.1285,-0.094,-0.0237,0.2987,0.2633
8466285,Brian Campbell,D,2015,82,1422.5,205.2,125.6,0.3532,-0.2508,0.1024,0.3709,-0.0075,0.3003,-0.49,0.2661,0.0398,1.7337,-2.7281,0.3871,-0.0298,0.1099,0.1113,-0.1487,-0.0394,0.2837,0.2795
8475208,Brian Dumoulin,D,2015,79,1298.2,37.6,95.7,-0.0513,-0.1154,-0.1667,0.0352,0.0442,-0.173,-0.2709,-0.0225,0.1305,1.3769,-2.3152,0.0732,-0.0656,0.1142,0.1155,-0.1421,-0.0494,0.2714,0.2877
8476808,Brian Flynn,C,2015,56,551.1,6.0,87.9,-0.8389,0.1256,-0.7133,-0.5689,0.0681,-2.4785,1.4642,-0.7298,0.082,-2.7025,0.842,0.0667,0.0727,0.1367,0.1321,-0.1151,-0.0108,0.228,0.428
8467407,Brian Gionta,R,2015,79,1095.7,144.7,107.7,-0.0756,-0.0196,-0.0952,-0.0886,0.0061,-1.4322,1.2358,-0.5638,-0.0019,-0.9168,0.8042,0.0415,-0.014,0.123,0.1176,-0.0168,0.0042,0.2142,0.3221
8476772,Brian O'Neill,R,2015,22,208.2,5.8,10.7,-1.131,0.3695,-0.7615,-0.7768,0.0848,-2.8549,1.9353,-1.8008,0.1183,-3.6917,2.1135,-0.0085,0.0129,0.1787,0.1767,0.0,0.0,0.2276,0.3252
8473565,Brian Strait,D,2015,52,710.4,2.1,74.1,-0.2365,0.1189,-0.1176,-0.1171,-0.0348,-0.391,0.2766,-0.2155,-0.0426,1.1868,-1.2128,-0.0408,-0.0999,0.1335,0.1312,-0.0166,-0.0269,0.3321,0.3132
8476934,Brock McGinn,L,2015,21,219.2,3.3,6.6,-0.6265,0.276,-0.3505,-0.4257,0.0482,-2.1967,1.7849,-0.6859,0.0733,-2.2379,1.8849,-0.0807,-0.1777,0.1509,0.1502,-0.07,0.0181,0.2721,0.3162
