player_id,player_name,position,season,GP,toi_5v5,toi_pp,toi_pk,composite_O,composite_D,PV_O,PV_D,IV_O,IV_D,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,GAR_O,GAR_D,WAR_O,WAR_D,WAR,WAR_O_82,WAR_D_82,WAR_82
8470159,Boyd Gordon,C,2015,65,601.7,2.6,176.2,-1.0855,0.2407,-0.8271,0.1163,-2.7135,1.6462,-10.89,2.41,-0.0,-0.12,-10.89,2.29,-0.81,0.85,0.04,-1.02,1.07,0.05
8473989,Luke Gazdic,L,2015,29,179.4,0.0,0.0,-1.195,0.5663,-0.7095,0.1151,-3.0502,2.2987,-3.57,1.69,0.0,0.0,-3.57,1.69,-0.36,0.39,0.03,-1.02,1.1,0.08
8474661,Michal Jordan,D,2015,36,522.1,2.6,18.4,-0.3115,-0.072,-0.1295,0.0597,-0.5287,-0.1997,-2.71,-0.63,0.0,0.0,-2.71,-0.63,-0.1,0.12,0.02,-0.23,0.27,0.05
8477464,Nic Petan,L,2015,26,255.4,46.2,0.5,-0.4563,-0.3286,-0.3376,-0.1092,-1.9445,0.7331,-1.94,-1.4,0.04,0.0,-1.9,-1.4,0.07,-0.05,0.02,0.22,-0.16,0.06
8470803,Kyle Brodziak,C,2015,76,679.9,4.6,129.5,-0.9084,0.1074,-0.6285,0.0328,-2.5578,1.4632,-10.29,1.22,-0.01,-0.07,-10.3,1.15,-0.67,0.68,0.01,-0.72,0.73,0.01
8471816,Mark Fayne,D,2015,69,1011.1,2.2,109.4,-0.4284,0.0225,-0.2583,-0.0604,-0.6336,0.1094,-7.22,0.38,-0.0,-0.23,-7.22,0.15,-0.49,0.49,0.0,-0.58,0.58,0.0
8475165,Anton Lander,C,2015,61,554.6,49.6,114.0,-0.8815,-0.001,-0.6107,-0.0125,-2.5219,1.2915,-8.15,-0.01,-0.0,-0.04,-8.15,-0.05,-0.43,0.42,-0.01,-0.58,0.56,-0.01
8476772,Brian O'Neill,R,2015,22,208.2,5.8,10.7,-1.131,0.3695,-0.7768,0.0848,-2.8549,1.9353,-3.92,1.28,0.0,0.0,-3.92,1.28,-0.36,0.35,-0.01,-1.34,1.3,-0.04
8476331,Dylan DeMelo,D,2015,45,552.9,47.2,5.8,-0.4509,0.0224,-0.1951,0.0518,-0.7419,-0.0029,-4.16,0.21,0.03,-0.0,-4.13,0.21,-0.3,0.28,-0.02,-0.55,0.51,-0.04
8471245,Dave Bolland,C,2015,25,275.4,16.9,48.1,-0.8731,-0.0037,-0.5453,-0.0472,-2.5704,1.321,-4.01,-0.02,0.02,-0.02,-3.99,-0.04,-0.23,0.2,-0.03,-0.75,0.66,-0.1
8473571,Jamie McBain,D,2015,44,488.7,41.4,2.2,-0.2298,-0.2076,-0.0316,-0.0055,-0.4631,-0.4057,-1.87,-1.69,0.0,0.0,-1.87,-1.69,0.03,-0.06,-0.03,0.06,-0.11,-0.06
8471231,Kyle Chipchura,C,2015,70,642.0,10.6,51.8,-0.7881,0.0247,-0.5326,-0.0182,-2.4132,1.3488,-8.43,0.26,-0.01,-0.01,-8.44,0.25,-0.5,0.46,-0.04,-0.59,0.54,-0.05
8478564,Joonas Kemppainen,C,2015,44,467.0,7.1,68.4,-0.6616,-0.1965,-0.4494,-0.0974,-2.2433,0.9855,-5.15,-1.53,0.0,0.0,-5.15,-1.53,-0.16,0.07,-0.09,-0.3,0.13,-0.17
8474605,Patrick Wiercioch,D,2015,52,822.3,19.4,28.4,-0.3191,-0.1177,-0.1561,-0.0502,-0.5173,-0.1812,-4.37,-1.61,-0.02,0.0,-4.39,-1.61,-0.18,0.09,-0.09,-0.28,0.14,-0.14
8477446,Michael McCarron,R,2015,20,206.6,24.6,0.0,-1.1633,0.2377,-0.7517,-0.0826,-2.9444,1.8391,-4.01,0.82,-0.01,0.0,-4.02,0.82,-0.37,0.27,-0.1,-1.52,1.11,-0.41
8477453,Chris Bigras,D,2015,31,390.9,0.7,16.9,-0.3208,-0.1719,-0.1295,-0.0511,-0.5472,-0.2886,-2.09,-1.12,0.0,0.0,-2.09,-1.12,-0.09,-0.02,-0.11,-0.24,-0.05,-0.29
8474588,Viktor Tikhonov,R,2015,50,525.9,33.1,4.4,-0.9972,0.1951,-0.6706,0.0586,-2.6933,1.6128,-8.74,1.71,0.0,0.0,-8.74,1.71,-0.73,0.62,-0.11,-1.2,1.02,-0.18
8475185,Jacob Josefson,C,2015,58,647.5,137.0,84.3,-1.0833,0.0934,-0.724,0.0166,-2.8122,1.4514,-11.69,1.01,0.05,-0.06,-11.64,0.95,-0.82,0.68,-0.14,-1.16,0.96,-0.2
8468635,Travis Moen,L,2015,23,177.3,0.9,8.9,-1.404,0.3973,-0.8725,0.1793,-3.305,1.8964,-4.15,1.17,0.0,0.0,-4.15,1.17,-0.45,0.31,-0.14,-1.6,1.11,-0.5
8475764,Cam Fowler,D,2015,68,1156.4,193.6,143.9,-0.4228,-0.1402,-0.258,-0.0823,-0.6227,-0.1941,-8.15,-2.7,0.48,-0.03,-7.67,-2.73,-0.32,0.16,-0.16,-0.39,0.19,-0.19
8475716,Martin Marincin,D,2015,65,913.2,5.9,147.2,-0.4241,-0.1034,-0.241,0.0173,-0.6423,-0.22,-6.45,-1.57,-0.0,0.22,-6.45,-1.35,-0.39,0.21,-0.18,-0.49,0.26,-0.23
8477455,Jacob De La Rose,L,2015,22,238.5,1.0,29.2,-1.3287,0.2737,-0.8626,-0.0266,-3.1643,1.8552,-5.28,1.09,-0.0,-0.01,-5.28,1.08,-0.53,0.34,-0.19,-1.98,1.27,-0.71
8474660,David Warsofsky,D,2015,22,322.9,42.3,0.7,-0.2877,-0.37,-0.0908,-0.0643,-0.5198,-0.6716,-1.55,-1.99,0.0,0.0,-1.55,-1.99,-0.02,-0.18,-0.2,-0.07,-0.67,-0.75
8476870,Stefan Matteau,C,2015,32,313.7,13.7,0.4,-1.2745,0.2264,-0.8206,0.0014,-3.0981,1.7324,-6.66,1.18,0.0,0.0,-6.66,1.18,-0.69,0.39,-0.3,-1.77,1.0,-0.77
8473646,Ryan Carter,L,2015,60,550.8,2.3,93.1,-1.4903,0.4761,-1.0104,0.0776,-3.3398,2.1558,-13.68,4.37,-0.0,-0.04,-13.68,4.33,-1.45,1.11,-0.34,-1.98,1.52,-0.46
8469462,Tuomo Ruutu,L,2015,33,364.6,6.0,7.0,-1.1518,0.1122,-0.7197,0.0268,-2.9535,1.4788,-7.0,0.68,0.0,0.0,-7.0,0.68,-0.68,0.34,-0.34,-1.69,0.84,-0.84
8469547,Jordin Tootoo,R,2015,66,671.7,76.2,1.2,-1.2257,0.2098,-0.8471,-0.0069,-2.974,1.7076,-13.72,2.35,-0.04,0.0,-13.76,2.35,-1.33,0.84,-0.49,-1.65,1.04,-0.61
8468700,Paul Gaustad,C,2015,63,571.1,2.1,102.8,-1.7972,0.5944,-1.2797,0.0758,-3.6843,2.3941,-17.11,5.66,-0.0,-0.08,-17.11,5.58,-1.98,1.33,-0.65,-2.58,1.73,-0.85
8478402,Connor McDavid,C,2016,81,1332.1,225.5,59.9,1.3747,-0.3732,1.012,-0.0268,0.3678,0.5616,30.52,-8.28,3.5,0.18,34.02,-8.1,7.75,-0.39,7.36,7.85,-0.39,7.45
8471887,Patric Hornqvist,R,2016,70,887.0,201.7,1.1,1.0569,0.4532,0.7965,0.105,-0.0523,2.0825,15.62,6.7,1.96,0.0,17.58,6.7,4.33,1.77,6.1,5.07,2.07,7.15
8471675,Sidney Crosby,C,2016,75,1149.2,256.2,8.9,1.3275,-0.3353,0.8903,-0.0792,0.3951,0.6897,25.43,-6.42,1.65,-0.0,27.08,-6.42,6.33,-0.23,6.1,6.92,-0.25,6.67
8468083,Henrik Zetterberg,C,2016,82,1308.5,224.0,2.0,0.7847,-0.1002,0.5297,0.053,-0.3299,1.0278,17.11,-2.18,0.83,0.0,17.94,-2.18,4.96,0.55,5.51,4.96,0.55,5.51
8471214,Alex Ovechkin,L,2016,81,1142.0,289.6,0.5,0.7081,0.0227,0.5221,-0.0529,-0.4755,1.3794,13.48,0.43,1.66,0.0,15.14,0.43,4.36,0.93,5.29,4.41,0.94,5.36
8470638,Patrice Bergeron,C,2016,79,1059.3,209.8,157.6,0.8498,-0.12,0.5065,0.07,-0.1765,0.9712,15.0,-2.12,2.37,0.19,17.37,-1.93,4.73,0.53,5.26,4.91,0.55,5.46
8476460,Mark Scheifele,C,2016,79,1238.6,222.0,52.2,0.974,-0.3078,0.7329,-0.0645,-0.1544,0.7299,20.11,-6.35,0.76,-0.06,20.87,-6.41,5.42,-0.17,5.25,5.63,-0.18,5.45
8473419,Brad Marchand,L,2016,80,1120.2,194.9,143.5,0.9345,-0.3312,0.6561,0.0031,-0.1567,0.6155,17.45,-6.18,1.33,0.41,18.78,-5.77,5.01,-0.09,4.92,5.14,-0.09,5.04
8475765,Vladimir Tarasenko,R,2016,82,1185.8,234.4,15.2,0.8656,-0.2519,0.6093,-0.0795,-0.2477,0.8569,17.11,-4.98,0.75,0.01,17.86,-4.97,4.82,0.03,4.85,4.82,0.03,4.85
8469506,Jason Pominville,R,2016,78,935.3,85.7,68.8,1.1352,-0.0405,0.813,0.0317,0.0878,1.1685,17.7,-0.63,-0.35,0.02,17.35,-0.61,4.29,0.55,4.84,4.51,0.58,5.09
8471218,Blake Wheeler,R,2016,82,1211.9,217.9,107.2,0.4937,0.0408,0.3308,0.0214,-0.713,1.3413,9.97,0.82,0.78,-0.01,10.75,0.81,3.77,1.05,4.82,3.77,1.05,4.82
8475314,Anders Lee,L,2016,81,1046.4,180.3,1.0,0.6635,0.1629,0.4704,0.0043,-0.513,1.6026,11.57,2.84,0.34,0.0,11.91,2.84,3.56,1.21,4.77,3.6,1.22,4.83
8470595,Eric Staal,C,2016,82,1163.4,186.2,103.5,0.8271,-0.2132,0.5952,-0.0119,-0.3105,0.8666,16.04,-4.13,0.28,0.04,16.32,-4.09,4.59,0.18,4.77,4.59,0.18,4.77
8474037,James van Riemsdyk,L,2016,82,1073.4,183.8,1.5,0.8628,-0.0947,0.5472,0.0259,-0.1911,1.0658,15.44,-1.69,0.52,0.0,15.96,-1.69,4.28,0.47,4.75,4.28,0.47,4.75
8470616,Ryan Kesler,C,2016,82,1221.0,218.6,210.9,0.1439,0.3359,0.0493,0.1406,-1.1311,1.8123,2.93,6.83,0.1,-0.05,3.03,6.78,2.63,2.11,4.74,2.63,2.11,4.74
8477500,Bo Horvat,C,2016,81,1105.6,152.6,143.2,0.673,-0.0366,0.4481,0.0376,-0.4717,1.1703,12.4,-0.67,0.44,-0.15,12.84,-0.82,3.94,0.7,4.64,3.99,0.71,4.7
8476432,Boone Jenner,C,2016,82,1123.4,91.2,65.0,0.3864,0.3187,0.2971,0.0409,-0.8938,1.8776,7.24,5.97,-0.18,-0.06,7.06,5.91,2.82,1.75,4.57,2.82,1.75,4.57
8475722,Jason Zucker,L,2016,79,1118.3,18.7,44.9,0.6966,0.0474,0.5407,0.061,-0.517,1.315,12.98,0.88,0.02,0.04,13.0,0.92,3.69,0.86,4.55,3.83,0.89,4.72
8479318,Auston Matthews,C,2016,82,1188.5,186.2,0.9,1.0041,-0.4591,0.6607,-0.0489,-0.0221,0.4119,19.89,-9.09,0.79,0.0,20.68,-9.09,5.22,-0.69,4.53,5.22,-0.69,4.53
8477839,Conor Sheary,L,2016,61,851.1,104.7,0.7,1.3075,-0.1428,0.9422,0.0159,0.3033,0.9795,18.55,-2.03,-0.23,0.0,18.32,-2.03,4.28,0.23,4.51,5.75,0.31,6.06
8470604,Jeff Carter,C,2016,82,1071.7,227.2,115.3,0.6104,-0.0194,0.4033,0.0374,-0.5521,1.2049,10.9,-0.35,0.48,-0.09,11.38,-0.44,3.72,0.77,4.49,3.72,0.77,4.49
8475799,Nino Niederreiter,R,2016,82,1054.4,160.1,0.2,0.6611,0.0222,0.5192,0.0019,-0.5665,1.3236,11.62,0.39,0.57,0.0,12.19,0.39,3.59,0.79,4.38,3.59,0.79,4.38
8478042,Viktor Arvidsson,L,2016,80,1085.6,148.8,82.1,0.8314,-0.2125,0.5593,-0.0143,-0.2661,0.8704,15.04,-3.84,0.15,0.1,15.19,-3.74,4.22,0.16,4.38,4.33,0.16,4.49
8475184,Chris Kreider,L,2016,74,1030.4,180.1,0.9,0.4539,0.1888,0.3184,0.0638,-0.7801,1.5949,7.8,3.24,1.26,0.0,9.06,3.24,3.07,1.26,4.33,3.4,1.4,4.8
8476887,Filip Forsberg,L,2016,82,1122.5,194.8,115.6,0.753,-0.2802,0.5086,-0.0585,-0.3721,0.7793,14.09,-5.24,0.8,0.11,14.89,-5.13,4.32,-0.0,4.32,4.32,-0.0,4.32
8470612,Ryan Getzlaf,C,2016,76,1167.6,211.4,121.5,0.5631,-0.092,0.3449,0.0102,-0.5883,1.0869,10.96,-1.79,-0.35,0.08,10.61,-1.71,3.7,0.61,4.31,3.99,0.66,4.65
8475169,Evander Kane,L,2016,70,1083.8,119.3,88.9,0.6461,-0.0351,0.4608,-0.0305,-0.5382,1.2414,11.67,-0.63,-0.33,0.23,11.34,-0.4,3.55,0.7,4.25,4.16,0.82,4.98
8477492,Nathan MacKinnon,C,2016,81,1165.9,206.9,129.4,0.6052,-0.2752,0.4468,-0.0439,-0.6059,0.7745,11.76,-5.35,1.67,-0.01,13.43,-5.36,4.17,0.0,4.17,4.22,0.0,4.22
8476453,Nikita Kucherov,R,2016,74,1121.9,229.1,1.5,0.8136,-0.4211,0.5815,-0.0648,-0.3239,0.5037,15.21,-7.87,2.27,0.01,17.48,-7.86,4.65,-0.5,4.15,5.15,-0.55,4.6
8474141,Patrick Kane,R,2016,82,1396.8,261.8,6.0,0.6147,-0.4192,0.4568,-0.1086,-0.597,0.5513,14.31,-9.76,1.41,0.0,15.72,-9.76,4.76,-0.63,4.13,4.76,-0.63,4.13
8474157,Max Pacioretty,L,2016,81,1206.1,207.2,76.1,0.5875,-0.2082,0.4123,-0.0648,-0.6069,0.9295,11.81,-4.19,0.14,0.11,11.95,-4.08,3.91,0.21,4.12,3.96,0.21,4.17
8476438,Brandon Saad,L,2016,82,1157.7,127.6,39.2,0.6927,-0.2187,0.5009,0.0003,-0.4851,0.8435,13.37,-4.22,-0.31,0.06,13.06,-4.16,3.88,0.1,3.98,3.88,0.1,3.98
8475172,Nazem Kadri,C,2016,82,1136.4,168.3,4.6,0.5515,-0.1013,0.3066,-0.0214,-0.5732,1.0998,10.45,-1.92,0.56,0.0,11.01,-1.92,3.52,0.46,3.98,3.52,0.46,3.98
8473563,Nicklas Backstrom,C,2016,81,1116.5,236.1,51.4,0.6033,-0.3026,0.3779,-0.0513,-0.541,0.7271,11.23,-5.63,2.19,-0.05,13.42,-5.68,4.04,-0.11,3.93,4.09,-0.11,3.98
8475793,Ryan Johansen,C,2016,82,1174.4,219.3,62.6,0.4029,-0.1232,0.2732,0.0041,-0.8371,1.0306,7.89,-2.41,1.66,0.04,9.55,-2.37,3.46,0.47,3.93,3.46,0.47,3.93
8474716,Jared Spurgeon,D,2016,76,1433.4,165.8,152.9,0.5006,-0.0219,0.4439,0.0453,0.5222,-0.085,11.96,-0.52,1.09,-0.1,13.05,-0.62,3.3,0.62,3.92,3.56,0.67,4.23
8475745,Charlie Coyle,C,2016,82,1127.1,167.5,29.7,0.4146,0.0407,0.2854,0.0174,-0.8258,1.3451,7.79,0.76,-0.04,0.01,7.75,0.77,2.99,0.92,3.91,2.99,0.92,3.91
8473533,Jordan Staal,C,2016,75,1066.3,159.0,110.4,0.4138,0.0139,0.2867,0.0965,-0.8286,1.2123,7.35,0.25,0.61,-0.03,7.96,0.22,3.04,0.83,3.87,3.32,0.91,4.23
8471215,Evgeni Malkin,C,2016,62,889.4,219.0,2.7,1.2269,-0.6201,0.9061,-0.1272,0.178,0.168,18.19,-9.19,1.55,0.0,19.74,-9.19,4.72,-0.87,3.85,6.24,-1.15,5.09
8470610,Zach Parise,L,2016,69,930.2,150.8,68.7,0.5689,0.0505,0.4079,0.024,-0.6396,1.358,8.82,0.78,0.3,0.1,9.12,0.88,3.0,0.83,3.83,3.57,0.99,4.55
8475744,Evgeny Kuznetsov,C,2016,81,1154.3,155.8,2.5,0.6811,-0.2874,0.5205,-0.0445,-0.528,0.7509,13.1,-5.53,0.47,-0.0,13.57,-5.53,3.95,-0.14,3.81,4.0,-0.14,3.86
8473548,Phil Kessel,R,2016,82,1136.4,276.3,1.1,0.6796,-0.3566,0.4789,-0.0948,-0.4893,0.6627,12.87,-6.75,0.68,0.0,13.55,-6.75,4.08,-0.28,3.8,4.08,-0.28,3.8
8471233,Travis Zajac,C,2016,80,1136.4,195.5,168.6,0.4051,-0.1436,0.2746,-0.0486,-0.8341,1.0426,7.67,-2.72,0.58,0.36,8.25,-2.36,3.3,0.5,3.8,3.38,0.51,3.89
8475692,Mats Zuccarello,R,2016,79,1176.2,203.0,34.4,0.457,-0.1695,0.3154,-0.0299,-0.771,0.9719,8.96,-3.32,1.08,-0.01,10.04,-3.33,3.49,0.29,3.78,3.62,0.3,3.92
8470794,Joe Pavelski,C,2016,80,1175.4,244.0,22.8,0.3096,-0.0529,0.2084,0.0108,-0.9588,1.1646,6.06,-1.04,1.31,0.02,7.37,-1.02,3.08,0.69,3.77,3.16,0.71,3.86
8470655,David Backes,R,2016,74,1017.7,144.7,37.6,0.2143,0.2887,0.1892,0.0425,-1.1302,1.816,3.63,4.9,0.46,-0.0,4.09,4.9,2.22,1.53,3.75,2.46,1.7,4.16
8476462,Dougie Hamilton,D,2016,81,1279.8,175.6,64.1,0.7002,-0.0999,0.5219,-0.0242,0.8433,-0.1715,14.93,-2.13,-0.04,-0.02,14.89,-2.15,3.45,0.27,3.72,3.49,0.27,3.77
8470606,Dustin Brown,R,2016,80,1030.1,116.8,99.5,0.1499,0.3153,0.0951,0.1147,-1.1649,1.797,2.57,5.41,0.07,0.07,2.64,5.48,2.04,1.66,3.7,2.09,1.7,3.79
8474679,Gustav Nyquist,R,2016,76,1073.7,199.8,1.0,0.6132,-0.1532,0.4741,0.0308,-0.6172,0.9439,10.97,-2.74,-0.44,0.0,10.53,-2.74,3.39,0.3,3.69,3.66,0.32,3.98
8475798,Mikael Granlund,R,2016,81,1180.2,172.1,115.7,0.2406,0.0125,0.1834,0.056,-1.0718,1.2501,4.73,0.25,0.71,-0.17,5.44,0.08,2.79,0.89,3.68,2.82,0.9,3.73
8474034,Patrick Maroon,L,2016,80,1154.1,146.2,0.6,0.2894,0.0903,0.2474,0.0253,-1.0382,1.4363,5.57,1.74,-0.19,0.0,5.38,1.74,2.57,1.07,3.64,2.63,1.1,3.73
8474715,Cam Atkinson,R,2016,82,1074.9,195.8,122.3,0.4027,-0.107,0.2736,-0.0211,-0.8377,1.0881,7.21,-1.92,0.55,0.11,7.76,-1.81,3.08,0.53,3.61,3.08,0.53,3.61
8475794,Tyler Seguin,C,2016,82,1196.0,237.7,2.5,0.466,-0.2672,0.2765,-0.0745,-0.7141,0.8212,9.29,-5.33,1.35,-0.0,10.64,-5.33,3.62,-0.03,3.59,3.62,-0.03,3.59
8475164,Jakob Silfverberg,R,2016,79,1132.8,149.1,125.0,0.2856,0.0135,0.1621,0.0377,-0.9604,1.2704,5.39,0.25,-0.23,0.08,5.16,0.33,2.67,0.89,3.56,2.77,0.92,3.7
8473544,Derick Brassard,C,2016,81,1134.7,195.0,6.8,0.3389,-0.0387,0.2153,0.0123,-0.9071,1.1915,6.41,-0.73,0.33,0.0,6.74,-0.73,2.84,0.68,3.52,2.88,0.69,3.56
8476885,Jacob Trouba,D,2016,60,1163.0,96.6,169.5,0.5919,0.0496,0.4595,0.0285,0.6891,0.0748,11.47,0.96,-0.25,-0.11,11.22,0.85,2.78,0.73,3.51,3.8,1.0,4.8
8477940,Nikolaj Ehlers,L,2016,82,1166.7,196.8,1.2,0.4504,-0.1816,0.319,-0.0544,-0.7877,0.9722,8.76,-3.53,0.25,0.0,9.01,-3.53,3.26,0.23,3.49,3.26,0.23,3.49
8477941,Nick Ritchie,L,2016,77,939.3,40.7,4.4,0.2162,0.4164,0.147,0.0595,-1.0842,2.0545,3.38,6.52,-0.09,0.0,3.29,6.52,1.81,1.67,3.48,1.93,1.78,3.71
8475158,Ryan O'Reilly,C,2016,74,1135.0,201.0,156.5,0.2978,-0.1573,0.1934,0.0508,-0.9673,0.9158,5.63,-2.98,1.56,-0.2,7.19,-3.18,3.12,0.36,3.48,3.46,0.4,3.86
8471698,T.J. Oshie,R,2016,67,897.8,185.1,63.1,0.4513,-0.0215,0.3267,-0.0281,-0.7936,1.2662,6.75,-0.32,1.48,0.0,8.23,-0.32,2.85,0.63,3.48,3.49,0.77,4.26
8475786,Zach Hyman,C,2016,82,1099.4,11.5,221.5,0.2449,0.0557,0.1912,0.0823,-1.0711,1.3103,4.49,1.02,0.09,0.23,4.58,1.25,2.48,1.0,3.48,2.48,1.0,3.48
8448208,Jaromir Jagr,R,2016,81,1121.8,208.6,0.9,0.6058,-0.3117,0.4848,-0.0399,-0.6429,0.6977,11.33,-5.83,0.27,0.0,11.6,-5.83,3.65,-0.18,3.47,3.7,-0.18,3.51
8470622,Patrick Eaves,R,2016,79,1019.6,215.8,11.7,0.1986,0.1506,0.1244,0.0126,-1.0968,1.5698,3.37,2.56,0.79,0.0,4.16,2.56,2.3,1.17,3.47,2.39,1.21,3.6
8477505,Alexander Wennberg,C,2016,80,1135.8,199.4,45.4,0.4521,-0.2233,0.3413,-0.0267,-0.8068,0.8612,8.56,-4.23,0.75,-0.06,9.31,-4.29,3.33,0.11,3.44,3.41,0.11,3.53
8470613,Brent Burns,D,2016,81,1517.6,267.0,139.0,0.5913,-0.2762,0.432,-0.1067,0.7154,-0.4417,14.96,-6.99,0.2,0.2,15.16,-6.79,3.76,-0.34,3.42,3.81,-0.34,3.46
8470600,Ryan Suter,D,2016,82,1722.0,216.2,177.0,0.3362,-0.1108,0.3529,-0.0015,0.2843,-0.216,9.65,-3.18,0.53,0.07,10.18,-3.11,3.05,0.35,3.4,3.05,0.35,3.4
8475233,David Savard,D,2016,74,1356.6,14.5,173.2,0.39,0.0866,0.313,0.0341,0.4319,0.1432,8.82,1.96,0.0,-0.2,8.82,1.76,2.46,0.93,3.39,2.73,1.03,3.76
8476483,Rickard Rakell,C,2016,71,1032.8,154.5,1.2,0.4819,-0.101,0.3458,-0.0107,-0.7516,1.0898,8.29,-1.74,0.21,-0.0,8.5,-1.74,2.94,0.42,3.36,3.4,0.49,3.88
8471273,Brandon Dubinsky,C,2016,80,1114.2,113.0,128.6,-0.0065,0.271,-0.0165,0.0286,-1.366,1.7945,-0.12,5.03,0.0,-0.1,-0.12,4.93,1.72,1.63,3.35,1.76,1.67,3.43
8476461,Sean Couturier,C,2016,66,948.1,112.4,117.0,0.5222,-0.0919,0.3986,0.0277,-0.7239,1.0696,8.25,-1.45,0.14,-0.12,8.39,-1.57,2.91,0.44,3.35,3.62,0.55,4.16
8473453,Trevor Lewis,C,2016,82,1028.8,16.1,95.4,0.0193,0.4007,0.0141,0.1514,-1.345,1.9312,0.33,6.87,-0.01,0.06,0.32,6.93,1.52,1.83,3.35,1.52,1.83,3.35
8471699,Andrew Cogliano,L,2016,82,1069.1,5.3,144.0,0.2028,0.123,0.1383,0.0754,-1.1023,1.4517,3.61,2.19,-0.01,0.47,3.6,2.66,2.17,1.17,3.34,2.17,1.17,3.34
8474565,Alex Pietrangelo,D,2016,80,1523.5,189.9,222.3,0.3716,-0.0447,0.328,0.0641,0.3801,-0.1495,9.44,-1.14,-0.37,-0.13,9.07,-1.27,2.75,0.58,3.33,2.82,0.59,3.41
8471228,Alexander Radulov,R,2016,76,1133.6,206.4,0.3,0.4412,-0.1995,0.3641,-0.0733,-0.8512,0.9555,8.34,-3.77,0.16,-0.0,8.5,-3.77,3.14,0.17,3.31,3.39,0.18,3.57
8475784,Jeff Skinner,L,2016,79,1173.2,170.0,0.8,0.7172,-0.4693,0.5202,-0.0362,-0.4553,0.3787,14.02,-9.18,-0.23,0.0,13.79,-9.18,4.03,-0.73,3.3,4.18,-0.76,3.43
8468508,Justin Williams,R,2016,79,1011.1,157.0,30.2,0.5145,-0.1782,0.3774,0.0072,-0.718,0.9176,8.67,-3.0,0.55,0.01,9.22,-2.99,3.08,0.22,3.3,3.2,0.23,3.43
8473604,Jonathan Toews,C,2016,72,1107.7,178.4,87.5,0.5029,-0.2783,0.3377,-0.0386,-0.7015,0.763,9.28,-5.14,0.08,-0.06,9.36,-5.2,3.33,-0.05,3.28,3.79,-0.06,3.74
8473564,Michael Frolik,R,2016,82,1092.6,94.0,157.8,0.1715,0.0686,0.0873,0.1101,-1.1138,1.3081,3.12,1.25,-0.01,0.13,3.11,1.38,2.25,1.03,3.28,2.25,1.03,3.28
8468486,Scott Hartnell,L,2016,77,820.0,109.2,0.4,0.5268,0.1354,0.3658,0.0651,-0.6817,1.4868,7.2,1.85,0.04,0.0,7.24,1.85,2.4,0.86,3.26,2.56,0.92,3.47
8475098,Tyler Bozak,C,2016,78,1056.3,172.6,2.8,0.68,-0.4068,0.4277,-0.0545,-0.4373,0.522,11.97,-7.16,0.85,0.01,12.82,-7.15,3.72,-0.46,3.26,3.91,-0.48,3.43
8469459,Mikko Koivu,C,2016,80,1147.7,169.6,132.6,0.0135,0.091,-0.0277,0.0924,-1.3148,1.3707,0.26,1.74,1.17,-0.1,1.43,1.64,2.1,1.14,3.24,2.15,1.17,3.32
8475791,Taylor Hall,L,2016,72,1119.4,181.1,17.3,0.5324,-0.2804,0.3524,-0.06,-0.6572,0.7804,9.93,-5.23,-0.14,0.0,9.79,-5.23,3.33,-0.09,3.24,3.79,-0.1,3.69
8476293,Scott Wilson,L,2016,78,816.6,27.9,2.6,0.302,0.4201,0.1759,0.1105,-0.9415,2.0108,4.11,5.72,-0.01,-0.0,4.1,5.72,1.77,1.46,3.23,1.86,1.53,3.4
8476871,Tanner Pearson,L,2016,80,994.3,185.1,83.6,0.1211,0.2027,0.0882,0.0978,-1.2157,1.5887,2.01,3.36,-0.32,-0.02,1.69,3.34,1.91,1.31,3.22,1.96,1.34,3.3
8474040,Sam Gagner,C,2016,81,875.7,189.2,0.9,0.667,-0.1956,0.452,-0.0072,-0.4875,0.8972,9.74,-2.85,0.32,-0.0,10.06,-2.85,3.05,0.16,3.21,3.09,0.16,3.25
8471669,Paul Stastny,C,2016,66,942.0,160.5,101.8,0.2483,0.0701,0.1834,0.053,-1.0563,1.3682,3.9,1.1,0.58,-0.12,4.48,0.98,2.3,0.88,3.18,2.86,1.09,3.95
8475462,Radko Gudas,D,2016,67,1134.6,4.7,122.0,0.0388,0.5496,0.1011,0.0739,-0.0586,1.0294,0.73,10.39,-0.01,0.01,0.72,10.4,0.93,2.25,3.18,1.14,2.75,3.89
8477933,Sam Reinhart,C,2016,79,1091.1,220.4,4.0,0.3313,-0.1786,0.2581,-0.0362,-0.9651,0.96,6.02,-3.25,1.5,0.0,7.52,-3.25,2.94,0.24,3.18,3.05,0.25,3.3
8474176,Carl Hagelin,L,2016,61,781.3,5.1,131.9,0.5459,0.1146,0.4293,0.1029,-0.7071,1.4073,7.11,1.49,-0.01,0.1,7.1,1.59,2.36,0.81,3.17,3.17,1.09,4.26
8478550,Artemi Panarin,L,2016,82,1279.2,242.6,2.4,0.5365,-0.5538,0.4412,-0.1403,-0.7378,0.3137,11.44,-11.81,2.1,0.0,13.54,-11.81,4.22,-1.06,3.16,4.22,-1.06,3.16
8477496,Elias Lindholm,C,2016,72,1016.3,148.2,84.1,0.3169,-0.0458,0.1717,0.0638,-0.9075,1.1257,5.37,-0.78,0.18,0.12,5.55,-0.66,2.53,0.63,3.16,2.88,0.72,3.6
