player_id,player_name,position,season,GP,toi_5v5,toi_pp,toi_pk,composite_O,composite_D,PV_O,PV_D,IV_O,IV_D,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,GAR_O,GAR_D,WAR_O,WAR_D,WAR,WAR_O_82,WAR_D_82,WAR_82
8474564,Steven Stamkos,C,2015,77,1121.5,238.7,59.2,0.2518,-0.2454,0.2073,-0.0567,-1.0733,0.847,4.71,-4.59,2.28,0.15,6.99,-4.44,2.99,0.11,3.1,3.18,0.12,3.3
8473412,Bryan Little,C,2015,57,769.6,159.7,107.1,0.6407,-0.1091,0.4544,-0.0109,-0.5426,1.0738,8.22,-1.4,0.17,-0.13,8.39,-1.53,2.73,0.36,3.09,3.93,0.52,4.45
8470600,Ryan Suter,D,2015,82,1760.1,277.4,153.7,0.2799,-0.144,0.295,-0.0424,0.2297,-0.2415,8.21,-4.22,0.68,0.07,8.89,-4.15,2.88,0.21,3.09,2.88,0.21,3.09
8469506,Jason Pominville,R,2015,75,994.4,171.1,0.4,0.4809,-0.1165,0.3759,-0.0004,-0.7836,1.0485,7.97,-1.93,-0.7,0.0,7.27,-1.93,2.71,0.37,3.08,2.96,0.4,3.37
8475715,Oscar Lindberg,C,2015,68,738.3,52.3,21.6,0.484,0.281,0.3557,0.0664,-0.7574,1.7767,5.96,3.46,-0.08,-0.0,5.88,3.46,2.02,1.06,3.08,2.44,1.28,3.71
8476455,Gabriel Landeskog,L,2015,75,1036.6,195.0,104.6,0.0045,0.1288,0.0204,-0.0027,-1.3811,1.5414,0.08,2.22,1.07,-0.06,1.15,2.16,1.91,1.16,3.07,2.09,1.27,3.36
8475166,John Tavares,C,2015,78,1241.1,231.2,2.7,0.5639,-0.5903,0.3733,-0.1177,-0.6152,0.2182,11.66,-12.21,2.14,0.0,13.8,-12.21,4.2,-1.16,3.04,4.42,-1.22,3.2
8469521,Tomas Plekanec,C,2015,82,1100.8,212.0,122.0,0.13,-0.0468,0.0385,-0.0221,-1.148,1.2096,2.39,-0.86,0.4,0.02,2.79,-0.84,2.31,0.72,3.03,2.31,0.72,3.03
8477500,Bo Horvat,C,2015,82,1033.1,140.6,172.4,0.1186,0.0342,0.0497,0.0846,-1.182,1.265,2.04,0.59,0.41,-0.18,2.45,0.41,2.14,0.87,3.01,2.14,0.87,3.01
8475169,Evander Kane,L,2015,65,1071.1,156.4,71.2,0.0612,0.1416,0.0176,0.0344,-1.2648,1.5299,1.09,2.53,-0.43,0.18,0.66,2.71,1.78,1.23,3.01,2.25,1.55,3.8
8475727,Ryan Spooner,C,2015,80,937.0,211.8,11.8,0.6612,-0.317,0.4317,-0.1009,-0.4789,0.7479,10.33,-4.95,-0.54,0.0,9.79,-4.95,3.12,-0.13,2.99,3.2,-0.13,3.06
8475193,Tomas Tatar,L,2015,81,938.1,185.2,0.4,0.3405,-0.0459,0.2363,0.0818,-0.9249,1.1076,5.32,-0.72,0.66,0.0,5.98,-0.72,2.44,0.55,2.99,2.47,0.56,3.03
8474190,Wayne Simmonds,R,2015,81,1052.8,274.8,1.3,-0.1354,0.296,-0.0453,0.0569,-1.5951,1.8161,-2.38,5.19,0.09,0.0,-2.29,5.19,1.33,1.66,2.99,1.35,1.68,3.03
8470613,Brent Burns,D,2015,82,1539.1,314.7,167.8,0.3592,-0.18,0.2512,-0.0406,0.4322,-0.3154,9.22,-4.62,0.23,0.25,9.45,-4.37,2.87,0.1,2.97,2.87,0.1,2.97
8477933,Sam Reinhart,C,2015,79,1050.9,220.5,2.3,0.2664,-0.1584,0.1926,-0.0452,-1.0294,1.0096,4.67,-2.77,1.5,0.0,6.17,-2.77,2.67,0.3,2.97,2.77,0.31,3.08
8473544,Derick Brassard,C,2015,80,1152.4,206.9,12.6,0.2713,-0.1811,0.2294,-0.0394,-1.0564,0.9583,5.21,-3.48,0.35,0.01,5.56,-3.47,2.69,0.24,2.93,2.76,0.25,3.0
8473446,Erik Johnson,D,2015,73,1249.3,137.4,216.7,0.1657,0.2132,0.1541,-0.0041,0.1421,0.4345,3.45,4.44,-0.32,-0.13,3.13,4.31,1.55,1.38,2.93,1.74,1.55,3.29
8471498,Jannik Hansen,R,2015,67,909.9,22.4,115.4,0.4541,-0.0748,0.3712,0.0068,-0.8326,1.1248,6.89,-1.13,-0.07,0.04,6.82,-1.09,2.48,0.44,2.92,3.04,0.54,3.57
8469459,Mikko Koivu,C,2015,81,1184.0,257.4,72.8,0.1245,-0.1893,0.1092,-0.0062,-1.2298,0.9087,2.46,-3.74,1.77,-0.06,4.23,-3.8,2.65,0.27,2.92,2.68,0.27,2.96
8471716,Justin Abdelkader,L,2015,82,1093.8,222.1,126.0,-0.2471,0.2698,-0.1388,0.0613,-1.725,1.7594,-4.51,4.92,0.68,0.08,-3.83,5.0,1.22,1.69,2.91,1.22,1.69,2.91
8468083,Henrik Zetterberg,C,2015,82,1248.6,237.5,5.3,0.1991,-0.2135,0.1588,0.0112,-1.1301,0.843,4.14,-4.44,0.88,0.0,5.02,-4.44,2.75,0.15,2.9,2.75,0.15,2.9
8474679,Gustav Nyquist,R,2015,82,974.9,214.6,0.7,0.3331,-0.061,0.2571,0.0534,-0.9605,1.1056,5.41,-0.99,-0.48,0.0,4.93,-0.99,2.35,0.54,2.89,2.35,0.54,2.89
8471699,Andrew Cogliano,L,2015,82,993.6,5.1,151.7,0.0617,0.1603,0.0181,0.063,-1.2642,1.5387,1.02,2.65,-0.01,0.49,1.01,3.14,1.65,1.21,2.86,1.65,1.21,2.86
8477946,Dylan Larkin,C,2015,80,1094.8,155.5,7.3,0.3831,-0.225,0.2638,-0.0024,-0.8671,0.8335,6.99,-4.11,0.09,-0.0,7.08,-4.11,2.8,0.06,2.86,2.87,0.06,2.93
8466138,Joe Thornton,C,2015,82,1143.8,278.1,3.2,0.5456,-0.5463,0.392,-0.088,-0.6704,0.2764,10.4,-10.41,1.13,0.0,11.53,-10.41,3.75,-0.89,2.86,3.75,-0.89,2.86
8475191,Reilly Smith,R,2015,82,1070.3,193.6,181.1,0.054,-0.0184,0.0374,0.0556,-1.299,1.1887,0.96,-0.33,-0.09,0.34,0.87,0.01,2.0,0.86,2.86,2.0,0.86,2.86
8477934,Leon Draisaitl,C,2015,72,1059.9,174.1,3.7,0.5111,-0.4313,0.3421,-0.1141,-0.6894,0.5326,9.03,-7.62,1.71,0.0,10.74,-7.62,3.38,-0.53,2.85,3.85,-0.6,3.25
8474162,Jake Muzzin,D,2015,82,1428.6,186.6,192.4,0.0791,0.1698,0.0809,0.0361,0.0422,0.3076,1.88,4.04,-0.36,0.06,1.52,4.1,1.41,1.43,2.84,1.41,1.43,2.84
8475233,David Savard,D,2015,65,1136.7,127.5,178.6,0.3426,0.0825,0.3016,-0.0061,0.3485,0.1751,6.49,1.56,0.03,-0.21,6.52,1.35,2.01,0.82,2.83,2.54,1.03,3.57
8474627,Jori Lehtera,C,2015,79,1008.8,145.2,63.7,0.3117,-0.1075,0.27,-0.0122,-1.0161,1.0783,5.24,-1.81,-0.17,-0.0,5.07,-1.81,2.41,0.42,2.83,2.5,0.44,2.94
8476292,Ondrej Palat,L,2015,62,809.5,155.3,85.4,0.3255,-0.0232,0.2481,0.0202,-0.9666,1.2145,4.39,-0.31,0.77,0.25,5.16,-0.06,2.21,0.62,2.83,2.92,0.82,3.74
8475164,Jakob Silfverberg,R,2015,82,1073.8,68.3,186.7,0.0096,0.0948,-0.0026,0.0633,-1.3478,1.4074,0.17,1.7,-0.11,0.13,0.06,1.83,1.72,1.1,2.82,1.72,1.1,2.82
8473533,Jordan Staal,C,2015,82,1150.2,141.6,138.0,0.0249,-0.0161,0.0026,0.0495,-1.3225,1.1995,0.48,-0.31,0.54,-0.03,1.02,-0.34,2.01,0.8,2.81,2.01,0.8,2.81
8476461,Sean Couturier,C,2015,63,883.4,114.0,111.4,0.3704,-0.0797,0.2824,0.038,-0.9112,1.0836,5.45,-1.17,0.14,-0.11,5.59,-1.28,2.36,0.45,2.81,3.07,0.59,3.66
8473504,Cal Clutterbuck,R,2015,76,751.1,7.5,145.6,-0.2876,0.81,-0.1464,0.1677,-1.7983,2.7334,-3.6,10.14,-0.01,0.08,-3.61,10.22,0.56,2.24,2.8,0.6,2.42,3.02
8474565,Alex Pietrangelo,D,2015,73,1438.9,164.6,215.0,0.3225,-0.0852,0.2767,0.0562,0.3331,-0.2224,7.73,-2.04,-0.32,-0.12,7.41,-2.16,2.4,0.39,2.79,2.7,0.44,3.13
8464989,Matt Cullen,C,2015,82,884.4,18.3,197.2,0.2826,0.0118,0.1538,0.0656,-0.9581,1.2392,4.17,0.17,0.01,-0.09,4.18,0.08,2.11,0.67,2.78,2.11,0.67,2.78
8474716,Jared Spurgeon,D,2015,76,1382.0,126.1,128.9,0.2783,-0.0351,0.303,0.015,0.2185,-0.0811,6.41,-0.81,0.83,-0.08,7.24,-0.89,2.25,0.52,2.77,2.43,0.56,2.99
8474150,Mikael Backlund,C,2015,82,1026.5,126.3,137.4,0.3112,-0.167,0.2318,-0.0032,-0.979,0.9504,5.32,-2.86,-0.45,0.05,4.87,-2.81,2.47,0.3,2.77,2.47,0.3,2.77
8477290,Michael Raffl,L,2015,82,1040.2,103.4,6.6,0.1166,0.1084,0.1039,0.0541,-1.2403,1.4438,2.02,1.88,-0.33,-0.0,1.69,1.88,1.76,1.0,2.76,1.76,1.0,2.76
8474870,Tyler Johnson,C,2015,68,899.0,170.8,40.1,0.3316,-0.0591,0.2941,0.0661,-1.0005,1.0967,4.97,-0.89,-0.09,0.06,4.88,-0.83,2.24,0.52,2.76,2.7,0.63,3.33
8473604,Jonathan Toews,C,2015,80,1158.2,180.8,108.2,0.17,-0.1628,0.1252,0.006,-1.1548,0.9496,3.28,-3.14,0.08,-0.07,3.36,-3.21,2.42,0.33,2.75,2.48,0.34,2.82
8477497,Sean Monahan,C,2015,80,1162.9,239.7,60.7,0.3682,-0.4382,0.2455,-0.1152,-0.8787,0.52,7.14,-8.49,1.36,-0.02,8.5,-8.51,3.3,-0.55,2.75,3.38,-0.56,2.82
8476437,Victor Rask,C,2015,80,1083.5,196.1,16.2,0.3159,-0.2103,0.2354,-0.0095,-0.9732,0.8701,5.7,-3.8,-0.21,0.0,5.49,-3.8,2.58,0.14,2.72,2.64,0.14,2.79
8474600,Roman Josi,D,2015,81,1510.4,237.5,200.2,0.2142,-0.0826,0.2078,-0.0395,0.1855,-0.1218,5.39,-2.08,0.81,-0.12,6.2,-2.2,2.28,0.43,2.71,2.31,0.44,2.74
8470740,Lee Stempniak,R,2015,82,1116.4,146.4,125.1,0.0532,-0.026,0.0628,-0.0027,-1.3259,1.2318,0.99,-0.48,-0.32,0.32,0.67,-0.16,1.9,0.8,2.7,1.9,0.8,2.7
8473564,Michael Frolik,R,2015,64,847.6,24.7,107.2,0.3001,0.0549,0.2238,0.0625,-0.9931,1.3285,4.24,0.78,-0.0,0.09,4.24,0.87,1.97,0.73,2.7,2.52,0.94,3.46
8467370,Mike Fisher,C,2015,70,878.4,155.4,116.1,-0.0855,0.3012,-0.0554,0.0833,-1.4851,1.8002,-1.25,4.41,0.11,-0.08,-1.14,4.33,1.29,1.41,2.7,1.51,1.65,3.16
