player_id,player_name,position,team,season,GP,GAR_O,GAR_D,OWS,DWS,WS,WS_82
8477497,Sean Monahan,C,CGY,2015,80,2.72,-0.18,22.041,0.0,22.041,22.592
8475794,Tyler Seguin,C,DAL,2015,72,6.31,0.03,17.02,0.081,17.1,19.476
8477492,Nathan MacKinnon,C,COL,2015,72,2.46,0.16,15.014,0.977,15.991,18.212
8474141,Patrick Kane,R,CHI,2015,82,3.34,0.04,15.104,0.181,15.285,15.285
8470794,Joe Pavelski,C,SJS,2015,82,3.66,0.08,14.077,0.308,14.385,14.385
8473618,Mathieu Perreault,C,WPG,2015,71,1.7,0.02,13.95,0.164,14.115,16.301
8470638,Patrice Bergeron,C,BOS,2015,80,3.7,-0.4,13.835,0.0,13.835,14.181
8475151,Kyle Palmieri,R,NJD,2015,82,3.06,-0.12,13.275,0.0,13.275,13.275
8471262,Carl Soderberg,C,COL,2015,82,2.17,-0.26,13.244,0.0,13.244,13.244
8477493,Aleksander Barkov,C,FLA,2015,66,0.89,0.63,7.313,5.176,12.489,15.517
8475170,Brayden Schenn,C,PHI,2015,80,3.33,0.03,12.323,0.111,12.434,12.745
8476346,Johnny Gaudreau,L,CGY,2015,79,1.37,0.16,11.101,1.297,12.398,12.869
8478550,Artemi Panarin,L,CHI,2015,80,2.62,0.04,11.848,0.181,12.029,12.329
8474031,Kevin Shattenkirk,D,STL,2015,72,2.86,-0.47,11.905,0.0,11.905,13.559
8471887,Patric Hornqvist,R,PIT,2015,82,2.96,0.08,11.46,0.31,11.77,11.77
8476453,Nikita Kucherov,R,TBL,2015,77,2.42,0.06,11.473,0.284,11.757,12.521
8470257,Alexander Steen,L,STL,2015,66,2.82,-0.31,11.739,0.0,11.739,14.585
8467875,Daniel Sedin,L,VAN,2015,77,2.49,0.04,11.502,0.185,11.687,12.446
8475158,Ryan O'Reilly,C,BUF,2015,68,2.35,0.38,9.946,1.608,11.554,13.933
8474600,Roman Josi,D,NSH,2015,81,4.03,1.16,8.864,2.551,11.415,11.556
8475848,Brendan Gallagher,R,MTL,2015,53,2.22,0.08,10.957,0.395,11.351,17.562
8474563,Drew Doughty,D,LAK,2015,82,1.67,-2.08,11.026,0.0,11.026,11.026
8474884,Mike Hoffman,L,OTT,2015,78,1.2,0.03,10.723,0.268,10.991,11.555
8478402,Connor McDavid,C,EDM,2015,45,2.38,0.12,10.133,0.511,10.644,19.395
8476454,Ryan Nugent-Hopkins,C,EDM,2015,55,2.45,-0.03,10.431,0.0,10.431,15.551
8470621,Corey Perry,R,ANA,2015,82,3.77,-0.05,10.35,0.0,10.35,10.35
8474157,Max Pacioretty,L,MTL,2015,82,1.9,0.17,9.377,0.839,10.216,10.216
8474190,Wayne Simmonds,R,PHI,2015,81,2.72,-0.03,10.065,0.0,10.065,10.19
8470610,Zach Parise,L,MIN,2015,70,2.46,0.08,9.485,0.308,9.794,11.473
8477503,Max Domi,L,ARI,2015,81,2.15,0.07,9.003,0.293,9.296,9.411
8471218,Blake Wheeler,R,WPG,2015,82,1.12,-1.01,9.191,0.0,9.191,9.191
8471215,Evgeni Malkin,C,PIT,2015,57,2.36,-0.05,9.137,0.0,9.137,13.144
8462038,Shane Doan,R,ARI,2015,72,1.98,0.12,8.291,0.502,8.794,10.015
8473994,Jamie Benn,L,DAL,2015,82,3.2,-0.26,8.631,0.0,8.631,8.631
8474161,Jakub Voracek,R,PHI,2015,73,2.24,0.08,8.289,0.296,8.585,9.644
8471707,James Neal,L,NSH,2015,82,3.88,-0.02,8.534,0.0,8.534,8.534
8475180,Peter Holland,C,TOR,2015,65,2.07,0.08,8.042,0.311,8.353,10.538
8473512,Claude Giroux,C,PHI,2015,78,2.24,-0.58,8.289,0.0,8.289,8.714
8475166,John Tavares,C,NYI,2015,78,2.74,0.12,7.845,0.344,8.189,8.608
8471214,Alex Ovechkin,L,WSH,2015,79,3.55,0.02,8.006,0.045,8.051,8.357
8477934,Leon Draisaitl,C,EDM,2015,72,1.74,0.1,7.408,0.426,7.834,8.922
8474564,Steven Stamkos,C,TBL,2015,77,1.2,0.45,5.689,2.133,7.822,8.33
8477505,Alexander Wennberg,C,CBJ,2015,69,1.88,0.18,7.133,0.683,7.816,9.289
8473412,Bryan Little,C,WPG,2015,57,0.94,-1.19,7.714,0.0,7.714,11.097
8476459,Mika Zibanejad,C,OTT,2015,80,0.84,0.02,7.506,0.179,7.685,7.877
8470834,Dustin Byfuglien,D,WPG,2015,81,0.77,0.15,6.319,1.231,7.55,7.643
8475744,Evgeny Kuznetsov,C,WSH,2015,82,3.27,0.04,7.374,0.09,7.465,7.465
8475760,Nick Bjugstad,C,FLA,2015,67,0.87,-0.02,7.148,0.0,7.148,8.749
8471233,Travis Zajac,C,NJD,2015,73,-0.08,1.64,0.0,7.115,7.115,7.992
8475692,Mats Zuccarello,R,NYR,2015,81,1.21,0.03,6.889,0.171,7.06,7.147
8476432,Boone Jenner,C,CBJ,2015,82,1.84,-0.14,6.982,0.0,6.982,6.982
8476958,Jaccob Slavin,D,CAR,2015,63,0.54,1.34,2.004,4.973,6.977,9.081
8476856,Matt Dumba,D,MIN,2015,81,1.77,0.03,6.825,0.116,6.94,7.026
8476851,Alex Galchenyuk,C,MTL,2015,82,1.29,0.09,6.367,0.444,6.811,6.811
8470607,Brent Seabrook,D,CHI,2015,81,0.84,0.66,3.799,2.985,6.783,6.867
8470616,Ryan Kesler,C,ANA,2015,79,0.98,1.46,2.69,4.008,6.699,6.953
8473533,Jordan Staal,C,CAR,2015,82,1.14,0.64,4.231,2.375,6.606,6.606
8468083,Henrik Zetterberg,C,DET,2015,82,1.32,0.09,6.119,0.417,6.536,6.536
8470599,Milan Michalek,L,OTT,2015,45,0.73,-0.08,6.523,0.0,6.523,11.887
8474102,David Perron,L,PIT,2015,71,1.65,-0.06,6.388,0.0,6.388,7.378
8469459,Mikko Koivu,C,MIN,2015,81,1.62,-0.2,6.246,0.0,6.246,6.324
8466139,Patrick Marleau,C,SJS,2015,82,1.61,-0.68,6.192,0.0,6.192,6.192
8475167,Victor Hedman,D,TBL,2015,78,1.3,-0.21,6.163,0.0,6.163,6.479
8478403,Jack Eichel,C,BUF,2015,81,1.23,0.22,5.206,0.931,6.137,6.212
8477407,Anthony Duclair,L,ARI,2015,81,1.42,0.04,5.946,0.167,6.114,6.189
8473546,Michael Grabner,R,TOR,2015,80,0.0,1.55,0.0,6.022,6.022,6.173
8475913,Mark Stone,R,OTT,2015,75,0.56,0.11,5.004,0.983,5.987,6.546
8471392,Roman Polak,D,TOR,2015,79,-0.1,1.54,0.0,5.983,5.983,6.21
8473463,Leo Komarov,C,TOR,2015,67,0.94,0.6,3.652,2.331,5.983,7.323
8475726,Tyler Toffoli,C,LAK,2015,82,0.9,-0.37,5.942,0.0,5.942,5.942
8470642,Shea Weber,D,NSH,2015,78,1.44,1.19,3.167,2.617,5.784,6.081
8466251,Jason Chimera,L,WSH,2015,82,2.17,0.36,4.894,0.812,5.706,5.706
8476792,Torey Krug,D,BOS,2015,81,1.26,0.26,4.711,0.972,5.683,5.754
8468509,Niklas Kronwall,D,DET,2015,64,0.7,0.5,3.245,2.318,5.563,7.127
8471716,Justin Abdelkader,L,DET,2015,82,0.1,1.1,0.464,5.099,5.563,5.563
8470598,Thomas Vanek,L,MIN,2015,74,1.4,-0.02,5.398,0.0,5.398,5.982
8474586,Jordan Eberle,C,EDM,2015,69,1.2,0.06,5.109,0.255,5.364,6.375
8469760,Zbynek Michalek,D,ARI,2015,70,-0.04,1.27,0.0,5.318,5.318,6.23
8470613,Brent Burns,D,SJS,2015,82,1.38,-0.72,5.308,0.0,5.308,5.308
8471735,Keith Yandle,D,NYR,2015,82,0.93,-0.03,5.295,0.0,5.295,5.295
8475753,Justin Faulk,D,CAR,2015,64,0.88,0.5,3.266,1.856,5.121,6.562
8473673,David Schlemko,D,NJD,2015,67,0.92,0.26,3.991,1.128,5.119,6.265
8475855,Jesper Fast,R,NYR,2015,79,-0.01,0.89,0.0,5.067,5.067,5.26
8474716,Jared Spurgeon,D,MIN,2015,76,1.11,0.2,4.28,0.771,5.051,5.45
8475172,Nazem Kadri,C,TOR,2015,76,1.09,0.19,4.235,0.738,4.973,5.366
8475755,Alex Petrovic,D,FLA,2015,66,-0.08,0.6,0.0,4.93,4.93,6.125
8469619,Dennis Seidenberg,D,BOS,2015,61,-0.06,1.28,0.0,4.786,4.786,6.434
8475793,Ryan Johansen,C,NSH,2015,80,2.17,-0.11,4.773,0.0,4.773,4.892
8466285,Brian Campbell,D,FLA,2015,82,-1.18,0.58,0.0,4.766,4.766,4.766
8470626,Loui Eriksson,L,BOS,2015,82,0.66,0.61,2.468,2.281,4.749,4.749
8470640,Matt Carle,D,TBL,2015,64,-0.18,0.94,0.0,4.456,4.456,5.71
8469465,Dan Hamhuis,D,VAN,2015,58,-0.74,0.96,0.0,4.434,4.434,6.269
8467389,Brad Richards,C,DET,2015,68,0.94,0.0,4.358,0.0,4.358,5.255
8470600,Ryan Suter,D,MIN,2015,82,-1.51,1.13,0.0,4.357,4.357,4.357
8473563,Nicklas Backstrom,C,WSH,2015,75,1.92,-0.66,4.33,0.0,4.33,4.734
8471686,Marc Staal,D,NYR,2015,77,-0.08,0.76,0.0,4.327,4.327,4.608
8470187,Johnny Boychuk,D,NYI,2015,70,0.06,1.43,0.172,4.094,4.266,4.997
8473548,Phil Kessel,R,PIT,2015,82,1.05,0.05,4.065,0.194,4.259,4.259
8468486,Scott Hartnell,L,CBJ,2015,79,1.12,-0.1,4.25,0.0,4.25,4.411
8474037,James van Riemsdyk,L,TOR,2015,40,1.08,0.0,4.196,0.0,4.196,8.602
8475186,John Moore,D,NJD,2015,72,-0.7,0.96,0.0,4.165,4.165,4.743
8471729,Kris Russell,D,CGY,2015,62,-0.08,0.5,0.0,4.052,4.052,5.359
8475807,Joakim Nordstrom,L,CAR,2015,71,0.08,1.01,0.297,3.748,4.045,4.672
8474715,Cam Atkinson,R,CBJ,2015,81,1.06,-0.23,4.022,0.0,4.022,4.072
8470604,Jeff Carter,C,LAK,2015,76,0.6,-0.68,3.961,0.0,3.961,4.274
8473422,Nick Foligno,L,CBJ,2015,72,0.91,0.1,3.453,0.379,3.832,4.365
8474162,Jake Muzzin,D,LAK,2015,82,0.58,-1.23,3.829,0.0,3.829,3.829
8473449,Kyle Okposo,R,NYI,2015,79,1.31,0.01,3.751,0.029,3.779,3.923
8474151,Ryan McDonagh,D,NYR,2015,73,0.02,0.64,0.114,3.644,3.758,4.221
8475765,Vladimir Tarasenko,R,STL,2015,80,0.66,0.22,2.747,0.916,3.663,3.755
8475197,Tyson Barrie,D,COL,2015,78,0.6,-0.08,3.662,0.0,3.662,3.85
8470612,Ryan Getzlaf,C,ANA,2015,78,0.95,0.38,2.608,1.043,3.651,3.839
8470207,Joffrey Lupul,L,TOR,2015,46,0.92,0.0,3.574,0.0,3.574,6.372
8476854,Hampus Lindholm,D,ANA,2015,80,0.72,0.57,1.977,1.565,3.542,3.63
8475204,Brandon Pirri,R,FLA,2015,61,0.43,0.0,3.533,0.0,3.533,4.749
8475163,Alex Chiasson,R,OTT,2015,77,0.05,0.34,0.447,3.038,3.485,3.711
8476289,Alexey Marchenko,D,DET,2015,66,0.02,0.73,0.093,3.384,3.477,4.32
8475149,Marcus Johansson,L,WSH,2015,74,1.42,0.12,3.202,0.271,3.473,3.848
8474641,Adam Henrique,C,NJD,2015,80,-0.76,0.8,0.0,3.471,3.471,3.557
8468639,John-Michael Liles,D,CAR,2015,81,-1.23,0.93,0.0,3.451,3.451,3.494
8470144,Frans Nielsen,C,NYI,2015,81,0.52,0.68,1.489,1.947,3.436,3.478
8477499,Rasmus Ristolainen,D,BUF,2015,82,0.81,-0.03,3.428,0.0,3.428,3.428
8466138,Joe Thornton,C,SJS,2015,82,0.88,0.01,3.385,0.038,3.423,3.423
8469455,Jason Spezza,C,DAL,2015,75,1.24,0.02,3.345,0.054,3.399,3.716
8470630,Kevin Klein,D,NYR,2015,69,-0.11,0.59,0.0,3.359,3.359,3.992
8476808,Brian Flynn,C,MTL,2015,56,-0.0,0.68,-0.0,3.356,3.356,4.914
8473504,Cal Clutterbuck,R,NYI,2015,76,0.03,1.13,0.086,3.235,3.321,3.583
8471426,Troy Brouwer,R,STL,2015,82,0.78,0.01,3.247,0.042,3.289,3.289
8474134,Yannick Weber,D,VAN,2015,45,0.71,-0.16,3.28,0.0,3.28,5.976
8470622,Patrick Eaves,R,DAL,2015,53,1.16,0.05,3.129,0.135,3.264,5.049
8477205,Andrej Sustr,D,TBL,2015,77,-0.08,0.68,0.0,3.224,3.224,3.433
8474612,Travis Hamonic,D,NYI,2015,72,-0.51,1.12,0.0,3.207,3.207,3.652
8473579,Nikolay Kulemin,L,NYI,2015,81,0.02,1.1,0.057,3.149,3.207,3.246
8476356,Tobias Rieder,R,ARI,2015,82,-1.32,0.76,0.0,3.182,3.182,3.182
8476881,Tomas Hertl,C,SJS,2015,81,0.69,0.13,2.654,0.5,3.154,3.193
8468575,Dominic Moore,C,NYR,2015,80,-0.0,0.55,-0.0,3.131,3.131,3.21
8476292,Ondrej Palat,L,TBL,2015,62,-0.27,0.65,0.0,3.082,3.082,4.076
8476455,Gabriel Landeskog,L,COL,2015,75,0.42,0.08,2.563,0.488,3.052,3.336
8476466,Sven Baertschi,L,VAN,2015,69,0.62,0.04,2.864,0.185,3.049,3.623
8476438,Brandon Saad,L,CBJ,2015,78,0.43,0.36,1.632,1.366,2.998,3.151
8476887,Filip Forsberg,L,NSH,2015,82,-0.6,1.36,0.0,2.991,2.991,2.991
8473537,Viktor Stalberg,L,NYR,2015,75,0.04,0.48,0.228,2.733,2.961,3.237
8476403,Klas Dahlbeck,D,ARI,2015,71,-0.1,0.7,0.0,2.931,2.931,3.385
8475164,Jakob Silfverberg,R,ANA,2015,82,0.02,1.04,0.055,2.855,2.91,2.91
8470606,Dustin Brown,R,LAK,2015,82,0.44,-0.59,2.905,0.0,2.905,2.905
8470159,Boyd Gordon,C,ARI,2015,65,0.0,0.69,0.0,2.889,2.889,3.645
8475714,Calle Jarnkrok,C,NSH,2015,81,0.03,1.28,0.066,2.815,2.881,2.917
8473507,Jeff Petry,D,MTL,2015,51,-0.02,0.58,0.0,2.863,2.863,4.602
8474038,Paul Byron,L,MTL,2015,62,0.06,0.52,0.296,2.566,2.863,3.786
8469544,Patrick Sharp,L,DAL,2015,76,1.05,-0.02,2.832,0.0,2.832,3.056
8475177,Calvin de Haan,D,NYI,2015,72,-0.01,0.96,0.0,2.749,2.749,3.13
8469555,Christian Ehrhoff,D,LAK,2015,48,0.41,-0.01,2.707,0.0,2.707,4.624
8467329,Vincent Lecavalier,C,LAK,2015,49,0.41,-0.09,2.707,0.0,2.707,4.53
8477500,Bo Horvat,C,VAN,2015,82,0.58,-0.9,2.679,0.0,2.679,2.679
8473986,Alex Killorn,L,TBL,2015,81,0.38,0.18,1.802,0.853,2.655,2.688
8475176,Ryan Ellis,D,NSH,2015,79,-0.18,1.2,0.0,2.639,2.639,2.74
8476389,Vincent Trocheck,C,FLA,2015,76,-0.34,0.32,0.0,2.629,2.629,2.837
8474053,Logan Couture,C,SJS,2015,52,0.6,0.08,2.308,0.308,2.615,4.124
8477935,Sam Bennett,C,CGY,2015,77,0.2,0.12,1.621,0.972,2.593,2.761
8473604,Jonathan Toews,C,CHI,2015,80,-0.82,0.57,0.0,2.578,2.578,2.642
8471958,Dan Girardi,D,NYR,2015,74,-0.04,0.44,0.0,2.505,2.505,2.776
8475727,Ryan Spooner,C,BOS,2015,80,0.64,0.01,2.393,0.037,2.43,2.491
8474176,Carl Hagelin,L,ANA,2015,80,-0.06,0.87,0.0,2.388,2.388,2.448
8470852,Matt Moulson,L,BUF,2015,81,0.54,0.02,2.285,0.085,2.37,2.399
8471675,Sidney Crosby,C,PIT,2015,80,0.61,-0.02,2.362,0.0,2.362,2.421
8474013,Ian Cole,D,PIT,2015,70,-0.26,0.6,0.0,2.323,2.323,2.721
8471699,Andrew Cogliano,L,ANA,2015,82,-0.01,0.84,0.0,2.306,2.306,2.306
8476882,Teuvo Teravainen,L,CHI,2015,78,0.5,0.01,2.261,0.045,2.306,2.425
8476921,Jordan Martinook,L,ARI,2015,81,0.14,0.41,0.586,1.717,2.303,2.332
8476456,Jonathan Huberdeau,L,FLA,2015,75,0.04,0.24,0.329,1.972,2.301,2.515
8474573,Josh Bailey,R,NYI,2015,81,0.62,0.18,1.775,0.515,2.291,2.319
8475231,Casey Cizikas,C,NYI,2015,80,0.01,0.78,0.029,2.233,2.262,2.318
8475768,Jaden Schwartz,L,STL,2015,33,0.44,0.1,1.832,0.416,2.248,5.586
8465009,Zdeno Chara,D,BOS,2015,80,0.6,-1.37,2.243,0.0,2.243,2.3
8470105,Scottie Upshall,R,STL,2015,70,0.01,0.51,0.042,2.123,2.165,2.536
8471669,Paul Stastny,C,STL,2015,64,0.51,-0.2,2.123,0.0,2.123,2.72
8475157,Landon Ferraro,C,BOS,2015,68,0.02,0.54,0.075,2.019,2.094,2.525
8476931,Jake McCabe,D,BUF,2015,77,-0.02,0.49,0.0,2.074,2.074,2.208
8475218,Mattias Ekholm,D,NSH,2015,82,-0.34,0.94,0.0,2.067,2.067,2.067
8471685,Anze Kopitar,C,LAK,2015,81,0.31,-0.68,2.047,0.0,2.047,2.072
8471698,T.J. Oshie,R,WSH,2015,80,0.86,-1.2,1.939,0.0,1.939,1.988
8468611,Matt Hendricks,C,EDM,2015,68,-0.04,0.45,0.0,1.916,1.916,2.31
8476441,Joel Edmundson,D,STL,2015,67,-0.06,0.46,0.0,1.915,1.915,2.344
8470740,Lee Stempniak,R,NJD,2015,82,0.44,-0.29,1.909,0.0,1.909,1.909
8466148,Marian Hossa,R,CHI,2015,64,0.09,0.33,0.407,1.492,1.899,2.433
8477018,Ben Hutton,D,VAN,2015,75,-1.71,0.41,0.0,1.894,1.894,2.071
8471331,Kevin Porter,C,PIT,2015,41,0.02,0.46,0.077,1.781,1.858,3.717
8474679,Gustav Nyquist,R,DET,2015,82,0.38,0.02,1.762,0.093,1.854,1.854
8477496,Elias Lindholm,C,CAR,2015,82,0.18,0.31,0.668,1.15,1.818,1.818
8476312,Josh Manson,D,ANA,2015,71,0.02,0.64,0.055,1.757,1.812,2.093
8467514,Pavel Datsyuk,C,DET,2015,66,0.29,0.1,1.344,0.464,1.808,2.246
8469638,Jussi Jokinen,L,FLA,2015,81,-0.36,0.22,0.0,1.808,1.808,1.83
8477429,Andrew Copp,C,WPG,2015,77,0.0,0.22,0.0,1.805,1.805,1.923
8475869,Brandon Davidson,D,EDM,2015,51,-0.07,0.42,0.0,1.788,1.788,2.875
8474567,Zach Bogosian,D,BUF,2015,64,-0.36,0.42,0.0,1.778,1.778,2.277
8475772,Riley Sheahan,C,DET,2015,81,-0.19,0.38,0.0,1.762,1.762,1.783
8475314,Anders Lee,L,NYI,2015,80,0.61,-0.08,1.747,0.0,1.747,1.79
8470595,Eric Staal,C,CAR,2015,83,0.44,0.03,1.633,0.111,1.744,1.723
8467370,Mike Fisher,C,NSH,2015,70,-0.79,0.79,0.0,1.738,1.738,2.035
8470358,Alexandre Burrows,R,VAN,2015,79,-0.27,0.37,0.0,1.709,1.709,1.774
8475799,Nino Niederreiter,R,MIN,2015,82,0.44,-0.01,1.697,0.0,1.697,1.697
8476880,Tom Wilson,R,WSH,2015,82,-0.03,0.75,0.0,1.691,1.691,1.691
8475902,Zach Trotman,D,BOS,2015,38,-0.07,0.45,0.0,1.683,1.683,3.631
8475722,Jason Zucker,L,MIN,2015,71,0.29,0.13,1.118,0.501,1.619,1.87
8475222,Sami Vatanen,D,ANA,2015,71,-0.52,0.58,0.0,1.592,1.592,1.839
8476878,Zemgus Girgensons,C,BUF,2015,71,0.37,-0.02,1.566,0.0,1.566,1.809
8473574,Shawn Matthias,L,TOR,2015,71,-0.06,0.4,0.0,1.554,1.554,1.795
8473646,Ryan Carter,L,MIN,2015,60,0.02,0.37,0.077,1.427,1.504,2.055
8471678,Benoit Pouliot,L,EDM,2015,55,0.33,0.02,1.405,0.085,1.49,2.222
8469508,Jay McClement,C,CAR,2015,76,-0.02,0.4,0.0,1.484,1.484,1.602
8470602,Dion Phaneuf,D,TOR,2015,71,-1.14,0.38,0.0,1.476,1.476,1.705
8475169,Evander Kane,L,BUF,2015,65,-0.0,0.34,-0.0,1.439,1.439,1.815
8474578,Erik Karlsson,D,OTT,2015,82,0.06,0.1,0.536,0.894,1.43,1.43
8473419,Brad Marchand,L,BOS,2015,77,0.38,-0.04,1.421,0.0,1.421,1.513
8468493,Ron Hainsey,D,CAR,2015,81,-0.12,0.38,0.0,1.41,1.41,1.428
8475728,Johan Larsson,C,BUF,2015,74,0.32,0.01,1.354,0.042,1.397,1.548
8473432,Derek Dorsett,R,VAN,2015,71,0.01,0.29,0.046,1.34,1.386,1.6
8475906,John Klingberg,D,DAL,2015,75,0.5,-0.02,1.349,0.0,1.349,1.474
8470760,Marc Methot,D,OTT,2015,69,-0.09,0.15,0.0,1.34,1.34,1.593
8474091,Brandon Sutter,C,VAN,2015,20,-0.21,0.29,0.0,1.34,1.34,5.492
8467876,Henrik Sedin,C,VAN,2015,79,0.19,0.09,0.878,0.416,1.293,1.342
8469500,Michael Cammalleri,C,NJD,2015,42,0.23,0.06,0.998,0.26,1.258,2.456
8474627,Jori Lehtera,C,STL,2015,79,-0.89,0.3,0.0,1.249,1.249,1.296
8474870,Tyler Johnson,C,TBL,2015,68,0.06,0.2,0.284,0.948,1.233,1.486
8475784,Jeff Skinner,L,CAR,2015,82,0.22,0.1,0.816,0.371,1.188,1.188
8476871,Tanner Pearson,L,LAK,2015,79,-0.05,0.18,0.0,1.188,1.188,1.234
8470871,Chris Porter,L,MIN,2015,61,-0.0,0.3,-0.0,1.157,1.157,1.555
8475455,Brenden Dillon,D,SJS,2015,75,-0.12,0.3,0.0,1.154,1.154,1.262
8476440,Markus Granlund,C,CGY,2015,47,-0.17,0.14,0.0,1.134,1.134,1.979
8471274,Alex Goligoski,D,DAL,2015,82,-0.48,0.42,0.0,1.133,1.133,1.133
8468498,Brooks Orpik,D,WSH,2015,41,-0.06,0.5,0.0,1.128,1.128,2.255
8473453,Trevor Lewis,C,LAK,2015,75,0.17,-0.19,1.122,0.0,1.122,1.227
8470724,Kyle Quincey,D,DET,2015,47,-0.08,0.24,0.0,1.113,1.113,1.941
8474579,Luca Sbisa,D,VAN,2015,41,-0.02,0.24,0.0,1.109,1.109,2.217
8471232,Lauri Korpikoski,L,EDM,2015,71,0.26,-0.64,1.107,0.0,1.107,1.278
8475155,Simon Despres,D,ANA,2015,32,-0.02,0.4,0.0,1.098,1.098,2.814
8474668,Dale Weise,R,MTL,2015,71,0.16,0.06,0.79,0.296,1.086,1.254
8474125,Carl Gunnarsson,D,STL,2015,72,-0.01,0.26,0.0,1.082,1.082,1.233
8477930,Pierre-Edouard Bellemare,L,PHI,2015,74,-0.01,0.29,0.0,1.073,1.073,1.189
8471676,Bobby Ryan,R,OTT,2015,81,0.01,0.11,0.089,0.983,1.072,1.086
8476406,Nick Shore,C,LAK,2015,68,0.05,0.11,0.33,0.726,1.056,1.274
8477010,Joseph Blandisi,L,NJD,2015,41,0.23,0.01,0.998,0.043,1.041,2.082
8474749,Matt Bartkowski,D,VAN,2015,80,-0.26,0.22,0.0,1.016,1.016,1.042
8475278,Byron Froese,C,TOR,2015,56,-0.07,0.26,0.0,1.01,1.01,1.479
8470803,Kyle Brodziak,C,STL,2015,76,-0.04,0.24,0.0,0.999,0.999,1.078
8476116,Ryan Garbutt,C,CHI,2015,79,-0.01,0.22,0.0,0.995,0.995,1.033
8475220,Marcus Foligno,L,BUF,2015,75,0.15,0.08,0.635,0.339,0.973,1.064
8475181,Nick Leddy,D,NYI,2015,81,0.27,0.07,0.773,0.2,0.973,0.985
8475792,Brett Connolly,R,BOS,2015,71,0.26,-0.0,0.972,-0.0,0.972,1.123
8470171,Max Talbot,C,BOS,2015,38,0.0,0.26,0.0,0.972,0.972,2.098
8474168,Joakim Andersson,C,DET,2015,28,-0.0,0.2,-0.0,0.927,0.927,2.715
8471709,Marc-Edouard Vlasic,D,SJS,2015,67,0.24,-0.34,0.923,0.0,0.923,1.13
8475750,Jon Merrill,D,NJD,2015,47,-0.03,0.21,0.0,0.911,0.911,1.589
8474590,John Carlson,D,WSH,2015,56,-0.42,0.4,0.0,0.902,0.902,1.321
8477956,David Pastrnak,R,BOS,2015,51,0.2,0.04,0.748,0.15,0.897,1.443
8477508,Curtis Lazar,C,OTT,2015,76,0.1,-1.03,0.894,0.0,0.894,0.964
8476461,Sean Couturier,C,PHI,2015,63,-0.7,0.24,0.0,0.888,0.888,1.156
8476447,Miikka Salomaki,R,NSH,2015,61,0.01,0.39,0.022,0.858,0.88,1.183
8476889,Radek Faksa,C,DAL,2015,45,0.01,0.31,0.027,0.836,0.863,1.573
8474066,Thomas Hickey,D,NYI,2015,62,-0.16,0.3,0.0,0.859,0.859,1.136
8473571,Jamie McBain,D,LAK,2015,44,0.13,0.0,0.858,0.0,0.858,1.6
8474100,Dwight King,L,LAK,2015,47,-0.08,0.13,0.0,0.858,0.858,1.497
8475168,Matt Duchene,C,COL,2015,76,0.04,0.1,0.244,0.61,0.854,0.922
8474520,Jason Garrison,D,TBL,2015,72,-0.31,0.18,0.0,0.853,0.853,0.972
8476806,J.T. Brown,R,TBL,2015,78,0.06,0.12,0.284,0.569,0.853,0.897
8471724,Kris Letang,D,PIT,2015,71,0.22,-0.49,0.852,0.0,0.852,0.984
8470886,Clayton Stoner,D,ANA,2015,50,-0.06,0.31,0.0,0.851,0.851,1.396
8477952,Robby Fabbri,C,STL,2015,72,0.14,0.06,0.583,0.25,0.833,0.948
8475764,Cam Fowler,D,ANA,2015,68,-0.1,0.3,0.0,0.824,0.824,0.993
8477940,Nikolaj Ehlers,L,WPG,2015,72,-0.15,0.1,0.0,0.821,0.821,0.935
8477939,William Nylander,C,TOR,2015,22,0.19,0.02,0.738,0.078,0.816,3.041
8476336,Iiro Pakarinen,R,EDM,2015,61,0.15,0.04,0.639,0.17,0.809,1.087
8477922,Melker Karlsson,C,SJS,2015,65,0.14,0.07,0.538,0.269,0.808,1.019
8476879,Cody Ceci,D,OTT,2015,75,0.09,-0.99,0.804,0.0,0.804,0.879
8468508,Justin Williams,R,WSH,2015,82,-0.06,0.35,0.0,0.789,0.789,0.789
8474291,Jay Beagle,C,WSH,2015,57,-0.02,0.33,0.0,0.744,0.744,1.071
8474062,Riley Nash,C,CAR,2015,63,0.12,0.08,0.445,0.297,0.742,0.966
8471273,Brandon Dubinsky,C,CBJ,2015,75,0.19,-0.16,0.721,0.0,0.721,0.788
8475208,Brian Dumoulin,D,PIT,2015,79,-0.16,0.18,0.0,0.697,0.697,0.723
8473415,Alex Biega,D,VAN,2015,51,-0.02,0.15,0.0,0.693,0.693,1.114
8464977,Dainius Zubrus,C,SJS,2015,50,-0.02,0.18,0.0,0.692,0.692,1.135
8476852,Griffin Reinhart,D,EDM,2015,29,-0.02,0.16,0.0,0.681,0.681,1.926
8477488,Brett Pesce,D,CAR,2015,69,0.16,0.02,0.594,0.074,0.668,0.794
8474166,Alec Martinez,D,LAK,2015,78,0.1,-0.02,0.66,0.0,0.66,0.694
8473485,Chris Stewart,R,ANA,2015,56,0.24,-0.02,0.659,0.0,0.659,0.965
8476400,Logan Shaw,C,FLA,2015,53,-0.08,0.08,0.0,0.657,0.657,1.017
8475191,Reilly Smith,R,FLA,2015,82,-0.8,0.08,0.0,0.657,0.657,0.657
8471385,Adam Pardy,D,WPG,2015,23,-0.0,0.08,-0.0,0.656,0.656,2.341
