player_id,player_name,position,team,season,GP,GAR_O,GAR_D,OWS,DWS,WS,WS_82
8476396,Steven Fogarty,C,BUF,2020,9,0.0,0.0,0.0,0.0,0.0,0.0
8479420,Tage Thompson,C,BUF,2020,38,-0.18,-0.0,0.0,-0.0,0.0,0.0
8481528,Dylan Cozens,C,BUF,2020,41,-0.22,0.0,0.0,0.0,0.0,0.0
8477520,Jean-Sebastien Dea,C,BUF,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8479419,Brett Murray,L,BUF,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8480083,C.J. Smith,L,BUF,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8481626,Arttu Ruotsalainen,C,BUF,2020,17,-0.08,-0.02,0.0,0.0,0.0,0.0
8477986,Brandon Montour,D,BUF,2020,50,-0.42,-1.02,0.0,0.0,0.0,0.0
8478904,Steven Lorentz,C,CAR,2020,45,0.0,0.0,0.0,0.0,0.0,0.0
8479987,Morgan Geekie,C,CAR,2020,36,-0.03,0.0,0.0,0.0,0.0,0.0
8476323,Max McCormick,L,CAR,2020,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8476921,Jordan Martinook,L,CAR,2020,44,-0.08,-0.12,0.0,0.0,0.0,0.0
8475213,Drew Shore,C,CAR,2020,4,0.0,-0.0,0.0,-0.0,0.0,0.0
8477046,Joakim Ryan,D,CAR,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8480466,Joey Keane,D,CAR,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8480776,Sheldon Rempal,R,CAR,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8475233,David Savard,D,CBJ,2020,54,-0.2,-0.05,0.0,0.0,0.0,0.0
8482247,Mikko Lehtonen,D,CBJ,2020,26,-0.07,-0.08,0.0,0.0,0.0,0.0
8478506,Gabriel Carlsson,D,CBJ,2020,14,-0.01,-0.01,0.0,0.0,0.0,0.0
8479339,Patrik Laine,R,CBJ,2020,46,-0.19,-0.05,0.0,0.0,0.0,0.0
8479369,Andrew Peeke,D,CBJ,2020,11,-0.0,-0.02,-0.0,0.0,0.0,0.0
8476449,Scott Harrington,D,CBJ,2020,12,-0.02,-0.08,0.0,0.0,0.0,0.0
8479945,Gavin Bayreuther,D,CBJ,2020,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8480853,Liam Foudy,C,CBJ,2020,24,0.0,-0.02,0.0,0.0,0.0,0.0
8474610,Zac Dalpe,C,CBJ,2020,12,0.0,-0.01,0.0,0.0,0.0,0.0
8476870,Stefan Matteau,C,CBJ,2020,18,-0.01,-0.01,0.0,0.0,0.0,0.0
8477974,Ryan MacInnis,C,CBJ,2020,16,0.0,0.0,0.0,0.0,0.0,0.0
8478949,Kole Sherwood,R,CBJ,2020,6,0.0,0.0,0.0,0.0,0.0,0.0
8482623,Josh Dunne,C,CBJ,2020,6,0.0,0.0,0.0,0.0,0.0,0.0
8476888,Mikhail Grigorenko,C,CBJ,2020,32,-0.3,-0.02,0.0,0.0,0.0,0.0
8469459,Mikko Koivu,C,CBJ,2020,7,-0.02,-0.11,0.0,0.0,0.0,0.0
8480074,Alexandre Texier,C,CBJ,2020,49,-0.5,-0.04,0.0,0.0,0.0,0.0
8477503,Max Domi,L,CBJ,2020,54,-0.76,-0.06,0.0,0.0,0.0,0.0
8475690,Christopher Tanev,D,CGY,2020,56,-0.07,-0.03,0.0,0.0,0.0,0.0
8476300,Nikita Nesterov,D,CGY,2020,38,-0.12,-0.12,0.0,0.0,0.0,0.0
8478396,Noah Hanifin,D,CGY,2020,46,-0.41,-0.21,0.0,0.0,0.0,0.0
8479976,Juuso Valimaki,D,CGY,2020,49,-0.08,-0.34,0.0,0.0,0.0,0.0
8478430,Oliver Kylington,D,CGY,2020,8,-0.0,0.0,-0.0,0.0,0.0,0.0
8482067,Connor Mackey,D,CGY,2020,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8476439,Brett Ritchie,R,CGY,2020,32,-0.1,-0.06,0.0,0.0,0.0,0.0
8474736,Zac Rinaldo,C,CGY,2020,4,-0.0,0.0,-0.0,0.0,0.0,0.0
8475278,Byron Froese,C,CGY,2020,6,-0.0,-0.02,-0.0,0.0,0.0,0.0
8477210,Buddy Robinson,R,CGY,2020,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8478446,Glenn Gawdin,C,CGY,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8479547,Matthew Phillips,C,CGY,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8480008,Adam Ruzicka,C,CGY,2020,3,-0.01,0.0,0.0,0.0,0.0,0.0
8477935,Sam Bennett,C,CGY,2020,48,-0.52,-0.22,0.0,0.0,0.0,0.0
8477507,Nikita Zadorov,D,CHI,2020,55,-0.45,-0.03,0.0,0.0,0.0,0.0
8475177,Calvin de Haan,D,CHI,2020,44,-0.04,-0.51,0.0,0.0,0.0,0.0
8479542,Brandon Hagel,L,CHI,2020,52,-0.04,-0.05,0.0,0.0,0.0,0.0
8479388,Riley Stillman,D,CHI,2020,21,0.0,-0.08,0.0,0.0,0.0,0.0
8480293,Wyatt Kalynuk,D,CHI,2020,20,-0.11,-0.01,0.0,0.0,0.0,0.0
8480798,Philipp Kurashev,C,CHI,2020,54,-0.3,0.0,0.0,0.0,0.0,0.0
8482635,Mike Hardman,L,CHI,2020,8,0.0,0.0,0.0,0.0,0.0,0.0
8475204,Brandon Pirri,R,CHI,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8477474,Madison Bowey,D,CHI,2020,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8480025,MacKenzie Entwistle,R,CHI,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8480831,Alec Regula,D,CHI,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8481147,Reese Johnson,C,CHI,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8476473,Connor Murphy,D,CHI,2020,50,-0.08,-1.28,0.0,0.0,0.0,0.0
8477846,Ryan Carpenter,C,CHI,2020,40,-0.44,-0.56,0.0,0.0,0.0,0.0
8470281,Duncan Keith,D,CHI,2020,54,-1.21,-1.5,0.0,0.0,0.0,0.0
8479982,Conor Timmins,D,COL,2020,31,-0.02,0.0,0.0,0.0,0.0,0.0
8481524,Bowen Byram,D,COL,2020,19,-0.08,-0.01,0.0,0.0,0.0,0.0
8479252,Dan Renouf,D,COL,2020,18,0.0,-0.0,0.0,-0.0,0.0,0.0
8474688,Greg Pateryn,D,COL,2020,13,-0.04,0.0,0.0,0.0,0.0,0.0
8480748,Kiefer Sherwood,R,COL,2020,16,-0.0,0.0,-0.0,0.0,0.0,0.0
8473446,Erik Johnson,D,COL,2020,4,-0.02,-0.04,0.0,0.0,0.0,0.0
8477070,Liam O'Brien,C,COL,2020,12,0.0,0.0,0.0,0.0,0.0,0.0
8477126,Jayson Megna,C,COL,2020,7,0.0,-0.0,0.0,-0.0,0.0,0.0
8477335,Kyle Burroughs,D,COL,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8478502,Dennis Gilbert,D,COL,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8479387,Keaton Middleton,D,COL,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8480326,Sheldon Dries,C,COL,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8480822,Martin Kaut,R,COL,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8481618,Alex Newhook,C,COL,2020,6,-0.02,0.0,0.0,0.0,0.0,0.0
8477456,J.T. Compher,L,COL,2020,48,-0.38,-0.26,0.0,0.0,0.0,0.0
8476467,Jamie Oleksiak,D,DAL,2020,56,-0.16,-0.05,0.0,0.0,0.0,0.0
8471284,Andrej Sekera,D,DAL,2020,46,-0.02,-0.06,0.0,0.0,0.0,0.0
8476902,Esa Lindell,D,DAL,2020,56,-0.66,-0.14,0.0,0.0,0.0,0.0
8475796,Mark Pysyk,D,DAL,2020,36,-0.02,-0.1,0.0,0.0,0.0,0.0
8480027,Jason Robertson,L,DAL,2020,51,-0.12,-0.02,0.0,0.0,0.0,0.0
8478528,Tanner Kero,C,DAL,2020,39,0.0,-0.05,0.0,0.0,0.0,0.0
8481641,Joel Kiviranta,L,DAL,2020,26,-0.06,-0.01,0.0,0.0,0.0,0.0
8471228,Alexander Radulov,R,DAL,2020,11,-0.04,-0.02,0.0,0.0,0.0,0.0
8475413,Justin Dowling,C,DAL,2020,27,-0.13,-0.01,0.0,0.0,0.0,0.0
8479381,Nick Caamano,R,DAL,2020,24,-0.01,-0.01,0.0,0.0,0.0,0.0
8480769,Joel L'Esperance,C,DAL,2020,12,-0.02,-0.0,0.0,-0.0,0.0,0.0
8471260,Blake Comeau,L,DAL,2020,51,-0.04,-0.76,0.0,0.0,0.0,0.0
8476889,Radek Faksa,C,DAL,2020,55,-0.99,-0.39,0.0,0.0,0.0,0.0
8480184,Gustav Lindstrom,D,DET,2020,13,-0.02,-0.12,0.0,0.0,0.0,0.0
8482240,Mathias Brome,L,DET,2020,26,-0.15,0.0,0.0,0.0,0.0,0.0
8478431,Evgeny Svechnikov,R,DET,2020,21,-0.08,-0.01,0.0,0.0,0.0,0.0
8479379,Givani Smith,R,DET,2020,16,-0.07,0.0,0.0,0.0,0.0,0.0
8480813,Joe Veleno,C,DET,2020,5,-0.01,0.0,0.0,0.0,0.0,0.0
8473415,Alex Biega,D,DET,2020,13,-0.02,-0.18,0.0,0.0,0.0,0.0
8479395,Dennis Cholowski,D,DET,2020,16,-0.33,-0.01,0.0,0.0,0.0,0.0
8477215,Danny DeKeyser,D,DET,2020,47,-0.31,-0.72,0.0,0.0,0.0,0.0
8477454,Adam Erne,L,DET,2020,45,-0.4,-0.04,0.0,0.0,0.0,0.0
8477946,Dylan Larkin,C,DET,2020,44,-0.42,-0.16,0.0,0.0,0.0,0.0
8481433,Taro Hirose,L,DET,2020,6,-0.16,0.0,0.0,0.0,0.0,0.0
8475750,Jon Merrill,D,DET,2020,49,-0.34,-0.87,0.0,0.0,0.0,0.0
8476480,Vladislav Namestnikov,C,DET,2020,53,-0.48,-0.43,0.0,0.0,0.0,0.0
8477511,Anthony Mantha,R,DET,2020,56,-0.94,-0.03,0.0,0.0,0.0,0.0
8479425,Filip Hronek,D,DET,2020,56,-1.13,-1.27,0.0,0.0,0.0,0.0
8470047,Valtteri Filppula,C,DET,2020,38,-1.02,-0.46,0.0,0.0,0.0,0.0
8475747,Patrik Nemeth,D,DET,2020,52,-0.14,-2.0,0.0,0.0,0.0,0.0
8471686,Marc Staal,D,DET,2020,56,-0.13,-2.56,0.0,0.0,0.0,0.0
8476822,Luke Glendening,R,DET,2020,54,-0.02,-3.47,0.0,0.0,0.0,0.0
8476457,Adam Larsson,D,EDM,2020,56,-0.26,0.0,0.0,0.0,0.0,0.0
8471729,Kris Russell,D,EDM,2020,35,0.0,-0.2,0.0,0.0,0.0,0.0
8478452,Caleb Jones,D,EDM,2020,33,-0.0,-0.12,-0.0,0.0,0.0,0.0
8476886,Slater Koekkoek,D,EDM,2020,17,-0.02,-0.01,0.0,0.0,0.0,0.0
8480803,Evan Bouchard,D,EDM,2020,14,-0.0,0.0,-0.0,0.0,0.0,0.0
8479466,Patrick Russell,R,EDM,2020,8,0.0,0.0,0.0,0.0,0.0,0.0
8481638,Joakim Nygard,L,EDM,2020,9,0.0,0.0,0.0,0.0,0.0,0.0
8475178,Zack Kassian,R,EDM,2020,25,-0.03,-0.11,0.0,0.0,0.0,0.0
8474068,Kyle Turris,C,EDM,2020,27,-0.2,-0.08,0.0,0.0,0.0,0.0
8477498,Darnell Nurse,D,EDM,2020,56,-0.44,-1.34,0.0,0.0,0.0,0.0
8478451,Ethan Bear,D,EDM,2020,43,-0.26,-0.9,0.0,0.0,0.0,0.0
8477932,Aaron Ekblad,D,FLA,2020,35,-0.2,-0.31,0.0,0.0,0.0,0.0
8478906,Markus Nutivaara,D,FLA,2020,30,-0.08,-0.04,0.0,0.0,0.0,0.0
8471873,Anton Stralman,D,FLA,2020,38,-0.29,-0.23,0.0,0.0,0.0,0.0
8477409,Carter Verhaeghe,C,FLA,2020,43,-0.15,-0.02,0.0,0.0,0.0,0.0
8482641,Matt Kiersted,D,FLA,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8475246,Kevin Connauton,D,FLA,2020,7,-0.0,-0.02,-0.0,0.0,0.0,0.0
8480037,Aleksi Heponiemi,C,FLA,2020,9,0.0,0.0,0.0,0.0,0.0,0.0
8480844,Grigori Denisenko,L,FLA,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8478454,Noah Juulsen,D,FLA,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8481442,Brady Keeper,D,FLA,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8478366,Frank Vatrano,C,FLA,2020,56,-0.53,-0.04,0.0,0.0,0.0,0.0
8475792,Brett Connolly,R,FLA,2020,31,-0.37,-0.04,0.0,0.0,0.0,0.0
8479998,Mikey Anderson,D,LAK,2020,54,-0.05,-0.11,0.0,0.0,0.0,0.0
8481600,Tobias Bjornfot,D,LAK,2020,33,-0.05,-0.06,0.0,0.0,0.0,0.0
8479348,Kale Clague,D,LAK,2020,18,-0.08,-0.02,0.0,0.0,0.0,0.0
8480467,Austin Strand,D,LAK,2020,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8470604,Jeff Carter,C,LAK,2020,54,-0.02,-0.3,0.0,0.0,0.0,0.0
8479336,Carl Grundstrom,R,LAK,2020,47,-0.14,-0.03,0.0,0.0,0.0,0.0
8479644,Matt Luff,R,LAK,2020,13,0.0,0.0,0.0,0.0,0.0,0.0
8475729,Mark Alt,D,LAK,2020,2,-0.0,0.0,-0.0,0.0,0.0,0.0
8476924,Martin Frk,R,LAK,2020,1,-0.0,0.0,-0.0,0.0,0.0,0.0
8480221,Drake Rymsha,C,LAK,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8480845,Rasmus Kupari,C,LAK,2020,7,-0.01,0.0,0.0,0.0,0.0,0.0
8481560,Arthur Kaliyev,R,LAK,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8482124,Quinton Byfield,C,LAK,2020,6,-0.02,0.0,0.0,0.0,0.0,0.0
8474563,Drew Doughty,D,LAK,2020,56,-1.7,-0.94,0.0,0.0,0.0,0.0
8475760,Nick Bjugstad,C,MIN,2020,44,-0.02,-0.01,0.0,0.0,0.0,0.0
8477366,Luke Johnson,C,MIN,2020,14,0.0,0.0,0.0,0.0,0.0,0.0
8480884,Calen Addison,D,MIN,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8474013,Ian Cole,D,MIN,2020,54,-0.3,-0.56,0.0,0.0,0.0,0.0
8474749,Matt Bartkowski,D,MIN,2020,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8476390,Joseph Cramarossa,C,MIN,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8477541,Dakota Mermis,D,MIN,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8478011,Louie Belpedio,D,MIN,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8479933,Gerald Mayhew,C,MIN,2020,4,-0.03,0.0,0.0,0.0,0.0,0.0
8476779,Brad Hunt,D,MIN,2020,11,-0.2,-0.01,0.0,0.0,0.0,0.0
8475149,Marcus Johansson,L,MIN,2020,36,-0.42,-0.12,0.0,0.0,0.0,0.0
8476441,Joel Edmundson,D,MTL,2020,55,-0.27,-0.06,0.0,0.0,0.0,0.0
8476967,Brett Kulak,D,MTL,2020,46,-0.03,-0.06,0.0,0.0,0.0,0.0
8481014,Alexander Romanov,D,MTL,2020,54,-0.02,-0.26,0.0,0.0,0.0,0.0
8476443,Xavier Ouellet,D,MTL,2020,6,-0.0,0.0,-0.0,0.0,0.0,0.0
8473564,Michael Frolik,R,MTL,2020,8,0.0,-0.02,0.0,0.0,0.0,0.0
8475968,Alex Belzile,R,MTL,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8481058,Jesse Ylonen,R,MTL,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8481105,Otto Leskinen,D,MTL,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8481540,Cole Caufield,R,MTL,2020,10,-0.05,0.0,0.0,0.0,0.0,0.0
8477494,Jonathan Drouin,L,MTL,2020,44,-0.6,-0.01,0.0,0.0,0.0,0.0
8476981,Josh Anderson,R,MTL,2020,52,-1.13,-0.08,0.0,0.0,0.0,0.0
8475279,Ben Chiarot,D,MTL,2020,41,-0.47,-1.62,0.0,0.0,0.0,0.0
8470642,Shea Weber,D,MTL,2020,48,-1.35,-2.91,0.0,0.0,0.0,0.0
8480883,Ty Smith,D,NJD,2020,48,-0.19,-0.02,0.0,0.0,0.0,0.0
8475222,Sami Vatanen,D,NJD,2020,39,-0.1,-0.11,0.0,0.0,0.0,0.0
8476807,Matt Tennyson,D,NJD,2020,21,-0.02,0.0,0.0,0.0,0.0,0.0
8479415,Michael McLeod,C,NJD,2020,48,-0.0,-0.1,-0.0,0.0,0.0,0.0
8476941,Connor Carrick,D,NJD,2020,11,-0.06,-0.01,0.0,0.0,0.0,0.0
8477355,Will Butcher,D,NJD,2020,23,-0.32,-0.0,0.0,-0.0,0.0,0.0
8480226,Marian Studenic,R,NJD,2020,8,0.0,0.0,0.0,0.0,0.0,0.0
8478421,A.J. Greer,L,NJD,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8478841,Colton White,D,NJD,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8481518,Nolan Foote,L,NJD,2020,6,0.0,0.0,0.0,0.0,0.0,0.0
8481740,Tyce Thompson,R,NJD,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8479414,Nathan Bastian,R,NJD,2020,41,-0.02,-0.29,0.0,0.0,0.0,0.0
8477425,Miles Wood,L,NJD,2020,55,-0.68,-0.02,0.0,0.0,0.0,0.0
8471233,Travis Zajac,C,NJD,2020,46,-0.13,-0.56,0.0,0.0,0.0,0.0
8474056,P.K. Subban,D,NJD,2020,44,-1.25,-0.08,0.0,0.0,0.0,0.0
8476923,Damon Severson,D,NJD,2020,56,-1.2,-0.99,0.0,0.0,0.0,0.0
8475179,Dmitry Kulikov,D,NJD,2020,48,-0.22,-1.79,0.0,0.0,0.0,0.0
8476988,Matt Benning,D,NSH,2020,53,-0.01,-0.03,0.0,0.0,0.0,0.0
8478851,Alexandre Carrier,D,NSH,2020,19,-0.01,-0.07,0.0,0.0,0.0,0.0
8478508,Yakov Trenin,C,NSH,2020,45,-0.02,-0.02,0.0,0.0,0.0,0.0
8479602,Jeremy Davies,D,NSH,2020,16,-0.03,-0.02,0.0,0.0,0.0,0.0
8479671,Mathieu Olivier,R,NSH,2020,30,-0.03,-0.04,0.0,0.0,0.0,0.0
8470755,Brad Richardson,C,NSH,2020,17,-0.0,-0.02,-0.0,0.0,0.0,0.0
8476925,Colton Sissons,C,NSH,2020,54,-0.14,-0.2,0.0,0.0,0.0,0.0
8474579,Luca Sbisa,D,NSH,2020,1,0.0,-0.01,0.0,0.0,0.0,0.0
8477343,Tyler Lewington,D,NSH,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8477391,Sean Malone,C,NSH,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8477446,Michael McCarron,R,NSH,2020,6,-0.02,-0.01,0.0,0.0,0.0,0.0
8479329,Frederic Allard,D,NSH,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8479514,Rem Pitlick,C,NSH,2020,10,-0.03,-0.0,0.0,-0.0,0.0,0.0
8480063,David Farrance,D,NSH,2020,2,-0.01,0.0,0.0,0.0,0.0,0.0
8482062,Cole Smith,L,NSH,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8475218,Mattias Ekholm,D,NSH,2020,48,-0.68,-0.53,0.0,0.0,0.0,0.0
8479316,Luke Kunin,C,NSH,2020,38,-0.28,-0.14,0.0,0.0,0.0,0.0
8475793,Ryan Johansen,C,NSH,2020,48,-1.25,-0.1,0.0,0.0,0.0,0.0
8475181,Nick Leddy,D,NYI,2020,56,-0.82,-0.0,0.0,-0.0,0.0,0.0
8476429,Scott Mayfield,D,NYI,2020,56,-0.2,-0.64,0.0,0.0,0.0,0.0
8477936,Michael Dal Colle,L,NYI,2020,26,-0.02,0.0,0.0,0.0,0.0,0.0
8474066,Thomas Hickey,D,NYI,2020,5,-0.01,-0.01,0.0,0.0,0.0,0.0
8477527,Ross Johnston,L,NYI,2020,11,-0.01,-0.01,0.0,0.0,0.0,0.0
8478857,Dmytro Timashov,L,NYI,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8480222,Sebastian Aho,D,NYI,2020,3,0.0,0.0,0.0,0.0,0.0,0.0
8479324,Ryan Lindgren,D,NYR,2020,51,-0.02,-0.36,0.0,0.0,0.0,0.0
8474090,Brendan Smith,D,NYR,2020,48,-0.13,-0.17,0.0,0.0,0.0,0.0
8479328,Julien Gauthier,R,NYR,2020,29,-0.0,0.0,-0.0,0.0,0.0,0.0
8476858,Phillip Di Giuseppe,L,NYR,2020,31,-0.02,-0.03,0.0,0.0,0.0,0.0
8480833,Vitali Kravtsov,R,NYR,2020,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8481708,Zac Jones,D,NYR,2020,10,-0.01,0.0,0.0,0.0,0.0,0.0
8475868,Anthony Bitetto,D,NYR,2020,14,-0.05,-0.08,0.0,0.0,0.0,0.0
8477950,Tony DeAngelo,D,NYR,2020,6,-0.09,-0.01,0.0,0.0,0.0,0.0
8479462,Tarmo Reunanen,D,NYR,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8477380,Jonny Brodzinski,C,NYR,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8479364,Timothy Gettinger,L,NYR,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8480289,Morgan Barron,C,NYR,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8482179,Justin Richards,C,NYR,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8482109,Alexis Lafreniere,L,NYR,2020,56,-0.58,0.0,0.0,0.0,0.0,0.0
8471677,Jack Johnson,D,NYR,2020,13,-0.06,-0.46,0.0,0.0,0.0,0.0
8476885,Jacob Trouba,D,NYR,2020,37,-0.72,-1.12,0.0,0.0,0.0,0.0
8479353,Brett Howden,C,NYR,2020,42,-0.06,-1.36,0.0,0.0,0.0,0.0
8475790,Erik Gudbranson,D,OTT,2020,45,-0.13,-0.27,0.0,0.0,0.0,0.0
8476422,Mike Reilly,D,OTT,2020,55,-0.22,-0.48,0.0,0.0,0.0,0.0
8480073,Erik Brannstrom,D,OTT,2020,30,-0.11,-0.22,0.0,0.0,0.0,0.0
8480879,Jacob Bernard-Docker,D,OTT,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8478056,Clark Bishop,C,OTT,2020,13,-0.0,0.0,-0.0,0.0,0.0,0.0
8474230,Micheal Haley,C,OTT,2020,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8476285,Matthew Peca,C,OTT,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
8478488,Filip Chlapik,C,OTT,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8478846,Christian Wolanin,D,OTT,2020,18,-0.25,0.0,0.0,0.0,0.0,0.0
8479366,Logan Brown,C,OTT,2020,1,-0.01,0.0,0.0,0.0,0.0,0.0
8479411,Vitaly Abramov,R,OTT,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8479458,Nikita Zaitsev,D,OTT,2020,55,-0.4,-0.9,0.0,0.0,0.0,0.0
8480448,Parker Kelly,C,OTT,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8481629,Olle Alsing,D,OTT,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8470601,Braydon Coburn,D,OTT,2020,19,-0.07,-0.3,0.0,0.0,0.0,0.0
8474613,Derek Stepan,C,OTT,2020,20,-0.41,-0.12,0.0,0.0,0.0,0.0
8477015,Connor Brown,R,OTT,2020,56,-0.42,-1.44,0.0,0.0,0.0,0.0
8478469,Thomas Chabot,D,OTT,2020,49,-3.49,-0.08,0.0,0.0,0.0,0.0
8474027,Justin Braun,D,PHI,2020,53,-0.18,-0.19,0.0,0.0,0.0,0.0
8478500,Ivan Provorov,D,PHI,2020,56,-0.37,-0.62,0.0,0.0,0.0,0.0
8477979,Nicolas Aube-Kubel,R,PHI,2020,50,-0.01,-0.04,0.0,0.0,0.0,0.0
8475763,Kevin Hayes,C,PHI,2020,55,-0.27,-0.04,0.0,0.0,0.0,0.0
8477502,Samuel Morin,D,PHI,2020,20,-0.02,-0.04,0.0,0.0,0.0,0.0
8476404,Andy Andreoff,L,PHI,2020,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8477462,Robert Hagg,D,PHI,2020,34,-0.1,-0.48,0.0,0.0,0.0,0.0
8478436,David Kase,R,PHI,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8479322,Wade Allison,R,PHI,2020,14,-0.09,0.0,0.0,0.0,0.0,0.0
8479358,Carsen Twarynski,L,PHI,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8480028,Morgan Frost,C,PHI,2020,2,-0.01,0.0,0.0,0.0,0.0,0.0
8480201,Maksim Sushko,R,PHI,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8481178,Egor Zamula,D,PHI,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8481546,Cam York,D,PHI,2020,3,-0.03,0.0,0.0,0.0,0.0,0.0
8482654,Jackson Cates,C,PHI,2020,4,0.0,0.0,0.0,0.0,0.0,0.0
8478067,Oskar Lindblom,L,PHI,2020,50,-0.03,-0.51,0.0,0.0,0.0,0.0
8480797,Joel Farabee,L,PHI,2020,55,-0.7,-0.25,0.0,0.0,0.0,0.0
8476875,Michael Matheson,D,PIT,2020,44,-0.44,-0.04,0.0,0.0,0.0,0.0
8478017,Mark Friedman,D,PIT,2020,9,0.0,0.0,0.0,0.0,0.0,0.0
8478043,Sam Lafferty,C,PIT,2020,34,-0.02,-0.03,0.0,0.0,0.0,0.0
8474134,Yannick Weber,D,PIT,2020,2,-0.0,0.0,-0.0,0.0,0.0,0.0
8477680,Josh Currie,R,PIT,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8477814,Kevin Czuczman,D,PIT,2020,2,0.0,0.0,0.0,0.0,0.0,0.0
8478074,Anthony Angello,C,PIT,2020,19,-0.04,-0.0,0.0,-0.0,0.0,0.0
8480945,Juuso Riikola,D,PIT,2020,2,-0.04,0.0,0.0,0.0,0.0,0.0
8482055,Drew O'Connor,L,PIT,2020,10,-0.05,0.0,0.0,0.0,0.0,0.0
8478467,Nicolas Meloche,D,SJS,2020,7,0.0,0.0,0.0,0.0,0.0,0.0
8478868,Christian Jaros,D,SJS,2020,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8482222,Alexander Barabanov,L,SJS,2020,22,-0.06,0.0,0.0,0.0,0.0,0.0
8476368,Fredrik Claesson,D,SJS,2020,6,0.0,-0.02,0.0,0.0,0.0,0.0
8481077,John Leonard,L,SJS,2020,44,-0.2,0.0,0.0,0.0,0.0,0.0
8476545,Kurtis Gabriel,R,SJS,2020,11,-0.02,-0.02,0.0,0.0,0.0,0.0
8478136,Jacob Middleton,D,SJS,2020,1,0.0,0.0,0.0,0.0,0.0,0.0
8479571,Joachim Blichfeld,R,SJS,2020,5,-0.01,0.0,0.0,0.0,0.0,0.0
8479705,Jeffrey Viel,L,SJS,2020,10,0.0,0.0,0.0,0.0,0.0,0.0
8480053,Alexander Chmelevski,C,SJS,2020,5,0.0,0.0,0.0,0.0,0.0,0.0
