season,player_id,player_name,position,toi_5v5,toi_pp,toi_pk,toi_all,xEV_O,xEV_D,FINISH_O,FINISH_D,xEV_O_GAR,xEV_D_GAR,FINISH_O_GAR,FINISH_D_GAR,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,PEN_GAR,FO_GAR,xGAR,GAR_above_avg,GAR,WAR,GAR_se,GAR_lo90,GAR_hi90,WAR_se,fo_won,fo_lost,pen_taken,pen_drawn
2019,8474091,Brandon.Sutter,F,501.4,36.3,97.2,653.2,-0.1904,-0.0512,-0.0523,-0.0817,-1.59,-0.43,0.15,-0.68,-1.44,-1.11,0.07,0.08,0.97,0.01,-0.89,-1.42,2.26,0.38,1.51,-0.22,4.74,0.25,131.0,129.0,6.0,11.0
2019,8476312,Josh.Manson,D,811.9,5.7,105.5,970.3,-0.1788,0.0534,-0.0194,-0.0061,-2.42,0.72,-0.3,-0.08,-2.72,0.64,-0.09,0.04,-1.01,0.0,-2.76,-3.14,2.22,0.37,2.2,-1.4,5.84,0.37,0.0,0.0,18.0,11.0
2019,8474818,Jordie.Benn,D,593.9,1.0,97.6,707.6,-0.002,-0.2072,0.0108,-0.0037,-0.02,-2.05,0.11,-0.04,0.09,-2.09,-0.02,-0.06,0.3,0.0,-1.85,-1.78,2.24,0.37,1.63,-0.44,4.92,0.27,0.0,0.0,7.0,8.0
2019,8477244,Chad.Ruhwedel,D,546.0,1.2,49.6,605.3,-0.2626,0.1051,-0.0262,0.0052,-2.39,0.96,-0.24,0.05,-2.63,1.01,-0.02,-0.03,0.45,0.0,-1.03,-1.22,2.24,0.37,1.65,-0.47,4.95,0.27,0.0,0.0,6.0,8.0
2019,8478866,Dominik.Simon,F,864.6,30.7,14.4,920.5,-0.1421,0.0106,-0.1256,0.0334,-2.05,0.15,-2.3,0.48,-4.35,0.63,-0.02,0.0,0.68,-0.03,-1.27,-3.09,2.19,0.36,2.45,-1.84,6.22,0.41,15.0,23.0,5.0,8.0
2019,8470626,Loui.Eriksson,F,508.6,1.7,66.3,593.5,0.1432,-0.1058,-0.1326,0.0437,1.21,-0.9,-1.18,0.37,0.03,-0.53,-0.02,0.05,-0.74,0.0,-0.4,-1.21,2.13,0.36,1.45,-0.26,4.52,0.24,1.0,0.0,6.0,1.0
2019,8476470,Nathan.Beaulieu,D,545.8,2.7,81.6,645.2,-0.0659,-0.0736,0.0033,0.0188,-0.6,-0.67,0.03,0.17,-0.57,-0.5,-0.05,0.0,-0.39,0.0,-1.71,-1.51,2.15,0.36,1.58,-0.45,4.75,0.26,0.0,0.0,10.0,7.0
2019,8476994,Vinnie.Hinostroza,F,810.7,4.5,53.1,889.9,-0.0916,-0.0304,-0.2769,0.0286,-1.24,-0.41,-3.74,0.39,-4.98,-0.02,0.33,0.06,1.69,-0.04,0.39,-2.96,2.08,0.35,2.28,-1.67,5.83,0.38,25.0,34.0,7.0,16.0
2019,8471769,Niklas.Hjalmarsson,D,419.9,0.6,69.2,506.9,0.0786,-0.1142,-0.036,0.078,0.55,-0.8,-0.25,0.55,0.3,-0.25,-0.01,0.06,-0.93,0.0,-1.13,-0.83,2.01,0.34,1.16,0.1,3.92,0.19,0.0,0.0,7.0,1.0
2019,8479316,Luke.Kunin,F,794.7,48.7,82.7,973.0,-0.1252,0.0136,0.1821,-0.0566,-1.66,0.18,0.9,-0.75,-0.76,-0.57,-0.53,-0.13,-1.18,-0.13,-3.45,-3.3,2.07,0.34,2.31,-1.73,5.87,0.38,158.0,190.0,17.0,9.0
2019,8478401,Pavel.Zacha,F,789.5,101.3,124.2,1055.6,-0.0581,-0.3228,-0.0943,-0.0303,-0.76,-4.25,-0.56,-0.4,-1.32,-4.65,0.94,0.14,1.38,-0.31,-2.86,-3.82,2.07,0.34,2.28,-1.68,5.82,0.38,208.0,286.0,7.0,14.0
2019,8480147,Oscar.Fantenberg,D,511.1,0.7,42.2,566.0,-0.2155,-0.0463,-0.0485,0.1552,-1.84,-0.39,-0.41,1.32,-2.25,0.93,-0.01,-0.01,0.1,0.0,-2.15,-1.24,1.97,0.33,1.46,-0.43,4.37,0.24,0.0,0.0,3.0,3.0
2019,8478891,Mason.Appleton,F,459.2,4.8,41.3,513.5,-0.2252,-0.0728,-0.0178,0.0596,-1.72,-0.56,-0.14,0.46,-1.86,-0.1,-0.08,0.01,1.11,-0.02,-1.26,-0.94,1.99,0.33,1.38,-0.28,4.26,0.23,3.0,7.0,5.0,11.0
2019,8476474,Stefan.Noesen,F,428.7,26.1,0.3,461.8,-0.1453,0.13,-0.0898,-0.0061,-1.04,0.93,0.15,-0.04,-0.89,0.89,-0.2,-0.0,-0.43,-0.02,-0.76,-0.65,1.99,0.33,1.27,-0.1,4.08,0.21,6.0,10.0,11.0,8.0
2019,8474567,Zach.Bogosian,D,384.2,2.6,55.0,449.6,0.0733,-0.1052,-0.007,0.0352,0.47,-0.67,-0.04,0.23,0.43,-0.44,-0.04,0.07,-0.6,0.0,-0.77,-0.58,1.98,0.33,1.07,0.22,3.74,0.18,0.0,0.0,6.0,2.0
2019,8476457,Adam.Larsson,D,856.3,1.4,72.9,965.1,-0.0334,-0.0042,-0.1152,-0.0083,-0.48,-0.06,-1.64,-0.12,-2.12,-0.18,-0.02,0.09,-1.18,0.0,-1.65,-3.41,1.99,0.33,2.29,-1.78,5.76,0.38,0.0,0.0,11.0,3.0
2019,8471735,Keith.Yandle,D,1039.3,239.4,4.5,1341.9,0.0088,-0.1665,-0.0366,-0.044,0.15,-2.88,-0.75,-0.76,-0.6,-3.64,-0.44,0.0,-0.77,-0.0,-3.94,-5.45,1.99,0.33,2.78,-2.58,6.56,0.46,0.0,1.0,10.0,4.0
2019,8476906,Shayne.Gostisbehere,D,636.2,102.4,3.5,768.3,-0.0867,-0.1099,-0.0187,0.0435,-0.92,-1.17,-0.29,0.46,-1.21,-0.71,-1.32,-0.0,0.82,0.0,-2.59,-2.42,1.89,0.32,1.76,-1.01,4.79,0.29,0.0,0.0,10.0,14.0
2019,8478839,Aleksi.Saarela,F,103.1,2.8,0.0,110.2,0.7276,-0.2875,0.113,0.0037,1.25,-0.49,0.16,0.01,1.41,-0.48,0.35,0.0,0.02,-0.02,1.11,1.28,1.89,0.32,0.34,1.33,2.45,0.06,6.0,10.0,0.0,0.0
2019,8477963,Jayce.Hawryluk,F,281.8,3.8,0.4,288.0,0.1778,0.065,-0.0112,-0.0538,0.84,0.31,-0.07,-0.25,0.77,0.06,-0.06,0.0,-0.46,-0.02,0.61,0.29,1.95,0.32,0.84,0.57,3.33,0.14,3.0,8.0,8.0,5.0
2019,8470607,Brent.Seabrook,D,502.8,17.7,47.4,581.1,-0.0032,-0.2611,-0.0116,0.118,-0.03,-2.19,0.11,0.99,0.08,-1.2,0.06,0.01,-0.4,0.0,-2.55,-1.45,1.84,0.31,1.38,-0.43,4.11,0.23,0.0,0.0,4.0,1.0
2019,8477073,Kurtis.MacDermid,D,557.9,0.2,49.3,615.6,-0.0002,-0.1225,0.0799,0.0154,-0.0,-1.14,0.74,0.14,0.74,-1.0,-0.0,0.0,-1.42,0.0,-2.56,-1.68,1.84,0.31,1.71,-0.97,4.65,0.28,0.0,0.0,16.0,7.0
2019,8474056,P.K..Subban,D,1176.4,151.6,106.4,1503.0,0.1442,-0.2216,0.1132,-0.0775,2.83,-4.34,1.27,-1.52,4.1,-5.86,-2.39,0.11,-2.44,0.0,-6.23,-6.48,1.84,0.31,3.22,-3.46,7.14,0.54,0.0,0.0,28.0,12.0
2019,8470755,Brad.Richardson,F,633.9,1.6,141.6,804.6,-0.1272,-0.0286,-0.2464,0.1504,-1.34,-0.3,-2.6,1.59,-3.94,1.29,-0.03,0.04,-0.36,0.26,-1.73,-2.74,1.77,0.3,1.81,-1.21,4.75,0.3,296.0,232.0,10.0,7.0
2019,8480901,Karson.Kuhlman,F,292.4,2.2,16.8,313.3,0.0906,0.2185,-0.5894,0.1034,0.44,1.06,-2.06,0.5,-1.62,1.56,0.2,-0.01,-0.11,-0.01,1.57,0.01,1.82,0.3,0.89,0.36,3.28,0.15,1.0,3.0,5.0,4.0
2019,8476368,Fredrik.Claesson,D,67.3,0.0,4.1,72.4,1.1196,0.0872,-0.0332,0.0776,1.26,0.1,-0.04,0.09,1.22,0.19,-0.0,-0.0,0.01,0.0,1.37,1.42,1.83,0.3,0.23,1.45,2.21,0.04,0.0,0.0,0.0,0.0
2019,8478400,Colin.White,F,791.5,128.5,1.3,954.1,0.1618,-0.0966,-0.1528,-0.0271,2.13,-1.27,-2.58,-0.36,-0.45,-1.63,-0.87,0.0,-0.5,-0.1,-0.61,-3.55,1.79,0.3,2.22,-1.86,5.44,0.37,230.0,254.0,16.0,12.0
2019,8476924,Martin.Frk,F,204.1,24.8,0.0,235.2,0.1819,-0.308,0.1991,-0.0251,0.62,-1.05,1.19,-0.09,1.81,-1.14,-0.12,0.0,-0.13,0.0,-0.68,0.42,1.75,0.29,0.63,0.71,2.79,0.1,0.0,0.0,2.0,1.0
2019,8473453,Trevor.Lewis,F,609.3,3.3,46.8,666.8,0.0916,0.0464,-0.3478,-0.0512,0.93,0.47,-3.54,-0.52,-2.61,-0.05,-0.05,0.03,0.63,-0.11,1.9,-2.16,1.67,0.28,1.79,-1.27,4.61,0.3,36.0,64.0,8.0,11.0
2019,8477508,Curtis.Lazar,F,374.0,0.8,65.5,449.1,-0.18,0.0705,-0.132,0.0168,-1.12,0.44,-0.82,0.1,-1.94,0.54,-0.01,-0.1,0.59,0.06,-0.14,-0.86,1.69,0.28,1.16,-0.22,3.6,0.19,142.0,126.0,3.0,6.0
2019,8476285,Matthew.Peca,F,137.1,0.4,8.1,146.2,0.4404,-0.0851,-0.1137,-0.0053,1.01,-0.19,-0.26,-0.01,0.75,-0.2,-0.01,0.0,0.2,0.04,1.05,0.78,1.62,0.27,0.42,0.93,2.31,0.07,42.0,33.0,0.0,1.0
2019,8479944,Zachary.Aston.Reese,F,694.2,28.3,84.1,820.6,-0.2842,0.3987,-0.3298,0.1701,-3.29,4.61,-5.21,1.97,-8.5,6.58,-0.2,0.03,-1.04,-0.02,0.09,-3.15,1.53,0.26,2.04,-1.83,4.89,0.34,6.0,10.0,14.0,7.0
2019,8475760,Nick.Bjugstad,F,134.8,16.0,5.1,159.0,0.2424,0.1778,-0.0613,0.165,0.54,0.4,-0.34,0.37,0.2,0.77,-0.23,-0.0,0.03,-0.08,0.66,0.69,1.59,0.26,0.4,0.93,2.25,0.07,30.0,51.0,4.0,4.0
2019,8473604,Jonathan.Toews,F,976.2,212.8,127.4,1382.2,0.3114,-0.3091,0.0629,-0.0577,5.07,-5.03,-3.09,-0.94,1.98,-5.97,-1.19,-0.08,-1.28,0.44,-2.07,-6.1,1.54,0.26,2.66,-2.84,5.92,0.44,536.0,425.0,23.0,14.0
2019,8476329,Travis.Boyd,F,254.0,20.8,6.0,282.9,-0.2037,0.1156,0.1146,0.0218,-0.86,0.49,0.38,0.09,-0.48,0.58,-0.33,-0.01,0.22,-0.04,-0.53,-0.06,1.57,0.26,0.76,0.32,2.82,0.13,48.0,59.0,1.0,2.0
2019,8476480,Vladislav.Namestnikov,F,748.9,93.0,112.0,979.2,-0.0452,-0.1326,-0.0579,-0.0511,-0.56,-1.66,0.41,-0.64,-0.15,-2.3,-0.61,0.26,-1.18,-0.02,-3.77,-4.0,1.53,0.26,2.12,-1.96,5.02,0.35,15.0,19.0,20.0,12.0
2019,8476960,Andreas.Athanasiou,F,721.6,100.4,1.0,871.7,-0.0402,-0.2478,-0.1878,0.0572,-0.48,-2.98,-1.86,0.69,-2.34,-2.29,0.61,-0.0,0.84,-0.05,-2.06,-3.23,1.54,0.26,2.03,-1.8,4.88,0.34,35.0,48.0,12.0,16.0
2019,8476440,Markus.Granlund,F,316.2,1.9,36.6,364.4,-0.1808,0.1546,-0.0433,0.0463,-0.95,0.81,-0.29,0.24,-1.24,1.05,-0.02,-0.04,-0.27,-0.02,-0.49,-0.54,1.52,0.25,0.91,0.02,3.02,0.15,25.0,29.0,7.0,5.0
2019,8480965,Antti.Suomela,F,186.2,1.0,5.2,193.3,0.1613,0.023,-0.1143,0.0354,0.5,0.07,-0.35,0.11,0.15,0.18,-0.02,0.0,0.04,0.03,0.62,0.38,1.5,0.25,0.57,0.56,2.44,0.09,50.0,42.0,2.0,2.0
2019,8474040,Sam.Gagner,F,504.1,36.9,0.6,554.7,0.1366,-0.1018,-0.2133,-0.0272,1.15,-0.86,-2.0,-0.23,-0.85,-1.09,0.21,-0.0,0.1,-0.02,0.58,-1.65,1.49,0.25,1.5,-0.98,3.96,0.25,38.0,42.0,6.0,6.0
2019,8477850,Christian.Folin,D,218.0,0.1,9.4,230.8,0.0921,0.0724,0.0558,0.011,0.33,0.26,0.2,0.04,0.53,0.3,-0.0,0.0,-0.64,0.0,-0.05,0.19,1.51,0.25,0.64,0.46,2.56,0.11,0.0,0.0,5.0,1.0
2019,8478425,Brendan.Guhle,D,473.5,2.8,22.0,512.2,-0.302,-0.0851,0.2261,0.0241,-2.38,-0.67,1.78,0.19,-0.6,-0.48,-0.05,0.0,-0.25,0.0,-3.35,-1.38,1.51,0.25,1.45,-0.88,3.9,0.24,0.0,0.0,5.0,3.0
2019,8481186,Logan.O'Connor,F,128.8,1.4,3.8,134.9,0.0748,0.1006,-0.0258,0.1316,0.16,0.22,-0.11,0.28,0.05,0.5,-0.01,-0.0,0.19,-0.0,0.56,0.73,1.51,0.25,0.41,0.84,2.18,0.07,0.0,1.0,1.0,2.0
2019,8476913,Devin.Shore,F,492.1,19.1,5.6,526.7,-0.1788,-0.1015,0.0765,0.0216,-1.47,-0.83,0.43,0.18,-1.04,-0.65,0.12,-0.0,0.1,-0.04,-2.12,-1.51,1.49,0.25,1.4,-0.81,3.79,0.23,43.0,53.0,4.0,4.0
2019,8475179,Dmitry.Kulikov,D,920.8,5.9,67.3,1021.2,-0.1246,-0.1419,-0.0073,0.1226,-1.91,-2.18,-0.13,1.88,-2.04,-0.3,-0.1,-0.22,-1.68,0.0,-6.09,-4.34,1.43,0.24,2.6,-2.85,5.71,0.43,0.0,0.0,16.0,5.0
2019,8478136,Jacob.Middleton,D,98.3,0.0,7.4,107.7,0.6997,0.0291,-0.0519,0.013,1.15,0.05,-0.09,0.02,1.06,0.07,-0.0,0.0,-0.32,0.0,0.88,0.81,1.42,0.24,0.32,0.89,1.95,0.05,0.0,0.0,4.0,2.0
2019,8478488,Filip.Chlapik,F,267.5,2.7,0.3,271.4,-0.0624,0.1464,0.0435,-0.0058,-0.28,0.65,0.16,-0.03,-0.12,0.62,-0.04,0.0,-0.63,-0.03,-0.33,-0.2,1.37,0.23,0.83,0.0,2.74,0.14,12.0,19.0,5.0,1.0
2019,8478432,Christian.Fischer,F,604.0,5.6,0.1,617.4,-0.0755,0.033,-0.3115,0.0767,-0.76,0.33,-3.18,0.77,-3.94,1.1,-0.09,-0.0,0.79,-0.02,0.25,-2.16,1.38,0.23,1.74,-1.48,4.24,0.29,3.0,8.0,8.0,12.0
2019,8477986,Brandon.Montour,D,924.8,34.5,60.2,1051.3,-0.2004,-0.097,0.0779,0.0516,-3.09,-1.5,1.01,0.8,-2.08,-0.7,-0.55,-0.04,-1.17,0.0,-6.35,-4.54,1.37,0.23,2.49,-2.73,5.47,0.42,0.0,0.0,14.0,6.0
2019,8476925,Colton.Sissons,F,646.6,10.8,131.1,814.8,-0.6597,0.1554,0.2405,0.0533,-7.11,1.67,2.58,0.57,-4.53,2.24,-0.18,-0.16,-0.7,0.08,-6.4,-3.25,1.32,0.22,1.82,-1.67,4.31,0.3,206.0,186.0,10.0,5.0
2019,8476952,Dominic.Toninato,F,465.3,4.8,19.0,501.1,-0.0676,-0.017,-0.091,0.0508,-0.52,-0.13,-0.73,0.39,-1.25,0.26,-0.08,-0.01,-0.42,-0.05,-1.21,-1.55,1.29,0.22,1.44,-1.08,3.66,0.24,118.0,130.0,10.0,7.0
2019,8477497,Sean.Monahan,F,1001.2,188.9,2.0,1263.1,0.0416,-0.1552,-0.1796,-0.156,0.69,-2.59,-2.22,-2.6,-1.53,-5.19,0.63,-0.0,0.4,0.11,-0.76,-5.58,1.34,0.22,2.77,-3.22,5.9,0.46,417.0,390.0,11.0,12.0
2019,8473544,Derick.Brassard,F,775.1,106.9,2.7,905.1,-0.3291,0.0247,0.0022,0.0344,-4.25,0.32,0.63,0.44,-3.62,0.76,-0.74,0.0,-0.34,0.13,-4.88,-3.81,1.32,0.22,2.18,-2.27,4.91,0.36,179.0,147.0,8.0,5.0
2019,8479336,Carl.Grundstrom,F,155.2,5.7,0.2,165.9,0.3415,0.0234,-0.2068,0.0649,0.88,0.06,-0.53,0.17,0.35,0.23,-0.1,-0.0,-0.14,0.0,0.7,0.34,1.27,0.21,0.48,0.48,2.06,0.08,0.0,0.0,4.0,3.0
2019,8480073,Erik.Brannstrom,D,393.8,43.4,5.1,459.4,0.0947,-0.0926,-0.1606,0.1033,0.62,-0.61,-1.48,0.68,-0.86,0.07,-0.25,0.0,-0.26,0.0,-0.5,-1.3,1.27,0.21,1.22,-0.74,3.28,0.2,0.0,0.0,8.0,6.0
2019,8473991,Karl.Alzner,D,52.4,0.0,2.6,56.2,0.582,0.3413,-0.0393,0.1233,0.51,0.3,-0.03,0.11,0.48,0.41,-0.0,0.0,0.01,0.0,0.82,0.9,1.22,0.2,0.19,0.91,1.53,0.03,0.0,0.0,0.0,0.0
2019,8476807,Matt.Tennyson,D,240.4,0.1,1.2,243.2,0.0194,0.0128,-0.0186,-0.0432,0.08,0.05,-0.07,-0.17,0.01,-0.12,-0.0,0.0,-0.13,0.0,0.0,-0.24,1.16,0.19,0.75,-0.07,2.39,0.12,0.0,0.0,3.0,2.0
2019,8474000,Steven.Kampfer,D,127.1,5.0,2.0,136.0,-0.2783,0.2131,-0.0704,0.0325,-0.59,0.45,-0.16,0.07,-0.75,0.52,0.32,-0.0,0.2,0.0,0.38,0.29,1.07,0.18,0.39,0.43,1.71,0.06,0.0,0.0,1.0,2.0
2019,8474584,Michael.Del.Zotto,D,777.0,36.8,63.4,911.5,-0.167,-0.062,0.0142,-0.0646,-2.16,-0.8,-0.11,-0.84,-2.27,-1.64,-0.57,-0.05,0.51,0.0,-3.07,-4.02,1.07,0.18,2.26,-2.65,4.79,0.38,0.0,0.0,7.0,9.0
2019,8477337,John.Gilmour,D,61.8,0.0,5.2,68.0,0.5047,0.205,-0.0532,0.0089,0.52,0.21,-0.05,0.01,0.47,0.22,-0.0,0.0,0.01,0.0,0.74,0.7,1.09,0.18,0.22,0.73,1.45,0.04,0.0,0.0,0.0,0.0
2019,8476917,Adam.Pelech,D,663.9,2.1,100.2,801.9,-0.3048,0.094,-0.0531,0.0506,-3.37,1.04,-0.59,0.56,-3.96,1.6,-0.04,-0.09,-0.87,0.0,-3.33,-3.36,1.08,0.18,1.8,-1.88,4.04,0.3,0.0,0.0,10.0,4.0
2019,8479372,Josh.Mahura,D,195.3,17.2,6.6,223.8,-0.0133,0.0439,-0.0246,0.0913,-0.04,0.14,-0.16,0.3,-0.2,0.44,-0.28,0.0,-0.13,0.0,-0.31,-0.17,1.1,0.18,0.6,0.11,2.09,0.1,0.0,0.0,1.0,0.0
2019,8475772,Riley.Sheahan,F,672.1,2.5,145.8,838.8,-0.2556,0.0705,-0.2294,-0.0208,-2.86,0.79,-2.57,-0.23,-5.43,0.56,-0.04,-0.02,1.17,0.05,-0.91,-3.71,1.05,0.18,1.9,-2.08,4.18,0.32,305.0,292.0,3.0,9.0
2019,8477240,Carter.Rowney,F,715.9,6.0,159.0,899.4,-0.3758,-0.0031,-0.0281,0.0555,-4.48,-0.04,-0.34,0.66,-4.82,0.62,-0.1,0.1,0.17,0.02,-4.33,-4.01,1.1,0.18,2.08,-2.32,4.52,0.35,30.0,26.0,7.0,7.0
2019,8477472,Carl.Dahlstrom,D,204.3,1.2,14.4,221.5,0.0254,-0.021,0.0021,0.0192,0.09,-0.07,-0.03,0.07,0.06,0.0,-0.01,0.0,-0.3,0.0,-0.29,-0.25,1.03,0.17,0.6,0.04,2.02,0.1,0.0,0.0,3.0,1.0
2019,8476443,Xavier.Ouellet,D,153.6,0.0,10.8,166.9,-0.0302,0.0622,-0.0746,0.0642,-0.08,0.16,-0.19,0.16,-0.27,0.32,-0.0,0.01,0.03,0.0,0.12,0.09,1.04,0.17,0.47,0.27,1.81,0.08,0.0,0.0,2.0,2.0
2019,8479351,Sam.Steel,F,831.2,107.3,19.7,999.6,-0.376,0.0388,-0.0996,0.0708,-5.21,0.54,-2.59,0.98,-7.8,1.52,1.22,-0.02,0.52,0.02,-2.93,-4.54,1.02,0.17,2.5,-3.09,5.13,0.42,315.0,309.0,9.0,11.0
2019,8475738,Jordan.Weal,F,558.6,94.2,1.5,667.1,0.0731,0.0826,-0.185,-0.02,0.68,0.77,-3.75,-0.19,-3.07,0.58,-0.4,0.0,0.12,-0.05,1.12,-2.82,0.98,0.16,1.61,-1.67,3.63,0.27,59.0,72.0,6.0,6.0
2019,8470655,David.Backes,F,184.8,6.4,2.0,193.3,-0.1809,0.3559,-0.4468,0.0441,-0.56,1.1,-0.46,0.14,-1.02,1.24,0.11,-0.0,-0.47,-0.04,0.14,-0.18,0.94,0.16,0.54,0.05,1.83,0.09,23.0,32.0,6.0,3.0
2019,8480157,Calle.Rosen,D,152.3,7.2,0.4,162.9,0.0383,-0.0441,-0.0444,0.0907,0.1,-0.11,-0.12,0.23,-0.02,0.12,-0.12,0.0,0.03,0.0,-0.1,0.01,0.94,0.16,0.48,0.15,1.73,0.08,0.0,0.0,2.0,2.0
2019,8474569,Colin.Wilson,F,91.3,14.2,0.0,113.6,0.1997,0.3569,-0.1328,0.0009,0.3,0.54,-0.27,0.0,0.03,0.54,-0.23,-0.0,0.02,0.0,0.63,0.36,0.97,0.16,0.28,0.51,1.43,0.05,3.0,3.0,0.0,0.0
2019,8479644,Matt.Luff,F,184.9,1.3,0.0,186.7,0.1928,-0.1098,-0.1963,0.0217,0.59,-0.34,-0.6,0.07,-0.01,-0.27,-0.02,0.0,0.2,-0.01,0.42,-0.11,0.97,0.16,0.56,0.05,1.89,0.09,0.0,2.0,1.0,2.0
2019,8478512,Austin.Czarnik,F,70.5,9.8,0.0,81.8,-0.8963,0.311,0.0634,-0.0069,-1.05,0.37,0.91,-0.01,-0.14,0.36,0.07,0.0,0.19,0.0,-0.42,0.48,0.95,0.16,0.23,0.57,1.33,0.04,2.0,2.0,0.0,1.0
2019,8478542,Evan.Rodrigues,F,443.6,19.9,33.1,505.6,-0.1598,-0.0248,-0.1363,-0.0575,-1.18,-0.18,-1.12,-0.43,-2.3,-0.61,0.09,-0.02,0.94,-0.06,-0.41,-1.96,0.92,0.15,1.26,-1.15,2.99,0.21,101.0,115.0,7.0,12.0
2019,8479772,Zack.MacEwen,F,156.5,1.5,0.0,161.7,-0.0824,-0.1833,0.342,0.0464,-0.21,-0.48,0.89,0.12,0.68,-0.36,-0.03,0.0,-0.31,0.0,-1.03,-0.02,0.9,0.15,0.49,0.09,1.71,0.08,1.0,1.0,7.0,5.0
2019,8478846,Christian.Wolanin,D,47.4,3.7,0.2,52.5,1.0735,-0.5645,-0.0214,0.0231,0.85,-0.45,-0.02,0.02,0.83,-0.43,-0.06,0.0,0.18,0.0,0.52,0.52,0.82,0.14,0.18,0.52,1.12,0.03,0.0,0.0,0.0,1.0
2019,8478476,Kyle.Capobianco,D,121.6,1.0,7.4,132.9,-0.016,0.0387,0.0472,-0.031,-0.03,0.08,0.1,-0.06,0.07,0.02,-0.02,0.0,0.02,0.0,0.05,0.09,0.84,0.14,0.39,0.2,1.48,0.06,0.0,0.0,1.0,1.0
2019,8478485,Zach.Senyshyn,F,33.7,0.0,0.0,33.7,0.3736,0.4208,-0.0147,0.0042,0.21,0.24,-0.01,0.0,0.2,0.24,-0.0,0.0,0.18,0.0,0.63,0.62,0.82,0.14,0.15,0.57,1.07,0.02,1.0,0.0,0.0,1.0
2019,8478870,Rudolfs.Balcers,F,156.6,25.3,0.0,183.8,0.4124,-0.0624,-0.3033,0.0996,1.08,-0.16,-1.04,0.26,0.04,0.1,-0.38,0.0,0.03,-0.01,0.56,-0.22,0.84,0.14,0.48,0.05,1.63,0.08,0.0,2.0,0.0,0.0
2019,8471794,Darren.Helm,F,801.3,2.3,108.6,932.4,-0.376,0.0283,0.0038,0.0321,-5.02,0.38,0.05,0.43,-4.97,0.81,-0.04,-0.07,-0.17,0.01,-4.91,-4.43,0.86,0.14,2.3,-2.92,4.64,0.38,13.0,10.0,12.0,10.0
2019,8470187,Johnny.Boychuk,D,943.3,2.0,121.9,1103.6,-0.2047,-0.0688,-0.145,0.0521,-3.22,-1.08,-1.64,0.82,-4.86,-0.26,0.23,0.05,-0.48,0.0,-4.5,-5.32,0.87,0.14,2.58,-3.37,5.11,0.43,1.0,0.0,7.0,3.0
2019,8477043,Christian.Djoos,D,145.2,20.2,13.4,185.7,0.0195,0.031,-0.0309,0.0504,0.05,0.08,-0.18,0.12,-0.13,0.2,-0.32,-0.0,0.03,0.0,-0.16,-0.22,0.82,0.14,0.44,0.1,1.54,0.07,0.0,0.0,0.0,0.0
2019,8478073,Anton.Lindholm,D,42.2,0.0,1.5,46.8,0.3189,0.4228,-0.0013,0.0046,0.22,0.3,-0.0,0.0,0.22,0.3,-0.0,0.0,0.01,0.0,0.53,0.53,0.78,0.13,0.17,0.5,1.06,0.03,0.0,0.0,0.0,0.0
2019,8474176,Carl.Hagelin,F,656.1,0.7,161.1,831.0,-0.0832,-0.0157,-0.2989,0.054,-0.91,-0.17,-3.27,0.59,-4.18,0.42,-0.01,0.13,-0.36,-0.0,-1.32,-4.0,0.74,0.12,1.88,-2.35,3.83,0.31,8.0,9.0,8.0,5.0
2019,8474611,Cameron.Gaunce,D,34.1,0.0,1.5,35.6,1.1829,0.1584,0.1754,0.0003,0.67,0.09,0.1,0.0,0.77,0.09,-0.0,0.0,-0.33,0.0,0.43,0.53,0.74,0.12,0.15,0.49,0.99,0.02,0.0,0.0,2.0,0.0
2019,8477573,Nathan.Walker,F,55.6,0.0,0.0,55.6,0.8425,-0.2203,0.0741,-0.0875,0.78,-0.2,0.07,-0.08,0.85,-0.28,-0.0,0.0,-0.16,0.0,0.42,0.41,0.73,0.12,0.2,0.4,1.06,0.03,1.0,0.0,2.0,1.0
2019,8479580,Dylan.Gambrell,F,507.9,32.9,46.5,597.7,-0.1396,-0.0726,-0.0085,0.1041,-1.18,-0.61,-0.44,0.88,-1.62,0.27,-0.49,-0.01,-0.74,-0.08,-3.11,-2.67,0.74,0.12,1.56,-1.83,3.31,0.26,143.0,162.0,7.0,2.0
2019,8479320,Maxime.Lajoie,D,45.2,0.6,0.0,46.9,-0.0852,0.4502,-0.0246,0.0342,-0.06,0.34,-0.02,0.03,-0.08,0.37,-0.01,-0.0,0.18,0.0,0.45,0.46,0.73,0.12,0.17,0.45,1.01,0.03,0.0,0.0,0.0,1.0
2019,8475169,Evander.Kane,F,938.5,165.1,85.4,1248.4,0.1574,-0.1646,-0.3178,-0.1367,2.46,-2.57,-4.0,-2.14,-1.54,-4.71,2.6,0.22,-2.83,0.01,-0.11,-6.25,0.65,0.11,2.55,-3.54,4.84,0.42,54.0,52.0,34.0,16.0
2019,8476885,Jacob.Trouba,D,1238.8,116.1,162.4,1578.4,-0.1804,-0.067,-0.1539,0.0461,-3.72,-1.38,-2.42,0.95,-6.14,-0.43,-0.93,-0.11,-0.56,0.0,-6.7,-8.17,0.63,0.1,3.31,-4.81,6.07,0.55,0.0,0.0,21.0,16.0
