season,player_id,player_name,position,toi_5v5,toi_pp,toi_pk,toi_all,xEV_O,xEV_D,FINISH_O,FINISH_D,xEV_O_GAR,xEV_D_GAR,FINISH_O_GAR,FINISH_D_GAR,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,PEN_GAR,FO_GAR,xGAR,GAR_above_avg,GAR,WAR,GAR_se,GAR_lo90,GAR_hi90,WAR_se,fo_won,fo_lost,pen_taken,pen_drawn
2015,8476474,Stefan.Noesen,F,6.6,1.8,0.5,10.0,-1.7804,0.2013,-0.0139,0.0324,-0.2,0.02,-0.0,0.0,-0.2,0.02,-0.03,-0.0,0.17,0.0,-0.04,-0.04,0.01,0.0,0.11,-0.17,0.19,0.02,0.0,0.0,0.0,1.0
2015,8464956,Chris.Phillips,D,,,,0.0,0.0114,-0.0037,-0.0004,0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470666,Daniel.Carcillo,F,,,,0.0,0.008,-0.0035,0.0004,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471840,Brett.Sutter,F,,,,0.0,0.0111,-0.0101,0.0005,-0.0015,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476549,Daniil.Tarasov,F,,,,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8469542,Stephane.Veilleux,F,,,,0.0,-0.0073,-0.0036,-0.0004,-0.0006,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476363,Brian.Ferlin,F,,,,0.0,-0.0,0.0,-0.0001,0.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8469457,Stephen.Weiss,F,,,,0.0,0.0077,-0.0038,0.0011,0.0011,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475917,Jason.Akeson,F,,,,0.0,-0.0168,-0.0098,-0.0008,-0.0008,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8477913,David.Wolf,F,,,,0.0,0.0001,0.0,-0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476536,Colin.Smith,F,,,,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8467977,Brian.McGrattan,F,,,,0.0,0.0041,-0.0103,0.0,-0.0014,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476214,Brandon.DeFazio,F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474135,Brett.Bellemore,D,,,,0.0,0.0135,0.0102,-0.003,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474137,Drayson.Bowman,F,,,,0.0,0.0173,-0.004,0.0006,-0.0006,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470189,David.Van.Der.Gulik,F,,,,0.0,0.0084,0.0077,0.0003,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474603,Eric.O'Dell,F,,,,0.0,-0.0072,0.0045,-0.0004,0.0007,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470065,Ryan.Craig,F,,,,0.0,0.0024,0.0009,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8472365,Bobby.Robins,?,,,,0.0,0.0,0.0,-0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476799,Cameron.Schilling,D,,,,0.0,-0.0001,0.0,0.0003,-0.0003,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476162,Steve.Oleksy,D,,,,0.0,0.0123,0.0126,0.0006,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471299,Peter.Regin,F,,,,0.0,0.0101,0.0035,0.0003,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470798,Dylan.Reese,D,,,,0.0,0.0124,-0.001,0.0005,-0.0003,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475723,Petr.Straka,F,,,,0.0,-0.0,0.0,0.0,-0.0001,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476482,Nicklas.Jensen,F,,,,0.0,0.0087,-0.0022,0.0001,-0.0006,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475896,Brendan.Ranford,F,,,,0.0,-0.0001,0.0,-0.0001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474535,Chris.Mueller,F,,,,0.0,0.0051,0.003,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474576,Zach.Boychuk,F,,,,0.0,0.0095,-0.008,-0.0003,0.0001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470839,Shane.O'Brien,D,,,,0.0,0.0059,-0.0061,0.0001,-0.0012,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8466378,Martin.St..Louis,F,,,,0.0,0.0467,-0.0034,0.0092,0.0018,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8477410,Bogdan.Yakimov,F,,,,0.0,0.0,0.0,-0.0001,-0.0001,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476868,Henrik.Samuelsson,F,,,,0.0,-0.0001,0.0,-0.0002,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8477227,Eriah.Hayes,F,,,,0.0,0.0107,0.0237,0.0003,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474609,Luke.Adam,F,,,,0.0,0.0149,-0.0118,0.0005,-0.0017,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475734,Curtis.Hamilton,?,,,,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476179,Will.Acton,F,,,,0.0,-0.0108,0.0071,-0.0004,0.0009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470662,Colin.Fraser,F,,,,0.0,-0.0043,0.0026,-0.0002,0.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8466142,Eric.Brewer,D,,,,0.0,0.0082,-0.0007,0.0015,-0.0048,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476227,Joe.Whitney,F,,,,0.0,-0.0,0.0,0.0002,-0.0003,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471388,Patrick.Kaleta,F,,,,0.0,-0.0059,0.0074,-0.0009,0.0021,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474192,Matt.Frattin,F,,,,0.0,0.0154,-0.0041,0.0003,-0.0002,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475342,Oliver.Lauridsen,D,,,,0.0,0.0092,0.0096,0.0003,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8462196,Stephane.Robidas,D,,,,0.0,0.0241,-0.0062,-0.0017,0.0159,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475567,Julien.Brouillette,D,,,,0.0,-0.0002,-0.0128,0.0,-0.0018,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474095,Dana.Tyrell,F,,,,0.0,-0.0016,0.0014,-0.0001,0.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8468778,,F,,,,0.0,-0.0196,-0.0096,-0.0007,-0.0014,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470867,Troy.Bodie,F,,,,0.0,0.0062,-0.0062,0.0002,-0.0008,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476339,Dominik.Uher,?,,,,0.0,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8469476,Tim.Gleason,D,,,,0.0,0.0029,0.0006,-0.0125,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475619,Aaron.Volpatti,F,,,,0.0,-0.0173,-0.0038,-0.0007,-0.0005,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475162,Mat.Clark,D,,,,0.0,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476344,Tyler.Graovac,F,23.2,0.0,0.0,23.2,-0.6159,0.2969,-0.0201,0.0153,-0.24,0.11,-0.01,0.01,-0.25,0.12,-0.0,0.0,0.0,0.03,-0.1,-0.1,0.03,0.0,0.13,-0.18,0.24,0.02,13.0,6.0,0.0,0.0
2015,8474184,Keaton.Ellerby,D,,,,0.0,0.0063,0.0033,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8477214,Conor.Allen,D,,,,0.0,0.0001,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475243,Ryan.Bourque,F,,,,0.0,-0.0001,0.0,0.0,-0.0001,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476397,Keegan.Lowe,D,,,,0.0,0.0007,0.0,-0.0001,-0.0003,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8473921,Joe.Piskula,D,,,,0.0,0.0,0.0,-0.0001,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8473647,Frédéric.St.Denis,D,,,,0.0,0.0058,0.0026,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475780,Chris.Wagner,F,365.9,1.0,22.3,393.7,-0.5075,0.1624,-0.0575,0.0262,-3.09,0.99,-0.35,0.16,-3.44,1.15,-0.02,0.01,-0.1,0.11,-2.1,-2.29,-0.03,-0.0,1.13,-1.89,1.83,0.19,142.0,115.0,6.0,5.0
2015,8471636,Tim.Sestito,F,,,,0.0,-0.0159,0.0009,-0.0006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475996,Brendan.Shinnimin,F,,,,0.0,-0.0165,-0.0094,-0.0009,-0.0009,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474164,Jonathon.Blum,D,,,,0.0,0.0096,0.0062,0.0002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474793,Justin.Hodgman,F,,,,0.0,-0.0002,0.0,-0.0002,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475159,Carl.Klingberg,F,,,,0.0,0.0001,0.0,0.0,-0.0001,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471326,Patrick.Bordeleau,F,,,,0.0,-0.0101,-0.0221,-0.0004,-0.0032,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8468518,Tomas.Kopecky,F,,,,0.0,0.0114,-0.0065,-0.0022,-0.0032,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475309,Jerry.D'Amigo,F,,,,0.0,-0.0111,-0.0104,-0.0006,-0.0018,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475729,Mark.Alt,D,,,,0.0,0.0046,-0.0006,-0.0016,0.0044,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475826,Justin.Shugg,F,,,,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471682,Devin.Setoguchi,F,,,,0.0,0.0159,-0.0021,-0.0035,-0.0048,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8458951,Sergei.Gonchar,D,,,,0.0,0.029,-0.0077,-0.0012,0.0087,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470054,Keith.Ballard,D,,,,0.0,0.0086,0.0017,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475254,Gabriel.Dumont,F,,,,0.0,-0.0084,0.0032,-0.0064,0.0136,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474659,Matt.Donovan,D,,,,0.0,0.0244,0.0042,0.001,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475266,Tomas.Vincour,F,,,,0.0,0.0058,0.0009,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475203,Jesse.Blacker,?,,,,0.0,0.0001,0.0,0.0,-0.0003,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471718,Marc.Andre.Cliche,F,,,,0.0,-0.0083,-0.007,-0.0018,0.004,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8470222,James.Wisniewski,D,0.8,0.0,0.0,0.8,-1.9895,0.9339,-0.0018,-0.0083,-0.03,0.01,-0.0,-0.0,-0.03,0.01,-0.0,0.0,0.0,0.0,-0.02,-0.02,-0.02,-0.0,0.11,-0.2,0.16,0.02,0.0,0.0,0.0,0.0
2015,8473700,Ryan.Wilson,D,,,,0.0,0.0163,-0.0038,0.0005,-0.0009,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475733,Max.Reinhart,F,,,,0.0,0.0177,-0.0186,0.0006,-0.003,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8469485,Derek.Roy,F,,,,0.0,0.0393,0.0019,-0.0016,-0.0016,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8469622,Ryane.Clowe,F,,,,0.0,0.0256,-0.0008,0.001,0.0001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8466149,Daniel.Cleary,F,,,,0.0,0.018,-0.0072,0.0005,-0.0013,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471767,Blair.Jones,F,,,,0.0,0.008,0.0081,0.0002,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8476426,David.Musil,D,,,,0.0,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471241,Mark.Fistric,D,,,,0.0,0.0005,0.0102,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8467988,Ryan.Malone,F,,,,0.0,0.026,-0.0035,0.0009,-0.001,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8473514,Jesse.Joensuu,F,,,,0.0,0.0026,0.0092,-0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8468482,Dany.Heatley,F,,,,0.0,0.0344,-0.0062,0.0012,-0.0013,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475182,David.Rundblad,D,108.1,18.3,0.2,129.4,-0.026,-0.0634,-0.047,0.0327,-0.05,-0.11,-0.2,0.06,-0.25,-0.05,-0.29,0.0,-0.15,0.0,-0.6,-0.74,-0.01,-0.0,0.33,-0.55,0.53,0.06,0.0,0.0,3.0,2.0
2015,8474610,Zac.Dalpe,F,16.1,0.6,0.6,20.5,-0.7227,0.1195,0.1991,-0.0333,-0.19,0.03,0.05,-0.01,-0.14,0.02,-0.01,0.0,0.0,0.02,-0.15,-0.11,-0.01,-0.0,0.12,-0.21,0.19,0.02,11.0,5.0,0.0,0.0
2015,8476195,Cory.Conacher,F,,,,0.0,0.0161,-0.0063,-0.0036,-0.0007,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8467344,Robyn.Regehr,D,,,,0.0,-0.002,-0.0078,0.0005,0.0094,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8472424,Ryan.Hamilton,F,,,,0.0,-0.0062,-0.0016,-0.0008,-0.0001,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475154,Carter.Ashton,F,,,,0.0,0.0078,-0.0159,0.0002,-0.0026,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8475295,Brandon.Kozun,F,,,,0.0,-0.0215,-0.0043,-0.0009,-0.0007,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474001,TJ.Galiardi,F,,,,0.0,0.0055,0.0035,-0.0012,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8471748,Mark.Fraser,D,,,,0.0,-0.0019,0.0019,-0.0009,0.0016,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
2015,8474594,Slava.Voynov,D,,,,0.0,0.0218,-0.0103,0.0006,-0.001,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.18,0.18,0.02,0.0,0.0,0.0,0.0
