player_id,player_name,position,season,GP,toi_min,daily_GP,age,curr_O,curr_D,curr_O_se,curr_D_se,prior_O,prior_D,prior_O_se,prior_D_se,cf_O,cf_D,cf_total,cf_O_se,cf_D_se,data_weight_O,data_weight_D,retain_O,retain_D,composite_O,composite_D,PV_O,PV_D,IV_O,IV_D,GV_O,GV_D,OOI_O,OOI_D,RAPM_O,RAPM_D,PP_rate,PK_rate,sit_pk,sit_pp,sit_5v5,EV_O_GAR,EV_D_GAR,PP_GAR,PK_GAR,GAR_O,GAR_D,WAR_O,WAR_D,WAR,WAR_82
8478477,Mitchell Stephens,C,2021,27,259.2,27,25.0,-0.0939,-0.0732,0.527,0.2635,-0.0741,0.0844,0.372,0.1834,-0.0807,0.033,-0.0477,0.3039,0.1505,0.333,0.326,0.741,0.869,-0.0939,-0.0732,-0.1767,-0.0696,-1.3804,1.2044,-1.1446,-0.1364,-0.6103,0.7234,-0.1309,-0.5189,0.0,0.0,37.7,0.1,259.2,-0.35,0.14,0.0,0.0,-0.35,0.14,0.16,0.15,0.31,0.94
8480289,Morgan Barron,C,2021,27,258.0,27,24.0,-0.1696,0.3337,0.5283,0.2641,0.0,0.0,0.4,0.2,-0.0618,0.1216,0.0598,0.3189,0.1594,0.364,0.364,0.745,0.869,-0.1696,0.3337,-0.1564,0.0791,-1.5522,1.8694,-1.2037,0.12,-1.4119,2.0715,0.3506,-0.0386,0.0,0.0,1.1,0.6,258.0,-0.27,0.52,0.0,0.0,-0.27,0.52,0.14,0.2,0.34,1.03
8480028,Morgan Frost,C,2021,54,642.4,54,23.0,0.0474,-0.2896,0.3348,0.1674,0.152,-0.1219,0.4182,0.2019,0.0882,-0.2213,-0.1331,0.2613,0.1289,0.609,0.593,0.75,0.868,0.0474,-0.2896,0.0123,-0.0795,-1.2869,0.7815,-0.5753,-0.1206,-0.739,-0.0953,-0.1489,0.2026,-0.1939,0.0,3.4,99.0,643.6,0.95,-2.37,-0.32,0.0,0.63,-2.37,0.65,-0.07,0.58,0.88
8479987,Morgan Geekie,C,2021,73,803.8,73,24.0,0.0277,-0.222,0.2993,0.1496,0.0174,0.0049,0.3729,0.1852,0.0237,-0.1323,-0.1087,0.2334,0.1164,0.608,0.605,0.745,0.869,0.0277,-0.222,-0.0023,-0.0111,-1.3118,0.8483,-0.4812,0.0249,-0.7163,-0.0397,-0.118,-0.2857,-0.0315,0.0,4.9,95.3,803.8,0.32,-1.77,-0.05,0.0,0.27,-1.77,0.7,0.1,0.8,0.9
8476853,Morgan Rielly,D,2021,82,1502.6,82,28.0,0.6327,-0.2861,0.2189,0.1094,0.2512,-0.1943,0.2757,0.1064,0.4852,-0.2389,0.2463,0.1714,0.0763,0.613,0.486,0.729,0.871,0.6327,-0.2861,0.4712,-0.0979,0.7609,-0.4699,0.933,-0.1228,3.3851,-2.4735,-0.0516,-0.2747,0.1228,0.0137,131.1,224.8,1502.6,12.15,-5.98,0.46,0.03,12.61,-5.95,2.77,-0.44,2.33,2.33
8481542,Moritz Seider,D,2021,82,1428.4,82,21.0,0.0897,0.0205,0.2245,0.1123,0.0,0.0,0.4,0.2,0.0682,0.0156,0.0838,0.1958,0.0979,0.76,0.76,0.759,0.868,0.0897,0.0205,0.1175,-0.0374,0.0287,0.0829,0.2205,-0.0794,1.807,-1.5903,0.2814,0.3004,0.0,0.0,148.3,217.5,1428.4,1.62,0.37,0.0,0.0,1.62,0.37,0.92,0.59,1.51,1.51
8477220,Nate Schmidt,D,2021,77,1322.7,77,31.0,-0.0434,-0.1645,0.2333,0.1167,0.0586,-0.0456,0.2172,0.0995,0.0113,-0.0956,-0.0844,0.159,0.0757,0.464,0.421,0.718,0.874,-0.0434,-0.1645,0.0031,-0.0441,-0.1232,-0.2805,-0.1431,-0.0416,1.7026,-2.2132,-0.2544,0.1178,0.1039,0.0248,48.4,127.0,1322.7,0.25,-2.11,0.22,0.02,0.47,-2.09,0.62,0.09,0.71,0.76
8470775,Nate Thompson,C,2021,33,315.3,33,38.0,-0.9305,0.3724,0.4779,0.2389,-0.2738,0.1707,0.3905,0.1425,-0.5367,0.2236,-0.3131,0.3024,0.1224,0.4,0.262,0.695,0.883,-0.9305,0.3724,-0.6587,0.0427,-2.5716,1.9833,-0.6562,0.0039,-2.5927,1.9974,-0.2513,0.1507,0.0,0.0174,68.9,2.7,315.3,-2.82,1.18,0.0,0.02,-2.82,1.2,-0.19,0.37,0.18,0.45
8479414,Nathan Bastian,R,2021,72,695.9,72,27.0,-0.5378,0.686,0.3217,0.1608,-0.1812,0.3195,0.3719,0.1837,-0.3852,0.527,0.1418,0.2433,0.121,0.572,0.566,0.733,0.87,-0.5378,0.686,-0.3738,0.0744,-2.0712,2.5787,-0.2801,0.0233,-1.9032,3.1712,0.2558,0.4131,0.0636,-0.0361,16.6,113.2,695.9,-4.47,6.11,0.12,-0.01,-4.35,6.1,-0.13,1.38,1.25,1.42
8476470,Nathan Beaulieu,D,2021,24,211.8,24,30.0,-0.3723,0.0621,0.583,0.2915,-0.033,0.0354,0.2543,0.1223,-0.0872,0.0394,-0.0478,0.2331,0.1128,0.16,0.15,0.721,0.873,-0.3723,0.0621,-0.2246,-0.0354,-0.5532,0.1642,-0.9686,-0.0215,0.672,-0.8856,-0.2486,-0.4537,0.0,0.0,44.0,1.2,211.8,-0.31,0.14,0.0,0.0,-0.31,0.14,0.04,0.1,0.14,0.48
8477492,Nathan MacKinnon,C,2021,64,1055.3,64,27.0,1.3085,-0.4353,0.2612,0.1306,0.9157,-0.2505,0.4638,0.1224,1.2139,-0.3369,0.877,0.2276,0.0893,0.759,0.468,0.733,0.87,1.3085,-0.4353,0.9244,-0.1195,0.3231,0.5301,1.6199,-0.161,2.2174,-0.3853,0.1426,-0.2256,0.4847,0.0,4.4,225.3,1056.3,21.37,-5.93,1.82,0.0,23.19,-5.93,4.8,-0.43,4.37,5.6
8477573,Nathan Walker,L,2021,30,340.1,30,28.0,0.3811,0.3082,0.4601,0.2301,0.0,0.0,0.4,0.2,0.164,0.1327,0.2967,0.3019,0.1509,0.43,0.43,0.729,0.871,0.3811,0.3082,0.2769,0.1128,-0.8842,1.7847,0.0977,0.2016,-0.1644,2.0384,0.1713,0.1525,0.0,0.0,1.0,0.2,340.1,0.93,0.75,0.0,0.0,0.93,0.75,0.4,0.27,0.67,1.83
8475172,Nazem Kadri,C,2021,71,983.6,71,32.0,1.2079,-0.2701,0.2706,0.1353,0.2402,-0.1363,0.3061,0.1175,0.7835,-0.1938,0.5897,0.2027,0.0887,0.561,0.43,0.714,0.875,1.2079,-0.2701,0.8138,-0.045,0.2325,0.786,1.6775,-0.0654,2.4041,-0.3379,0.0496,0.0826,0.201,0.0183,32.7,256.7,983.6,12.84,-3.18,0.86,0.01,13.7,-3.17,3.21,0.03,3.24,3.74
8480145,Neal Pionk,D,2021,77,1333.0,77,27.0,0.087,0.0137,0.2324,0.1162,-0.03,0.0461,0.2065,0.0986,0.0216,0.0325,0.0541,0.1543,0.0752,0.441,0.419,0.733,0.87,0.087,0.0137,0.1086,-0.0766,0.0322,0.1085,0.1148,-0.1206,1.8597,-1.3386,0.0878,-0.1547,0.132,-0.1021,76.4,163.6,1333.0,0.48,0.72,0.36,-0.13,0.84,0.59,0.71,0.56,1.27,1.35
8475343,Nic Dowd,C,2021,64,762.3,64,32.0,-0.2248,0.5228,0.3073,0.1537,-0.1442,0.2164,0.2947,0.1415,-0.1828,0.357,0.1742,0.2127,0.1041,0.479,0.459,0.714,0.875,-0.2248,0.5228,-0.2116,0.1832,-1.6074,2.1435,-0.1118,0.2552,-0.7985,2.1628,-0.0571,0.3048,0.0,0.0304,118.4,2.9,762.3,-2.32,4.54,0.0,0.06,-2.32,4.6,0.25,1.15,1.4,1.79
8475760,Nick Bjugstad,C,2021,57,566.6,57,30.0,-0.1727,0.2271,0.3565,0.1782,0.2613,-0.0233,0.325,0.1187,0.0644,0.0536,0.118,0.2402,0.0988,0.454,0.307,0.721,0.873,-0.1727,0.2271,-0.1012,0.0579,-1.6137,1.6776,-0.3272,0.0597,-1.4575,1.5403,0.4188,0.3325,0.0,0.0,2.2,6.9,566.6,0.61,0.51,0.0,0.0,0.61,0.51,0.52,0.34,0.86,1.24
8474009,Nick Bonino,C,2021,80,1020.4,80,34.0,-0.5631,0.0331,0.2656,0.1328,0.1795,-0.0061,0.2821,0.1086,-0.2141,0.0096,-0.2045,0.1934,0.0841,0.53,0.401,0.708,0.877,-0.5631,0.0331,-0.374,-0.0283,-2.1217,1.3757,-0.6102,-0.1079,-2.2091,0.8814,0.1303,0.6103,-0.1704,-0.0189,127.1,144.4,1020.4,-3.64,0.16,-0.41,-0.04,-4.05,0.12,0.26,0.58,0.84,0.86
8476393,Nick Cousins,C,2021,68,723.9,68,29.0,-0.1843,0.0535,0.3154,0.1577,-0.0976,0.0245,0.2516,0.114,-0.1313,0.0344,-0.0969,0.1967,0.0924,0.389,0.343,0.725,0.872,-0.1843,0.0535,-0.1333,0.0757,-1.6047,1.3124,-0.3941,0.1368,-1.2296,0.7688,0.0304,0.0148,-0.0223,0.0,1.2,107.6,723.9,-1.58,0.42,-0.04,0.0,-1.62,0.42,0.33,0.43,0.76,0.92
8473422,Nick Foligno,L,2021,64,682.8,64,35.0,-0.2294,0.541,0.3247,0.1624,-0.0973,0.2431,0.2268,0.1182,-0.1406,0.3463,0.2057,0.186,0.0956,0.328,0.347,0.704,0.879,-0.2294,0.541,-0.2347,0.1096,-1.5937,2.2536,-1.5082,0.1346,-1.3774,2.5148,0.2859,0.4026,0.1191,0.0,24.6,70.5,682.8,-1.6,3.94,0.14,0.0,-1.46,3.94,0.32,1.0,1.32,1.69
8474207,Nick Holden,D,2021,76,1228.4,76,35.0,-0.0907,0.1552,0.2421,0.1211,0.0246,0.0597,0.1956,0.0972,-0.0209,0.0971,0.0762,0.1522,0.0758,0.395,0.392,0.704,0.879,-0.0907,0.1552,-0.0292,0.0547,-0.1854,0.2601,-0.1061,0.1021,1.5179,-1.1786,0.1099,-0.0314,0.0,-0.0503,226.7,5.2,1228.4,-0.43,1.99,0.0,-0.19,-0.43,1.8,0.45,0.73,1.18,1.27
8475324,Nick Jensen,D,2021,76,1249.6,76,32.0,-0.1699,0.1909,0.24,0.12,-0.0411,0.0016,0.2132,0.0994,-0.0979,0.0786,-0.0193,0.1594,0.0765,0.441,0.407,0.714,0.875,-0.1699,0.1909,-0.0672,0.0809,-0.3058,0.3053,0.3607,0.1133,1.5123,-1.4447,-0.0331,0.6014,0.0,0.0492,182.9,2.8,1249.6,-2.04,1.64,0.0,0.15,-2.04,1.79,0.18,0.72,0.9,0.97
8475181,Nick Leddy,D,2021,75,1400.5,75,31.0,-0.1586,-0.1848,0.2267,0.1134,0.0448,-0.1081,0.1846,0.0995,-0.0363,-0.1415,-0.1778,0.1432,0.0748,0.399,0.435,0.718,0.874,-0.1586,-0.1848,-0.029,-0.0492,-0.3214,-0.3159,-0.1112,-0.0511,1.037,-2.1306,0.1515,-0.0958,-0.0409,-0.0717,25.1,132.0,1400.5,-0.85,-3.3,-0.09,-0.03,-0.94,-3.33,0.4,-0.1,0.3,0.33
8477426,Nick Paul,L,2021,80,1080.0,80,27.0,0.0433,0.0866,0.2582,0.1291,-0.2423,0.1039,0.3105,0.1373,-0.0735,0.0947,0.0213,0.1985,0.0941,0.591,0.531,0.733,0.87,0.0433,0.0866,-0.0566,0.0602,-1.2264,1.3942,-0.3434,0.0803,-0.0959,0.8368,-0.4066,0.3907,0.1043,0.0296,162.0,34.5,1080.0,-1.32,1.7,0.06,0.08,-1.26,1.78,0.71,0.85,1.56,1.6
8477941,Nick Ritchie,L,2021,57,635.3,57,27.0,-0.0002,0.3534,0.3366,0.1683,0.1014,0.0921,0.2658,0.1267,0.0624,0.1866,0.249,0.2086,0.1012,0.384,0.362,0.733,0.87,-0.0002,0.3534,0.0328,0.057,-1.4026,1.9309,0.0451,0.0989,-0.9817,2.4262,-0.0091,-0.2179,-0.1372,0.0,0.8,83.1,635.3,0.66,1.98,-0.19,0.0,0.47,1.98,0.6,0.64,1.24,1.78
8477951,Nick Schmaltz,C,2021,63,918.1,63,26.0,0.7703,-0.4635,0.28,0.14,0.2465,-0.3097,0.2965,0.141,0.5233,-0.3871,0.1362,0.2036,0.0994,0.528,0.503,0.737,0.87,0.7703,-0.4635,0.5335,-0.1508,-0.3624,0.5049,1.2495,-0.2629,1.2215,-0.6057,0.0576,0.0711,0.1684,0.0201,29.8,142.5,918.1,8.01,-5.92,0.4,0.01,8.41,-5.91,2.19,-0.51,1.68,2.19
8476372,Nick Seeler,D,2021,43,519.4,43,29.0,-0.1541,0.2544,0.3723,0.1862,-0.1833,0.1604,0.315,0.1478,-0.1711,0.1967,0.0256,0.2405,0.1157,0.417,0.387,0.725,0.872,-0.1541,0.2544,-0.0222,-0.0517,-0.3192,0.5649,-0.1793,-0.1128,1.0058,-0.6873,0.2592,0.5476,0.0,0.0,33.3,2.5,519.4,-1.48,1.7,0.0,0.0,-1.48,1.7,-0.05,0.45,0.4,0.76
8480018,Nick Suzuki,C,2021,82,1241.8,82,23.0,0.0595,-0.1462,0.2408,0.1204,0.1014,-0.1064,0.2609,0.1277,0.0788,-0.1275,-0.0487,0.177,0.0876,0.54,0.529,0.75,0.868,0.0595,-0.1462,0.0202,-0.0659,-1.2705,1.0547,-0.0211,-0.1306,-0.4589,0.3504,-0.1139,0.2018,0.1597,0.0411,116.8,236.7,1241.8,1.63,-2.64,0.63,0.08,2.26,-2.56,1.53,0.27,1.8,1.8
8473563,Nicklas Backstrom,C,2021,47,612.4,47,35.0,0.1108,-0.2049,0.3429,0.1714,0.1949,-0.2065,0.29,0.1169,0.1599,-0.206,-0.0462,0.2214,0.0966,0.417,0.317,0.704,0.879,0.1108,-0.2049,0.0854,0.007,-1.2333,0.8643,0.0154,0.0432,-0.5432,0.0006,-0.2458,0.1998,0.5544,0.0,5.4,158.0,612.4,1.63,-2.1,1.46,0.0,3.09,-2.1,1.08,-0.01,1.07,1.87
8480002,Nico Hischier,C,2021,70,981.6,70,23.0,0.8584,-0.2199,0.2708,0.1354,0.2781,-0.1782,0.3788,0.1429,0.6621,-0.2002,0.462,0.2203,0.0983,0.662,0.527,0.75,0.868,0.8584,-0.2199,0.5617,-0.0306,-0.2144,0.872,0.6963,-0.0601,1.27,-0.0848,0.4267,0.1131,-0.0921,0.0105,113.8,189.0,981.6,10.83,-3.28,-0.29,0.02,10.54,-3.26,2.69,0.02,2.71,3.17
8481477,Nico Sturm,C,2021,74,745.4,74,27.0,-0.1787,0.2968,0.3108,0.1554,0.0784,0.1261,0.3503,0.1736,-0.0654,0.2209,0.1554,0.2325,0.1158,0.56,0.555,0.733,0.87,-0.1787,0.2968,-0.1235,0.0888,-1.6033,1.786,-0.2258,0.1117,-1.3083,1.7173,0.5175,-0.0261,0.0,0.0,110.6,3.9,745.4,-0.81,2.74,0.0,0.0,-0.81,2.74,0.49,0.83,1.32,1.46
8477979,Nicolas Aube-Kubel,R,2021,74,718.1,74,26.0,0.1851,0.2944,0.3166,0.1583,-0.1291,0.1593,0.334,0.1616,0.0364,0.2283,0.2647,0.2298,0.1131,0.527,0.51,0.737,0.87,0.1851,0.2944,0.1048,0.0203,-1.1039,1.8497,0.1776,-0.0034,-0.1557,1.9919,-0.0407,0.1523,0.0,0.0,2.9,2.1,718.1,0.44,2.73,0.0,0.0,0.44,2.73,0.6,0.77,1.37,1.52
8475235,Nicolas Deslauriers,L,2021,80,810.9,80,31.0,-0.921,0.6736,0.298,0.149,-0.5474,0.4857,0.436,0.1715,-0.8021,0.5928,-0.2093,0.246,0.1125,0.682,0.57,0.718,0.874,-0.921,0.6736,-0.6154,0.0779,-2.5961,2.5504,-1.0069,0.0855,-2.9506,3.3747,-0.4648,0.3243,0.0,-0.0062,96.9,2.2,812.8,-10.87,8.03,0.0,-0.01,-10.87,8.02,-1.15,1.74,0.59,0.6
8479980,Nicolas Hague,D,2021,52,854.6,52,24.0,0.2265,0.0359,0.2903,0.1451,0.2811,0.0795,0.3209,0.137,0.2511,0.0589,0.31,0.2153,0.0996,0.55,0.471,0.745,0.869,0.2265,0.0359,0.2289,0.0225,0.191,0.0537,0.4366,0.0742,2.0987,-1.632,0.0692,0.0386,-0.0319,0.0318,75.5,18.8,854.6,3.58,0.84,-0.01,0.04,3.57,0.88,0.94,0.43,1.37,2.16
8478467,Nicolas Meloche,D,2021,50,769.3,50,25.0,-0.192,0.2992,0.3059,0.153,0.0,0.0,0.4,0.2,-0.1211,0.1888,0.0676,0.243,0.1215,0.631,0.631,0.741,0.869,-0.192,0.2992,-0.1054,-0.0445,-0.3119,0.6473,-0.1676,-0.1107,1.3641,-0.3099,0.1216,-0.0323,0.0,0.0,49.5,7.0,769.3,-1.55,2.42,0.0,0.0,-1.55,2.42,0.04,0.65,0.69,1.13
8478462,Nicolas Roy,C,2021,78,995.2,78,25.0,0.4529,-0.042,0.269,0.1345,0.1137,0.0082,0.3382,0.154,0.3215,-0.0203,0.3012,0.2105,0.1013,0.613,0.567,0.741,0.869,0.4529,-0.042,0.3121,0.0613,-0.7757,1.1357,0.5024,0.1295,0.3151,0.4073,0.0629,-0.0086,-0.0661,0.0122,98.0,136.1,995.2,5.33,-0.34,-0.15,0.02,5.18,-0.32,1.75,0.48,2.23,2.34
8476453,Nikita Kucherov,R,2021,47,714.6,47,29.0,1.3364,-0.4143,0.3174,0.1587,0.7651,-0.2638,0.4137,0.117,1.1247,-0.3168,0.8079,0.2518,0.0942,0.629,0.352,0.725,0.872,1.3364,-0.4143,0.9111,-0.1368,0.3922,0.5895,1.9272,-0.2181,2.7099,-0.5092,-0.0154,-0.0864,0.5945,0.0,0.3,174.6,714.6,13.4,-3.77,1.73,0.0,15.13,-3.77,3.17,-0.24,2.93,5.11
8477507,Nikita Zadorov,D,2021,74,1166.5,74,27.0,0.3253,-0.0021,0.2484,0.1242,-0.1367,0.1955,0.2255,0.1146,0.072,0.1046,0.1766,0.167,0.0842,0.452,0.46,0.733,0.87,0.3253,-0.0021,0.2605,0.0467,0.3568,-0.0464,0.0861,0.1198,2.4282,-2.1268,-0.0242,0.3834,-0.0857,-0.0115,52.3,14.0,1166.5,1.4,2.03,-0.02,-0.01,1.38,2.02,0.67,0.7,1.37,1.52
8479458,Nikita Zaitsev,D,2021,62,976.1,62,31.0,-0.3309,0.2186,0.2716,0.1358,-0.1773,0.0972,0.2537,0.0994,-0.2488,0.1395,-0.1093,0.1854,0.0802,0.466,0.349,0.718,0.874,-0.3309,0.2186,-0.2142,-0.0052,-0.4809,0.4469,-0.1248,-0.0306,1.3199,-0.8683,-0.2902,0.1393,0.0,0.0482,161.7,4.0,976.1,-4.05,2.27,0.0,0.13,-4.05,2.4,-0.26,0.74,0.48,0.63
8478859,Niko Mikkola,D,2021,54,814.4,54,26.0,-0.138,0.3186,0.2973,0.1487,-0.2046,0.0727,0.3911,0.1806,-0.1624,0.2193,0.0569,0.2367,0.1148,0.634,0.596,0.737,0.87,-0.138,0.3186,-0.0771,0.0346,-0.2322,0.6072,0.1331,0.0277,1.6919,-0.6177,-0.01,0.1377,0.0,0.0,76.0,3.0,814.4,-2.2,2.98,0.0,0.0,-2.2,2.98,-0.05,0.76,0.71,1.08
8477940,Nikolaj Ehlers,L,2021,62,928.7,62,26.0,1.3893,-0.256,0.2784,0.1392,0.4489,-0.1019,0.3454,0.1122,1.0189,-0.1626,0.8563,0.2168,0.0874,0.606,0.394,0.737,0.87,1.3893,-0.256,0.923,0.0047,0.4861,0.7645,1.1749,0.0479,2.5555,-0.2442,0.2552,-0.066,0.0742,0.0,1.4,129.4,928.7,15.77,-2.52,0.16,0.0,15.93,-2.52,3.42,0.04,3.46,4.58
8481535,Nils Hoglander,L,2021,60,718.0,60,22.0,0.15,-0.1761,0.3167,0.1583,0.2914,-0.1474,0.3399,0.1529,0.2157,-0.1612,0.0544,0.2317,0.11,0.535,0.483,0.754,0.868,0.15,-0.1761,0.1056,-0.0154,-1.175,0.9442,-0.2712,0.008,-0.6297,0.2068,0.1329,-0.2207,-0.1935,0.0,0.8,58.9,718.0,2.58,-1.93,-0.19,0.0,2.39,-1.93,0.96,0.02,0.98,1.34
8480878,Nils Lundkvist,D,2021,25,311.1,25,22.0,-0.1328,-0.268,0.4811,0.2405,0.0,0.0,0.4,0.2,-0.0543,-0.1095,-0.1638,0.3076,0.1538,0.409,0.409,0.754,0.868,-0.1328,-0.268,0.0217,-0.0781,-0.3206,-0.4535,-0.1008,-0.0822,0.8661,-2.4071,0.1958,-0.0135,0.0,0.0,4.0,30.4,311.1,-0.28,-0.57,0.0,0.0,-0.28,-0.57,0.08,0.01,0.09,0.3
8475799,Nino Niederreiter,R,2021,75,981.6,75,30.0,0.7033,0.0881,0.2708,0.1354,0.1402,-0.0311,0.2645,0.1057,0.4151,0.0141,0.4292,0.1892,0.0833,0.488,0.379,0.721,0.873,0.7033,0.0881,0.527,0.1226,-0.4898,1.3349,1.1672,0.2499,0.7505,0.8288,0.1478,-0.0806,0.2149,0.0,0.6,108.9,981.6,6.79,0.23,0.39,0.0,7.18,0.23,1.99,0.51,2.5,2.73
8480865,Noah Dobson,D,2021,80,1384.7,80,22.0,0.1482,-0.1794,0.228,0.114,0.0899,-0.1203,0.3053,0.1513,0.1273,-0.158,-0.0307,0.1827,0.0911,0.642,0.638,0.754,0.868,0.1482,-0.1794,0.1374,-0.1413,0.1258,-0.2131,0.0919,-0.2163,2.099,-1.7775,-0.0783,-0.3111,0.1006,0.0,49.2,202.8,1384.7,2.94,-3.65,0.34,0.0,3.28,-3.65,1.14,-0.13,1.01,1.04
8479393,Noah Gregor,C,2021,63,826.7,63,24.0,0.1249,0.1912,0.2951,0.1476,-0.1339,0.0698,0.385,0.1811,0.0291,0.1428,0.1719,0.2342,0.1144,0.63,0.601,0.745,0.869,0.1249,0.1912,0.0546,-0.0128,-1.1742,1.6763,-0.6094,-0.0394,-0.5909,1.7175,0.0909,0.0943,-0.0706,0.0,19.6,76.5,826.7,0.4,1.97,-0.09,0.0,0.31,1.97,0.72,0.73,1.45,1.89
8478396,Noah Hanifin,D,2021,81,1365.9,81,25.0,0.6091,-0.115,0.2296,0.1148,0.066,-0.1054,0.2077,0.1022,0.3104,-0.1096,0.2008,0.154,0.0763,0.45,0.442,0.741,0.869,0.6091,-0.115,0.5067,-0.0072,0.6783,-0.2183,0.7225,0.0221,2.721,-2.1289,0.43,0.1164,-0.1221,0.0285,147.5,147.4,1365.9,7.07,-2.5,-0.3,0.07,6.77,-2.43,1.73,0.09,1.82,1.84
8478569,Noel Acciari,C,2021,20,211.8,20,31.0,0.8616,0.2558,0.583,0.2915,-0.0954,0.3388,0.2774,0.1511,0.0813,0.3212,0.4025,0.2505,0.1341,0.185,0.212,0.718,0.874,0.8616,0.2558,0.5559,0.1455,-0.202,1.6473,0.5439,0.254,1.3377,1.4211,0.0854,0.3646,0.0,-0.0814,22.1,3.2,211.8,0.29,1.13,0.0,-0.03,0.29,1.1,0.22,0.29,0.51,2.09
8479974,Nolan Patrick,C,2021,23,240.5,23,24.0,-0.2125,-0.1392,0.5472,0.2736,-0.111,-0.0544,0.2661,0.1261,-0.1304,-0.0693,-0.1997,0.2393,0.1145,0.191,0.175,0.745,0.869,-0.2125,-0.1392,-0.1491,0.0138,-1.6454,0.989,-0.3932,0.0598,-1.2247,0.2942,-0.4065,-0.247,-0.1446,0.0,0.2,41.5,242.4,-0.53,-0.28,-0.1,0.0,-0.63,-0.28,0.1,0.08,0.18,0.64
8477416,Oliver Bjorkstrand,R,2021,80,1119.6,80,27.0,0.2422,-0.2428,0.2536,0.1268,0.3697,-0.1773,0.3357,0.1175,0.2885,-0.2075,0.081,0.2023,0.0862,0.637,0.462,0.733,0.87,0.2422,-0.2428,0.1434,-0.0474,-1.0286,0.843,-0.1987,-0.0649,-0.2454,0.0282,0.1019,-0.1128,0.0125,0.0,5.2,240.3,1119.6,5.38,-3.87,0.05,0.0,5.43,-3.87,1.89,-0.05,1.84,1.89
8475171,Oliver Ekman-Larsson,D,2021,79,1414.0,79,31.0,-0.0493,-0.0449,0.2257,0.1128,-0.0343,-0.0743,0.186,0.0995,-0.0404,-0.0614,-0.1018,0.1435,0.0746,0.405,0.437,0.718,0.874,-0.0493,-0.0449,-0.0014,-0.0212,-0.1304,-0.0641,0.0171,0.0031,1.6968,-1.6526,0.0116,-0.5753,0.1738,-0.0502,155.5,131.2,1414.0,-0.95,-1.45,0.38,-0.13,-0.57,-1.58,0.52,0.24,0.76,0.79
8478430,Oliver Kylington,D,2021,73,1206.3,73,25.0,0.397,-0.1534,0.2443,0.1222,-0.0668,-0.0725,0.2991,0.1478,0.2114,-0.1206,0.0908,0.1892,0.0942,0.6,0.594,0.741,0.869,0.397,-0.1534,0.3006,0.0102,0.4602,-0.3125,0.6805,0.0529,2.903,-2.5969,-0.0459,0.0661,0.0,0.0,5.8,77.2,1206.3,4.25,-2.42,0.0,0.0,4.25,-2.42,1.17,-0.02,1.15,1.29
8480789,Oliver Wahlstrom,R,2021,73,753.4,73,22.0,0.0328,0.0824,0.3091,0.1546,-0.084,0.0382,0.3507,0.1703,-0.0183,0.0624,0.0441,0.2319,0.1144,0.563,0.548,0.754,0.868,0.0328,0.0824,0.0218,-0.0161,-1.3256,1.4621,-0.1112,-0.0303,-0.6989,1.1855,-0.0822,0.0061,0.0395,0.0,0.0,106.3,753.4,-0.23,0.78,0.07,0.0,-0.16,0.78,0.6,0.51,1.11,1.25
8476874,Olli Maatta,D,2021,66,1058.4,66,28.0,-0.0919,0.095,0.2608,0.1304,0.0004,0.0366,0.2204,0.1057,-0.038,0.0598,0.0217,0.1683,0.0821,0.417,0.397,0.729,0.871,-0.0919,0.095,-0.016,0.0611,-0.201,0.1334,-0.1107,0.1451,1.4824,-1.5438,-0.068,-0.062,0.0,0.0862,111.4,8.1,1058.4,-0.67,1.05,0.0,0.16,-0.67,1.21,0.31,0.55,0.86,1.07
8478131,Ondrej Kase,R,2021,50,579.0,50,27.0,0.1382,0.0633,0.3526,0.1763,0.2298,-0.2294,0.32,0.1378,0.1885,-0.1184,0.07,0.237,0.1086,0.452,0.379,0.733,0.87,0.1382,0.0633,0.0146,0.0637,-1.1076,1.3441,-0.1565,0.0862,0.0142,0.8967,-0.0809,-0.0186,-0.0714,0.029,62.1,42.0,579.0,1.82,-1.14,-0.05,0.03,1.77,-1.11,0.79,0.11,0.9,1.48
8476292,Ondrej Palat,L,2021,77,1033.0,77,31.0,0.5642,0.0846,0.264,0.132,0.1554,0.0218,0.2677,0.1057,0.3626,0.0463,0.4089,0.188,0.0825,0.507,0.391,0.718,0.874,0.5642,0.0846,0.4127,0.0123,-0.6537,1.4381,0.6788,0.0189,0.4024,1.0589,0.1682,0.2138,0.2977,0.1787,23.5,159.2,1033.0,6.24,0.8,0.79,0.07,7.03,0.87,2.05,0.68,2.73,2.91
8478067,Oskar Lindblom,L,2021,79,972.8,79,26.0,0.0175,0.1563,0.2721,0.136,0.0593,0.046,0.2957,0.1358,0.0367,0.101,0.1377,0.2002,0.0961,0.542,0.499,0.737,0.87,0.0175,0.1563,-0.0004,-0.0044,-1.334,1.5981,-0.0851,-0.0293,-0.6542,1.4689,-0.0238,0.0448,-0.0758,-0.0383,62.6,39.6,972.8,0.6,1.64,-0.05,-0.04,0.55,1.6,0.87,0.74,1.61,1.67
