player_id,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D,toi_5v5,toi_pp,toi_pk,PP_O,PK_D,PP_BPR,rapm_shift_O,rapm_shift_D,rapm_weight,total_BPR,pp_toi_frac,pk_toi_frac,total_BPR_adj
8471879,0.0189,0.0228,-0.0039,0.0722,0.0762,0.0031,0.0063,-0.0032,0.022,0.0232,0.0073,0.0098,-0.0025,0.0323,0.0341,0.0001,0.0028,-0.0027,0.0088,0.0093,0.0016,-0.0028,0.0044,0.0059,0.0062,0.0115,0.0148,0.0262,0.0369,0.039,0.0537,Kyle.Cumiskey,D,0.0369,0.0443,1337.6,159.29999999999998,145.5,,,,-0.0254,-0.0295,0.0,0.0262,0.097,0.089,0.0262
8474131,-0.0055,0.0119,-0.0174,0.0693,0.072,-0.072,0.1288,-0.2007,0.022,0.0232,-0.0024,0.0518,-0.0541,0.0323,0.034,-0.0562,0.0296,-0.0858,0.0088,0.0093,0.0115,-0.1364,0.1478,0.0059,0.0062,-0.0179,0.0439,0.026,0.0355,0.0369,0.0513,Mario.Kempe,F,-0.009,0.0155,711.0,2.2,49.2,,,,-0.0089,0.0284,0.0,0.026,0.003,0.065,0.026
8482074,0.0132,-0.016,0.0292,0.0675,0.0706,0.5465,-0.0685,0.615,0.022,0.0232,-0.047,0.1194,-0.1664,0.0323,0.034,-0.7017,-0.0734,-0.6283,0.0088,0.0093,0.5616,-0.2151,0.7767,0.0059,0.0062,0.0137,0.0122,0.0259,0.0347,0.0363,0.0502,Connor.Zary,F,0.038,-0.0141,2345.4,351.4,1.0,,,,-0.0243,0.0263,0.0,0.0259,0.13,0.0,0.0259
8476458,0.0412,-0.0894,0.1307,0.0434,0.0437,0.3815,0.043,0.3384,0.0218,0.0229,1.1165,-1.0319,2.1483,0.0322,0.034,0.4717,-0.4897,0.9615,0.0088,0.0093,-0.4142,1.1945,-1.6087,0.0059,0.0062,0.3683,-0.3424,0.0259,0.0231,0.0234,0.0328,Ryan.Strome,F,0.0409,-0.0346,11683.9,1885.0,466.5,-0.0911,0.0591,-0.032,0.3274,-0.3078,0.555,0.0113,0.134,0.033,0.0181
8473544,-0.1069,0.0378,-0.1447,0.0451,0.0459,-0.3031,0.7015,-1.0046,0.0218,0.023,-0.1605,0.0368,-0.1973,0.0322,0.034,0.1465,-0.6074,0.754,0.0088,0.0093,0.0394,-1.4173,1.4567,0.0059,0.0062,-0.127,0.1525,0.0255,0.0239,0.0244,0.0341,Derick.Brassard,F,0.041,-0.045,12693.9,2299.8,106.8,0.101,0.0285,0.1295,-0.168,0.1975,0.519,0.037,0.152,0.007,0.0322
8476447,-0.0099,0.0422,-0.0521,0.0635,0.066,-0.217,0.0814,-0.2983,0.022,0.0232,0.025,0.064,-0.039,0.0323,0.034,0.1357,-0.1505,0.2862,0.0088,0.0093,-0.4371,0.165,-0.6021,0.0059,0.0062,-0.0064,0.0318,0.0254,0.0327,0.034,0.0472,Miikka.Salomaki,F,0.0072,0.057,1697.1,6.7,104.70000000000002,-0.0068,-0.0167,-0.0235,-0.0136,-0.0252,0.078,0.0228,0.004,0.058,0.0197
8476617,0.0185,0.0174,0.0011,0.0712,0.0754,0.0047,0.0062,-0.0015,0.022,0.0232,0.0036,0.0145,-0.0109,0.0323,0.0341,0.0044,-0.0233,0.0277,0.0088,0.0093,-0.0186,-0.0553,0.0367,0.0059,0.0062,0.0118,0.0136,0.0254,0.0365,0.0386,0.0531,Tomas.Hyka,F,0.0362,0.0332,259.8,46.7,0.0,,,,-0.0244,-0.0196,0.0,0.0254,0.152,0.0,0.0254
8478854,0.0201,0.0048,0.0153,0.0659,0.0691,-0.0097,-0.2243,0.2145,0.022,0.0232,-0.3608,0.2213,-0.5821,0.0323,0.034,-0.4438,0.9536,-1.3974,0.0088,0.0093,0.306,-1.5096,1.8156,0.0059,0.0062,-0.1096,0.135,0.0254,0.0339,0.0355,0.0491,Ryan.Shea,D,0.0095,0.0074,1990.3,14.0,239.2,,,,-0.1191,0.1276,0.003,0.0254,0.006,0.107,0.0254
8469664,0.0299,0.0124,0.0175,0.0695,0.0727,-0.032,0.022,-0.0541,0.022,0.0232,0.0201,0.0036,0.0164,0.0323,0.034,-0.0011,-0.0001,-0.0009,0.0088,0.0093,-0.0672,0.0536,-0.1208,0.0059,0.0062,0.0172,0.0081,0.0253,0.0356,0.0373,0.0516,David.Moss,F,0.0573,0.0228,4697.1,413.7,601.2,,,,-0.0401,-0.0147,0.0,0.0253,0.072,0.105,0.0253
8482737,0.0225,-0.007,0.0295,0.0683,0.0712,0.0553,-0.2268,0.2821,0.022,0.0232,0.118,0.101,0.017,0.0323,0.034,-0.3731,0.1704,-0.5435,0.0088,0.0093,-0.2725,0.0939,-0.3665,0.0059,0.0062,0.034,-0.0088,0.0252,0.035,0.0365,0.0506,,F,0.037,0.0274,1834.9,214.8,0.7999999999999999,,,,-0.003,-0.0362,0.0,0.0252,0.105,0.0,0.0252
8470169,-0.002,0.0068,-0.0088,0.0671,0.0679,-0.1004,0.186,-0.2864,0.022,0.0232,0.0115,-0.0155,0.027,0.0323,0.034,0.0806,0.0772,0.0034,0.0088,0.0093,-0.2441,0.2148,-0.4589,0.0059,0.0062,0.0011,0.0239,0.025,0.0345,0.0349,0.0491,Gregory.Campbell,F,-0.0027,0.0042,6269.3,150.5,1056.8,-0.0746,-0.0335,-0.1081,0.0038,0.0197,0.003,0.0147,0.02,0.141,0.0124
8466378,0.0406,-0.0085,0.0491,0.0663,0.0687,0.0793,0.0089,0.0704,0.022,0.0232,0.0121,-0.0167,0.0288,0.0323,0.034,0.0715,-0.0267,0.0982,0.0088,0.0093,0.0016,0.1552,-0.1536,0.0059,0.0062,0.0391,-0.0144,0.0247,0.0341,0.0353,0.0491,Martin.St..Louis,F,0.074,-0.0122,8142.6,1921.7,426.5,-0.028,0.0028,-0.0252,-0.0349,-0.0022,0.003,0.0142,0.183,0.041,0.0187
8478028,0.0034,0.0263,-0.0229,0.0708,0.075,-0.1611,0.0392,-0.2002,0.022,0.0232,0.0184,0.0441,-0.0257,0.0323,0.0341,0.0114,-0.0711,0.0826,0.0088,0.0093,-0.3658,-0.0813,-0.2845,0.0059,0.0062,-0.0031,0.0277,0.0246,0.0363,0.0384,0.0528,Fredrik.Olofsson,F,0.0133,0.0418,760.3,1.9,71.9,,,,-0.0164,-0.0141,0.0,0.0246,0.002,0.086,0.0246
8476873,-0.0701,0.0254,-0.0955,0.0557,0.0576,-0.0591,0.5609,-0.6199,0.0219,0.0231,-0.0608,0.0355,-0.0963,0.0323,0.034,-0.2557,0.2013,-0.457,0.0088,0.0093,0.9636,-0.4733,1.4369,0.0059,0.0062,-0.1112,0.1357,0.0245,0.0289,0.03,0.0417,Mark.Jankowski,F,0.0124,0.0357,4738.7,128.6,713.3,-0.1033,0.0765,-0.0268,-0.1236,0.1,0.281,0.0282,0.023,0.128,0.0171
8477851,0.0108,-0.0021,0.0128,0.0519,0.0519,-0.6338,0.3651,-0.9989,0.0219,0.0231,0.6887,-0.3582,1.0469,0.0322,0.034,-0.1127,0.1252,-0.2379,0.0088,0.0093,-1.1281,1.4588,-2.5869,0.0059,0.0062,0.1002,-0.0759,0.0243,0.0271,0.0272,0.0384,Jordan.Oesterle,D,0.0317,0.0049,6426.8,355.6,297.8,-0.0164,-0.008,-0.0244,0.0685,-0.0808,0.39,0.0209,0.05,0.042,0.0186
8480053,0.0267,-0.0023,0.029,0.0717,0.0752,-0.0073,0.0259,-0.0332,0.022,0.0232,0.022,-0.0004,0.0224,0.0323,0.0341,0.0001,-0.043,0.0431,0.0088,0.0093,-0.0852,-0.092,0.0068,0.0059,0.0062,0.0205,0.0037,0.0243,0.0367,0.0385,0.0532,Alexander.Chmelevski,F,0.0511,-0.0039,283.5,1.9,12.1,,,,-0.0306,0.0076,0.0,0.0243,0.006,0.041,0.0243
8481812,-0.0019,0.0074,-0.0093,0.0669,0.0693,-0.5898,0.3855,-0.9753,0.022,0.0232,0.0678,0.0572,0.0106,0.0323,0.034,0.1416,-0.1349,0.2765,0.0088,0.0093,-1.0525,0.4444,-1.4968,0.0059,0.0062,-0.0239,0.0482,0.0243,0.0344,0.0356,0.0495,Nikolai.Knyzhov,D,0.0061,-0.0031,1225.6,9.8,74.89999999999999,,,,-0.03,0.0513,0.0,0.0243,0.007,0.057,0.0243
8479315,0.0012,0.0024,-0.0012,0.0676,0.0707,-0.0941,-0.1119,0.0178,0.022,0.0232,-0.0166,0.019,-0.0357,0.0323,0.034,0.2371,-0.0074,0.2445,0.0088,0.0093,-0.5536,-0.4207,-0.1328,0.0059,0.0062,0.0192,0.005,0.0242,0.0347,0.0363,0.0502,Joey.Anderson,F,-0.0027,0.02,1891.2,15.799999999999999,192.5,,,,0.0219,-0.015,0.0,0.0242,0.008,0.092,0.0242
8475739,0.0105,0.0236,-0.0131,0.0708,0.0741,-0.0175,0.0314,-0.0489,0.022,0.0232,0.0076,0.0136,-0.006,0.0323,0.034,-0.0073,-0.0065,-0.0008,0.0088,0.0093,-0.0286,-0.0001,-0.0285,0.0059,0.0062,0.005,0.0191,0.0241,0.0363,0.038,0.0525,Michael.Bournival,F,0.0211,0.0448,1013.6999999999999,19.0,41.9,,,,-0.0161,-0.0257,0.0,0.0241,0.018,0.039,0.0241
8483506,0.0479,-0.0196,0.0675,0.0696,0.0726,0.3077,-0.3056,0.6133,0.022,0.0232,-0.0482,-0.0495,0.0013,0.0323,0.034,-0.2895,0.275,-0.5645,0.0088,0.0093,0.2872,-1.0798,1.367,0.0059,0.0062,0.0306,-0.0068,0.0238,0.0357,0.0372,0.0516,,D,0.0748,-0.0635,735.0,106.4,23.0,,,,-0.0442,0.0567,0.0,0.0238,0.123,0.027,0.0238
8480879,-0.0062,0.0445,-0.0507,0.0661,0.0682,-0.1103,0.395,-0.5053,0.022,0.0232,-0.2049,0.3814,-0.5863,0.0323,0.034,-0.3899,-0.1655,-0.2244,0.0088,0.0093,1.0212,0.0753,0.9459,0.0059,0.0062,-0.129,0.1525,0.0235,0.034,0.0351,0.0488,Jacob.Bernard.Docker,D,0.0186,0.0172,2703.7,8.7,192.6,,,,-0.1476,0.1353,0.015,0.0235,0.003,0.066,0.0235
8480252,0.0216,0.0079,0.0137,0.0723,0.0758,0.018,0.0325,-0.0145,0.022,0.0232,0.01,0.0105,-0.0005,0.0323,0.0341,0.0415,-0.022,0.0636,0.0088,0.0093,0.0113,0.1038,-0.0926,0.0059,0.0062,0.0177,0.0057,0.0234,0.037,0.0388,0.0536,Cole.Guttman,F,0.0381,0.0162,457.0,69.4,3.3,,,,-0.0204,-0.0105,0.0,0.0234,0.131,0.006,0.0234
8481703,0.0162,0.0158,0.0004,0.0733,0.0773,0.0168,0.0055,0.0113,0.022,0.0232,0.0062,0.0064,-0.0002,0.0323,0.0341,0.0073,0.0047,0.0026,0.0088,0.0093,0.0023,-0.0149,0.0172,0.0059,0.0062,0.0123,0.011,0.0233,0.0375,0.0395,0.0545,Valtteri.Puustinen,F,0.031,0.0306,658.8000000000001,86.99999999999999,0.0,,,,-0.0187,-0.0196,0.0,0.0233,0.117,0.0,0.0233
8479972,0.0127,0.0078,0.0049,0.0702,0.0734,-0.1348,0.1805,-0.3154,0.022,0.0232,0.02,-0.0297,0.0497,0.0323,0.034,-0.052,-0.0473,-0.0046,0.0088,0.0093,-0.3444,-0.0008,-0.3435,0.0059,0.0062,0.0012,0.0216,0.0228,0.036,0.0376,0.052,Mason.Shaw,F,0.0296,0.0102,757.1999999999999,9.299999999999999,83.10000000000001,,,,-0.0284,0.0114,0.0,0.0228,0.011,0.098,0.0228
8479373,0.0238,0.002,0.0218,0.0687,0.0717,-0.295,0.2122,-0.5072,0.022,0.0232,0.0361,-0.0303,0.0664,0.0323,0.034,0.1504,0.0782,0.0722,0.0088,0.0093,-0.3549,0.1714,-0.5264,0.0059,0.0062,-0.0012,0.024,0.0228,0.0352,0.0368,0.0509,Jonathan.Dahlen,F,0.0486,0.0129,719.0,104.8,1.3,,,,-0.0498,0.0111,0.0,0.0228,0.127,0.002,0.0228
8476480,0.0423,0.0255,0.0168,0.0464,0.0472,0.0064,0.0456,-0.0392,0.0218,0.023,0.1831,-0.0972,0.2802,0.0322,0.034,0.1087,-0.5114,0.6202,0.0088,0.0093,-0.359,0.7004,-1.0593,0.0059,0.0062,0.0833,-0.0605,0.0228,0.0245,0.025,0.035,Vladislav.Namestnikov,F,0.0271,-0.0103,10164.0,1188.4,710.6,-0.0838,0.1375,0.0537,0.0562,-0.0502,0.493,0.0191,0.099,0.059,0.0215
8474659,0.0243,0.0104,0.0139,0.0718,0.0757,0.009,0.0041,0.0048,0.022,0.0232,0.0097,0.0071,0.0026,0.0323,0.0341,0.0066,-0.0008,0.0074,0.0088,0.0093,0.0139,0.0077,0.0062,0.0059,0.0062,0.0155,0.007,0.0225,0.0367,0.0387,0.0534,Matt.Donovan,D,0.0472,0.0202,1039.4,96.6,43.0,,,,-0.0317,-0.0132,0.0,0.0225,0.082,0.036,0.0225
8477901,0.0188,0.0044,0.0144,0.0662,0.0693,-0.0319,-0.0369,0.005,0.022,0.0232,0.0293,0.0079,0.0214,0.0323,0.034,0.125,-0.0658,0.1908,0.0088,0.0093,-0.3374,0.1107,-0.4481,0.0059,0.0062,0.0321,-0.01,0.0221,0.034,0.0356,0.0493,Daniel.Carr,F,0.0424,0.0006,1226.5,69.7,1.0,,,,-0.0103,-0.0106,0.0,0.0221,0.054,0.001,0.0221
8471309,0.0477,-0.0071,0.0548,0.071,0.075,0.0128,-0.0121,0.0249,0.022,0.0232,0.0241,-0.0091,0.0331,0.0323,0.0341,-0.0002,-0.0066,0.0064,0.0088,0.0093,-0.0132,0.0423,-0.0555,0.0059,0.0062,0.0316,-0.0095,0.0221,0.0364,0.0384,0.0529,Johan.Franzen,F,0.0929,-0.0133,5268.1,1047.1,97.5,,,,-0.0613,0.0038,0.0,0.0221,0.163,0.015,0.0221
8474772,0.0125,0.0203,-0.0078,0.0732,0.0769,0.004,0.0077,-0.0037,0.022,0.0232,0.0058,0.0096,-0.0038,0.0323,0.0341,0.0015,0.0024,-0.0009,0.0088,0.0093,-0.0001,-0.0043,0.0042,0.0059,0.0062,0.0082,0.0137,0.022,0.0374,0.0393,0.0543,Stu.Bickel,D,0.0242,0.0393,649.6,0.6000000000000001,14.6,,,,-0.016,-0.0256,0.0,0.022,0.001,0.022,0.022
8483424,-0.0071,0.0295,-0.0366,0.0724,0.0762,-0.0215,0.0244,-0.0459,0.022,0.0232,0.0011,0.0348,-0.0338,0.0323,0.0341,-0.0018,-0.0246,0.0228,0.0088,0.0093,0.0479,-0.1466,0.1945,0.0059,0.0062,-0.0086,0.0305,0.0219,0.037,0.039,0.0538,Owen.Beck,F,-0.0142,0.0584,267.1,0.2,0.0,,,,0.0056,-0.0279,0.0,0.0219,0.001,0.0,0.0219
8475342,0.0099,0.024,-0.0141,0.0733,0.0773,0.0028,0.0065,-0.0038,0.022,0.0232,0.0041,0.0104,-0.0063,0.0323,0.0341,0.001,0.0031,-0.0021,0.0088,0.0093,-0.001,-0.0017,0.0006,0.0059,0.0062,0.0064,0.0155,0.0219,0.0375,0.0395,0.0545,Oliver.Lauridsen,D,0.0192,0.0465,216.4,3.2,13.3,,,,-0.0128,-0.031,0.0,0.0219,0.014,0.057,0.0219
8479525,0.0474,-0.0628,0.1102,0.057,0.0598,-0.2211,-0.229,0.0078,0.0219,0.0231,0.4715,-0.0057,0.4772,0.0323,0.034,0.0352,-0.527,0.5621,0.0088,0.0093,-1.0471,0.4471,-1.4942,0.0059,0.0062,0.1383,-0.1165,0.0218,0.0296,0.031,0.0429,Ross.Colton,F,0.0822,0.0214,4465.0,473.3,19.0,-0.1525,0.0039,-0.1486,0.0561,-0.1379,0.239,0.0051,0.095,0.004,0.0056
8482133,0.0142,0.0191,-0.0049,0.0717,0.0751,-0.065,0.0599,-0.1249,0.022,0.0232,-0.0281,0.0213,-0.0494,0.0323,0.0341,0.0653,0.0305,0.0348,0.0088,0.0093,-0.0098,-0.0284,0.0186,0.0059,0.0062,-0.0045,0.0262,0.0217,0.0367,0.0385,0.0532,Thomas.Bordeleau,F,0.0319,0.0372,532.9,103.1,0.1,,,,-0.0364,-0.011,0.0,0.0217,0.162,0.0,0.0217
8479466,0.0095,0.0335,-0.024,0.0702,0.0738,-0.0832,0.0406,-0.1238,0.022,0.0232,0.0064,0.0219,-0.0156,0.0323,0.034,0.0123,0.0605,-0.0482,0.0088,0.0093,0.0425,0.0587,-0.0162,0.0059,0.0062,-0.0073,0.0289,0.0217,0.036,0.0378,0.0522,Patrick.Russell,F,0.0212,0.0587,598.2,3.8,34.5,,,,-0.0285,-0.0298,0.0,0.0217,0.006,0.054,0.0217
8477046,0.0077,0.0357,-0.028,0.0606,0.0637,-0.8064,0.4693,-1.2757,0.0219,0.0232,0.0785,0.1265,-0.0479,0.0323,0.034,0.22,-0.5876,0.8077,0.0088,0.0093,-0.4462,-0.2383,-0.2079,0.0059,0.0062,-0.0688,0.0904,0.0216,0.0313,0.0329,0.0454,Joakim.Ryan,D,0.032,0.0131,2167.7000000000003,14.299999999999999,88.4,-0.0262,0.0723,0.0461,-0.1008,0.0773,0.147,0.0233,0.006,0.039,0.021
8480891,0.0219,-0.006,0.0279,0.07,0.0732,0.0463,-0.0687,0.1151,0.022,0.0232,0.0476,0.0555,-0.0078,0.0323,0.034,0.1047,-0.1143,0.219,0.0088,0.0093,-0.1593,0.2903,-0.4497,0.0059,0.0062,0.041,-0.0196,0.0215,0.0359,0.0375,0.0519,Michael.Kesselring,D,0.0508,-0.0185,2831.2,72.1,94.4,,,,-0.0098,-0.0011,0.0,0.0215,0.024,0.031,0.0215
8468501,0.0094,0.0245,-0.0151,0.0698,0.0734,0.003,0.0134,-0.0104,0.022,0.0232,-0.0007,0.0063,-0.0071,0.0323,0.034,0.0115,0.0088,0.0027,0.0088,0.0093,-0.0206,0.0294,-0.05,0.0059,0.0062,0.0065,0.015,0.0215,0.0358,0.0376,0.0519,Anton.Volchenkov,D,0.0194,0.0469,5838.2,18.8,1100.7,,,,-0.0129,-0.0319,0.0,0.0215,0.003,0.158,0.0215
8479933,-0.0017,-0.0152,0.0135,0.0697,0.0728,-0.0461,0.0708,-0.117,0.022,0.0232,0.0073,0.0299,-0.0225,0.0323,0.034,-0.0087,0.1032,-0.1119,0.0088,0.0093,-0.3874,0.0825,-0.4699,0.0059,0.0062,0.0088,0.0125,0.0213,0.0357,0.0373,0.0517,Gerald.Mayhew,F,-0.0002,-0.0304,659.0,57.4,0.2,,,,0.009,0.0429,0.0,0.0213,0.08,0.0,0.0213
8476966,0.0011,-0.0004,0.0016,0.0688,0.0714,0.0448,0.0292,0.0156,0.022,0.0232,0.0336,-0.0036,0.0372,0.0323,0.034,0.0434,-0.1316,0.175,0.0088,0.0093,-0.2549,0.0407,-0.2957,0.0059,0.0062,0.0275,-0.0061,0.0213,0.0353,0.0366,0.0509,Gemel.Smith,F,-0.0022,0.0005,857.4,4.1,27.599999999999998,,,,0.0297,-0.0066,0.0,0.0213,0.005,0.031,0.0213
8466393,0.0277,-0.0044,0.0322,0.0709,0.0743,0.0222,0.0084,0.0138,0.022,0.0232,0.0165,-0.0051,0.0216,0.0323,0.034,0.0032,0.0101,-0.007,0.0088,0.0093,-0.0503,0.0091,-0.0595,0.0059,0.0062,0.023,-0.0018,0.0212,0.0363,0.0381,0.0526,Pascal.Dupuis,F,0.0538,-0.009,5651.5,156.0,948.9,,,,-0.0308,0.0072,0.0,0.0212,0.023,0.14,0.0212
8479576,-0.0001,0.038,-0.0381,0.0664,0.0692,-0.0552,0.1305,-0.1857,0.022,0.0232,0.1706,0.0754,0.0952,0.0323,0.034,-0.3316,-0.5958,0.2642,0.0088,0.0093,-0.236,0.4268,-0.6628,0.0059,0.0062,0.0187,0.0023,0.0211,0.0341,0.0356,0.0493,Vincent.Desharnais,D,0.001,0.0467,2679.5,6.9,423.3,,,,0.0177,-0.0444,0.0,0.0211,0.002,0.136,0.0211
8477936,-0.0087,0.006,-0.0147,0.0667,0.0688,-0.3481,0.1543,-0.5024,0.022,0.0232,0.0522,0.0287,0.0235,0.0323,0.034,0.0734,-0.0808,0.1541,0.0088,0.0093,-0.0098,-0.8425,0.8327,0.0059,0.0062,-0.0403,0.0613,0.021,0.0343,0.0354,0.0493,Michael.Dal.Colle,F,-0.0027,-0.0256,1302.8,30.4,0.4,,,,-0.0376,0.0869,0.0,0.021,0.023,0.0,0.021
8476456,-0.0059,-0.0484,0.0424,0.0428,0.0448,0.2653,0.3078,-0.0425,0.0218,0.0229,0.581,-0.339,0.92,0.0322,0.034,-0.0111,-1.441,1.4299,0.0088,0.0093,0.4299,-0.3328,0.7627,0.0059,0.0062,0.1468,-0.1258,0.021,0.0228,0.0239,0.033,Jonathan.Huberdeau,F,0.0691,-0.0087,13362.6,2726.5,383.1,0.1663,0.0673,0.2336,0.0777,-0.1171,0.549,0.0461,0.166,0.023,0.0367
8471703,0.0135,0.0018,0.0117,0.0682,0.071,0.0003,0.0719,-0.0716,0.022,0.0232,0.0317,0.0008,0.0309,0.0323,0.034,-0.0238,-0.0601,0.0363,0.0088,0.0093,-0.1991,0.1932,-0.3924,0.0059,0.0062,0.0203,0.0005,0.0208,0.035,0.0365,0.0505,Steve.Downie,F,0.0275,0.0015,4666.5,662.4,4.4,-0.0529,-0.0035,-0.0564,-0.0072,-0.001,0.0,0.0116,0.124,0.001,0.0128
8473584,0.0125,0.0403,-0.0278,0.0548,0.0553,0.0827,0.2457,-0.163,0.0219,0.0231,-0.1725,0.1143,-0.2869,0.0323,0.034,0.4516,-0.3269,0.7785,0.0088,0.0093,0.0837,1.1574,-1.0737,0.0059,0.0062,0.0045,0.0162,0.0207,0.0285,0.0289,0.0406,Andrew.MacDonald,D,0.0198,0.0584,10118.1,745.0,1194.1,-0.067,-0.0333,-0.1003,-0.0153,-0.0422,0.318,0.0099,0.062,0.099,0.0095
8482460,-0.0016,0.0073,-0.0089,0.0719,0.0753,0.0571,0.0482,0.0089,0.022,0.0232,-0.0089,0.031,-0.04,0.0323,0.0341,-0.1207,0.02,-0.1407,0.0088,0.0093,0.0463,-0.1255,0.1718,0.0059,0.0062,-0.0033,0.0239,0.0206,0.0368,0.0386,0.0533,,F,-0.0037,0.0032,663.9,9.3,0.2,,,,0.0004,0.0207,0.0,0.0206,0.014,0.0,0.0206
8482749,0.0243,0.0153,0.009,0.0731,0.0772,0.0055,-0.0147,0.0202,0.022,0.0232,0.0099,0.0031,0.0068,0.0323,0.0341,0.0051,0.0087,-0.0036,0.0088,0.0093,0.0164,0.0239,-0.0075,0.0059,0.0062,0.0148,0.0057,0.0205,0.0374,0.0395,0.0544,,F,0.0471,0.0301,411.6,21.700000000000003,0.0,,,,-0.0323,-0.0244,0.0,0.0205,0.05,0.0,0.0205
8471717,-0.0228,0.0421,-0.0648,0.0548,0.0557,-0.3137,0.0986,-0.4123,0.0219,0.0231,-0.066,0.2431,-0.3091,0.0323,0.034,0.3077,0.0059,0.3018,0.0088,0.0093,-0.0762,0.4455,-0.5217,0.0059,0.0062,-0.0515,0.0719,0.0204,0.0285,0.0291,0.0407,Adam.McQuaid,D,0.0114,0.0227,7300.0,18.4,829.4,-0.1726,0.01,-0.1626,-0.0629,0.0492,0.315,0.0189,0.002,0.102,0.0031
8476200,0.0055,0.0291,-0.0236,0.0722,0.0757,-0.0029,0.0102,-0.0131,0.022,0.0232,0.0011,0.0095,-0.0084,0.0323,0.0341,0.0089,0.0005,0.0083,0.0088,0.0093,-0.0085,0.0316,-0.0401,0.0059,0.0062,0.0034,0.0169,0.0204,0.0369,0.0387,0.0535,Paul.Thompson,F,0.0112,0.057,202.6,0.30000000000000004,0.30000000000000004,,,,-0.0078,-0.0401,0.0,0.0204,0.001,0.001,0.0204
8482078,0.0708,-0.0661,0.1369,0.0579,0.0594,0.0529,0.4285,-0.3756,0.0219,0.0231,0.3421,-0.6202,0.9623,0.0323,0.034,0.169,0.0021,0.1669,0.0088,0.0093,-0.9477,1.0397,-1.9873,0.0059,0.0062,0.1666,-0.1467,0.02,0.03,0.0308,0.043,Lucas.Raymond,F,0.0614,-0.014,5429.3,1073.4,87.1,0.1669,0.006,0.1729,0.1052,-0.1327,0.235,0.0437,0.163,0.013,0.0317
8476894,0.0004,0.0199,-0.0195,0.0629,0.0653,-0.1562,0.1561,-0.3123,0.022,0.0232,-0.0624,0.1705,-0.2329,0.0323,0.034,0.2436,-0.2946,0.5382,0.0088,0.0093,0.1533,0.1169,0.0364,0.0059,0.0062,-0.0285,0.0485,0.02,0.0324,0.0337,0.0467,Brendan.Leipsic,F,0.0239,-0.0069,2018.1000000000001,187.8,0.2,-0.0743,0.0018,-0.0725,-0.0524,0.0554,0.098,0.012,0.085,0.0,0.0107
8485402,0.0463,-0.0054,0.0517,0.0709,0.0749,0.0135,-0.1468,0.1604,0.022,0.0232,0.0672,-0.0039,0.071,0.0323,0.0341,-0.0593,0.0951,-0.1544,0.0088,0.0093,0.1226,-0.2038,0.3264,0.0059,0.0062,0.0315,-0.0117,0.0198,0.0363,0.0384,0.0528,,?,0.0677,-0.0133,290.8,37.3,0.3,,,,-0.0362,0.0016,0.0,0.0198,0.114,0.001,0.0198
8474497,0.0204,0.001,0.0194,0.0715,0.0749,0.0131,0.011,0.0022,0.022,0.0232,0.0104,0.0003,0.0102,0.0323,0.0341,0.0056,0.0055,0.0002,0.0088,0.0093,-0.0253,-0.0329,0.0076,0.0059,0.0062,0.0158,0.0039,0.0197,0.0366,0.0384,0.053,Michael.Kostka,D,0.0394,0.0018,1302.6000000000001,117.60000000000001,64.4,,,,-0.0236,0.0021,0.0,0.0197,0.079,0.043,0.0197
8468598,0.0294,0.0004,0.0291,0.0671,0.0711,-0.0198,-0.0171,-0.0027,0.022,0.0232,-0.0014,0.0143,-0.0157,0.0323,0.034,0.1259,-0.079,0.2049,0.0088,0.0093,-0.0042,-0.1101,0.1059,0.0059,0.0062,0.0191,0.0004,0.0196,0.0345,0.0365,0.0502,Lubomir.Visnovsky,D,0.0567,-0.0034,6590.7,1356.7,127.39999999999999,-0.0621,0.0018,-0.0603,-0.0376,0.0038,0.0,0.0056,0.168,0.016,0.0114
8480839,0.0605,-0.042,0.1025,0.047,0.0484,-0.5777,-0.0231,-0.5546,0.0218,0.023,0.884,-0.3905,1.2745,0.0322,0.034,0.5114,-0.4169,0.9283,0.0088,0.0093,-0.34,0.6834,-1.0233,0.0059,0.0062,0.1824,-0.1627,0.0196,0.0248,0.0256,0.0356,Rasmus.Dahlin,D,0.0838,-0.0391,10648.3,1732.4,378.4,0.2306,0.0035,0.2341,0.0986,-0.1236,0.476,0.0478,0.136,0.03,0.0366
8480037,0.0264,0.0168,0.0095,0.0716,0.0753,-0.0489,0.0123,-0.0612,0.022,0.0232,0.0126,-0.0058,0.0184,0.0323,0.0341,0.0195,0.043,-0.0235,0.0088,0.0093,0.0608,-0.0127,0.0735,0.0059,0.0062,0.0074,0.0121,0.0194,0.0367,0.0386,0.0532,Aleksi.Heponiemi,F,0.0547,0.0329,266.4,2.9,3.5,,,,-0.0473,-0.0208,0.0,0.0194,0.011,0.013,0.0194
