player_id,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D,toi_5v5,toi_pp,toi_pk,PP_O,PK_D,PP_BPR,rapm_shift_O,rapm_shift_D,rapm_weight,total_BPR,pp_toi_frac,pk_toi_frac,total_BPR_adj
8474151,0.2553,0.052,0.2033,0.0396,0.0395,0.1812,0.9372,-0.7561,0.0217,0.0228,0.5939,0.6149,-0.021,0.0322,0.0339,0.4641,0.0526,0.4115,0.0088,0.0093,-0.9439,0.1339,-1.0778,0.0059,0.0062,0.3511,0.2997,0.6507,0.0213,0.0214,0.0302,Ryan.McDonagh,D,0.0384,0.0432,18466.7,1103.6,2762.2,-0.1182,0.0261,-0.0921,0.3127,0.2565,0.623,0.5354,0.049,0.124,0.5418
8478493,0.1414,0.116,0.0255,0.0505,0.0513,0.2577,0.2406,0.0171,0.0219,0.023,1.5077,0.2444,1.2634,0.0322,0.034,-0.9179,0.5423,-1.4601,0.0088,0.0093,-1.1564,-0.8626,-0.2938,0.0059,0.0062,0.4322,0.2149,0.6471,0.0264,0.0269,0.0377,Joel.Eriksson.Ek,F,0.0647,0.0068,7678.400000000001,1171.7,1031.0,0.4033,-0.0966,0.3067,0.3675,0.2081,0.412,0.5406,0.119,0.104,0.5751
8475760,0.2494,0.0211,0.2283,0.048,0.049,-0.029,0.8279,-0.8569,0.0218,0.023,1.373,-0.0575,1.4305,0.0322,0.034,0.2109,0.2519,-0.041,0.0088,0.0093,-1.3037,-0.565,-0.7387,0.0059,0.0062,0.4872,0.1598,0.647,0.0252,0.0259,0.0361,Nick.Bjugstad,F,0.0526,-0.0026,9870.5,1045.1,441.9,0.0721,-0.0182,0.0539,0.4346,0.1624,0.461,0.5682,0.092,0.039,0.5519
8479314,0.2408,-0.0217,0.2625,0.0434,0.0474,0.5599,0.4302,0.1297,0.0218,0.023,1.4455,-0.0332,1.4787,0.0322,0.034,-0.9894,-0.5427,-0.4467,0.0088,0.0093,-1.376,-2.8583,1.4822,0.0059,0.0062,0.5181,0.1281,0.6462,0.0231,0.0251,0.0341,Matthew.Tkachuk,F,0.1282,0.0093,9124.7,2027.4,62.8,0.2489,-0.0092,0.2397,0.3899,0.1188,0.519,0.5707,0.181,0.006,0.5671
8478402,0.2789,0.0784,0.2005,0.0396,0.0414,0.7174,-0.0021,0.7195,0.0217,0.0229,1.3969,0.5591,0.8378,0.0322,0.034,-0.8901,-0.9817,0.0917,0.0088,0.0093,0.1856,-1.1209,1.3065,0.0059,0.0062,0.4935,0.1478,0.6414,0.0213,0.0223,0.0308,Connor.McDavid,F,0.1343,0.0159,13070.4,2570.1,463.0,0.9319,0.1789,1.1108,0.3592,0.1319,0.608,0.6745,0.16,0.029,0.6346
8478038,0.1526,0.1518,0.0008,0.0449,0.0483,0.2366,0.3916,-0.155,0.0218,0.023,1.0088,0.4883,0.5206,0.0322,0.034,0.2845,-0.2863,0.5708,0.0088,0.0093,-0.9735,-0.3929,-0.5806,0.0059,0.0062,0.3897,0.2406,0.6303,0.0238,0.0255,0.0349,Devon.Toews,D,0.0615,-0.022,9749.4,845.7,1092.3999999999999,-0.0418,-0.0168,-0.0586,0.3282,0.2626,0.496,0.5212,0.072,0.093,0.5281
8476448,-0.004,0.1158,-0.1199,0.043,0.0453,-0.0992,1.0224,-1.1216,0.0218,0.023,0.9199,0.9422,-0.0223,0.0322,0.034,0.323,-0.6737,0.9967,0.0088,0.0093,-1.2823,0.645,-1.9273,0.0059,0.0062,0.2562,0.3523,0.6085,0.0229,0.0241,0.0332,William.Karlsson,F,0.0456,0.0251,9857.9,1231.0,1163.8,-0.0255,0.1037,0.0782,0.2106,0.3272,0.544,0.4969,0.1,0.095,0.5194
8476958,0.0217,0.1282,-0.1065,0.0387,0.0419,-0.309,0.8765,-1.1854,0.0217,0.0229,0.5646,0.9159,-0.3512,0.0322,0.034,1.42,-0.4483,1.8683,0.0088,0.0093,-0.706,-0.6446,-0.0614,0.0059,0.0062,0.2022,0.396,0.5981,0.0209,0.0225,0.0307,Jaccob.Slavin,D,0.0459,0.054,13933.0,535.0,2006.5,-0.1225,0.0558,-0.0667,0.1563,0.342,0.61,0.5086,0.032,0.122,0.499
8476463,-0.0247,0.2111,-0.2358,0.0407,0.0411,-0.3556,0.3852,-0.7408,0.0217,0.0229,0.3274,1.3017,-0.9743,0.0322,0.034,0.3827,0.2645,0.1181,0.0088,0.0093,-1.7941,-0.5898,-1.2043,0.0059,0.0062,0.1011,0.4892,0.5902,0.0218,0.0221,0.0311,Jonas.Brodin,D,0.0271,0.0101,16554.3,677.0,1919.3,0.1181,-0.0733,0.0448,0.074,0.4791,0.6,0.507,0.035,0.1,0.5041
8476479,0.0955,0.0061,0.0894,0.043,0.0459,0.2107,0.5876,-0.3769,0.0218,0.023,0.8804,0.7173,0.1631,0.0322,0.034,-0.3703,-0.1335,-0.2368,0.0088,0.0093,-1.4878,-0.8401,-0.6478,0.0059,0.0062,0.3103,0.2746,0.5849,0.0229,0.0244,0.0334,Phillip.Danault,F,0.0298,0.0396,10434.4,872.0,1339.2,0.0377,-0.0581,-0.0204,0.2805,0.235,0.538,0.4791,0.069,0.106,0.4937
8476372,0.0262,0.1101,-0.0839,0.0562,0.0568,0.754,0.2183,0.5357,0.0219,0.0231,0.3368,1.2285,-0.8917,0.0323,0.034,0.0105,0.5541,-0.5436,0.0088,0.0093,-0.6165,0.9014,-1.5179,0.0059,0.0062,0.2256,0.3553,0.5808,0.0292,0.0296,0.0415,Nick.Seeler,D,0.0267,0.091,5997.1,15.5,559.4,-0.0053,0.0482,0.0429,0.1989,0.2643,0.287,0.5341,0.002,0.085,0.4939
8471303,0.098,0.0014,0.0966,0.0447,0.0451,-0.1892,0.6212,-0.8104,0.0218,0.023,1.9963,-0.0089,2.0052,0.0322,0.034,-0.0663,0.4993,-0.5656,0.0088,0.0093,-1.7338,1.6767,-3.4106,0.0059,0.0062,0.5252,0.0548,0.58,0.0237,0.024,0.0337,Alexander.Edler,D,0.0577,0.0216,15866.6,2171.3,2065.8,0.0973,-0.026,0.0713,0.4675,0.0332,0.53,0.4656,0.108,0.103,0.4969
8475913,0.0662,0.2192,-0.153,0.0417,0.0437,0.3122,0.1052,0.207,0.0217,0.0229,-0.2393,1.318,-1.5573,0.0322,0.034,1.3216,-0.6934,2.015,0.0088,0.0093,-0.6641,-1.7566,1.0925,0.0059,0.0062,0.1331,0.444,0.5771,0.0223,0.0234,0.0323,Mark.Stone,F,0.0733,0.0642,10722.9,1989.0,831.8,0.3105,0.1171,0.4276,0.0598,0.3798,0.568,0.5097,0.147,0.061,0.5226
8478396,0.1426,0.0475,0.0951,0.0398,0.0417,-0.0385,-0.0578,0.0193,0.0217,0.0229,0.6271,1.5253,-0.8981,0.0322,0.034,0.1244,-0.8042,0.9286,0.0088,0.0093,0.0038,-1.195,1.1987,0.0059,0.0062,0.2108,0.3502,0.561,0.0214,0.0224,0.031,Noah.Hanifin,D,0.0603,-0.0025,14072.9,1290.5,938.7,-0.1225,0.028,-0.0945,0.1505,0.3527,0.602,0.4762,0.079,0.058,0.4657
8474166,0.1967,0.1269,0.0698,0.0422,0.0429,-0.0363,0.9391,-0.9754,0.0218,0.0229,0.1348,0.9708,-0.836,0.0322,0.034,0.6663,0.3384,0.3279,0.0088,0.0093,-0.6317,1.6531,-2.2848,0.0059,0.0062,0.1878,0.3721,0.5599,0.0225,0.023,0.0322,Alec.Martinez,D,0.0412,0.0539,13852.1,1225.8,1227.7,-0.0789,0.0251,-0.0538,0.1466,0.3182,0.571,0.4716,0.075,0.075,0.4683
8475184,0.0617,-0.03,0.0917,0.0423,0.0434,0.1932,0.4627,-0.2695,0.0218,0.0229,0.8471,1.1104,-0.2633,0.0322,0.034,0.3975,-0.7261,1.1236,0.0088,0.0093,-0.4058,-0.344,-0.0618,0.0059,0.0062,0.2863,0.2689,0.5552,0.0226,0.0232,0.0324,Chris.Kreider,F,0.0716,-0.0235,12230.7,2492.7,554.6,0.4204,0.0356,0.456,0.2147,0.2924,0.566,0.5143,0.163,0.036,0.5079
8474590,0.1362,-0.0409,0.1771,0.0388,0.0397,0.0601,-0.0376,0.0977,0.0217,0.0228,1.2841,0.7468,0.5374,0.0322,0.0339,0.0238,-0.2302,0.2541,0.0088,0.0093,-2.0055,0.52,-2.5255,0.0059,0.0062,0.4413,0.1036,0.5449,0.0209,0.0215,0.03,John.Carlson,D,0.0779,0.0334,19664.3,3196.0,2676.4,0.029,-0.0033,0.0257,0.3634,0.0702,0.628,0.4229,0.125,0.105,0.4629
8475848,0.1352,-0.0573,0.1925,0.0432,0.046,0.1509,0.0119,0.1389,0.0218,0.023,0.5706,1.32,-0.7494,0.0322,0.034,-0.2858,-0.3546,0.0688,0.0088,0.0093,-1.6672,-0.8714,-0.7959,0.0059,0.0062,0.2653,0.2771,0.5424,0.023,0.0244,0.0335,Brendan.Gallagher,F,0.1124,0.0136,11387.6,1817.7,37.4,0.1043,-0.0133,0.091,0.1529,0.2635,0.536,0.4807,0.137,0.003,0.4666
8479407,0.1491,-0.0215,0.1706,0.0487,0.051,0.029,0.415,-0.386,0.0218,0.023,0.6595,1.1692,-0.5097,0.0322,0.034,-0.1193,-1.1502,1.0309,0.0088,0.0093,-0.989,-0.9194,-0.0696,0.0059,0.0062,0.2564,0.2765,0.5329,0.0256,0.0268,0.037,Jesper.Bratt,F,0.0708,-0.0162,8128.5,1560.8,364.4,0.0736,-0.015,0.0586,0.1856,0.2927,0.434,0.4417,0.155,0.036,0.4558
8475225,0.0959,0.0182,0.0777,0.0434,0.0461,-0.3975,0.7648,-1.1622,0.0218,0.023,1.6844,0.1818,1.5026,0.0322,0.034,0.4087,-1.1441,1.5528,0.0088,0.0093,-1.6773,0.3988,-2.076,0.0059,0.0062,0.4505,0.0792,0.5297,0.0231,0.0245,0.0336,Craig.Smith,F,0.0755,-0.0079,11882.3,1595.3,18.4,-0.1475,0.0038,-0.1437,0.375,0.0871,0.533,0.4489,0.118,0.001,0.4354
8476399,0.0622,0.0425,0.0197,0.0466,0.049,-0.4548,0.2913,-0.7461,0.0218,0.023,0.9251,1.1423,-0.2172,0.0322,0.034,-0.1094,-1.0491,0.9397,0.0088,0.0093,-1.5995,-1.0607,-0.5388,0.0059,0.0062,0.2238,0.2957,0.5196,0.0246,0.0259,0.0357,Blake.Coleman,F,0.0642,0.0502,8844.9,385.3,1273.1000000000001,-0.0221,0.0931,0.071,0.1596,0.2455,0.473,0.448,0.037,0.121,0.4438
8476854,0.0413,0.095,-0.0537,0.0397,0.0408,-0.2039,0.6945,-0.8984,0.0217,0.0229,0.9803,1.0176,-0.0374,0.0322,0.034,-0.8192,-0.7378,-0.0814,0.0088,0.0093,-0.0126,-0.5444,0.5319,0.0059,0.0062,0.1571,0.3531,0.5101,0.0213,0.022,0.0306,Hampus.Lindholm,D,0.0484,-0.0118,14257.0,1336.9,1692.7,0.0353,0.0709,0.1062,0.1087,0.3649,0.613,0.4304,0.077,0.098,0.4392
8476461,0.1279,0.0867,0.0412,0.0452,0.0471,0.5814,-0.2796,0.8611,0.0218,0.023,0.3768,1.1459,-0.7692,0.0322,0.034,-1.0233,-0.6809,-0.3424,0.0088,0.0093,-1.1222,-1.9409,0.8187,0.0059,0.0062,0.2175,0.2903,0.5078,0.0239,0.025,0.0346,Sean.Couturier,F,0.0439,0.0138,13052.4,1754.7,1834.5,0.0761,-0.0601,0.016,0.1736,0.2765,0.505,0.3997,0.105,0.11,0.4317
8478443,-0.0371,0.1648,-0.2019,0.0436,0.0441,0.2196,0.4665,-0.2469,0.0218,0.0229,0.7867,0.5556,0.2311,0.0322,0.034,0.6288,-0.2337,0.8625,0.0088,0.0093,-0.3131,0.2062,-0.5193,0.0059,0.0062,0.2377,0.2523,0.4901,0.0232,0.0235,0.033,Brandon.Carlo,D,0.0237,0.0133,11138.300000000001,32.4,1811.2,-0.0061,0.0357,0.0296,0.214,0.239,0.549,0.4255,0.002,0.14,0.4163
8478856,0.0778,0.0544,0.0235,0.0525,0.0542,0.0821,0.7052,-0.6231,0.0219,0.0231,0.8604,0.2781,0.5822,0.0322,0.034,0.167,-0.4011,0.5681,0.0088,0.0093,-0.9111,-0.4804,-0.4307,0.0059,0.0062,0.287,0.1893,0.4763,0.0274,0.0283,0.0394,Conor.Garland,F,0.0703,-0.0017,7020.4,1094.1,156.5,0.0224,-0.0033,0.0191,0.2167,0.191,0.358,0.4072,0.132,0.019,0.4044
8477447,0.0474,0.0165,0.0309,0.0407,0.0431,-0.0843,0.6451,-0.7294,0.0217,0.0229,0.7361,0.8255,-0.0894,0.0322,0.034,0.1387,-0.9221,1.0607,0.0088,0.0093,-1.2098,-0.2852,-0.9246,0.0059,0.0062,0.2297,0.2427,0.4724,0.0218,0.0231,0.0317,Shea.Theodore,D,0.086,-0.0143,11021.0,1513.1,242.5,-0.0339,-0.0215,-0.0554,0.1437,0.257,0.584,0.4031,0.118,0.019,0.395
8475855,0.0675,0.1788,-0.1114,0.045,0.0466,-0.6854,0.8636,-1.549,0.0218,0.023,0.2295,0.7928,-0.5633,0.0322,0.034,0.1033,-0.3815,0.4848,0.0088,0.0093,-1.4095,-1.3439,-0.0656,0.0059,0.0062,0.044,0.4242,0.4682,0.0238,0.0247,0.0343,Jesper.Fast,F,-0.0026,0.0139,8690.0,148.7,1099.5,-0.0811,0.0469,-0.0342,0.0466,0.4103,0.513,0.4134,0.015,0.111,0.3921
8481542,0.0569,0.03,0.0269,0.0551,0.0558,0.1931,0.2333,-0.0402,0.0219,0.0231,0.3988,0.8708,-0.472,0.0323,0.034,-0.3474,0.6129,-0.9602,0.0088,0.0093,-1.0237,-0.1966,-0.8271,0.0059,0.0062,0.1653,0.2862,0.4515,0.0286,0.0291,0.0408,Moritz.Seider,D,0.0594,0.055,7050.2,1078.9,808.2,0.2052,-0.0874,0.1178,0.1059,0.2312,0.311,0.373,0.121,0.09,0.3933
8475754,0.1627,0.0065,0.1562,0.0417,0.0415,0.991,0.4858,0.5052,0.0217,0.0229,0.0183,0.4883,-0.47,0.0322,0.034,-0.6842,0.2437,-0.9278,0.0088,0.0093,-0.1292,-1.323,1.1938,0.0059,0.0062,0.1981,0.2511,0.4492,0.0223,0.0223,0.0315,Brock.Nelson,F,0.0625,-0.0034,13136.4,2180.2,790.4,0.0237,-0.0168,0.0069,0.1356,0.2545,0.589,0.3687,0.135,0.049,0.3807
8479323,0.059,0.0913,-0.0323,0.0493,0.0512,-0.1335,0.6447,-0.7782,0.0219,0.023,0.2791,0.5329,-0.2538,0.0322,0.034,1.042,-0.7392,1.7811,0.0088,0.0093,-1.1165,-1.3962,0.2797,0.0059,0.0062,0.1781,0.2711,0.4491,0.0259,0.0269,0.0373,Adam.Fox,D,0.0818,0.0286,8233.8,1379.7,746.8,0.4948,0.0239,0.5187,0.0963,0.2425,0.424,0.4245,0.133,0.072,0.4238
8476923,0.1776,0.0331,0.1445,0.0404,0.0415,0.1176,0.3769,-0.2593,0.0217,0.0229,0.9077,0.2718,0.6359,0.0322,0.034,0.1838,-1.0214,1.2052,0.0088,0.0093,-0.9404,-0.5387,-0.4017,0.0059,0.0062,0.3548,0.0931,0.4479,0.0217,0.0223,0.0311,Damon.Severson,D,0.0478,-0.0352,14733.9,1395.2,987.4,-0.2132,0.115,-0.0982,0.307,0.1283,0.6,0.3748,0.082,0.058,0.3683
8477511,0.0446,0.0952,-0.0507,0.0478,0.05,0.2914,-0.3021,0.5936,0.0218,0.023,0.0368,1.5712,-1.5344,0.0322,0.034,-0.6816,-0.4653,-0.2162,0.0088,0.0093,-0.5155,-1.7603,1.2447,0.0059,0.0062,0.0538,0.3904,0.4443,0.0251,0.0263,0.0364,Anthony.Mantha,F,0.0584,-0.0031,7751.700000000001,1098.9,10.9,-0.1734,0.0008,-0.1726,-0.0046,0.3935,0.452,0.3672,0.124,0.001,0.3608
8482113,0.0269,0.0316,-0.0047,0.0572,0.0603,0.1489,0.3914,-0.2425,0.0219,0.0231,0.1473,0.8824,-0.7351,0.0323,0.034,0.5178,-0.2021,0.7199,0.0088,0.0093,-0.6968,-1.4543,0.7576,0.0059,0.0062,0.1271,0.3147,0.4418,0.0297,0.0313,0.0431,Anton.Lundell,F,0.054,0.0402,4487.9,487.40000000000003,649.8,0.0226,-0.0757,-0.0531,0.0731,0.2745,0.231,0.3457,0.087,0.116,0.3703
