goalie_id,goalie_name,season,shots_faced,goals_against,xGA,sv_pct,GSAx,GSAx_adj,GOALIE_GAR,GOALIE_WAR
8477970,Vitek.Vanecek,2021,1033,96,67.97920682,0.9070667957405615,-28.02079318,-5.086858516351825,-0.47,-0.08
8479973,Stuart.Skinner,2021,38,5,3.4840063299999997,0.868421052631579,-1.5159936700000003,-0.6723445729829329,-0.5,-0.08
8478435,Dan.Vladar,2021,149,17,12.41253747,0.8859060402684564,-4.58746253,-1.279470018012025,-0.61,-0.1
8476234,Keith.Kinkaid,2021,205,21,14.74502918,0.8975609756097561,-6.2549708200000005,-1.7037059545131896,-0.79,-0.13
8481001,Veini.Vehvilainen,2021,4,1,0.11041587,0.75,-0.88958413,-0.8007789618929403,-0.78,-0.13
8479312,Alex.Lyon,2021,169,18,12.64042319,0.893491124260355,-5.35957681,-1.6075584574767268,-0.85,-0.14
8480045,Ukko.Pekka.Luukkonen,2021,149,14,9.15790592,0.9060402684563759,-4.842094080000001,-1.534101568012026,-0.87,-0.14
8471469,Pekka.Rinne,2021,664,62,43.4095,0.9066265060240963,-18.5905,-3.8488420942280843,-0.88,-0.15
8476444,Christopher.Gibson,2021,40,5,3.03840339,0.875,-1.96159661,-1.0735449289294028,-0.89,-0.15
8475839,Louis.Domingue,2021,23,3,1.3343318,0.8695652173913043,-1.6656682,-1.1550384833844065,-1.05,-0.18
8473503,James.Reimer,2021,627,59,41.13005699,0.9059011164274322,-17.86994301,-3.9497329092183886,-1.15,-0.19
8481501,Artyom.Zagidulin,2021,11,2,0.56467872,0.8181818181818182,-1.4353212800000001,-1.191107067705586,-1.14,-0.19
8476861,Oscar.Dansk,2021,29,4,1.81924421,0.8620689655172413,-2.18075579,-1.536918321223817,-1.41,-0.24
8479496,David.Rittich,2021,463,46,32.11378594,0.9006479481641468,-13.88621406,-3.607015851607837,-1.54,-0.26
8480373,Josef.Korenar,2021,258,26,17.38185807,0.8992248062015504,-8.61814193,-2.890208587094648,-1.74,-0.29
8475883,Frederik.Andersen,2021,660,70,50.53826906,0.8939393939393939,-19.461730940000002,-4.808878202335148,-1.86,-0.31
8476876,Malcolm.Subban,2021,472,47,32.50676866,0.9004237288135594,-14.493231340000001,-4.014221503366954,-1.91,-0.32
8475920,Michael.Houser,2021,141,14,8.05654436,0.900709219858156,-5.94345564,-2.8130734642261443,-2.18,-0.36
8471418,Anton.Khudobin,2021,800,76,52.26377336,0.905,-23.736226639999998,-5.975193018588055,-2.4,-0.4
8482246,Alexei.Melnichuk,2021,81,11,6.43222052,0.8641975308641975,-4.56777948,-2.76947482583204,-2.41,-0.4
8478492,Ilya.Samsonov,2021,598,59,40.43210115,0.9013377926421404,-18.56789885,-5.291526217994569,-2.62,-0.44
8470860,Jaroslav.Halak,2021,482,46,29.61134604,0.9045643153526971,-16.38865396,-5.687631203099302,-3.54,-0.59
8471734,Jonathan.Quick,2021,567,58,39.054367140000004,0.8977072310405644,-18.945632859999996,-6.357500280824279,-3.83,-0.64
8474682,Dustin.Tokarski,2021,447,43,27.21486808,0.9038031319910514,-15.785131920000001,-5.861154384036077,-3.87,-0.64
8480051,Cayden.Primeau,2021,93,14,7.52381548,0.8494623655913979,-6.47618452,-4.411464361510862,-4.0,-0.67
8481031,Ivan.Prosvetov,2021,51,9,3.40788875,0.8235294117647058,-5.59211125,-4.459845356634989,-4.23,-0.7
8477992,Jonas.Johansson,2021,380,39,24.59702436,0.8973684210526316,-14.402975640000001,-5.9664846698293275,-4.27,-0.71
8480382,Alexandar.Georgiev,2021,464,44,27.28979335,0.9051724137931034,-16.71020665,-6.408807149581072,-4.34,-0.72
8475717,Calvin.Pickard,2021,121,16,7.9088389,0.8677685950413223,-8.0911611,-5.404804764761444,-4.86,-0.81
8477465,Tristan.Jarry,2021,1280,120,80.89668628,0.90625,-39.10331372,-10.68565992574089,-4.97,-0.83
8475622,Carter.Hutton,2021,341,39,24.27351586,0.8856304985337243,-14.72648414,-7.155843558873158,-5.63,-0.94
8476914,Joonas.Korpisalo,2021,904,96,66.06396194,0.8938053097345132,-29.93603806,-9.866070067804504,-5.83,-0.97
8478024,Ville.Husso,2021,460,49,30.633529720000002,0.8934782608695652,-18.366470279999998,-8.15387594768813,-6.1,-1.02
8470147,Curtis.McElhinney,2021,295,36,21.79518384,0.8779661016949153,-14.20481616,-7.655435012104345,-6.34,-1.06
8480112,Hunter.Miska,2021,111,17,7.30886494,0.8468468468468469,-9.69113506,-7.226791645029094,-6.73,-1.12
8478039,Kaapo.Kahkonen,2021,692,68,42.13683442,0.9017341040462428,-25.86316558,-10.499871497478669,-7.41,-1.24
8476899,Matt.Murray,2021,738,79,51.10453787,0.8929539295392954,-27.89546213,-11.51090861424748,-8.22,-1.37
8474651,Braden.Holtby,2021,694,77,50.0956012,0.8890489913544669,-26.904398800000003,-11.49670213342514,-8.4,-1.4
8477180,Aaron.Dell,2021,154,22,9.3611516,0.8571428571428571,-12.6388484,-9.219849427878202,-8.53,-1.42
8477405,Marcus.Hogberg,2021,324,40,22.50118783,0.8765432098765432,-17.49881217,-10.305593553328162,-8.86,-1.48
8471227,Devan.Dubnyk,2021,595,63,38.16906095,0.8941176470588236,-24.830939049999998,-11.621170294074863,-8.96,-1.49
8468011,Ryan.Miller,2021,434,51,28.49866731,0.8824884792626728,-22.50133269,-12.865971950384022,-10.93,-1.82
8474889,Martin.Jones,2021,980,102,64.81532456,0.8959183673469387,-37.18467544000001,-15.427409253770374,-11.05,-1.84
8479394,Carter.Hart,2021,720,89,58.38167674,0.8763888888888889,-30.618323259999997,-14.633393000729246,-11.42,-1.9
8470880,Brian.Elliott,2021,738,82,49.73778166,0.8888888888888888,-32.26221834,-15.877664824247478,-12.58,-2.1
8478048,Igor.Shesterkin,2022,2340,157,162.73967874,0.9329059829059829,5.739678739999988,54.50651479776396,64.95,10.82
8476883,Andrei.Vasilevskiy,2022,2621,214,201.10370651,0.9183517741320106,-12.896293490000005,41.72673100034161,53.43,8.9
8475683,Sergei.Bobrovsky,2022,1872,164,156.16341172,0.9123931623931624,-7.836588280000001,31.17688056621118,39.54,6.59
8477424,Juuse.Saros,2022,2105,173,151.07354964,0.9178147268408551,-21.92645035999999,21.942861563757774,31.34,5.22
8475311,Darcy.Kuemper,2022,2142,176,152.54814324,0.9178338001867413,-23.45185676,21.188554708260874,30.75,5.12
8475883,Frederik.Andersen,2022,1427,111,103.40938287,0.9222144358794674,-7.590617129999998,22.148816653944102,28.52,4.75
8476945,Connor.Hellebuyck,2022,2158,193,166.00913219,0.9105653382761817,-26.990867809999997,17.98299210993789,27.62,4.6
8477465,Tristan.Jarry,2022,1737,141,122.80751795,0.918825561312608,-18.192482049999995,18.00751548518634,25.76,4.29
8474593,Jacob.Markstrom,2022,2105,172,143.92141021,0.918289786223278,-28.078589789999995,15.790722133757768,25.19,4.2
8478009,Ilya.Sorokin,2022,1623,121,104.65520183,0.9254467036352434,-16.344798170000004,17.479379146987576,24.73,4.12
8471734,Jonathan.Quick,2022,1516,138,123.68151291,0.9089709762532981,-14.318487090000005,17.275753706397513,24.04,4.01
8477967,Thatcher.Demko,2022,1967,168,141.2998096,0.9145907473309609,-26.700190399999997,14.293128628043483,23.08,3.85
8476341,Anton.Forsberg,2022,1457,121,103.60570217,0.9169526424159231,-17.39429783,12.970351800838511,19.48,3.25
8479979,Jake.Oettinger,2022,1610,126,104.7535783,0.9217391304347826,-21.2464217,12.306828750000001,19.5,3.25
8469608,Mike.Smith,2022,1434,123,102.18448221,0.9142259414225942,-20.81551779,9.069799691552795,15.47,2.58
8475215,Robin.Lehner,2022,1285,120,100.99270471,0.9066147859922179,-19.007295290000002,7.772783485310558,13.51,2.25
8478024,Ville.Husso,2022,1464,125,101.19604019,0.9146174863387978,-23.803959809999995,6.706573518447211,13.24,2.21
8477480,Eric.Comrie,2022,534,42,40.26370221,0.9213483146067416,-1.7362977900000018,9.392544284720495,11.78,1.96
8477293,Antti.Raanta,2022,1027,86,71.49658374,0.9162609542356378,-14.503416259999995,6.899806232018641,11.49,1.92
8478039,Kaapo.Kahkonen,2022,1064,93,77.28908359,0.9125939849624061,-15.710916409999996,6.4634056265217446,11.21,1.87
8478007,Elvis.Merzlikins,2022,1898,177,139.66595052,0.9067439409905164,-37.334049480000004,2.2212731001863304,10.7,1.78
8475789,Jack.Campbell,2022,1638,144,112.49225199,0.9120879120879121,-31.50774801,2.6290372304347827,9.94,1.66
8477484,Spencer.Martin,2022,218,11,15.32621616,0.9495412844036697,4.3262161599999995,8.86945131409938,9.84,1.64
8480280,Jeremy.Swayman,2022,1257,109,86.74209991,0.9132856006364359,-22.257900090000007,3.9386438948757707,9.55,1.59
