player_id,season,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D
8476994,2017,0.0744,-0.0986,0.173,0.0696,0.0728,0.0314,0.0409,-0.0094,0.022,0.0232,-0.2988,-1.096,0.7972,0.0323,0.034,-0.2422,-0.5698,0.3276,0.0088,0.0093,2.6918,1.5632,1.1286,0.0059,0.0062,-0.146,-0.381,-0.527,0.0357,0.0373,0.0516,Vinnie.Hinostroza,F,0.0569,0.0079
8473415,2017,-0.0573,-0.1535,0.0962,0.0706,0.0742,-0.4533,0.2132,-0.6666,0.022,0.0232,-0.351,-1.3464,0.9954,0.0323,0.034,0.3141,0.2151,0.0991,0.0088,0.0093,-0.3734,1.6332,-2.0066,0.0059,0.0062,-0.1401,-0.3934,-0.5335,0.0362,0.038,0.0525,Alex.Biega,D,0.0751,0.0089
8474578,2017,-0.0381,0.0563,-0.0943,0.0623,0.0651,0.3315,-0.4298,0.7613,0.022,0.0232,-1.8162,-0.5565,-1.2597,0.0323,0.034,-0.0947,0.0234,-0.1181,0.0088,0.0093,-1.6495,1.8195,-3.469,0.0059,0.0062,-0.3086,-0.2301,-0.5387,0.0321,0.0336,0.0465,Erik.Karlsson,D,0.088,-0.005
8470740,2017,-0.038,0.0906,-0.1286,0.0661,0.0692,0.2662,0.3585,-0.0922,0.022,0.0232,-2.9589,0.4217,-3.3806,0.0323,0.034,0.3736,-1.8652,2.2389,0.0088,0.0093,0.1575,0.227,-0.0695,0.0059,0.0062,-0.6139,0.0709,-0.5431,0.034,0.0356,0.0492,Lee.Stempniak,F,0.0103,-0.0181
8476300,2017,-0.0144,-0.2089,0.1945,0.0684,0.0722,-0.0277,0.1905,-0.2182,0.022,0.0232,-1.1989,-0.5671,-0.6318,0.0323,0.034,-0.1885,-0.9546,0.7661,0.0088,0.0093,0.8516,-0.8577,1.7093,0.0059,0.0062,-0.3205,-0.2236,-0.5441,0.0351,0.037,0.051,Nikita.Nesterov,D,0.0417,-0.0919
8475325,2017,-0.1234,0.0151,-0.1385,0.0704,0.0741,-0.5443,-0.0333,-0.511,0.022,0.0232,-1.5725,0.1863,-1.7587,0.0323,0.034,-0.4444,-0.1862,-0.2581,0.0088,0.0093,1.709,-0.1585,1.8675,0.0059,0.0062,-0.5843,0.0387,-0.5456,0.0361,0.038,0.0524,Jordan.Nolan,F,-0.0257,-0.053
8476918,2017,0.02,-0.1205,0.1405,0.0666,0.069,-0.2493,-0.4659,0.2166,0.022,0.0232,-1.4426,-1.13,-0.3127,0.0323,0.034,1.2828,0.7478,0.535,0.0088,0.0093,0.1634,-1.5394,1.7028,0.0059,0.0062,-0.2743,-0.2723,-0.5466,0.0342,0.0355,0.0493,Jimmy.Vesey,F,0.0371,-0.0012
8462042,2017,0.0095,-0.2731,0.2826,0.0675,0.0703,0.2405,-0.336,0.5764,0.022,0.0232,-0.2973,-1.0078,0.7106,0.0323,0.034,-0.3872,0.1299,-0.5172,0.0088,0.0093,2.589,0.1632,2.4258,0.0059,0.0062,-0.1514,-0.4074,-0.5588,0.0347,0.0361,0.05,Jarome.Iginla,F,0.0745,-0.0435
8474100,2017,-0.1222,-0.1852,0.0629,0.0672,0.0703,-0.0842,0.0314,-0.1156,0.022,0.0232,-0.5728,-0.5556,-0.0173,0.0323,0.034,-1.5391,1.0831,-2.6222,0.0088,0.0093,3.4944,0.0436,3.4508,0.0059,0.0062,-0.4319,-0.1469,-0.5787,0.0345,0.0361,0.0499,Dwight.King,F,0.0093,-0.0459
8478550,2017,-0.1816,-0.0838,-0.0978,0.0648,0.0686,0.0537,0.1877,-0.134,0.022,0.0232,-1.6731,-0.3684,-1.3047,0.0323,0.034,-1.0104,-2.6587,1.6482,0.0088,0.0093,-2.8132,-1.8033,-1.0099,0.0059,0.0062,-0.3989,-0.1822,-0.5811,0.0333,0.0353,0.0485,Artemi.Panarin,F,0.0813,-0.0078
8477850,2017,-0.0736,-0.0468,-0.0269,0.0691,0.0721,-0.16,0.4298,-0.5898,0.022,0.0232,-0.7062,-2.0775,1.3714,0.0323,0.034,2.537,0.0755,2.4615,0.0088,0.0093,0.1885,2.4963,-2.3078,0.0059,0.0062,-0.0715,-0.5113,-0.5828,0.0354,0.037,0.0512,Christian.Folin,D,0.0212,0.0514
8475179,2017,-0.2179,-0.0041,-0.2138,0.0684,0.0707,-1.099,0.0357,-1.1346,0.022,0.0232,-0.8171,-1.1496,0.3325,0.0323,0.034,1.6639,1.651,0.0129,0.0088,0.0093,1.3149,0.8463,0.4686,0.0059,0.0062,-0.4063,-0.1844,-0.5907,0.0351,0.0363,0.0505,Dmitry.Kulikov,D,0.0121,-0.008
8473534,2017,0.105,-0.0266,0.1316,0.0668,0.0696,-0.4317,-0.8503,0.4186,0.022,0.0232,-0.6961,-0.9207,0.2247,0.0323,0.034,-1.1154,-0.8909,-0.2246,0.0088,0.0093,-0.4026,-0.5035,0.1008,0.0059,0.0062,-0.2162,-0.3767,-0.5929,0.0343,0.0358,0.0496,Patrik.Berglund,F,0.0249,0.013
8473485,2017,-0.1572,0.1589,-0.3162,0.0691,0.0709,-0.0259,0.924,-0.9499,0.022,0.0232,-2.6695,-0.2303,-2.4392,0.0323,0.034,0.6286,-0.2333,0.8618,0.0088,0.0093,3.6928,-0.4613,4.1542,0.0059,0.0062,-0.7798,0.1718,-0.6079,0.0354,0.0364,0.0508,Chris.Stewart,F,0.0345,-0.0822
8475810,2017,0.0607,-0.0818,0.1425,0.067,0.0704,0.5682,-0.3969,0.965,0.022,0.0232,0.0205,-2.4755,2.496,0.0323,0.034,-0.9634,0.0722,-1.0356,0.0088,0.0093,-0.4024,1.2099,-1.6124,0.0059,0.0062,0.0784,-0.6891,-0.6107,0.0344,0.0362,0.0499,Bryan.Rust,F,0.0542,0.0435
8478483,2017,0.0302,-0.0179,0.048,0.0656,0.0686,-0.092,0.7663,-0.8584,0.022,0.0232,-2.1598,-0.2368,-1.9231,0.0323,0.034,0.5771,-1.9794,2.5565,0.0088,0.0093,2.0135,0.6978,1.3157,0.0059,0.0062,-0.5198,-0.0928,-0.6125,0.0337,0.0353,0.0488,Mitchell.Marner,F,0.0865,0.0264
8469521,2017,-0.3223,0.0873,-0.4096,0.066,0.0695,-0.7768,-0.453,-0.3237,0.022,0.0232,-0.7785,-0.0247,-0.7538,0.0323,0.034,-1.7438,1.6821,-3.4259,0.0088,0.0093,4.4085,-1.1295,5.538,0.0059,0.0062,-0.7299,0.1164,-0.6135,0.0339,0.0357,0.0493,Tomas.Plekanec,F,0.0296,0.0273
8476923,2017,0.0964,-0.3154,0.4118,0.0658,0.0688,-0.6853,0.4664,-1.1517,0.022,0.0232,0.1483,-1.954,2.1023,0.0323,0.034,-0.3101,-0.4587,0.1487,0.0088,0.0093,0.0102,0.986,-0.9758,0.0059,0.0062,-0.041,-0.5846,-0.6256,0.0338,0.0354,0.0489,Damon.Severson,D,0.0418,-0.0643
8473473,2017,-0.1646,-0.2891,0.1245,0.0648,0.0681,-0.5379,0.0073,-0.5452,0.022,0.0232,-0.6164,-0.4978,-0.1186,0.0323,0.034,-0.0901,-0.4975,0.4074,0.0088,0.0093,1.9342,-0.7595,2.6937,0.0059,0.0062,-0.3814,-0.2524,-0.6338,0.0333,0.035,0.0484,Milan.Lucic,F,0.0456,-0.0162
8477952,2017,-0.1623,-0.199,0.0366,0.0694,0.073,0.0037,-0.9353,0.939,0.022,0.0232,-0.9582,-1.0096,0.0514,0.0323,0.034,0.6894,0.2116,0.4778,0.0088,0.0093,-2.0581,0.4808,-2.5389,0.0059,0.0062,-0.1677,-0.4684,-0.6362,0.0356,0.0374,0.0516,Robby.Fabbri,F,0.03,-0.0523
8469759,2017,-0.114,-0.0293,-0.0848,0.0701,0.0727,-0.9248,-0.8564,-0.0684,0.022,0.0232,-1.0359,-0.5621,-0.4738,0.0323,0.034,0.3117,1.0462,-0.7345,0.0088,0.0093,0.7684,0.3888,0.3796,0.0059,0.0062,-0.4357,-0.2196,-0.6552,0.0359,0.0373,0.0518,Vernon.Fiddler,F,0.0073,0.0068
8474162,2017,-0.137,-0.2375,0.1005,0.0649,0.0688,-0.063,-1.1215,1.0585,0.022,0.0232,-0.4696,0.1632,-0.6328,0.0323,0.034,-1.4279,0.2153,-1.6431,0.0088,0.0093,1.6977,2.6274,-0.9297,0.0059,0.0062,-0.3348,-0.3432,-0.6781,0.0334,0.0354,0.0486,Jake.Muzzin,D,0.0736,-0.0023
8479442,2017,0.012,-0.3237,0.3357,0.0669,0.0696,0.0497,-0.0713,0.121,0.022,0.0232,-0.1136,-2.9833,2.8697,0.0323,0.034,0.8477,0.8774,-0.0297,0.0088,0.0093,-1.0577,-0.0306,-1.0272,0.0059,0.0062,0.0816,-0.775,-0.6934,0.0344,0.0358,0.0496,Troy.Stecher,D,0.0324,-0.0428
8475763,2017,-0.056,-0.0509,-0.0052,0.0666,0.0686,0.5382,-0.1065,0.6446,0.022,0.0232,-2.9935,-0.5306,-2.4629,0.0323,0.034,1.2858,0.6052,0.6806,0.0088,0.0093,3.0328,-1.8204,4.8532,0.0059,0.0062,-0.65,-0.049,-0.699,0.0342,0.0353,0.0491,Kevin.Hayes,F,0.0443,0.0123
8475204,2017,-0.0754,-0.1355,0.0601,0.0697,0.0733,0.2588,-0.9274,1.1862,0.022,0.0232,-0.625,-1.6164,0.9914,0.0323,0.034,0.0462,1.1912,-1.1451,0.0088,0.0093,1.5556,0.5204,1.0352,0.0059,0.0062,-0.1958,-0.5118,-0.7076,0.0357,0.0376,0.0518,Brandon.Pirri,F,0.0612,-0.0274
8469770,2017,0.0451,-0.2022,0.2473,0.0676,0.0709,-0.0062,0.6724,-0.6786,0.022,0.0232,-1.8261,-0.3437,-1.4824,0.0323,0.034,-0.5989,-1.6026,1.0037,0.0088,0.0093,1.8501,1.5237,0.3263,0.0059,0.0062,-0.4901,-0.233,-0.723,0.0347,0.0364,0.0503,Dennis.Wideman,D,0.0574,-0.0203
8477934,2017,0.3122,-0.248,0.5602,0.0645,0.0678,0.7182,-0.5445,1.2627,0.022,0.0232,-0.3611,-2.6397,2.2786,0.0323,0.034,0.0848,-1.2374,1.3222,0.0088,0.0093,-1.0943,2.429,-3.5233,0.0059,0.0062,0.2332,-0.9578,-0.7246,0.0332,0.0349,0.0482,Leon.Draisaitl,F,0.0681,0.036
8474141,2017,-0.1526,-0.1432,-0.0094,0.0642,0.0674,0.1842,-0.7042,0.8884,0.022,0.0232,-1.0923,-0.3845,-0.7078,0.0323,0.034,1.0374,-0.3991,1.4365,0.0088,0.0093,4.0392,1.3388,2.7004,0.0059,0.0062,-0.3883,-0.3393,-0.7276,0.033,0.0347,0.0479,Patrick.Kane,F,0.0968,-0.0716
8476403,2017,-0.0636,-0.2931,0.2296,0.0697,0.0727,0.1433,0.0981,0.0452,0.022,0.0232,-1.4987,-1.4103,-0.0884,0.0323,0.034,2.3439,0.5975,1.7464,0.0088,0.0093,1.9113,1.2173,0.694,0.0059,0.0062,-0.2758,-0.4549,-0.7308,0.0357,0.0373,0.0516,Klas.Dahlbeck,D,0.0338,-0.0518
8475430,2017,-0.0337,-0.279,0.2453,0.0669,0.07,-0.2863,-0.625,0.3386,0.022,0.0232,-0.4416,-1.6961,1.2545,0.0323,0.034,-0.0022,1.0098,-1.012,0.0088,0.0093,0.5162,0.6645,-0.1483,0.0059,0.0062,-0.1777,-0.5724,-0.7501,0.0344,0.036,0.0497,Brandon.Manning,D,0.0525,-0.0123
8469638,2017,-0.1475,-0.2713,0.1238,0.0673,0.0711,-0.6417,-0.7707,0.129,0.022,0.0232,1.179,-2.1229,3.3019,0.0323,0.034,-2.4392,0.6643,-3.1035,0.0088,0.0093,1.1771,-0.0857,1.2628,0.0059,0.0062,-0.1041,-0.675,-0.7791,0.0346,0.0365,0.0503,Jussi.Jokinen,F,0.0167,-0.0112
8476851,2017,0.0095,-0.1581,0.1675,0.0674,0.0704,-0.2233,-0.7842,0.5609,0.022,0.0232,0.0278,-1.2312,1.259,0.0323,0.034,-1.6444,-0.5836,-1.0608,0.0088,0.0093,4.5736,0.4261,4.1474,0.0059,0.0062,-0.3042,-0.5196,-0.8238,0.0346,0.0362,0.05,Alex.Galchenyuk,F,0.0776,-0.0361
8468208,2017,-0.1677,-0.2099,0.0422,0.0662,0.0696,0.453,-0.0767,0.5297,0.022,0.0232,-2.782,0.4686,-3.2505,0.0323,0.034,-0.8315,-0.0865,-0.7449,0.0088,0.0093,1.7404,1.5088,0.2317,0.0059,0.0062,-0.7474,-0.0789,-0.8264,0.034,0.0358,0.0494,Joel.Ward,F,-0.0107,-0.009
8471296,2017,-0.1501,0.0412,-0.1913,0.0648,0.0678,-0.2212,0.1951,-0.4163,0.022,0.0232,-1.7999,-0.909,-0.891,0.0323,0.034,-0.7227,-0.0002,-0.7226,0.0088,0.0093,1.4211,3.2756,-1.8545,0.0059,0.0062,-0.6044,-0.2812,-0.8856,0.0333,0.0349,0.0483,Alexei.Emelin,D,0.0094,-0.0141
8475760,2017,0.0087,-0.2624,0.2712,0.0696,0.0727,-0.8729,0.0144,-0.8874,0.022,0.0232,-0.8648,-2.0126,1.1479,0.0323,0.034,0.2279,1.3831,-1.1552,0.0088,0.0093,1.3268,1.2216,0.1052,0.0059,0.0062,-0.3562,-0.5377,-0.8939,0.0357,0.0373,0.0516,Nick.Bjugstad,F,0.1073,0.0128
8468542,2017,-0.2029,-0.118,-0.0849,0.0632,0.0666,-1.4429,-0.7093,-0.7336,0.022,0.0232,-1.8367,-0.2005,-1.6362,0.0323,0.034,0.9138,0.5739,0.3399,0.0088,0.0093,2.9431,-0.4016,3.3447,0.0059,0.0062,-0.7849,-0.159,-0.9439,0.0326,0.0343,0.0473,Paul.Martin,D,0.0046,0.0217
8475279,2017,-0.1884,-0.0068,-0.1815,0.0688,0.0716,-0.1618,-0.4385,0.2767,0.022,0.0232,-1.6756,-1.8941,0.2184,0.0323,0.034,1.5627,1.2628,0.2999,0.0088,0.0093,3.1249,1.3894,1.7355,0.0059,0.0062,-0.5183,-0.4657,-0.984,0.0353,0.0367,0.0509,Ben.Chiarot,D,0.033,0.0033
8475186,2017,0.0257,-0.2017,0.2275,0.068,0.0705,0.4707,-0.5748,1.0455,0.022,0.0232,-2.3579,-1.6694,-0.6885,0.0323,0.034,-0.1885,-0.6361,0.4477,0.0088,0.0093,0.3245,-0.6601,0.9846,0.0059,0.0062,-0.4596,-0.5661,-1.0257,0.0349,0.0362,0.0503,John.Moore,D,0.0386,-0.0396
8476931,2017,-0.2005,-0.2454,0.0449,0.066,0.068,0.5324,-0.5261,1.0585,0.022,0.0232,-1.526,-2.106,0.58,0.0323,0.034,-0.0183,1.2421,-1.2605,0.0088,0.0093,2.0889,0.3021,1.7868,0.0059,0.0062,-0.4408,-0.6025,-1.0433,0.0339,0.035,0.0487,Jake.McCabe,D,0.0161,-0.0253
8471426,2017,-0.1705,-0.0368,-0.1338,0.0679,0.0705,-0.2636,0.4362,-0.6999,0.022,0.0232,-1.1527,-2.6724,1.5196,0.0323,0.034,0.7163,0.7325,-0.0161,0.0088,0.0093,3.2408,3.2121,0.0286,0.0059,0.0062,-0.465,-0.6254,-1.0905,0.0348,0.0362,0.0503,Troy.Brouwer,F,-0.0067,0.0038
8474577,2017,-0.0855,0.0441,-0.1297,0.0702,0.0732,-0.2011,-1.7189,1.5178,0.022,0.0232,-0.9436,-1.7038,0.7602,0.0323,0.034,-1.5294,-1.2648,-0.2646,0.0088,0.0093,0.4049,0.8173,-0.4124,0.0059,0.0062,-0.3885,-0.7192,-1.1077,0.036,0.0375,0.052,Joe.Colborne,F,-0.0074,-0.0195
8474161,2017,-0.0753,-0.2522,0.1769,0.066,0.0689,-0.9075,-1.2971,0.3896,0.022,0.0232,-0.8732,-2.0208,1.1476,0.0323,0.034,-0.5093,-0.1793,-0.33,0.0088,0.0093,2.9375,0.3806,2.5569,0.0059,0.0062,-0.5139,-0.7912,-1.3052,0.0339,0.0354,0.0491,Jakub.Voracek,F,0.1005,-0.0218
8476460,2018,0.3171,0.0402,0.2769,0.0652,0.0682,1.4667,0.8261,0.6406,0.022,0.0232,1.0458,1.5015,-0.4557,0.0323,0.034,0.8147,-1.8831,2.6978,0.0088,0.0093,-3.6584,-1.7239,-1.9344,0.0059,0.0062,0.8038,0.4303,1.2342,0.0335,0.0351,0.0485,Mark.Scheifele,F,0.0588,0.0045
8477505,2018,0.1885,0.1484,0.0401,0.0667,0.0704,1.3392,0.1461,1.1931,0.022,0.0232,2.3669,1.1143,1.2526,0.0323,0.034,-0.1353,-1.4803,1.345,0.0088,0.0093,-1.0156,-2.4232,1.4077,0.0059,0.0062,0.8484,0.3494,1.1977,0.0343,0.0362,0.0498,Alexander.Wennberg,F,-0.0173,-0.0174
8476312,2018,0.1096,0.0139,0.0957,0.0644,0.0672,1.5615,0.7486,0.8128,0.022,0.0232,2.9474,0.6287,2.3188,0.0323,0.034,-0.1621,-0.3513,0.1891,0.0088,0.0093,1.118,-0.8982,2.0162,0.0059,0.0062,0.883,0.2724,1.1554,0.0331,0.0346,0.0479,Josh.Manson,D,0.0234,-0.0407
8475462,2018,0.0219,0.1054,-0.0835,0.0662,0.0693,-0.1815,-0.305,0.1235,0.022,0.0232,1.666,3.0347,-1.3687,0.0323,0.034,-0.0946,0.1082,-0.2027,0.0088,0.0093,-1.8946,-0.7266,-1.168,0.0059,0.0062,0.4204,0.7101,1.1305,0.034,0.0356,0.0493,Radko.Gudas,D,0.0512,0.0536
8475747,2018,0.3254,0.08,0.2453,0.0666,0.0683,1.3179,0.2826,1.0353,0.022,0.0232,2.9792,-0.2955,3.2747,0.0323,0.034,-1.215,0.7526,-1.9676,0.0088,0.0093,-1.5676,0.2576,-1.8252,0.0059,0.0062,1.0056,0.0522,1.0578,0.0342,0.0351,0.049,Patrik.Nemeth,D,0.0117,0.0594
8476905,2018,0.0631,0.1901,-0.127,0.0676,0.0697,0.5822,0.6684,-0.0861,0.022,0.0232,1.4999,2.3096,-0.8097,0.0323,0.034,-1.1062,-1.6449,0.5387,0.0088,0.0093,-0.4716,-0.7597,0.2881,0.0059,0.0062,0.4013,0.6351,1.0365,0.0347,0.0358,0.0499,Chandler.Stephenson,F,-0.0391,-0.0104
8470803,2018,0.0749,0.0535,0.0214,0.0677,0.0705,0.8608,1.3598,-0.4989,0.022,0.0232,2.2629,0.7338,1.5292,0.0323,0.034,-1.8777,1.4225,-3.3001,0.0088,0.0093,0.3424,-0.0912,0.4336,0.0059,0.0062,0.5381,0.4812,1.0192,0.0347,0.0362,0.0502,Kyle.Brodziak,F,-0.015,0.0611
8478843,2018,-0.0023,0.0811,-0.0833,0.0685,0.0721,0.6042,0.7975,-0.1933,0.022,0.0232,0.6531,1.1251,-0.472,0.0323,0.034,1.1956,0.6053,0.5903,0.0088,0.0093,-2.961,-1.9134,-1.0476,0.0059,0.0062,0.4233,0.5206,0.9439,0.0351,0.037,0.051,Denis.Malgin,F,0.007,-0.009
8476891,2018,0.0722,0.1509,-0.0787,0.0663,0.0697,0.9643,1.1033,-0.139,0.022,0.0232,0.8461,1.4747,-0.6285,0.0323,0.034,-0.7258,-0.9403,0.2145,0.0088,0.0093,-0.7445,-1.9781,1.2336,0.0059,0.0062,0.3531,0.5881,0.9412,0.0341,0.0358,0.0494,Matt.Grzelcyk,D,0.0363,-0.0266
8476958,2018,0.0346,0.0865,-0.0519,0.0632,0.0672,-0.0824,0.1547,-0.237,0.022,0.0232,1.3093,2.18,-0.8707,0.0323,0.034,1.1573,-1.0215,2.1788,0.0088,0.0093,-1.06,-1.1656,0.1056,0.0059,0.0062,0.4048,0.5314,0.9362,0.0326,0.0346,0.0475,Jaccob.Slavin,D,0.0467,0.0593
8471709,2018,0.087,0.1684,-0.0815,0.0639,0.0656,0.371,0.206,0.165,0.022,0.0232,0.6942,2.4271,-1.7329,0.0323,0.034,-1.8994,0.0412,-1.9406,0.0088,0.0093,-0.8114,-2.5321,1.7208,0.0059,0.0062,0.1704,0.7528,0.9232,0.0329,0.0338,0.0472,Marc.Edouard.Vlasic,D,0.0388,0.0025
8476392,2018,0.1116,0.176,-0.0644,0.0683,0.0722,0.105,-0.5041,0.6091,0.022,0.0232,0.8748,1.9505,-1.0757,0.0323,0.034,-1.4756,-0.1504,-1.3252,0.0088,0.0093,-2.9263,-4.7653,1.839,0.0059,0.0062,0.2925,0.6231,0.9156,0.035,0.037,0.051,Adam.Lowry,F,0.0045,0.0509
8471887,2018,0.319,-0.0168,0.3358,0.0657,0.0695,0.3035,-0.223,0.5264,0.022,0.0232,1.5931,1.2381,0.3551,0.0323,0.034,0.6294,-0.2882,0.9176,0.0088,0.0093,-2.523,-0.055,-2.4679,0.0059,0.0062,0.6942,0.2154,0.9096,0.0338,0.0357,0.0492,Patric.Hornqvist,F,0.1154,0.0007
8479482,2018,-0.056,0.4184,-0.4744,0.0653,0.068,0.0365,0.9793,-0.9428,0.022,0.0232,0.2459,2.2879,-2.042,0.0323,0.034,0.3471,-0.1814,0.5285,0.0088,0.0093,-0.4602,0.2544,-0.7146,0.0059,0.0062,0.0708,0.8384,0.9092,0.0336,0.035,0.0485,Michal.Kempny,D,0.0447,0.0501
8477046,2018,0.193,0.203,-0.01,0.066,0.0694,-0.1061,1.3026,-1.4086,0.022,0.0232,0.484,1.8247,-1.3407,0.0323,0.034,1.168,-1.6684,2.8364,0.0088,0.0093,-0.6204,-0.5245,-0.0959,0.0059,0.0062,0.282,0.6192,0.9012,0.0339,0.0357,0.0492,Joakim.Ryan,D,0.0287,0.0039
8475765,2018,0.2427,0.2176,0.0251,0.0654,0.0686,1.1215,0.8873,0.2343,0.022,0.0232,0.986,1.0344,-0.0484,0.0323,0.034,-1.1572,-0.8484,-0.3088,0.0088,0.0093,-0.5028,-0.599,0.0962,0.0059,0.0062,0.4572,0.4425,0.8997,0.0336,0.0353,0.0487,Vladimir.Tarasenko,F,0.1196,0.0004
8477986,2018,-0.0866,0.0814,-0.168,0.0648,0.0672,0.5888,0.1452,0.4436,0.022,0.0232,0.8962,2.3207,-1.4245,0.0323,0.034,-0.7232,0.9255,-1.6488,0.0088,0.0093,0.6336,-1.8685,2.5021,0.0059,0.0062,0.1734,0.7033,0.8768,0.0333,0.0346,0.0481,Brandon.Montour,D,0.061,-0.0253
8465009,2018,0.3375,0.0933,0.2442,0.0633,0.0657,0.4023,0.0056,0.3967,0.022,0.0232,2.7353,0.458,2.2774,0.0323,0.034,-1.4086,-1.3501,-0.0585,0.0088,0.0093,-0.201,-0.9173,0.7164,0.0059,0.0062,0.7544,0.1039,0.8583,0.0326,0.0339,0.047,Zdeno.Chara,D,0.032,0.0009
8476461,2018,0.134,0.01,0.124,0.065,0.0681,2.1999,-0.2546,2.4545,0.022,0.0232,0.9917,0.4673,0.5244,0.0323,0.034,-1.0942,0.7434,-1.8376,0.0088,0.0093,-2.5108,-2.0392,-0.4716,0.0059,0.0062,0.6499,0.1958,0.8457,0.0334,0.035,0.0484,Sean.Couturier,F,0.0633,0.0174
8477949,2018,0.1543,0.1629,-0.0086,0.065,0.0682,0.459,0.7774,-0.3183,0.022,0.0232,-0.0279,1.9119,-1.9398,0.0323,0.034,0.3201,-0.1613,0.4814,0.0088,0.0093,-1.7645,0.1736,-1.9381,0.0059,0.0062,0.2296,0.6021,0.8317,0.0334,0.0351,0.0485,Alex.Tuch,F,0.0804,0.0472
8475169,2018,0.3229,0.0684,0.2546,0.065,0.0675,-0.3606,0.4732,-0.8338,0.022,0.0232,2.9597,-0.6498,3.6096,0.0323,0.034,0.3215,0.832,-0.5105,0.0088,0.0093,-1.5568,0.5516,-2.1084,0.0059,0.0062,0.8401,-0.0099,0.8301,0.0334,0.0347,0.0482,Evander.Kane,F,0.1088,-0.0035
8476455,2018,0.0172,0.1793,-0.162,0.0654,0.0679,0.2282,0.9484,-0.7203,0.022,0.0232,1.45,0.9024,0.5476,0.0323,0.034,0.6329,-0.6085,1.2414,0.0088,0.0093,-1.8154,1.1294,-2.9448,0.0059,0.0062,0.4724,0.3488,0.8212,0.0336,0.0349,0.0485,Gabriel.Landeskog,F,0.0972,0.0234
8476474,2018,0.0116,0.0049,0.0067,0.0671,0.0706,0.1503,0.9584,-0.8081,0.022,0.0232,0.9765,1.5501,-0.5736,0.0323,0.034,0.6096,-0.4727,1.0824,0.0088,0.0093,-0.4808,-1.5604,1.0796,0.0059,0.0062,0.299,0.5213,0.8203,0.0345,0.0363,0.05,Stefan.Noesen,F,0.0364,0.0198
8476889,2018,0.0426,0.046,-0.0035,0.0673,0.0705,1.3822,1.1837,0.1985,0.022,0.0232,0.5117,0.2296,0.2821,0.0323,0.034,1.0516,0.8025,0.2491,0.0088,0.0093,-0.8216,-1.6977,0.8761,0.0059,0.0062,0.4372,0.3671,0.8043,0.0346,0.0362,0.0501,Radek.Faksa,F,0.0134,0.0637
8475820,2018,0.2099,0.0853,0.1246,0.0664,0.07,0.4913,0.1915,0.2998,0.022,0.0232,1.8632,0.6264,1.2368,0.0323,0.034,-0.3036,-1.3737,1.07,0.0088,0.0093,-1.3406,-1.1554,-0.1852,0.0059,0.0062,0.624,0.173,0.7969,0.0341,0.036,0.0496,Joonas.Donskoi,F,0.0376,0.012
8477944,2018,0.1563,0.1501,0.0062,0.0657,0.0687,0.0134,0.2913,-0.2779,0.022,0.0232,1.0724,2.2097,-1.1374,0.0323,0.034,-2.1068,-1.3797,-0.7271,0.0088,0.0093,-0.5772,-1.3292,0.752,0.0059,0.0062,0.2128,0.5753,0.788,0.0338,0.0353,0.0489,Jakub.Vrana,F,0.061,0.0214
8477845,2018,0.1254,0.1065,0.0189,0.0647,0.0688,0.6052,0.4725,0.1327,0.022,0.0232,0.4927,1.2573,-0.7646,0.0323,0.034,2.4504,-1.5997,4.0501,0.0088,0.0093,-0.8317,-0.5457,-0.2861,0.0059,0.0062,0.4422,0.3266,0.7687,0.0333,0.0354,0.0486,Trevor.van.Riemsdyk,D,0.0439,0.0182
8475722,2018,0.1755,0.1548,0.0207,0.0659,0.0686,0.1471,0.2016,-0.0544,0.022,0.0232,1.6181,0.5003,1.1178,0.0323,0.034,0.6028,-0.5179,1.1207,0.0088,0.0093,-1.6442,-0.2087,-1.4355,0.0059,0.0062,0.5677,0.195,0.7627,0.0339,0.0353,0.0489,Jason.Zucker,F,0.0787,0.0053
8468083,2018,0.0431,0.1323,-0.0892,0.0651,0.068,0.7048,0.8019,-0.0971,0.022,0.0232,0.2874,1.0259,-0.7386,0.0323,0.034,1.6239,-0.6376,2.2615,0.0088,0.0093,-2.1904,-0.1134,-2.077,0.0059,0.0062,0.3755,0.3784,0.754,0.0335,0.035,0.0484,Henrik.Zetterberg,F,0.0903,-0.0209
8470162,2018,0.128,0.1145,0.0135,0.0691,0.0726,0.4735,1.2857,-0.8122,0.022,0.0232,0.6067,1.2518,-0.6451,0.0323,0.034,-2.2092,0.1243,-2.3335,0.0088,0.0093,-1.1537,-0.9219,-0.2318,0.0059,0.0062,0.1821,0.5698,0.7519,0.0354,0.0372,0.0514,Matt.Stajan,F,0.0041,0.0173
