player_id,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D
8479410,0.1417,-0.0848,0.2265,0.0431,0.0447,-0.055,0.5125,-0.5675,0.0218,0.0229,0.2572,-0.0349,0.292,0.0322,0.034,0.2024,-0.5211,0.7235,0.0088,0.0093,-0.5531,0.3056,-0.8586,0.0059,0.0062,0.1535,-0.0167,0.1368,0.0229,0.0238,0.0331,Mikhail.Sergachev,D,0.0664,-0.0074
8478047,0.0578,-0.0565,0.1143,0.0544,0.0577,0.31,-0.2624,0.5724,0.0219,0.0231,-0.0227,-0.0448,0.0221,0.0323,0.034,0.8745,0.0491,0.8254,0.0088,0.0093,-0.9667,-1.2319,0.2652,0.0059,0.0062,0.1615,-0.0252,0.1363,0.0283,0.03,0.0413,Michael.Bunting,F,0.0783,-0.0449
8475188,0.0772,0.0812,-0.004,0.0396,0.0419,-0.2484,0.3232,-0.5716,0.0217,0.0229,-0.3289,0.4986,-0.8275,0.0322,0.034,0.968,-0.6386,1.6067,0.0088,0.0093,-1.0303,1.3098,-2.3401,0.0059,0.0062,0.0283,0.1081,0.1363,0.0213,0.0225,0.031,Brayden.McNabb,D,0.0221,0.0434
8474613,-0.0424,0.1096,-0.152,0.0456,0.047,-0.7961,0.4569,-1.253,0.0218,0.023,0.1446,0.2215,-0.0769,0.0322,0.034,0.3157,-0.0745,0.3901,0.0088,0.0093,-0.9683,-0.4566,-0.5117,0.0059,0.0062,-0.0511,0.1859,0.1347,0.0241,0.0249,0.0347,Derek.Stepan,F,0.0505,0.0067
8478146,-0.0004,0.0168,-0.0172,0.0658,0.0673,-0.0149,0.5228,-0.5377,0.022,0.0232,0.1028,-0.0208,0.1236,0.0323,0.034,0.0953,0.1591,-0.0638,0.0088,0.0093,-0.2645,-0.1473,-0.1172,0.0059,0.0062,0.0365,0.0977,0.1342,0.0338,0.0347,0.0484,Matthew.Highmore,F,0.0106,0.0173
8483457,0.0434,-0.0059,0.0494,0.0657,0.0678,0.7484,-0.6323,1.3807,0.022,0.0232,-0.1414,0.7323,-0.8737,0.0323,0.034,-0.4328,0.4043,-0.8371,0.0088,0.0093,0.9585,-0.2005,1.159,0.0059,0.0062,0.0385,0.0956,0.1341,0.0338,0.0349,0.0486,,D,0.0708,0.0017
8476917,-0.0698,0.1113,-0.181,0.0437,0.044,0.0363,0.2177,-0.1814,0.0218,0.0229,-0.1635,0.2982,-0.4617,0.0322,0.034,0.464,-0.5764,1.0404,0.0088,0.0093,-0.8576,-0.4452,-0.4124,0.0059,0.0062,-0.0033,0.1371,0.1339,0.0232,0.0235,0.033,Adam.Pelech,D,0.0332,0.0443
8468498,0.0127,0.058,-0.0452,0.0501,0.0507,-0.1001,0.5524,-0.6525,0.0219,0.023,0.0783,0.2235,-0.1452,0.0322,0.034,-0.2474,-0.2843,0.0369,0.0088,0.0093,-0.3205,0.4325,-0.753,0.0059,0.0062,0.0065,0.1267,0.1332,0.0262,0.0267,0.0374,Brooks.Orpik,D,0.0083,0.0182
8476981,0.1093,-0.075,0.1843,0.0475,0.0478,0.1323,-0.0074,0.1397,0.0218,0.023,-0.2172,0.4732,-0.6904,0.0322,0.034,0.2381,-0.245,0.483,0.0088,0.0093,-0.8209,-0.2036,-0.6173,0.0059,0.0062,0.0738,0.0589,0.1328,0.025,0.0253,0.0356,Josh.Anderson,F,0.0464,-0.0152
8475764,0.117,0.0193,0.0977,0.0402,0.04,0.2103,0.4436,-0.2333,0.0217,0.0228,0.4184,-0.7271,1.1455,0.0322,0.0339,-0.4167,0.6146,-1.0313,0.0088,0.0093,0.0526,-0.6089,0.6615,0.0059,0.0062,0.155,-0.0225,0.1324,0.0216,0.0216,0.0305,Cam.Fowler,D,0.0434,-0.0469
8470616,0.0431,0.0517,-0.0086,0.0516,0.0526,-0.3675,0.3329,-0.7004,0.0219,0.0231,0.1148,0.1757,-0.061,0.0322,0.034,-0.1382,0.5504,-0.6887,0.0088,0.0093,0.2753,-0.3127,0.5879,0.0059,0.0062,-0.0276,0.16,0.1323,0.027,0.0276,0.0386,Ryan.Kesler,F,0.0494,0.0399
8474027,-0.1322,0.0998,-0.232,0.0416,0.0415,-0.6701,0.6381,-1.3081,0.0217,0.0229,-0.0011,0.373,-0.3742,0.0322,0.034,0.534,0.3208,0.2132,0.0088,0.0093,-0.1674,-0.3365,0.1691,0.0059,0.0062,-0.1281,0.2604,0.1323,0.0222,0.0223,0.0315,Justin.Braun,D,0.032,0.0106
8476462,0.0682,-0.0068,0.0749,0.0377,0.0405,-0.1571,0.1128,-0.2699,0.0217,0.0229,1.3585,-0.7322,2.0907,0.0322,0.034,-0.5827,0.1409,-0.7236,0.0088,0.0093,-0.6289,0.7158,-1.3446,0.0059,0.0062,0.2996,-0.1677,0.1319,0.0204,0.0219,0.0299,Dougie.Hamilton,D,0.1041,-0.022
8470619,0.002,0.0429,-0.0408,0.0542,0.0555,-0.1451,0.1006,-0.2457,0.0219,0.0231,0.6251,-0.3787,1.0039,0.0323,0.034,0.8036,0.082,0.7216,0.0088,0.0093,-0.9026,0.6909,-1.5934,0.0059,0.0062,0.2011,-0.0695,0.1316,0.0282,0.029,0.0404,Brian.Boyle,F,0.0305,0.0294
8482803,0.0348,-0.0375,0.0723,0.0662,0.0694,1.0264,-0.4347,1.4611,0.022,0.0232,-0.3141,0.2539,-0.5681,0.0323,0.034,-0.3239,0.0583,-0.3822,0.0088,0.0093,-0.0159,-1.8076,1.7917,0.0059,0.0062,0.0835,0.0477,0.1312,0.034,0.0357,0.0493,,D,0.058,-0.0212
8479705,0.0357,0.0175,0.0182,0.0689,0.072,0.254,-0.0814,0.3354,0.022,0.0232,0.0546,0.0618,-0.0072,0.0323,0.034,0.0391,0.1495,-0.1104,0.0088,0.0093,-0.4784,-0.5546,0.0762,0.0059,0.0062,0.0894,0.0413,0.1307,0.0353,0.0369,0.0511,Jeffrey.Viel,F,0.02,0.0306
8483431,0.0282,-0.0123,0.0404,0.0687,0.0718,0.7965,-0.1069,0.9034,0.022,0.0232,-0.0699,0.2176,-0.2875,0.0323,0.034,-0.4062,0.2242,-0.6304,0.0088,0.0093,0.6625,-0.5817,1.2442,0.0059,0.0062,0.0673,0.0624,0.1297,0.0352,0.0368,0.051,Logan.Cooley,F,0.0549,-0.0177
8481596,0.0168,0.038,-0.0212,0.0623,0.0647,0.0249,0.0915,-0.0665,0.022,0.0232,-0.2698,0.2649,-0.5346,0.0323,0.034,0.317,-0.0492,0.3661,0.0088,0.0093,-0.6164,-1.1193,0.5029,0.0059,0.0062,-0.0035,0.1328,0.1293,0.0321,0.0334,0.0463,Shane.Pinto,F,0.0599,0.0418
8476310,0.0405,0.0291,0.0114,0.0648,0.0674,-0.0187,0.1543,-0.1729,0.022,0.0232,0.2154,0.0762,0.1392,0.0323,0.034,-0.075,-0.2758,0.2009,0.0088,0.0093,-0.9698,0.1962,-1.1659,0.0059,0.0062,0.0991,0.0301,0.1292,0.0333,0.0347,0.0481,Lukas.Sedlak,F,0.0228,0.0489
8476881,0.0965,0.0298,0.0667,0.0414,0.0434,0.2371,-0.4292,0.6663,0.0217,0.0229,-0.1669,1.0454,-1.2123,0.0322,0.034,-0.7126,-0.7992,0.0867,0.0088,0.0093,0.0934,0.1009,-0.0075,0.0059,0.0062,0.0006,0.1285,0.1291,0.0221,0.0232,0.0321,Tomas.Hertl,F,0.0787,0.0271
8477330,0.0255,0.0839,-0.0585,0.0574,0.0579,-0.2919,0.5694,-0.8613,0.0219,0.0231,0.3614,-0.3229,0.6843,0.0323,0.034,0.725,-0.2141,0.9391,0.0088,0.0093,-0.2884,0.451,-0.7394,0.0059,0.0062,0.1035,0.0254,0.1289,0.0298,0.0301,0.0423,Dominik.Kubalik,F,0.0668,-0.048
8477810,-0.007,0.0474,-0.0544,0.0589,0.061,0.2074,-0.0435,0.2509,0.0219,0.0231,-0.1295,0.6748,-0.8043,0.0323,0.034,-0.6176,0.5935,-1.2112,0.0088,0.0093,1.5276,-0.6562,2.1838,0.0059,0.0062,-0.099,0.2275,0.1284,0.0305,0.0316,0.0439,Joel.Hanley,D,0.0175,0.0303
8477986,0.0386,-0.0723,0.1109,0.043,0.0442,-0.0336,0.464,-0.4976,0.0218,0.0229,0.4977,0.0849,0.4128,0.0322,0.034,-0.0982,-0.182,0.0837,0.0088,0.0093,0.6274,0.1704,0.457,0.0059,0.0062,0.0928,0.0344,0.1272,0.0229,0.0236,0.0329,Brandon.Montour,D,0.0737,-0.0514
8466285,0.0391,-0.0165,0.0556,0.0555,0.0578,-0.016,0.4951,-0.5111,0.0219,0.0231,0.48,-0.3791,0.8591,0.0323,0.034,0.3436,-0.337,0.6806,0.0088,0.0093,-1.5269,0.9929,-2.5197,0.0059,0.0062,0.2044,-0.0773,0.1271,0.0288,0.0301,0.0417,Brian.Campbell,D,0.0381,-0.0563
8480893,0.1013,-0.0433,0.1446,0.063,0.0648,-0.0043,-0.0616,0.0573,0.022,0.0232,-0.0314,0.3415,-0.3729,0.0323,0.034,-0.5298,0.8009,-1.3307,0.0088,0.0093,0.1294,-0.692,0.8213,0.0059,0.0062,0.0061,0.12,0.1261,0.0325,0.0334,0.0466,Kirill.Marchenko,F,0.071,-0.0028
8477446,0.075,0.0622,0.0128,0.0616,0.0638,0.2296,0.0458,0.1837,0.022,0.0232,-0.041,-0.1346,0.0936,0.0323,0.034,-0.3486,0.1019,-0.4505,0.0088,0.0093,-0.1818,-1.5442,1.3624,0.0059,0.0062,0.0493,0.0762,0.1255,0.0318,0.033,0.0458,Michael.McCarron,F,0.0152,0.059
8471273,0.0613,0.0019,0.0594,0.0552,0.0561,-0.2101,0.0683,-0.2784,0.0219,0.0231,0.4617,-0.106,0.5676,0.0323,0.034,-0.2152,0.0302,-0.2454,0.0088,0.0093,-2.1357,0.9385,-3.0742,0.0059,0.0062,0.1732,-0.0479,0.1254,0.0287,0.0292,0.041,Brandon.Dubinsky,F,0.0349,0.0026
8470760,-0.0296,0.0491,-0.0787,0.0546,0.0559,-0.0067,0.6071,-0.6139,0.0219,0.0231,0.0558,-0.0233,0.0791,0.0323,0.034,0.4964,0.2487,0.2477,0.0088,0.0093,0.0621,0.6001,-0.538,0.0059,0.0062,0.0238,0.1014,0.1252,0.0284,0.0291,0.0407,Marc.Methot,D,0.0103,-0.0429
8476826,0.0463,0.0282,0.0182,0.0459,0.048,0.0698,0.2018,-0.1319,0.0218,0.023,-0.1416,0.028,-0.1697,0.0322,0.034,-0.104,-0.1752,0.0712,0.0088,0.0093,-1.3539,-0.8529,-0.501,0.0059,0.0062,0.0504,0.0741,0.1245,0.0242,0.0254,0.0351,Yanni.Gourde,F,0.037,0.0095
8479335,0.0186,-0.014,0.0326,0.0639,0.066,-0.5914,0.5045,-1.0959,0.022,0.0232,0.5839,-0.2876,0.8715,0.0323,0.034,-0.3505,-0.162,-0.1885,0.0088,0.0093,-1.9887,-0.5241,-1.4646,0.0059,0.0062,0.1076,0.0166,0.1242,0.0329,0.034,0.0473,Rasmus.Asplund,F,0.0165,-0.0389
8481527,0.0677,0.0278,0.0399,0.0653,0.0685,0.0172,-0.3435,0.3607,0.022,0.0232,0.0129,0.4838,-0.4709,0.0323,0.034,-0.7274,0.4395,-1.1669,0.0088,0.0093,0.4346,-1.2538,1.6884,0.0059,0.0062,-0.0218,0.1453,0.1236,0.0336,0.0352,0.0487,Kaedan.Korczak,D,0.0372,0.02
8476887,0.1252,0.1145,0.0107,0.0412,0.0438,0.3541,0.0597,0.2944,0.0217,0.0229,-0.2344,-0.0703,-0.1641,0.0322,0.034,0.3841,-0.356,0.7401,0.0088,0.0093,-0.4607,0.295,-0.7557,0.0059,0.0062,0.1056,0.0176,0.1232,0.022,0.0234,0.0321,Filip.Forsberg,F,0.1055,0.009
8478439,0.0059,-0.0629,0.0688,0.0463,0.0472,-0.1186,0.3688,-0.4874,0.0218,0.023,0.2427,0.2916,-0.0489,0.0322,0.034,-0.1673,-0.3564,0.189,0.0088,0.0093,-1.2277,0.5536,-1.7813,0.0059,0.0062,0.0776,0.0445,0.1221,0.0244,0.025,0.035,Travis.Konecny,F,0.0726,-0.0143
8469619,0.0103,0.0152,-0.0049,0.056,0.056,0.1881,0.2539,-0.0658,0.0219,0.0231,0.4048,-0.1271,0.5319,0.0323,0.034,-0.3009,0.3409,-0.6418,0.0088,0.0093,-0.562,1.0828,-1.6447,0.0059,0.0062,0.1268,-0.0051,0.1217,0.0291,0.0292,0.0412,Dennis.Seidenberg,D,0.0354,0.0191
8477956,0.1006,-0.0689,0.1695,0.0406,0.0427,0.4481,0.2593,0.1888,0.0217,0.0229,0.0118,0.7948,-0.783,0.0322,0.034,-0.0088,-2.4182,2.4094,0.0088,0.0093,0.8469,-0.0444,0.8913,0.0059,0.0062,0.0857,0.036,0.1217,0.0218,0.0229,0.0316,David.Pastrnak,F,0.1331,-0.0099
8470755,0.0156,0.07,-0.0544,0.0542,0.0541,-0.3091,0.6103,-0.9194,0.0219,0.0231,-0.0625,0.0628,-0.1253,0.0323,0.034,-0.0873,0.4306,-0.5179,0.0088,0.0093,-0.3415,0.0418,-0.3834,0.0059,0.0062,-0.0439,0.1645,0.1206,0.0282,0.0283,0.04,Brad.Richardson,F,0.0195,-0.0126
8477499,0.0729,0.001,0.0719,0.0429,0.0411,-0.1884,0.0877,-0.2761,0.0218,0.0229,1.1328,-0.798,1.9308,0.0322,0.034,0.6611,0.3005,0.3606,0.0088,0.0093,-0.2852,1.1015,-1.3867,0.0059,0.0062,0.3085,-0.1879,0.1205,0.0228,0.0221,0.0318,Rasmus.Ristolainen,D,0.0479,-0.0249
8466148,0.0639,0.007,0.0568,0.0568,0.0597,-0.0076,0.3298,-0.3374,0.0219,0.0231,0.1996,-0.139,0.3386,0.0323,0.034,0.4271,-0.2949,0.722,0.0088,0.0093,-0.7361,0.351,-1.0871,0.0059,0.0062,0.1298,-0.0093,0.1204,0.0295,0.031,0.0427,Marian.Hossa,F,0.0991,0.0066
8483524,0.0395,0.0504,-0.0109,0.0679,0.0702,0.6502,-0.1964,0.8466,0.022,0.0232,0.0053,0.0178,-0.0125,0.0323,0.034,-0.2307,0.6982,-0.9289,0.0088,0.0093,1.3931,-0.7431,2.1362,0.0059,0.0062,0.0489,0.0713,0.1202,0.0348,0.0361,0.0501,Shane.Wright,F,0.0423,0.053
8480192,-0.014,-0.0021,-0.0119,0.0636,0.0658,-0.0325,0.3581,-0.3907,0.022,0.0232,-0.0743,0.0277,-0.102,0.0323,0.034,0.4743,-0.1157,0.5899,0.0088,0.0093,-0.4859,-1.2098,0.7239,0.0059,0.0062,0.0197,0.1002,0.1199,0.0328,0.0339,0.0472,Johnathan.Kovacevic,D,0.0248,0.0108
8479337,0.056,0.0991,-0.0431,0.0468,0.0477,0.1037,0.1319,-0.0282,0.0218,0.023,0.2985,-0.3333,0.6318,0.0322,0.034,0.4338,-0.2031,0.6369,0.0088,0.0093,-0.6013,0.5869,-1.1881,0.0059,0.0062,0.1593,-0.0397,0.1197,0.0247,0.0252,0.0353,Alex.DeBrincat,F,0.0956,-0.0257
8473673,0.0114,0.0465,-0.035,0.0573,0.0596,-0.2747,0.301,-0.5757,0.0219,0.0231,-0.1039,0.301,-0.4049,0.0323,0.034,0.4203,-0.2391,0.6594,0.0088,0.0093,-0.5217,-0.2785,-0.2432,0.0059,0.0062,-0.0123,0.1314,0.1191,0.0297,0.0309,0.0429,David.Schlemko,D,0.0373,0.0453
8482222,0.0287,-0.0256,0.0543,0.0618,0.0633,0.07,0.5405,-0.4705,0.022,0.0232,0.049,-0.1081,0.1572,0.0323,0.034,1.1363,-0.7209,1.8572,0.0088,0.0093,-0.7751,0.435,-1.2101,0.0059,0.0062,0.1348,-0.0162,0.1187,0.0319,0.0327,0.0457,Alexander.Barabanov,F,0.0261,-0.0095
8480946,-0.0019,-0.0137,0.0118,0.0614,0.0632,0.2774,0.1277,0.1497,0.022,0.0231,0.3332,-0.2364,0.5696,0.0323,0.034,0.1932,-0.02,0.2133,0.0088,0.0093,-0.236,-0.5978,0.3619,0.0059,0.0062,0.135,-0.017,0.118,0.0317,0.0327,0.0455,Dominik.Kahun,F,0.0312,-0.0341
8481593,0.0225,-0.02,0.0425,0.0693,0.0725,0.3797,-0.1206,0.5003,0.022,0.0232,0.0574,0.1957,-0.1383,0.0323,0.034,0.0927,-0.0885,0.1812,0.0088,0.0093,-0.3408,-0.1813,-0.1594,0.0059,0.0062,0.1,0.0169,0.1169,0.0355,0.0372,0.0514,,D,0.0186,-0.0323
8473563,-0.1067,0.1668,-0.2735,0.0431,0.0445,-0.7074,0.5599,-1.2673,0.0218,0.0229,0.0615,0.5777,-0.5162,0.0322,0.034,0.7057,-0.6896,1.3953,0.0088,0.0093,-0.1171,0.9502,-1.0673,0.0059,0.0062,-0.0989,0.2151,0.1162,0.0229,0.0237,0.033,Nicklas.Backstrom,F,0.0518,0.0116
8478438,0.0114,-0.0257,0.0371,0.0652,0.0681,-0.0089,0.4844,-0.4933,0.022,0.0232,-0.1266,0.2088,-0.3355,0.0323,0.034,0.0856,-0.5336,0.6192,0.0088,0.0093,-0.2285,-1.2869,1.0583,0.0059,0.0062,-0.0092,0.1252,0.116,0.0335,0.035,0.0485,Thomas.Novak,F,0.0475,-0.0093
8481716,0.0493,0.0016,0.0477,0.068,0.0711,0.2067,0.0662,0.1405,0.022,0.0232,-0.0719,0.1204,-0.1923,0.0323,0.034,-0.3886,0.4261,-0.8148,0.0088,0.0093,-0.6547,-0.2477,-0.407,0.0059,0.0062,0.0427,0.0727,0.1154,0.0349,0.0365,0.0505,Dmitri.Voronkov,F,0.0784,-0.0149
8474162,-0.0412,0.0089,-0.0501,0.0424,0.0449,-0.3074,0.3715,-0.6789,0.0218,0.023,0.338,0.279,0.059,0.0322,0.034,-0.9962,-0.2614,-0.7348,0.0088,0.0093,-0.5234,-1.0166,0.4932,0.0059,0.0062,-0.0312,0.1465,0.1153,0.0226,0.0239,0.0329,Jake.Muzzin,D,0.0565,0.0016
8475222,-0.0313,0.0704,-0.1016,0.048,0.0487,0.0088,0.3112,-0.3024,0.0218,0.023,0.2611,0.034,0.2271,0.0322,0.034,0.4307,-0.4583,0.889,0.0088,0.0093,-0.2149,0.6317,-0.8466,0.0059,0.0062,0.0776,0.0366,0.1141,0.0252,0.0257,0.036,Sami.Vatanen,D,0.0499,0.0017
8482874,0.0192,0.0467,-0.0275,0.0713,0.075,0.1287,0.0748,0.0539,0.022,0.0232,0.0616,0.1,-0.0384,0.0323,0.0341,-0.0429,0.0485,-0.0914,0.0088,0.0093,-0.14,-0.2109,0.0709,0.0059,0.0062,0.0455,0.0679,0.1134,0.0365,0.0384,0.053,,?,0.0153,0.0919
8478866,-0.0127,0.0474,-0.0601,0.058,0.0612,-0.6235,0.1786,-0.8021,0.0219,0.0231,0.4927,-0.0577,0.5504,0.0323,0.034,-0.1609,-0.4312,0.2703,0.0088,0.0093,-1.7092,-0.834,-0.8751,0.0059,0.0062,0.0672,0.0453,0.1125,0.03,0.0317,0.0437,Dominik.Simon,F,0.0096,0.0224
8474870,0.123,-0.0679,0.1909,0.0467,0.0476,-0.3942,0.6352,-1.0293,0.0218,0.023,1.0193,-0.8675,1.8868,0.0322,0.034,0.31,-0.056,0.3659,0.0088,0.0093,-0.6755,0.6788,-1.3543,0.0059,0.0062,0.2722,-0.16,0.1122,0.0246,0.0252,0.0352,Tyler.Johnson,F,0.0369,-0.0454
8480807,0.0581,-0.0626,0.1208,0.0581,0.0594,0.6478,0.2775,0.3702,0.0219,0.0231,0.3856,-0.4642,0.8498,0.0323,0.034,-0.3686,0.3752,-0.7438,0.0088,0.0093,-0.1377,0.3414,-0.4791,0.0059,0.0062,0.1944,-0.0829,0.1115,0.0301,0.0308,0.0431,Mattias.Samuelsson,D,0.0219,0.0044
8478550,-0.034,0.0052,-0.0393,0.0406,0.0423,0.5316,-0.149,0.6807,0.0217,0.0229,-0.4251,1.093,-1.5181,0.0322,0.034,-0.1701,-1.4878,1.3177,0.0088,0.0093,-0.0922,-0.4124,0.3202,0.0059,0.0062,-0.0373,0.1479,0.1106,0.0218,0.0227,0.0314,Artemi.Panarin,F,0.0881,-0.0489
8483570,0.034,-0.0157,0.0497,0.0682,0.0709,0.3429,-0.3058,0.6487,0.022,0.0232,0.0383,0.1412,-0.103,0.0323,0.034,0.0776,-0.1363,0.2139,0.0088,0.0093,-0.8156,-0.6718,-0.1438,0.0059,0.0062,0.1141,-0.004,0.1102,0.035,0.0364,0.0505,Ben.Meyers,F,0.0041,-0.0095
8476278,0.0431,-0.0054,0.0485,0.0609,0.0623,0.2299,0.1271,0.1028,0.022,0.0231,-0.0399,0.0183,-0.0582,0.0323,0.034,-0.1756,0.4816,-0.6572,0.0088,0.0093,-0.2625,-0.3381,0.0756,0.0059,0.0062,0.0472,0.0628,0.11,0.0314,0.0322,0.045,Colin.Blackwell,F,0.0148,0.0129
8477951,0.0554,0.0093,0.0461,0.048,0.0493,0.451,-0.2189,0.6699,0.0218,0.023,-0.5688,0.4942,-1.0629,0.0322,0.034,0.3026,-0.1084,0.411,0.0088,0.0093,-0.4864,-0.7042,0.2179,0.0059,0.0062,0.0078,0.1022,0.11,0.0252,0.026,0.0362,Nick.Schmaltz,F,0.0454,0.0041
8476886,0.0248,0.0009,0.024,0.0608,0.0622,0.1867,0.266,-0.0793,0.022,0.0231,0.2652,-0.0825,0.3477,0.0323,0.034,-0.2083,-0.2179,0.0096,0.0088,0.0093,-0.4902,0.1355,-0.6256,0.0059,0.0062,0.1059,0.0037,0.1096,0.0314,0.0322,0.045,Slater.Koekkoek,D,0.0365,0.0007
8481560,0.0639,-0.0593,0.1232,0.0644,0.0685,-0.1333,0.0797,-0.2129,0.022,0.0232,0.5782,-0.0349,0.6131,0.0323,0.034,-0.162,-0.3942,0.2322,0.0088,0.0093,-1.8169,1.0895,-2.9064,0.0059,0.0062,0.2021,-0.0926,0.1095,0.0331,0.0352,0.0484,Arthur.Kaliyev,F,0.0785,-0.0586
8475455,-0.0838,0.0844,-0.1681,0.0386,0.04,-0.0855,0.2645,-0.35,0.0217,0.0228,-0.2024,0.6278,-0.8303,0.0322,0.0339,-0.0953,-0.4998,0.4045,0.0088,0.0093,-0.478,-0.125,-0.353,0.0059,0.0062,-0.0859,0.195,0.1092,0.0208,0.0216,0.03,Brenden.Dillon,D,0.021,-0.0173
8467514,0.0403,0.0313,0.009,0.0623,0.067,0.1737,-0.0699,0.2437,0.022,0.0232,0.0913,-0.0042,0.0955,0.0323,0.034,0.0111,-0.0911,0.1021,0.0088,0.0093,-0.8143,-0.2409,-0.5734,0.0059,0.0062,0.0995,0.0084,0.1079,0.0321,0.0345,0.0471,Pavel.Datsyuk,F,0.0759,0.0639
8482159,0.0178,0.0169,0.0008,0.0703,0.0735,0.1628,0.0022,0.1606,0.022,0.0232,0.029,0.0515,-0.0224,0.0323,0.034,0.1399,-0.0832,0.2232,0.0088,0.0093,-0.4232,-0.6872,0.264,0.0059,0.0062,0.065,0.0426,0.1076,0.036,0.0377,0.0521,Tyson.Foerster,F,0.0378,0.0384
8479987,0.0736,-0.0749,0.1485,0.0581,0.0608,0.6674,-0.0149,0.6823,0.0219,0.0231,-0.2656,-0.0917,-0.1739,0.0323,0.034,-0.1032,0.963,-1.0662,0.0088,0.0093,-1.0034,0.0758,-1.0792,0.0059,0.0062,0.1124,-0.0051,0.1073,0.0301,0.0315,0.0436,Morgan.Geekie,F,0.0372,-0.0222
8483512,0.042,0.0046,0.0374,0.0679,0.071,0.8183,-0.6471,1.4654,0.022,0.0232,0.2148,0.1473,0.0674,0.0323,0.034,-0.8209,0.2889,-1.1098,0.0088,0.0093,0.0871,-0.3472,0.4343,0.0059,0.0062,0.1383,-0.0311,0.1071,0.0348,0.0365,0.0504,,F,0.0364,0.0089
8481617,0.0215,-0.0596,0.0811,0.0616,0.0635,0.1783,-0.2604,0.4387,0.022,0.0232,0.3252,0.0094,0.3157,0.0323,0.034,-0.0263,0.73,-0.7563,0.0088,0.0093,-0.2418,-0.3218,0.08,0.0059,0.0062,0.1171,-0.0101,0.107,0.0318,0.0328,0.0457,Vasily.Podkolzin,F,0.0145,0.0046
8483630,0.0455,0.0141,0.0313,0.071,0.0743,0.2789,-0.0091,0.288,0.022,0.0232,0.0599,0.0195,0.0404,0.0323,0.034,-0.1456,0.1117,-0.2573,0.0088,0.0093,-0.1517,-0.3599,0.2083,0.0059,0.0062,0.0751,0.0311,0.1062,0.0364,0.0381,0.0526,Pavol.Regenda,F,0.0682,0.039
8479984,0.0191,-0.0709,0.09,0.0638,0.0658,-0.0817,0.6082,-0.69,0.022,0.0232,0.3143,-0.2552,0.5695,0.0323,0.034,0.833,0.1523,0.6807,0.0088,0.0093,-1.3161,1.8301,-3.1462,0.0059,0.0062,0.1691,-0.0644,0.1046,0.0329,0.0339,0.0472,Callan.Foote,D,0.0282,-0.0284
8470622,0.028,0.0097,0.0183,0.06,0.0628,-0.0208,0.2116,-0.2325,0.0219,0.0231,0.0318,0.1721,-0.1403,0.0323,0.034,-0.2186,0.0373,-0.2559,0.0088,0.0093,-0.5403,-0.0382,-0.5021,0.0059,0.0062,0.0264,0.0782,0.1046,0.031,0.0325,0.0449,Patrick.Eaves,F,0.0511,-0.0001
8482705,0.0855,-0.013,0.0985,0.0601,0.0617,0.1424,0.118,0.0245,0.0219,0.0231,-0.1473,0.1796,-0.327,0.0323,0.034,0.1751,-0.1602,0.3353,0.0088,0.0093,-1.1809,0.6509,-1.8318,0.0059,0.0062,0.0894,0.0151,0.1045,0.0311,0.0319,0.0445,Cole.Sillinger,F,0.038,-0.0038
8471476,-0.0269,0.0277,-0.0546,0.0571,0.0583,-0.2008,0.491,-0.6918,0.0219,0.0231,0.0809,0.0871,-0.0062,0.0323,0.034,0.2268,-0.1693,0.3961,0.0088,0.0093,-0.5365,0.0593,-0.5958,0.0059,0.0062,0.0093,0.0941,0.1034,0.0296,0.0303,0.0424,Daniel.Winnik,F,0.0056,0.0206
8478424,-0.0075,0.0602,-0.0676,0.0637,0.0655,-0.3322,0.2808,-0.613,0.022,0.0232,-0.0066,0.0437,-0.0504,0.0323,0.034,-0.3813,0.3327,-0.714,0.0088,0.0093,-0.9266,-1.0541,0.1275,0.0059,0.0062,-0.0408,0.144,0.1031,0.0328,0.0338,0.0471,Jansen.Harkins,F,-0.0087,0.028
8482702,0.0603,0.0082,0.052,0.0662,0.0713,0.1096,-0.3547,0.4643,0.022,0.0232,-0.0733,0.0302,-0.1035,0.0323,0.034,-0.3392,0.3092,-0.6484,0.0088,0.0093,-1.0785,-1.8402,0.7617,0.0059,0.0062,0.0533,0.0497,0.103,0.034,0.0366,0.05,,F,0.083,0.0186
8481605,0.0569,0.0142,0.0427,0.0639,0.0669,0.7397,-0.897,1.6367,0.022,0.0232,-0.2046,0.4088,-0.6134,0.0323,0.034,-1.211,1.0266,-2.2376,0.0088,0.0093,0.0173,-1.4445,1.4618,0.0059,0.0062,0.021,0.0819,0.1029,0.0329,0.0345,0.0476,Jackson.LaCombe,D,0.052,0.0311
