player_id,xGF_O,xGF_D,xGF_net,xGF_O_se,xGF_D_se,GF_O,GF_D,GF_net,GF_O_se,GF_D_se,SOG_O,SOG_D,SOG_net,SOG_O_se,SOG_D_se,TO_O,TO_D,TO_net,TO_O_se,TO_D_se,GA_O,GA_D,GA_net,GA_O_se,GA_D_se,BPR_O,BPR_D,BPR,BPR_O_se,BPR_D_se,BPR_se,player_name,position,prior_O,prior_D
8479462,0.0,0.0003,-0.0002,0.0731,0.077,0.0015,0.0086,-0.0071,0.022,0.0232,0.0018,0.0007,0.0011,0.0323,0.0341,-0.0016,0.0023,-0.0039,0.0088,0.0093,-0.0225,0.0066,-0.0291,0.0059,0.0062,0.0014,0.0015,0.0029,0.0374,0.0394,0.0543,Tarmo.Reunanen,D,0.0,0.0
8481543,0.0013,-0.0035,0.0049,0.0719,0.0753,-0.0655,0.0454,-0.1109,0.022,0.0232,0.0086,-0.005,0.0136,0.0323,0.0341,0.0568,-0.0071,0.064,0.0088,0.0093,-0.1263,0.045,-0.1713,0.0059,0.0062,0.0012,0.0017,0.0029,0.0368,0.0386,0.0533,Nikita.Alexandrov,F,0.0009,-0.0078
8478365,0.0003,0.0004,-0.0001,0.0726,0.0762,0.0034,0.0106,-0.0072,0.022,0.0232,0.0003,0.0012,-0.0009,0.0323,0.0341,0.0012,-0.0061,0.0073,0.0088,0.0093,-0.0026,-0.0055,0.0029,0.0059,0.0062,0.0009,0.0019,0.0028,0.0371,0.039,0.0538,Danick.Martel,F,0.0,0.0
8478430,-0.0327,0.0301,-0.0628,0.0594,0.0625,0.1727,0.421,-0.2483,0.0219,0.0231,-0.149,0.0139,-0.1629,0.0323,0.034,0.3872,-0.3746,0.7619,0.0088,0.0093,1.2777,0.1249,1.1528,0.0059,0.0062,-0.0511,0.0538,0.0027,0.0307,0.0323,0.0446,Oliver.Kylington,D,0.0322,-0.0124
8479381,0.0078,0.0078,-0.0001,0.0714,0.0748,-0.0668,0.0178,-0.0846,0.022,0.0232,0.0131,-0.0122,0.0253,0.0323,0.0341,-0.0035,0.0337,-0.0372,0.0088,0.0093,-0.0645,0.0616,-0.1262,0.0059,0.0062,-0.0009,0.0034,0.0026,0.0366,0.0383,0.053,Nick.Caamano,F,0.0146,0.0149
8471362,0.0213,0.0106,0.0106,0.0646,0.0682,-0.0922,0.0467,-0.1389,0.022,0.0232,-0.0295,0.0107,-0.0402,0.0323,0.034,0.0534,-0.1069,0.1603,0.0088,0.0093,-0.08,0.0612,-0.1412,0.0059,0.0062,-0.0033,0.0058,0.0025,0.0332,0.0351,0.0483,Mikhail.Grabovski,F,0.042,0.0154
8484255,0.0017,-0.0001,0.0018,0.0733,0.0772,0.0069,-0.0061,0.0131,0.022,0.0232,0.0003,-0.0024,0.0027,0.0323,0.0341,-0.0104,0.006,-0.0164,0.0088,0.0093,-0.025,-0.0316,0.0066,0.0059,0.0062,0.0023,0.0001,0.0025,0.0375,0.0395,0.0544,,F,0.0,0.0
8479375,-0.0002,-0.0003,0.0001,0.0733,0.0772,0.0018,0.011,-0.0092,0.022,0.0232,0.0025,-0.0002,0.0027,0.0323,0.0341,-0.0033,-0.0048,0.0015,0.0088,0.0093,0.0136,-0.0342,0.0478,0.0059,0.0062,-0.0,0.0025,0.0025,0.0375,0.0395,0.0544,William.Bitten,?,0.0,0.0
8482197,0.0004,0.0004,-0.0,0.0728,0.0769,-0.0148,0.0259,-0.0407,0.022,0.0232,-0.0036,-0.0003,-0.0032,0.0323,0.0341,0.0121,0.0012,0.0108,0.0088,0.0093,-0.007,-0.003,-0.0039,0.0059,0.0062,-0.0018,0.0042,0.0024,0.0372,0.0393,0.0542,Adam.Raska,F,0.0,0.0
8476819,-0.0102,0.0139,-0.024,0.0733,0.0773,-0.0038,0.0044,-0.0083,0.022,0.0232,-0.0043,0.006,-0.0103,0.0323,0.0341,-0.0016,0.002,-0.0036,0.0088,0.0093,-0.0014,-0.0012,-0.0003,0.0059,0.0062,-0.0067,0.0091,0.0024,0.0375,0.0395,0.0545,Jeremy.Welsh,F,-0.0197,0.0269
8474603,-0.0078,0.0113,-0.0191,0.0729,0.077,-0.0033,0.0035,-0.0068,0.022,0.0232,-0.0036,0.0049,-0.0086,0.0323,0.0341,0.0005,0.0017,-0.0012,0.0088,0.0093,-0.0007,-0.0019,0.0012,0.0059,0.0062,-0.0051,0.0074,0.0023,0.0373,0.0394,0.0542,Eric.O'Dell,F,-0.0149,0.0221
8484135,-0.0109,0.0424,-0.0533,0.0727,0.0765,-0.0037,-0.0478,0.0441,0.022,0.0232,-0.0262,0.0254,-0.0516,0.0323,0.0341,-0.0003,0.0029,-0.0033,0.0088,0.0093,0.1295,0.014,0.1155,0.0059,0.0062,-0.017,0.0192,0.0023,0.0372,0.0391,0.054,,F,-0.0186,0.0857
8482785,-0.0005,0.0005,-0.001,0.0732,0.0773,0.0085,0.008,0.0005,0.022,0.0232,-0.0041,0.0047,-0.0088,0.0323,0.0341,0.0282,0.0027,0.0256,0.0088,0.0093,0.0701,-0.0149,0.085,0.0059,0.0062,-0.001,0.0032,0.0023,0.0374,0.0395,0.0544,,F,0.0,0.0
8478485,-0.0,0.0006,-0.0006,0.0725,0.0762,-0.0183,0.0171,-0.0354,0.022,0.0232,0.0022,0.0033,-0.0012,0.0323,0.0341,0.0026,-0.0072,0.0098,0.0088,0.0093,0.0003,-0.0321,0.0324,0.0059,0.0062,-0.0021,0.0044,0.0023,0.0371,0.039,0.0538,Zach.Senyshyn,F,0.0,0.0
8480304,0.0001,0.0001,0.0001,0.0731,0.0771,0.0047,0.0041,0.0006,0.022,0.0232,0.0022,0.0004,0.0019,0.0323,0.0341,0.0096,-0.0112,0.0209,0.0088,0.0093,-0.0252,0.0158,-0.041,0.0059,0.0062,0.0028,-0.0006,0.0023,0.0374,0.0394,0.0543,Jayden.Halbgewachs,F,0.0,0.0
8482452,-0.0004,0.0001,-0.0005,0.0732,0.0769,-0.0023,0.0042,-0.0066,0.022,0.0232,-0.0001,0.0031,-0.0032,0.0323,0.0341,-0.0003,0.008,-0.0083,0.0088,0.0093,0.0067,-0.0325,0.0392,0.0059,0.0062,-0.0009,0.0031,0.0023,0.0374,0.0393,0.0543,Elliot.Desnoyers,F,0.0,0.0
8477902,-0.0079,0.0263,-0.0343,0.0699,0.0719,-0.0324,0.0127,-0.0452,0.022,0.0232,-0.0015,0.0122,-0.0137,0.0323,0.034,0.0297,-0.0205,0.0502,0.0088,0.0093,0.0061,0.1668,-0.1607,0.0059,0.0062,-0.0076,0.0098,0.0022,0.0358,0.0369,0.0514,Dennis.Everberg,F,-0.0164,0.0505
8468526,-0.003,0.0101,-0.0131,0.0654,0.0667,-0.1159,0.2005,-0.3164,0.022,0.0232,0.0078,0.0056,0.0022,0.0323,0.034,0.0161,0.0432,-0.0271,0.0088,0.0093,0.2078,0.3066,-0.0989,0.0059,0.0062,-0.0245,0.0267,0.0022,0.0336,0.0344,0.0481,Jarret.Stoll,F,0.0093,0.0034
8481540,0.0428,-0.1103,0.1531,0.0588,0.0602,0.4896,-0.041,0.5306,0.0219,0.0231,-0.338,0.3711,-0.7092,0.0323,0.034,-0.5156,0.1697,-0.6853,0.0088,0.0093,0.874,-0.4274,1.3014,0.0059,0.0062,-0.0454,0.0476,0.0022,0.0304,0.0312,0.0436,Cole.Caufield,F,0.1016,-0.058
8481547,-0.0006,0.0002,-0.0009,0.0732,0.0773,0.0179,0.0034,0.0145,0.022,0.0232,-0.0039,0.0023,-0.0062,0.0323,0.0341,-0.0004,-0.0014,0.001,0.0088,0.0093,0.0403,-0.0327,0.073,0.0059,0.0062,-0.0001,0.0023,0.0022,0.0374,0.0395,0.0544,,?,0.0,0.0
8471761,0.0113,0.0044,0.0069,0.0684,0.0719,0.019,-0.0212,0.0402,0.022,0.0232,0.0113,-0.0279,0.0392,0.0323,0.034,0.0842,-0.0294,0.1137,0.0088,0.0093,-0.163,0.288,-0.4509,0.0059,0.0062,0.0226,-0.0204,0.0022,0.0351,0.0369,0.0509,Chris.Butler,D,0.0214,0.0089
8482673,-0.0001,0.0005,-0.0006,0.0733,0.0773,0.0118,0.0064,0.0054,0.022,0.0232,-0.0013,-0.0002,-0.0011,0.0323,0.0341,0.0005,0.0036,-0.0031,0.0088,0.0093,0.0152,0.0051,0.0101,0.0059,0.0062,0.0009,0.0012,0.002,0.0375,0.0395,0.0545,,?,0.0,0.0
8480054,0.0002,-0.0002,0.0004,0.0733,0.0773,0.0013,0.0032,-0.0019,0.022,0.0232,0.0035,-0.0005,0.004,0.0323,0.0341,-0.003,0.003,-0.0061,0.0088,0.0093,-0.009,-0.0056,-0.0034,0.0059,0.0062,0.0012,0.0007,0.0019,0.0375,0.0395,0.0545,Reilly.Walsh,D,0.0,0.0
8479304,0.0002,0.0004,-0.0002,0.0727,0.0764,0.0075,0.0133,-0.0058,0.022,0.0232,0.0034,-0.0021,0.0055,0.0323,0.0341,-0.0018,-0.0077,0.006,0.0088,0.0093,0.008,0.0231,-0.0151,0.0059,0.0062,0.0015,0.0003,0.0019,0.0372,0.0391,0.054,Kyle.Criscuolo,F,0.0,0.0
8476195,0.0207,-0.0158,0.0366,0.0693,0.0728,-0.0313,-0.0035,-0.0278,0.022,0.0232,0.0312,-0.0215,0.0527,0.0323,0.034,-0.0082,0.0054,-0.0136,0.0088,0.0093,-0.053,-0.0158,-0.0372,0.0059,0.0062,0.0141,-0.0122,0.0019,0.0355,0.0373,0.0515,Cory.Conacher,F,0.0359,-0.0302
8483549,0.0004,0.0001,0.0003,0.0733,0.0773,0.0049,0.0027,0.0022,0.022,0.0232,0.0009,0.0003,0.0006,0.0323,0.0341,0.0006,-0.0054,0.006,0.0088,0.0093,-0.0058,-0.0039,-0.0019,0.0059,0.0062,0.0014,0.0004,0.0018,0.0375,0.0395,0.0545,Lucas.Condotta,F,0.0,0.0
8469457,0.0108,-0.0095,0.0203,0.0706,0.0744,0.0098,0.0056,0.0042,0.022,0.0232,0.0071,-0.009,0.0161,0.0323,0.034,-0.0057,-0.0146,0.009,0.0088,0.0093,-0.0204,0.0115,-0.0319,0.0059,0.0062,0.0089,-0.0072,0.0017,0.0362,0.0381,0.0525,Stephen.Weiss,F,0.0209,-0.0183
8482766,0.0019,-0.0008,0.0027,0.0731,0.0772,-0.0069,-0.0198,0.0129,0.022,0.0232,0.0033,0.0002,0.003,0.0323,0.0341,0.0099,0.0156,-0.0057,0.0088,0.0093,-0.0633,-0.0071,-0.0562,0.0059,0.0062,0.0038,-0.0021,0.0017,0.0374,0.0395,0.0544,,?,0.0,0.0
8478049,0.0002,0.0002,-0.0,0.073,0.077,0.002,0.001,0.001,0.022,0.0232,0.0021,0.0041,-0.002,0.0323,0.0341,0.0021,-0.016,0.0181,0.0088,0.0093,-0.0019,-0.0087,0.0068,0.0059,0.0062,0.0011,0.0005,0.0016,0.0373,0.0394,0.0543,Ben.Thomas,D,0.0,0.0
8476293,0.0183,-0.0085,0.0268,0.062,0.064,-0.2579,-0.0586,-0.1992,0.022,0.0232,0.2152,-0.1848,0.4,0.0323,0.034,-0.1556,0.3549,-0.5105,0.0088,0.0093,-0.6976,0.0599,-0.7575,0.0059,0.0062,0.0364,-0.0348,0.0016,0.032,0.0331,0.046,Scott.Wilson,F,0.0404,-0.0076
8483433,0.0014,-0.0005,0.0019,0.073,0.077,0.0378,-0.0253,0.0631,0.022,0.0232,-0.0013,-0.0048,0.0035,0.0323,0.0341,-0.0073,0.0101,-0.0175,0.0088,0.0093,0.0019,-0.0141,0.016,0.0059,0.0062,0.0056,-0.0039,0.0016,0.0373,0.0394,0.0543,,?,0.0,0.0
8479364,-0.0002,0.0002,-0.0004,0.0728,0.0766,-0.013,0.0231,-0.0361,0.022,0.0232,-0.0005,-0.0022,0.0017,0.0323,0.0341,0.0252,-0.0042,0.0294,0.0088,0.0093,-0.0079,0.0233,-0.0312,0.0059,0.0062,-0.0003,0.0019,0.0016,0.0372,0.0392,0.0541,Timothy.Gettinger,F,0.0,0.0
8476158,0.0055,-0.003,0.0085,0.0716,0.0746,-0.0093,0.0194,-0.0287,0.022,0.0232,-0.0007,-0.0036,0.003,0.0323,0.034,0.0079,0.0181,-0.0102,0.0088,0.0093,0.0263,0.0176,0.0087,0.0059,0.0062,0.0006,0.001,0.0016,0.0367,0.0382,0.0529,Harry.Zolnierczyk,F,0.0128,-0.0056
8465978,0.0131,-0.029,0.0421,0.0676,0.0698,-0.1434,0.1132,-0.2566,0.022,0.0232,0.043,-0.0559,0.0989,0.0323,0.034,0.1365,0.0033,0.1332,0.0088,0.0093,-0.3278,0.1151,-0.4429,0.0059,0.0062,0.0158,-0.0142,0.0016,0.0347,0.0359,0.0499,Shawn.Thornton,F,0.0347,-0.0578
8480222,-0.021,-0.0135,-0.0075,0.0625,0.0646,-0.3613,0.3283,-0.6896,0.022,0.0232,-0.2525,0.0328,-0.2853,0.0323,0.034,0.8335,-0.2016,1.035,0.0088,0.0093,-0.256,-0.5969,0.3409,0.0059,0.0062,-0.06,0.0615,0.0015,0.0322,0.0333,0.0464,Sebastian.Aho,D,0.0308,-0.0403
8480063,0.0003,-0.0001,0.0003,0.0732,0.0772,0.0022,0.0088,-0.0066,0.022,0.0232,0.0023,-0.002,0.0044,0.0323,0.0341,-0.0017,0.0023,-0.004,0.0088,0.0093,-0.0094,0.0185,-0.0279,0.0059,0.0062,0.0013,0.0002,0.0015,0.0374,0.0395,0.0544,David.Farrance,D,0.0,0.0
8470699,0.0052,0.0034,0.0017,0.0662,0.0675,-0.0657,0.0404,-0.1061,0.022,0.0232,0.0404,0.0053,0.0351,0.0323,0.034,0.1916,-0.16,0.3516,0.0088,0.0093,-0.2818,0.5586,-0.8404,0.0059,0.0062,0.0244,-0.023,0.0014,0.034,0.0347,0.0486,Jan.Hejda,D,0.0126,0.0093
8479597,0.0001,-0.0004,0.0005,0.0729,0.0769,0.0032,0.0057,-0.0026,0.022,0.0232,0.0013,-0.0053,0.0066,0.0323,0.0341,0.0228,0.0029,0.0199,0.0088,0.0093,-0.0085,0.0209,-0.0294,0.0059,0.0062,0.0025,-0.0012,0.0014,0.0373,0.0393,0.0542,Chase.Priskie,D,0.0,0.0
8480384,0.0179,-0.0123,0.0302,0.072,0.0757,0.0091,-0.0015,0.0106,0.022,0.0232,0.0111,-0.0118,0.0229,0.0323,0.0341,-0.0065,0.0169,-0.0233,0.0088,0.0093,0.0445,0.0301,0.0144,0.0059,0.0062,0.0106,-0.0092,0.0014,0.0368,0.0387,0.0535,Alexander.True,F,0.0352,-0.0247
8485512,-0.0043,0.0368,-0.0411,0.0717,0.0754,-0.0587,0.0176,-0.0762,0.022,0.0232,-0.0504,0.012,-0.0624,0.0323,0.0341,0.0219,-0.025,0.0469,0.0088,0.0093,0.0941,-0.0924,0.1865,0.0059,0.0062,-0.0245,0.0259,0.0014,0.0367,0.0386,0.0533,,F,-0.006,0.0754
8479650,0.0,-0.0,0.0001,0.0731,0.0771,0.0044,0.0017,0.0027,0.022,0.0232,-0.0003,-0.0002,-0.0001,0.0323,0.0341,0.0047,0.0014,0.0032,0.0088,0.0093,-0.0058,0.0001,-0.0059,0.0059,0.0062,0.0011,0.0003,0.0014,0.0374,0.0394,0.0543,Vadim.Shipachyov,F,0.0,0.0
8474024,0.0018,0.0004,0.0014,0.0727,0.0764,-0.0003,-0.001,0.0007,0.022,0.0232,0.0023,0.0011,0.0011,0.0323,0.0341,-0.004,-0.0022,-0.0018,0.0088,0.0093,0.0013,-0.0032,0.0045,0.0059,0.0062,0.0011,0.0003,0.0014,0.0372,0.0391,0.054,Jim.O'Brien,F,0.0035,0.0005
8474638,0.0024,0.0064,-0.004,0.0703,0.0731,-0.033,0.0179,-0.051,0.022,0.0232,0.001,-0.0001,0.0011,0.0323,0.034,0.0003,-0.0091,0.0094,0.0088,0.0093,-0.0322,0.0428,-0.075,0.0059,0.0062,-0.0022,0.0036,0.0014,0.036,0.0375,0.052,Andrew.Campbell,D,0.0048,0.0116
8470714,0.0179,-0.0154,0.0332,0.0728,0.0768,0.0024,-0.0043,0.0067,0.022,0.0232,0.0081,-0.0063,0.0144,0.0323,0.0341,0.003,-0.0039,0.0069,0.0088,0.0093,-0.0048,0.006,-0.0108,0.0059,0.0062,0.0115,-0.0102,0.0013,0.0372,0.0393,0.0541,Corey.Potter,D,0.0347,-0.0299
8478442,0.0005,0.0001,0.0004,0.073,0.077,0.0002,0.0001,0.0001,0.022,0.0232,0.0002,0.0017,-0.0015,0.0323,0.0341,0.004,0.0041,-0.0001,0.0088,0.0093,0.0001,-0.0019,0.0019,0.0059,0.0062,0.0006,0.0008,0.0013,0.0373,0.0394,0.0543,Cooper.Marody,F,0.0,0.0
8467330,0.0057,-0.007,0.0127,0.0666,0.0691,-0.0323,0.0058,-0.0381,0.022,0.0232,0.0359,-0.0544,0.0903,0.0323,0.034,0.0788,0.0534,0.0254,0.0088,0.0093,-0.2126,0.1608,-0.3734,0.0059,0.0062,0.0191,-0.0178,0.0013,0.0342,0.0355,0.0493,David.Legwand,F,0.0192,-0.0171
8475729,0.0025,-0.0015,0.004,0.0719,0.0757,-0.0141,0.0222,-0.0362,0.022,0.0232,0.0029,-0.0018,0.0047,0.0323,0.0341,0.0049,-0.0023,0.0072,0.0088,0.0093,0.0176,0.0039,0.0137,0.0059,0.0062,-0.0006,0.0019,0.0013,0.0368,0.0387,0.0534,Mark.Alt,D,0.0062,-0.0031
8469473,0.0076,-0.0018,0.0094,0.0699,0.0734,-0.027,0.0201,-0.0472,0.022,0.0232,0.0086,-0.0047,0.0132,0.0323,0.034,-0.0027,-0.0128,0.0101,0.0088,0.0093,-0.0732,0.0845,-0.1577,0.0059,0.0062,0.0044,-0.0031,0.0013,0.0358,0.0376,0.0519,Marcel.Goc,F,0.0164,-0.0037
8477814,0.0264,-0.0214,0.0478,0.0733,0.0772,0.0033,-0.0099,0.0132,0.022,0.0232,0.0094,-0.0099,0.0193,0.0323,0.0341,0.0124,-0.0033,0.0156,0.0088,0.0093,0.0111,0.0042,0.0069,0.0059,0.0062,0.0161,-0.0147,0.0013,0.0375,0.0395,0.0544,Kevin.Czuczman,D,0.0518,-0.0418
8475775,0.0125,-0.0106,0.0231,0.0704,0.0736,-0.0155,0.0249,-0.0404,0.022,0.0232,0.0031,-0.0008,0.0039,0.0323,0.034,-0.0028,-0.0053,0.0026,0.0088,0.0093,0.0034,0.0268,-0.0233,0.0059,0.0062,0.0043,-0.0031,0.0012,0.0361,0.0377,0.0522,Tye.McGinn,F,0.0251,-0.0212
8470599,0.0241,-0.0037,0.0278,0.0656,0.0678,-0.0166,0.0309,-0.0474,0.022,0.0232,0.0009,-0.03,0.0309,0.0323,0.034,0.0885,-0.1282,0.2167,0.0088,0.0093,-0.1283,0.1862,-0.3145,0.0059,0.0062,0.0202,-0.019,0.0012,0.0337,0.0349,0.0485,Milan.Michalek,F,0.0534,-0.0158
8474095,-0.0017,0.0037,-0.0054,0.0733,0.0772,-0.0008,0.0017,-0.0025,0.022,0.0232,-0.0009,0.0014,-0.0023,0.0323,0.0341,-0.0005,0.0005,-0.0011,0.0088,0.0093,-0.0004,0.0022,-0.0027,0.0059,0.0062,-0.0012,0.0024,0.0012,0.0375,0.0395,0.0544,Dana.Tyrell,F,-0.0032,0.0073
8481070,0.0002,0.0002,0.0,0.0732,0.0772,-0.0138,0.0176,-0.0314,0.022,0.0232,-0.0043,0.0061,-0.0104,0.0323,0.0341,-0.0019,-0.0152,0.0134,0.0088,0.0093,0.0065,-0.0331,0.0396,0.0059,0.0062,-0.0033,0.0045,0.0012,0.0374,0.0395,0.0544,Hugh.McGing,F,0.0,0.0
8481525,0.0122,0.0032,0.0091,0.0678,0.0704,0.9606,-0.4702,1.4308,0.022,0.0232,-0.3522,0.0783,-0.4305,0.0323,0.034,-0.6313,0.2438,-0.8751,0.0088,0.0093,0.2862,-0.3725,0.6588,0.0059,0.0062,0.0234,-0.0222,0.0012,0.0348,0.0362,0.0502,,D,0.0274,-0.0055
8480221,-0.0,-0.0,0.0,0.0733,0.0772,0.0037,0.0041,-0.0004,0.022,0.0232,0.0002,-0.0006,0.0008,0.0323,0.0341,0.0025,-0.0007,0.0033,0.0088,0.0093,-0.0043,0.0043,-0.0086,0.0059,0.0062,0.0009,0.0003,0.0012,0.0375,0.0395,0.0544,,?,0.0,0.0
8482698,0.0,0.0002,-0.0002,0.0733,0.0773,0.0245,-0.0086,0.0331,0.022,0.0232,-0.0004,-0.0012,0.0008,0.0323,0.0341,-0.0017,0.0028,-0.0045,0.0088,0.0093,0.0069,0.0197,-0.0128,0.0059,0.0062,0.0032,-0.0021,0.0011,0.0375,0.0395,0.0545,,?,0.0,0.0
8480242,-0.0002,-0.0003,0.0001,0.073,0.077,-0.0098,0.0172,-0.027,0.022,0.0232,-0.0029,-0.0034,0.0006,0.0323,0.0341,0.0169,0.0038,0.0131,0.0088,0.0093,-0.0248,0.016,-0.0407,0.0059,0.0062,-0.0002,0.0013,0.0011,0.0373,0.0394,0.0543,Arnaud.Durandeau,F,0.0,0.0
8475414,0.0021,0.0,0.0021,0.0705,0.0732,-0.0294,0.0235,-0.0529,0.022,0.0232,0.0056,-0.0087,0.0143,0.0323,0.034,0.0085,0.009,-0.0005,0.0088,0.0093,-0.0311,0.0157,-0.0469,0.0059,0.0062,-0.0004,0.0015,0.0011,0.0361,0.0375,0.0521,Craig.Cunningham,F,0.0048,-0.0008
8479557,-0.0001,0.0002,-0.0003,0.0733,0.0772,-0.001,0.0047,-0.0057,0.022,0.0232,-0.0,-0.0001,0.0001,0.0323,0.0341,0.0015,0.0017,-0.0002,0.0088,0.0093,-0.0058,-0.0035,-0.0023,0.0059,0.0062,0.0001,0.001,0.0011,0.0375,0.0395,0.0544,Calvin.Thurkauf,F,0.0,0.0
8476177,-0.0084,0.0126,-0.021,0.0588,0.0609,-0.4249,0.2934,-0.7183,0.0219,0.0231,-0.0372,-0.0151,-0.0221,0.0323,0.034,-0.024,0.1339,-0.1579,0.0088,0.0093,-0.8208,0.2287,-1.0495,0.0059,0.0062,-0.0447,0.0459,0.0011,0.0304,0.0316,0.0438,Matt.Read,F,0.015,0.0219
8480836,-0.0139,0.0169,-0.0307,0.0733,0.0773,-0.0078,0.0079,-0.0157,0.022,0.0232,-0.0056,0.0054,-0.0109,0.0323,0.0341,-0.002,-0.0005,-0.0015,0.0088,0.0093,-0.0094,0.0139,-0.0232,0.0059,0.0062,-0.0091,0.0102,0.0011,0.0375,0.0395,0.0545,Jonathan.Gruden,F,-0.0268,0.0331
8481637,-0.0001,0.0001,-0.0001,0.0732,0.0771,-0.0004,0.0061,-0.0065,0.022,0.0232,-0.0002,0.0008,-0.001,0.0323,0.0341,0.0022,-0.0086,0.0108,0.0088,0.0093,-0.0144,0.002,-0.0164,0.0059,0.0062,0.0006,0.0005,0.0011,0.0374,0.0394,0.0544,Anton.Wedin,F,0.0,0.0
8476955,0.0016,0.0032,-0.0016,0.0706,0.0741,-0.0203,-0.0115,-0.0088,0.022,0.0232,0.0065,-0.0022,0.0087,0.0323,0.034,0.0258,-0.0088,0.0347,0.0088,0.0093,-0.0174,-0.0177,0.0002,0.0059,0.0062,0.0014,-0.0004,0.001,0.0362,0.038,0.0524,Taylor.Leier,F,0.0047,0.0057
8470662,-0.0046,0.0063,-0.0109,0.0734,0.0773,-0.0014,0.0013,-0.0027,0.022,0.0232,-0.0019,0.0026,-0.0046,0.0323,0.0341,-0.0006,0.0011,-0.0017,0.0088,0.0093,0.0001,-0.0002,0.0003,0.0059,0.0062,-0.003,0.004,0.001,0.0375,0.0395,0.0545,Colin.Fraser,F,-0.0089,0.0123
8469555,0.0295,-0.0237,0.0533,0.0655,0.0688,-0.0435,0.0467,-0.0902,0.022,0.0232,0.0166,-0.0247,0.0413,0.0323,0.034,-0.0092,-0.0276,0.0185,0.0088,0.0093,-0.2983,0.2581,-0.5564,0.0059,0.0062,0.0233,-0.0223,0.001,0.0337,0.0354,0.0488,Christian.Ehrhoff,D,0.0653,-0.0442
8480994,0.0003,-0.0002,0.0005,0.0733,0.0772,0.0077,-0.0009,0.0086,0.022,0.0232,0.001,-0.0023,0.0033,0.0323,0.0341,0.009,0.0062,0.0028,0.0088,0.0093,-0.0059,0.0252,-0.0311,0.0059,0.0062,0.0023,-0.0014,0.0009,0.0375,0.0395,0.0544,Damien.Giroux,?,0.0,0.0
8482079,0.0035,-0.0209,0.0245,0.068,0.0707,-0.0158,-0.0361,0.0203,0.022,0.0232,-0.1916,0.1458,-0.3374,0.0323,0.034,0.2932,0.0197,0.2735,0.0088,0.0093,0.0424,-0.2595,0.302,0.0059,0.0062,-0.0269,0.0278,0.0009,0.0349,0.0363,0.0504,Marco.Rossi,F,0.0153,-0.0195
8479534,-0.0002,-0.0002,0.0,0.0729,0.0766,-0.0194,0.0293,-0.0487,0.022,0.0232,0.0023,-0.0049,0.0072,0.0323,0.0341,0.0152,-0.0127,0.0279,0.0088,0.0093,-0.025,0.0229,-0.0479,0.0059,0.0062,-0.0006,0.0015,0.0009,0.0373,0.0392,0.0541,Linus.Hogberg,D,0.0,0.0
8482250,-0.0,-0.0003,0.0003,0.0733,0.0772,-0.004,0.0045,-0.0085,0.022,0.0232,0.0021,-0.0015,0.0037,0.0323,0.0341,0.0094,-0.0005,0.0099,0.0088,0.0093,-0.0154,0.0088,-0.0241,0.0059,0.0062,0.001,-0.0002,0.0009,0.0375,0.0395,0.0544,Callahan.Burke,F,0.0,0.0
8474568,-0.0575,0.052,-0.1094,0.0471,0.0471,-0.4118,0.6638,-1.0756,0.0218,0.023,-0.0422,-0.3544,0.3121,0.0322,0.034,0.8798,0.3136,0.5661,0.0088,0.0093,-0.4353,0.901,-1.3362,0.0059,0.0062,-0.0296,0.0304,0.0008,0.0248,0.025,0.0352,Luke.Schenn,D,0.0306,0.0153
8478857,-0.002,0.005,-0.007,0.0715,0.0751,-0.0044,0.0126,-0.017,0.022,0.0232,0.0009,-0.0026,0.0034,0.0323,0.0341,-0.0107,0.0319,-0.0426,0.0088,0.0093,0.0614,0.0087,0.0526,0.0059,0.0062,-0.0046,0.0054,0.0008,0.0366,0.0385,0.0531,Dmytro.Timashov,F,-0.0022,0.0094
8477343,0.0002,0.0005,-0.0003,0.0726,0.0765,0.0019,0.0082,-0.0063,0.022,0.0232,-0.0018,0.001,-0.0028,0.0323,0.0341,-0.0046,-0.0007,-0.0039,0.0088,0.0093,-0.0048,0.0188,-0.0236,0.0059,0.0062,-0.0001,0.0009,0.0008,0.0371,0.0391,0.054,Tyler.Lewington,D,0.0,0.0
8481690,0.0006,-0.0004,0.0011,0.0732,0.0772,-0.0005,-0.0116,0.0111,0.022,0.0232,0.0046,0.0001,0.0045,0.0323,0.0341,0.0157,-0.0024,0.0181,0.0088,0.0093,-0.0348,0.0211,-0.0559,0.0059,0.0062,0.0036,-0.0029,0.0007,0.0374,0.0395,0.0544,Tyler.Angle,F,0.0,0.0
8478376,-0.0,0.0002,-0.0002,0.0728,0.0766,-0.0044,0.0038,-0.0082,0.022,0.0232,0.0019,0.0014,0.0005,0.0323,0.0341,0.0015,-0.0023,0.0038,0.0088,0.0093,-0.0042,0.0029,-0.0071,0.0059,0.0062,0.0,0.0007,0.0007,0.0372,0.0392,0.0541,Casey.Bailey,F,0.0,0.0
8475748,0.0,0.0,0.0,0.0734,0.0774,0.0035,-0.0001,0.0036,0.022,0.0232,0.0001,0.0001,-0.0001,0.0323,0.0341,-0.0003,0.0002,-0.0005,0.0088,0.0093,-0.001,-0.0031,0.0021,0.0059,0.0062,0.0006,0.0001,0.0007,0.0375,0.0396,0.0545,Dalton.Smith,?,0.0,0.0
