goalie_id,goalie_name,season,shots_faced,goals_against,xGA,sv_pct,GSAx,GSAx_adj,GOALIE_GAR,GOALIE_WAR,season_label
8471695,Tuukka Rask,2019,1982,157,130.58,0.92,-26.42,15.94,24.33,4.06,2018-19
8471469,Pekka Rinne,2019,1762,147,125.38,0.92,-21.62,16.03,23.49,3.91,2018-19
8475311,Darcy Kuemper,2019,1651,122,101.39,0.93,-20.61,14.67,21.66,3.61,2018-19
8475683,Sergei Bobrovsky,2019,2087,177,144.53,0.92,-32.47,12.13,20.97,3.49,2018-19
8470860,Jaroslav Halak,2019,1156,90,80.44,0.92,-9.56,15.15,20.04,3.34,2018-19
8476412,Jordan Binnington,2019,1519,120,100.98,0.92,-19.02,13.44,19.87,3.31,2018-19
8474651,Braden Holtby,2019,2025,180,147.29,0.91,-32.71,10.56,19.14,3.19,2018-19
8471679,Carey Price,2019,1953,161,129.36,0.92,-31.64,10.1,18.37,3.06,2018-19
8470594,Marc Andre Fleury,2019,1972,173,140.25,0.91,-32.75,9.39,17.74,2.96,2018-19
8476899,Matt Murray,2019,1719,141,114.51,0.92,-26.49,10.24,17.52,2.92,2018-19
8470147,Curtis McElhinney,2019,1096,94,82.47,0.91,-11.53,11.89,16.53,2.76,2018-19
8475831,Philipp Grubauer,2019,1444,117,95.59,0.92,-21.41,9.44,15.56,2.59,2018-19
8471418,Anton Khudobin,2019,1233,95,78.72,0.92,-16.28,10.08,15.3,2.55,2018-19
8475789,Jack Campbell,2019,826,60,52.2,0.93,-7.8,9.85,13.35,2.22,2018-19
8470657,Jimmy Howard,2019,1709,155,123.9,0.91,-31.1,5.43,12.66,2.11,2018-19
8476316,Laurent Brossoit,2019,651,49,44.69,0.92,-4.31,9.6,12.36,2.06,2018-19
8474593,Jacob Markstrom,2019,1894,165,128.28,0.91,-36.72,3.75,11.77,1.96,2018-19
8476945,Connor Hellebuyck,2019,2229,195,147.8,0.91,-47.2,0.44,9.87,1.64,2018-19
8475852,Petr Mrazek,2019,1383,123,97.37,0.91,-25.63,3.92,9.78,1.63,2018-19
8477424,Juuse Saros,2019,892,75,61.96,0.92,-13.04,6.03,9.8,1.63,2018-19
8473575,Semyon Varlamov,2019,1493,135,106.53,0.91,-28.47,3.43,9.75,1.62,2018-19
8479193,Casey Desmith,2019,1056,89,71.46,0.92,-17.54,5.03,9.5,1.58,2018-19
8479496,David Rittich,2019,1228,109,86.2,0.91,-22.8,3.44,8.64,1.44,2018-19
8479394,Carter Hart,2019,976,81,63.63,0.92,-17.37,3.48,7.62,1.27,2018-19
8478406,Mackenzie Blackwood,2019,669,53,42.08,0.92,-10.92,3.38,6.21,1.03,2018-19
8470880,Brian Elliott,2019,732,68,54.92,0.91,-13.08,2.57,5.67,0.94,2018-19
8470645,Corey Crawford,2019,1173,107,81.93,0.91,-25.07,-0.0,4.96,0.83,2018-19
8469608,Mike Smith,2019,1272,126,98.27,0.9,-27.73,-0.54,4.84,0.81,2018-19
8468011,Ryan Miller,2019,578,51,40.53,0.91,-10.47,1.89,4.33,0.72,2018-19
8480382,Alexandar Georgiev,2019,1057,91,68.16,0.91,-22.84,-0.25,4.23,0.7,2018-19
8475839,Louis Domingue,2019,812,75,56.31,0.91,-18.69,-1.34,2.1,0.35,2018-19
8480420,Collin Delia,2019,546,50,38.07,0.91,-11.93,-0.26,2.05,0.34,2018-19
8477293,Antti Raanta,2019,349,33,25.81,0.91,-7.19,0.27,1.75,0.29,2018-19
8479294,Kevin Boyle,2019,139,10,8.13,0.93,-1.87,1.1,1.69,0.28,2018-19
8477831,Pheonix Copley,2019,775,74,55.8,0.9,-18.2,-1.64,1.64,0.27,2018-19
8475156,Mikko Koskinen,2019,1547,146,107.5,0.91,-38.5,-5.44,1.11,0.19,2018-19
8475622,Carter Hutton,2019,1538,140,101.52,0.91,-38.48,-5.61,0.9,0.15,2018-19
8476444,Christopher Gibson,2019,17,1,1.26,0.94,0.26,0.62,0.7,0.12,2018-19
8480925,Pavel Francouz,2019,33,2,1.66,0.94,-0.34,0.36,0.5,0.08,2018-19
8479016,Landon Bow,2019,19,1,0.96,0.95,-0.04,0.36,0.44,0.07,2018-19
8478499,Adin Hill,2019,312,29,21.05,0.91,-7.95,-1.28,0.04,0.01,2018-19
8474596,Jake Allen,2019,1282,122,88.89,0.9,-33.11,-5.71,-0.28,-0.05,2018-19
8475195,Anders Nilsson,2019,1074,99,71.23,0.91,-27.77,-4.81,-0.27,-0.05,2018-19
8477361,Calvin Petersen,2019,72,7,4.77,0.9,-2.23,-0.69,-0.39,-0.06,2018-19
8477968,Alex Nedeljkovic,2019,26,2,0.87,0.92,-1.13,-0.58,-0.47,-0.08,2018-19
8480112,Hunter Miska,2019,9,1,0.25,0.89,-0.75,-0.56,-0.52,-0.09,2018-19
8480363,Kaden Fulcher,2019,11,2,1.12,0.82,-0.88,-0.64,-0.6,-0.1,2018-19
8473541,Jonathan Bernier,2019,1024,98,71.13,0.9,-26.87,-4.99,-0.65,-0.11,2018-19
8479292,Charlie Lindgren,2019,49,5,3.08,0.9,-1.92,-0.87,-0.67,-0.11,2018-19
8471227,Devan Dubnyk,2019,1874,162,113.01,0.91,-48.99,-8.94,-1.0,-0.17,2018-19
8477405,Marcus Hogberg,2019,121,14,9.85,0.88,-4.15,-1.57,-1.05,-0.18,2018-19
8476509,Maxime Lagace,2019,31,4,1.64,0.87,-2.36,-1.69,-1.56,-0.26,2018-19
8467950,Craig Anderson,2019,1673,161,116.32,0.9,-44.68,-8.93,-1.85,-0.31,2018-19
8478916,Joey Daccord,2019,40,5,2.12,0.88,-2.88,-2.03,-1.86,-0.31,2018-19
8477967,Thatcher Demko,2019,288,25,15.66,0.91,-9.34,-3.19,-1.97,-0.33,2018-19
8469514,Peter Budaj,2019,33,6,2.67,0.82,-3.33,-2.62,-2.48,-0.41,2018-19
8477480,Eric Comrie,2019,28,5,1.72,0.82,-3.28,-2.68,-2.56,-0.43,2018-19
8478470,Sam Montembeault,2019,281,30,19.91,0.89,-10.09,-4.09,-2.9,-0.48,2018-19
8475277,Edward Pasquale,2019,102,12,6.4,0.88,-5.6,-3.42,-2.99,-0.5,2018-19
8477465,Tristan Jarry,2019,62,7,2.4,0.89,-4.6,-3.28,-3.01,-0.5,2018-19
8479312,Alex Lyon,2019,31,6,1.95,0.81,-4.05,-3.39,-3.26,-0.54,2018-19
8468685,Henrik Lundqvist,2019,1697,157,110.15,0.91,-46.85,-10.59,-3.4,-0.57,2018-19
8476876,Malcolm Subban,2019,612,60,40.9,0.9,-19.1,-6.02,-3.43,-0.57,2018-19
8473503,James Reimer,2019,923,91,63.79,0.9,-27.21,-7.48,-3.58,-0.6,2018-19
8470320,Cam Ward,2019,1112,114,81.87,0.9,-32.13,-8.37,-3.66,-0.61,2018-19
8473614,Richard Bachman,2019,29,6,1.47,0.79,-4.53,-3.91,-3.79,-0.63,2018-19
8476932,Anthony Stolarz,2019,501,50,33.12,0.9,-16.88,-6.18,-4.06,-0.68,2018-19
8477237,Mike Condon,2019,40,8,2.77,0.8,-5.23,-4.37,-4.2,-0.7,2018-19
8471774,Alex Stalock,2019,517,53,34.73,0.9,-18.27,-7.22,-5.03,-0.84,2018-19
8474152,Scott Darling,2019,232,27,15.98,0.88,-11.02,-6.06,-5.08,-0.85,2018-19
8476999,Linus Ullmark,2019,1146,109,74.13,0.9,-34.87,-10.38,-5.53,-0.92,2018-19
8476914,Joonas Korpisalo,2019,652,67,43.87,0.9,-23.13,-9.19,-6.43,-1.07,2018-19
8471239,Cory Schneider,2019,711,69,44.24,0.9,-24.76,-9.56,-6.55,-1.09,2018-19
8470093,Mike McKenna,2019,317,34,19.07,0.89,-14.93,-8.15,-6.81,-1.14,2018-19
8474636,Michael Hutchinson,2019,239,27,13.82,0.89,-13.18,-8.07,-7.06,-1.18,2018-19
8474889,Martin Jones,2019,2251,233,168.17,0.9,-64.83,-16.72,-7.19,-1.2,2018-19
8475717,Calvin Pickard,2019,383,48,30.89,0.87,-17.11,-8.93,-7.31,-1.22,2018-19
8476343,Garret Sparks,2019,590,58,35.3,0.9,-22.7,-10.09,-7.59,-1.26,2018-19
8473607,Michal Neuvirth,2019,185,26,12.75,0.86,-13.25,-9.3,-8.51,-1.42,2018-19
8466141,Roberto Luongo,2019,1200,121,80.8,0.9,-40.2,-14.56,-9.48,-1.58,2018-19
8477180,Aaron Dell,2019,648,75,47.11,0.88,-27.89,-14.04,-11.3,-1.88,2018-19
8474550,Antti Niemi,2019,538,61,35.87,0.89,-25.13,-13.63,-11.35,-1.89,2018-19
8473434,Chad Johnson,2019,405,49,26.86,0.88,-22.14,-13.49,-11.77,-1.96,2018-19
8475660,Cam Talbot,2019,997,107,68.69,0.89,-38.31,-17.0,-12.78,-2.13,2018-19
8476234,Keith Kinkaid,2019,1183,129,82.93,0.89,-46.07,-20.79,-15.78,-2.63,2018-19
8471734,Jonathan Quick,2019,1326,149,95.86,0.89,-53.14,-24.8,-19.19,-3.2,2018-19
8476883,Andrei Vasilevskiy,2020,1948,154,141.18,0.92,-12.82,26.65,34.9,5.82,2019-20
8476945,Connor Hellebuyck,2020,1710,133,121.91,0.92,-11.09,23.56,30.8,5.13,2019-20
8474593,Jacob Markstrom,2020,1774,141,126.26,0.92,-14.74,21.21,28.72,4.79,2019-20
8471418,Anton Khudobin,2020,1514,117,107.16,0.92,-9.84,20.84,27.25,4.54,2019-20
8479394,Carter Hart,2020,1369,107,98.96,0.92,-8.04,19.7,25.49,4.25,2019-20
8471695,Tuukka Rask,2020,1186,86,78.3,0.93,-7.7,16.33,21.35,3.56,2019-20
8475215,Robin Lehner,2020,1403,117,100.21,0.92,-16.79,11.64,17.58,2.93,2019-20
8480925,Pavel Francouz,2020,1027,79,69.19,0.92,-9.81,11.0,15.35,2.56,2019-20
8470645,Corey Crawford,2020,1373,120,100.76,0.91,-19.24,8.58,14.39,2.4,2019-20
8475311,Darcy Kuemper,2020,1201,92,76.07,0.92,-15.93,8.41,13.49,2.25,2019-20
8475831,Philipp Grubauer,2020,988,82,70.35,0.92,-11.65,8.37,12.55,2.09,2019-20
8478406,Mackenzie Blackwood,2020,1238,104,85.77,0.92,-18.23,6.86,12.1,2.02,2019-20
8471679,Carey Price,2020,1876,165,130.06,0.91,-34.94,3.08,11.02,1.84,2019-20
8470860,Jaroslav Halak,2020,988,82,68.53,0.92,-13.47,6.55,10.73,1.79,2019-20
8476914,Joonas Korpisalo,2020,1051,83,67.62,0.92,-15.38,5.92,10.37,1.73,2019-20
8476412,Jordan Binnington,2020,1300,119,97.01,0.91,-21.99,4.36,9.86,1.64,2019-20
8480382,Alexandar Georgiev,2020,957,80,66.29,0.92,-13.71,5.69,9.74,1.62,2019-20
8474636,Michael Hutchinson,2020,395,36,36.0,0.91,-0.0,8.0,9.68,1.61,2019-20
8477465,Tristan Jarry,2020,879,67,54.63,0.92,-12.37,5.44,9.17,1.53,2019-20
8474596,Jake Allen,2020,681,51,43.35,0.93,-7.65,6.15,9.03,1.5,2019-20
8475852,Petr Mrazek,2020,1118,96,77.62,0.91,-18.38,4.27,9.0,1.5,2019-20
8476999,Linus Ullmark,2020,912,73,58.94,0.92,-14.06,4.42,8.28,1.38,2019-20
8476904,Chris Driedger,2020,233,13,15.38,0.94,2.38,7.1,8.08,1.35,2019-20
8473575,Semyon Varlamov,2020,1713,148,113.41,0.91,-34.59,0.12,7.37,1.23,2019-20
8475660,Cam Talbot,2020,1004,76,58.45,0.92,-17.55,2.8,7.05,1.18,2019-20
8477180,Aaron Dell,2020,739,66,54.71,0.91,-11.29,3.68,6.81,1.14,2019-20
8473503,James Reimer,2020,677,56,46.19,0.92,-9.81,3.91,6.77,1.13,2019-20
8471750,Ben Bishop,2020,1191,102,79.31,0.91,-22.69,1.45,6.49,1.08,2019-20
8473541,Jonathan Bernier,2020,1140,111,89.42,0.9,-21.58,1.52,6.35,1.06,2019-20
8478048,Igor Shesterkin,2020,454,32,26.96,0.93,-5.04,4.16,6.09,1.01,2019-20
8477967,Thatcher Demko,2020,696,62,50.83,0.91,-11.17,2.93,5.88,0.98,2019-20
8475195,Anders Nilsson,2020,552,42,34.23,0.92,-7.77,3.41,5.75,0.96,2019-20
8477361,Calvin Petersen,2020,196,13,13.21,0.93,0.21,4.19,5.02,0.84,2019-20
8470147,Curtis McElhinney,2020,439,38,31.58,0.91,-6.42,2.48,4.33,0.72,2019-20
8477293,Antti Raanta,2020,951,80,60.76,0.92,-19.24,0.04,4.06,0.68,2019-20
8468685,Henrik Lundqvist,2020,712,60,46.32,0.92,-13.68,0.75,3.76,0.63,2019-20
8479496,David Rittich,2020,1303,117,88.73,0.91,-28.27,-1.87,3.65,0.61,2019-20
8478499,Adin Hill,2020,300,25,20.67,0.92,-4.33,1.75,3.02,0.5,2019-20
8475156,Mikko Koskinen,2020,961,83,61.35,0.91,-21.65,-2.17,1.9,0.32,2019-20
8470594,Marc Andre Fleury,2020,1114,109,83.24,0.9,-25.76,-3.18,1.53,0.26,2019-20
8478039,Kaapo Kahkonen,2020,139,10,7.92,0.93,-2.08,0.74,1.33,0.22,2019-20
8479979,Jake Oettinger,2020,8,0,1.04,1.0,1.04,1.2,1.23,0.2,2019-20
8479312,Alex Lyon,2020,73,8,7.24,0.89,-0.76,0.72,1.03,0.17,2019-20
8468011,Ryan Miller,2020,472,43,32.38,0.91,-10.62,-1.06,0.94,0.16,2019-20
8480051,Cayden Primeau,2020,72,5,4.2,0.93,-0.8,0.65,0.96,0.16,2019-20
8478492,Ilya Samsonov,2020,548,49,36.33,0.91,-12.67,-1.56,0.76,0.13,2019-20
8478007,Elvis Merzlikins,2020,771,64,45.8,0.92,-18.2,-2.57,0.69,0.12,2019-20
8477405,Marcus Hogberg,2020,653,60,44.64,0.91,-15.36,-2.13,0.64,0.11,2019-20
8480213,Gilles Senn,2020,38,3,2.72,0.92,-0.28,0.49,0.66,0.11,2019-20
8476876,Malcolm Subban,2020,470,48,36.58,0.9,-11.42,-1.9,0.09,0.02,2019-20
8471306,Thomas Greiss,2020,721,61,43.36,0.92,-17.64,-3.03,0.02,0.0,2019-20
8477480,Eric Comrie,2020,36,4,2.93,0.89,-1.07,-0.34,-0.19,-0.03,2019-20
8479530,Adam Werner,2020,58,5,3.42,0.91,-1.58,-0.41,-0.16,-0.03,2019-20
8480022,Michael Dipietro,2020,7,1,0.47,0.86,-0.53,-0.39,-0.36,-0.06,2019-20
8475883,Frederik Andersen,2020,1415,124,88.91,0.91,-35.09,-6.41,-0.42,-0.07,2019-20
8477312,Antoine Bibeau,2020,42,5,3.07,0.88,-1.93,-1.08,-0.9,-0.15,2019-20
8476341,Anton Forsberg,2020,78,8,5.04,0.9,-2.96,-1.38,-1.05,-0.18,2019-20
8479188,David Ayres,2020,10,2,0.65,0.8,-1.35,-1.15,-1.1,-0.18,2019-20
8477968,Alex Nedeljkovic,2020,96,11,7.26,0.89,-3.74,-1.79,-1.39,-0.23,2019-20
8479292,Charlie Lindgren,2020,147,17,11.94,0.88,-5.06,-2.08,-1.45,-0.24,2019-20
8477992,Jonas Johansson,2020,150,16,10.68,0.89,-5.32,-2.28,-1.65,-0.27,2019-20
8477424,Juuse Saros,2020,1096,102,73.21,0.91,-28.79,-6.58,-1.94,-0.32,2019-20
8478435,Dan Vladar,2020,15,3,0.74,0.8,-2.26,-1.96,-1.9,-0.32,2019-20
8471469,Pekka Rinne,2020,850,82,58.9,0.9,-23.1,-5.88,-2.28,-0.38,2019-20
8480162,Matiss Kivlenieks,2020,137,14,8.39,0.9,-5.61,-2.83,-2.25,-0.38,2019-20
8475789,Jack Campbell,2020,643,62,43.74,0.9,-18.26,-5.23,-2.5,-0.42,2019-20
8476316,Laurent Brossoit,2020,458,52,38.13,0.89,-13.87,-4.59,-2.65,-0.44,2019-20
8479288,Kasimir Kaskisuo,2020,38,6,2.34,0.84,-3.66,-2.89,-2.73,-0.46,2019-20
8476861,Oscar Dansk,2020,37,6,2.03,0.84,-3.97,-3.22,-3.07,-0.51,2019-20
8469608,Mike Smith,2020,918,92,65.99,0.9,-26.01,-7.4,-3.52,-0.59,2019-20
8471774,Alex Stalock,2020,1173,106,73.72,0.91,-32.28,-8.51,-3.54,-0.59,2019-20
8467950,Craig Anderson,2020,857,85,59.93,0.9,-25.07,-7.7,-4.07,-0.68,2019-20
8475622,Carter Hutton,2020,852,86,60.2,0.9,-25.8,-8.53,-4.92,-0.82,2019-20
8471734,Jonathan Quick,2020,994,95,65.45,0.9,-29.55,-9.4,-5.2,-0.87,2019-20
8470880,Brian Elliott,2020,737,76,52.06,0.9,-23.94,-9.01,-5.89,-0.98,2019-20
8476899,Matt Murray,2020,1076,104,71.57,0.9,-32.43,-10.63,-6.07,-1.01,2019-20
8475717,Calvin Pickard,2020,75,15,6.6,0.8,-8.4,-6.89,-6.57,-1.1,2019-20
8476234,Keith Kinkaid,2020,192,24,12.18,0.88,-11.82,-7.93,-7.12,-1.19,2019-20
8471239,Cory Schneider,2020,293,37,22.34,0.87,-14.66,-8.73,-7.49,-1.25,2019-20
8478470,Sam Montembeault,2020,298,34,18.31,0.89,-15.69,-9.65,-8.39,-1.4,2019-20
8474651,Braden Holtby,2020,1293,130,89.08,0.9,-40.92,-14.72,-9.25,-1.54,2019-20
8476434,John Gibson,2020,1305,125,83.69,0.9,-41.31,-14.86,-9.34,-1.56,2019-20
8475839,Louis Domingue,2020,373,46,26.23,0.88,-19.77,-12.21,-10.63,-1.77,2019-20
8474889,Martin Jones,2020,782,81,50.78,0.9,-30.22,-14.38,-11.07,-1.84,2019-20
8475683,Sergei Bobrovsky,2020,1226,127,85.56,0.9,-41.44,-16.6,-11.41,-1.9,2019-20
8471227,Devan Dubnyk,2020,788,88,53.48,0.89,-34.52,-18.55,-15.22,-2.54,2019-20
8470657,Jimmy Howard,2020,706,89,49.24,0.87,-39.76,-25.45,-22.46,-3.74,2019-20
8476883,Andrei Vasilevskiy,2021,1910,137,142.71,0.93,5.71,48.12,56.21,9.37,2020-21
8470594,Marc Andre Fleury,2021,1393,104,102.99,0.93,-1.01,29.91,35.81,5.97,2020-21
8476945,Connor Hellebuyck,2021,1623,132,122.9,0.92,-9.1,26.94,33.81,5.64,2020-21
8477424,Juuse Saros,2021,1300,95,88.73,0.93,-6.27,22.59,28.1,4.68,2020-21
8469608,Mike Smith,2021,1055,82,74.02,0.92,-7.98,15.44,19.91,3.32,2020-21
8473575,Semyon Varlamov,2021,1430,106,86.71,0.93,-19.29,12.46,18.51,3.09,2020-21
8477968,Alex Nedeljkovic,2021,923,65,58.75,0.93,-6.25,14.24,18.15,3.02,2020-21
8471679,Carey Price,2021,1330,115,96.97,0.91,-18.03,11.5,17.13,2.86,2020-21
8477967,Thatcher Demko,2021,1164,99,84.46,0.91,-14.54,11.3,16.23,2.7,2020-21
8475789,Jack Campbell,2021,783,59,54.21,0.92,-4.79,12.59,15.91,2.65,2020-21
8471695,Tuukka Rask,2021,943,79,67.29,0.92,-11.71,9.23,13.22,2.2,2020-21
8475831,Philipp Grubauer,2021,1264,101,79.94,0.92,-21.06,7.01,12.36,2.06,2020-21
8473541,Jonathan Bernier,2021,755,63,54.89,0.92,-8.11,8.65,11.85,1.98,2020-21
8478048,Igor Shesterkin,2021,987,83,66.88,0.92,-16.12,5.79,9.97,1.66,2020-21
8475660,Cam Talbot,2021,1231,103,79.34,0.92,-23.66,3.67,8.88,1.48,2020-21
8477361,Calvin Petersen,2021,1008,88,69.47,0.91,-18.53,3.85,8.12,1.35,2020-21
8478009,Ilya Sorokin,2021,793,64,50.81,0.92,-13.19,4.41,7.77,1.3,2020-21
8479193,Casey Desmith,2021,543,48,41.24,0.91,-6.76,5.3,7.6,1.27,2020-21
8478007,Elvis Merzlikins,2021,827,69,54.7,0.92,-14.3,4.06,7.57,1.26,2020-21
8475852,Petr Mrazek,2021,361,31,28.79,0.91,-2.21,5.81,7.34,1.22,2020-21
8480280,Jeremy Swayman,2021,274,16,15.83,0.94,-0.17,5.91,7.07,1.18,2020-21
8474596,Jake Allen,2021,818,76,60.44,0.91,-15.56,2.6,6.06,1.01,2020-21
8478499,Adin Hill,2021,530,46,37.32,0.91,-8.68,3.09,5.33,0.89,2020-21
8476412,Jordan Binnington,2021,1335,122,91.93,0.91,-30.07,-0.43,5.22,0.87,2020-21
8475311,Darcy Kuemper,2021,713,66,52.2,0.91,-13.8,2.03,5.05,0.84,2020-21
8475215,Robin Lehner,2021,602,55,44.01,0.91,-10.99,2.37,4.92,0.82,2020-21
8476904,Chris Driedger,2021,684,55,41.53,0.92,-13.47,1.71,4.61,0.77,2020-21
8476316,Laurent Brossoit,2021,369,30,24.24,0.92,-5.76,2.43,4.0,0.67,2020-21
8479979,Jake Oettinger,2021,708,61,46.3,0.91,-14.7,1.02,4.02,0.67,2020-21
8474593,Jacob Markstrom,2021,1151,108,81.36,0.91,-26.64,-1.08,3.79,0.63,2020-21
8479406,Filip Gustavsson,2021,254,17,14.04,0.93,-2.96,2.68,3.76,0.63,2020-21
8478406,Mackenzie Blackwood,2021,1082,106,81.0,0.9,-25.0,-0.98,3.6,0.6,2020-21
8481519,Spencer Knight,2021,152,12,11.18,0.92,-0.82,2.56,3.2,0.53,2020-21
8476434,John Gibson,2021,1041,100,75.32,0.9,-24.68,-1.57,2.84,0.47,2020-21
8476932,Anthony Stolarz,2021,230,17,13.61,0.93,-3.39,1.72,2.69,0.45,2020-21
8476509,Maxime Lagace,2021,29,0,1.82,1.0,1.82,2.46,2.58,0.43,2020-21
8476341,Anton Forsberg,2021,264,24,19.52,0.91,-4.48,1.38,2.5,0.42,2020-21
8476999,Linus Ullmark,2021,591,49,35.81,0.92,-13.19,-0.07,2.44,0.41,2020-21
8467950,Craig Anderson,2021,141,11,9.62,0.92,-1.38,1.75,2.35,0.39,2020-21
8477234,Troy Grosenick,2021,77,6,6.01,0.92,0.01,1.72,2.05,0.34,2020-21
8480947,Kevin Lankinen,2021,1193,108,78.45,0.91,-29.55,-3.06,1.99,0.33,2020-21
8475683,Sergei Bobrovsky,2021,979,96,71.98,0.9,-24.02,-2.29,1.86,0.31,2020-21
8475809,Scott Wedgewood,2021,458,46,34.5,0.9,-11.5,-1.33,0.61,0.1,2020-21
8471306,Thomas Greiss,2021,867,78,55.56,0.91,-22.44,-3.19,0.48,0.08,2020-21
8478916,Joey Daccord,2021,214,22,16.82,0.9,-5.18,-0.43,0.48,0.08,2020-21
8480162,Matiss Kivlenieks,2021,71,7,5.5,0.9,-1.5,0.08,0.38,0.06,2020-21
8479288,Kasimir Kaskisuo,2021,3,0,0.09,1.0,0.09,0.15,0.17,0.03,2020-21
8474636,Michael Hutchinson,2021,211,17,11.57,0.92,-5.43,-0.75,0.15,0.02,2020-21
8480313,Logan Thompson,2021,2,0,0.04,1.0,0.04,0.09,0.1,0.02,2020-21
8477480,Eric Comrie,2021,33,3,2.09,0.91,-0.91,-0.17,-0.03,-0.0,2020-21
8480420,Collin Delia,2021,178,19,14.25,0.89,-4.75,-0.8,-0.05,-0.01,2020-21
8477293,Antti Raanta,2021,402,38,26.87,0.91,-11.13,-2.2,-0.5,-0.08,2020-21
8479973,Stuart Skinner,2021,38,5,3.48,0.87,-1.52,-0.67,-0.51,-0.08,2020-21
8478435,Dan Vladar,2021,149,17,12.41,0.89,-4.59,-1.28,-0.65,-0.11,2020-21
8475156,Mikko Koskinen,2021,758,76,55.27,0.9,-20.73,-3.9,-0.69,-0.12,2020-21
8477970,Vitek Vanecek,2021,1033,96,67.98,0.91,-28.02,-5.09,-0.71,-0.12,2020-21
8481001,Veini Vehvilainen,2021,4,1,0.11,0.75,-0.89,-0.8,-0.78,-0.13,2020-21
8476234,Keith Kinkaid,2021,205,21,14.75,0.9,-6.25,-1.7,-0.84,-0.14,2020-21
8476444,Christopher Gibson,2021,40,5,3.04,0.88,-1.96,-1.07,-0.9,-0.15,2020-21
8479312,Alex Lyon,2021,169,18,12.64,0.89,-5.36,-1.61,-0.89,-0.15,2020-21
8480045,Ukko Pekka Luukkonen,2021,149,14,9.16,0.91,-4.84,-1.53,-0.9,-0.15,2020-21
8471469,Pekka Rinne,2021,664,62,43.41,0.91,-18.59,-3.85,-1.04,-0.17,2020-21
8475839,Louis Domingue,2021,23,3,1.33,0.87,-1.67,-1.16,-1.06,-0.18,2020-21
8481501,Artyom Zagidulin,2021,11,2,0.56,0.82,-1.44,-1.19,-1.14,-0.19,2020-21
8473503,James Reimer,2021,627,59,41.13,0.91,-17.87,-3.95,-1.3,-0.22,2020-21
8476861,Oscar Dansk,2021,29,4,1.82,0.86,-2.18,-1.54,-1.41,-0.24,2020-21
8479496,David Rittich,2021,463,46,32.11,0.9,-13.89,-3.61,-1.65,-0.27,2020-21
8480373,Josef Korenar,2021,258,26,17.38,0.9,-8.62,-2.89,-1.8,-0.3,2020-21
8475883,Frederik Andersen,2021,660,70,50.54,0.89,-19.46,-4.81,-2.01,-0.34,2020-21
8476876,Malcolm Subban,2021,472,47,32.51,0.9,-14.49,-4.01,-2.02,-0.34,2020-21
8475920,Michael Houser,2021,141,14,8.06,0.9,-5.94,-2.81,-2.22,-0.37,2020-21
8482246,Alexei Melnichuk,2021,81,11,6.43,0.86,-4.57,-2.77,-2.43,-0.4,2020-21
8471418,Anton Khudobin,2021,800,76,52.26,0.9,-23.74,-5.98,-2.59,-0.43,2020-21
8478492,Ilya Samsonov,2021,598,59,40.43,0.9,-18.57,-5.29,-2.76,-0.46,2020-21
8470860,Jaroslav Halak,2021,482,46,29.61,0.9,-16.39,-5.69,-3.65,-0.61,2020-21
8471734,Jonathan Quick,2021,567,58,39.05,0.9,-18.95,-6.36,-3.96,-0.66,2020-21
8474682,Dustin Tokarski,2021,447,43,27.21,0.9,-15.79,-5.86,-3.97,-0.66,2020-21
8480051,Cayden Primeau,2021,93,14,7.52,0.85,-6.48,-4.41,-4.02,-0.67,2020-21
8481031,Ivan Prosvetov,2021,51,9,3.41,0.82,-5.59,-4.46,-4.24,-0.71,2020-21
8477992,Jonas Johansson,2021,380,39,24.6,0.9,-14.4,-5.97,-4.36,-0.73,2020-21
8480382,Alexandar Georgiev,2021,464,44,27.29,0.91,-16.71,-6.41,-4.44,-0.74,2020-21
8475717,Calvin Pickard,2021,121,16,7.91,0.87,-8.09,-5.4,-4.89,-0.82,2020-21
8477465,Tristan Jarry,2021,1280,120,80.9,0.91,-39.1,-10.69,-5.27,-0.88,2020-21
8475622,Carter Hutton,2021,341,39,24.27,0.89,-14.73,-7.16,-5.71,-0.95,2020-21
8476914,Joonas Korpisalo,2021,904,96,66.06,0.89,-29.94,-9.87,-6.04,-1.01,2020-21
8478024,Ville Husso,2021,460,49,30.63,0.89,-18.37,-8.15,-6.21,-1.03,2020-21
8470147,Curtis McElhinney,2021,295,36,21.8,0.88,-14.2,-7.66,-6.41,-1.07,2020-21
8480112,Hunter Miska,2021,111,17,7.31,0.85,-9.69,-7.23,-6.76,-1.13,2020-21
8478039,Kaapo Kahkonen,2021,692,68,42.14,0.9,-25.86,-10.5,-7.57,-1.26,2020-21
8476899,Matt Murray,2021,738,79,51.1,0.89,-27.9,-11.51,-8.39,-1.4,2020-21
8474651,Braden Holtby,2021,694,77,50.1,0.89,-26.9,-11.5,-8.56,-1.43,2020-21
8477180,Aaron Dell,2021,154,22,9.36,0.86,-12.64,-9.22,-8.57,-1.43,2020-21
8477405,Marcus Hogberg,2021,324,40,22.5,0.88,-17.5,-10.31,-8.93,-1.49,2020-21
8471227,Devan Dubnyk,2021,595,63,38.17,0.89,-24.83,-11.62,-9.1,-1.52,2020-21
8468011,Ryan Miller,2021,434,51,28.5,0.88,-22.5,-12.87,-11.03,-1.84,2020-21
